
Displacement Delta Length
 ==================== 
Displacement Delta Length,Unit,Category,Time,TrackID,ID,
2.09159,um,Surface,2,1000161051,161189,
3.21649,um,Surface,2,1000161053,161190,
2.27194,um,Surface,2,1000161060,161191,
1.34369,um,Surface,2,1000161057,161192,
1.02937,um,Surface,2,1000161058,161193,
5.206,um,Surface,2,1000161056,161194,
2.71111,um,Surface,2,1000161063,161195,
2.47295,um,Surface,2,1000161059,161196,
3.3188,um,Surface,2,1000161066,161197,
12.5289,um,Surface,2,1000161062,161198,
1.87017,um,Surface,2,1000161067,161199,
2.90439,um,Surface,2,1000161061,161200,
4.10983,um,Surface,2,1000161072,161201,
1.13102,um,Surface,2,1000161071,161202,
8.49493,um,Surface,2,1000161064,161203,
0.84178,um,Surface,2,1000161065,161204,
2.96402,um,Surface,2,1000161068,161205,
2.66116,um,Surface,2,1000161070,161206,
10.1464,um,Surface,2,1000161073,161207,
5.35423,um,Surface,2,1000161069,161208,
6.46007,um,Surface,2,1000161076,161209,
3.2077,um,Surface,2,1000161074,161210,
5.05134,um,Surface,2,1000161075,161211,
0.454063,um,Surface,2,1000161079,161212,
3.67342,um,Surface,2,1000161087,161213,
2.92551,um,Surface,2,1000161080,161214,
6.81184,um,Surface,2,1000161077,161215,
3.59902,um,Surface,2,1000161078,161216,
0.802257,um,Surface,2,1000161085,161217,
2.29378,um,Surface,2,1000161089,161218,
0.886045,um,Surface,2,1000161084,161219,
12.9909,um,Surface,2,1000161082,161220,
1.94898,um,Surface,2,1000161083,161221,
3.78821,um,Surface,2,1000161092,161222,
1.31162,um,Surface,2,1000161091,161223,
3.30834,um,Surface,2,1000161088,161224,
3.4982,um,Surface,2,1000161094,161225,
2.66302,um,Surface,2,1000161096,161226,
2.51117,um,Surface,2,1000161090,161227,
1.11716,um,Surface,2,1000161098,161228,
3.86267,um,Surface,2,1000161093,161229,
2.17644,um,Surface,2,1000161095,161230,
1.80687,um,Surface,2,1000161101,161231,
1.65162,um,Surface,2,1000161097,161232,
0.858807,um,Surface,2,1000161099,161233,
2.8341,um,Surface,2,1000161100,161234,
4.0664,um,Surface,2,1000161104,161235,
2.02028,um,Surface,2,1000161103,161236,
3.89194,um,Surface,2,1000161102,161237,
2.7356,um,Surface,2,1000161112,161238,
0.451698,um,Surface,2,1000161106,161239,
0.546889,um,Surface,2,1000161105,161240,
4.5726,um,Surface,2,1000161107,161241,
1.02972,um,Surface,2,1000161108,161242,
0.837671,um,Surface,2,1000161111,161243,
0.702376,um,Surface,2,1000161109,161244,
2.68959,um,Surface,2,1000161110,161245,
0.637148,um,Surface,2,1000161122,161246,
0.321066,um,Surface,2,1000161113,161247,
1.93373,um,Surface,2,1000161121,161248,
1.35302,um,Surface,2,1000161115,161249,
3.04767,um,Surface,2,1000161116,161250,
2.8076,um,Surface,2,1000161117,161251,
12.0294,um,Surface,2,1000161119,161252,
0.889587,um,Surface,2,1000161123,161253,
0.366955,um,Surface,2,1000161118,161254,
1.7305,um,Surface,2,1000161120,161255,
1.27076,um,Surface,2,1000161114,161256,
3.62727,um,Surface,2,1000161125,161257,
3.04788,um,Surface,2,1000161127,161258,
6.0317,um,Surface,2,1000161128,161259,
2.8831,um,Surface,2,1000161124,161260,
12.5835,um,Surface,2,1000161130,161261,
14.37,um,Surface,2,1000161136,161262,
7.21019,um,Surface,2,1000161134,161263,
2.15882,um,Surface,2,1000161137,161264,
1.51016,um,Surface,2,1000161131,161265,
5.05184,um,Surface,2,1000161129,161266,
3.88601,um,Surface,2,1000161126,161267,
1.75627,um,Surface,2,1000161141,161268,
1.55521,um,Surface,2,1000161142,161269,
1.62701,um,Surface,2,1000161140,161270,
3.14106,um,Surface,2,1000161133,161271,
0.849909,um,Surface,2,1000161132,161272,
0.337113,um,Surface,2,1000161135,161273,
7.3772,um,Surface,2,1000161143,161274,
2.17224,um,Surface,2,1000161138,161275,
4.4685,um,Surface,2,1000161139,161276,
1.64407,um,Surface,2,1000161145,161277,
7.77562,um,Surface,2,1000161146,161278,
0.437462,um,Surface,2,1000161144,161279,
1.46284,um,Surface,2,1000161147,161280,
3.02846,um,Surface,2,1000161148,161281,
1.71498,um,Surface,2,1000161149,161282,
3.65176,um,Surface,2,1000161152,161283,
4.60212,um,Surface,2,1000161153,161284,
10.9589,um,Surface,2,1000161150,161285,
0.981969,um,Surface,2,1000161151,161286,
3.32875,um,Surface,2,1000161155,161287,
0,um,Surface,2,1000161288,161288,
1.04598,um,Surface,2,1000161154,161289,
0,um,Surface,2,1000161290,161290,
0.879377,um,Surface,2,1000161156,161291,
1.49638,um,Surface,2,1000161157,161292,
1.35142,um,Surface,2,1000161158,161293,
1.93084,um,Surface,2,1000161159,161294,
1.97961,um,Surface,2,1000161160,161295,
1.49693,um,Surface,3,1000161028,161296,
1.71909,um,Surface,3,1000161029,161297,
4.16236,um,Surface,3,1000161030,161298,
4.90192,um,Surface,3,1000161032,161299,
2.12025,um,Surface,3,1000161031,161300,
0,um,Surface,3,1000161301,161301,
2.30127,um,Surface,3,1000161034,161302,
7.9229,um,Surface,3,1000161035,161303,
3.43276,um,Surface,3,1000161038,161304,
3.27644,um,Surface,3,1000161036,161305,
3.78183,um,Surface,3,1000161037,161306,
1.25063,um,Surface,3,1000161039,161307,
4.08914,um,Surface,3,1000161027,161308,
0.610905,um,Surface,3,1000161026,161309,
1.29039,um,Surface,3,1000161041,161310,
2.72646,um,Surface,3,1000161042,161311,
1.90371,um,Surface,3,1000161043,161312,
2.06715,um,Surface,3,1000161040,161313,
6.77794,um,Surface,3,1000161044,161314,
5.0026,um,Surface,3,1000161045,161315,
0.862449,um,Surface,3,1000161047,161316,
1.4156,um,Surface,3,1000161048,161317,
2.64251,um,Surface,3,1000161052,161318,
1.7514,um,Surface,3,1000161055,161319,
6.56482,um,Surface,3,1000161050,161320,
1.58155,um,Surface,3,1000161053,161321,
2.39278,um,Surface,3,1000161049,161322,
12.8504,um,Surface,3,1000161054,161323,
1.10564,um,Surface,3,1000161056,161324,
1.03834,um,Surface,3,1000161186,161325,
1.37664,um,Surface,3,1000161051,161326,
1.20354,um,Surface,3,1000161060,161327,
3.54252,um,Surface,3,1000161058,161328,
0.983048,um,Surface,3,1000161063,161329,
2.15119,um,Surface,3,1000161059,161330,
4.63397,um,Surface,3,1000161057,161331,
1.26013,um,Surface,3,1000161066,161332,
2.6401,um,Surface,3,1000161061,161333,
7.77608,um,Surface,3,1000161068,161334,
6.67026,um,Surface,3,1000161067,161335,
9.30504,um,Surface,3,1000161073,161336,
0.692436,um,Surface,3,1000161070,161337,
2.13555,um,Surface,3,1000161071,161338,
8.80146,um,Surface,3,1000161062,161339,
0.877092,um,Surface,3,1000161065,161340,
2.4482,um,Surface,3,1000161072,161341,
7.12612,um,Surface,3,1000161064,161342,
6.39334,um,Surface,3,1000161069,161343,
4.2732,um,Surface,3,1000161076,161344,
1.25523,um,Surface,3,1000161074,161345,
20.0486,um,Surface,3,1000161075,161346,
1.47151,um,Surface,3,1000161079,161347,
0.837104,um,Surface,3,1000161078,161348,
0.640956,um,Surface,3,1000161080,161349,
12.764,um,Surface,3,1000161082,161350,
7.71659,um,Surface,3,1000161089,161351,
1.20137,um,Surface,3,1000161085,161352,
0.501398,um,Surface,3,1000161084,161353,
2.59579,um,Surface,3,1000161087,161354,
5.30417,um,Surface,3,1000161086,161355,
3.54688,um,Surface,3,1000161083,161356,
4.66977,um,Surface,3,1000161090,161357,
1.98082,um,Surface,3,1000161092,161358,
3.09606,um,Surface,3,1000161091,161359,
2.31942,um,Surface,3,1000161088,161360,
6.50715,um,Surface,3,1000161100,161361,
0.815459,um,Surface,3,1000161096,161362,
1.68259,um,Surface,3,1000161098,161363,
4.30398,um,Surface,3,1000161101,161364,
4.05971,um,Surface,3,1000161094,161365,
0.888635,um,Surface,3,1000161095,161366,
12.9938,um,Surface,3,1000161093,161367,
2.07191,um,Surface,3,1000161099,161368,
5.09555,um,Surface,3,1000161097,161369,
4.4951,um,Surface,3,1000161102,161370,
0.809861,um,Surface,3,1000161103,161371,
4.17173,um,Surface,3,1000161106,161372,
5.72605,um,Surface,3,1000161104,161373,
2.42965,um,Surface,3,1000161109,161374,
9.39226,um,Surface,3,1000161107,161375,
1.11618,um,Surface,3,1000161105,161376,
6.75743,um,Surface,3,1000161111,161377,
7.47672,um,Surface,3,1000161110,161378,
3.07749,um,Surface,3,1000161115,161379,
6.58658,um,Surface,3,1000161117,161380,
0.929212,um,Surface,3,1000161108,161381,
1.3391,um,Surface,3,1000161112,161382,
3.19071,um,Surface,3,1000161121,161383,
2.30549,um,Surface,3,1000161113,161384,
1.0412,um,Surface,3,1000161114,161385,
13.5578,um,Surface,3,1000161119,161386,
4.03854,um,Surface,3,1000161116,161387,
2.00955,um,Surface,3,1000161118,161388,
1.65174,um,Surface,3,1000161120,161389,
17.2883,um,Surface,3,1000161128,161390,
0.886419,um,Surface,3,1000161122,161391,
11.634,um,Surface,3,1000161130,161392,
0.52177,um,Surface,3,1000161124,161393,
23.2751,um,Surface,3,1000161136,161394,
1.73708,um,Surface,3,1000161123,161395,
1.74851,um,Surface,3,1000161137,161396,
3.84087,um,Surface,3,1000161126,161397,
2.12002,um,Surface,3,1000161125,161398,
5.82927,um,Surface,3,1000161127,161399,
1.02599,um,Surface,3,1000161132,161400,
3.74798,um,Surface,3,1000161133,161401,
1.28255,um,Surface,3,1000161135,161402,
1.43862,um,Surface,3,1000161131,161403,
5.59275,um,Surface,3,1000161129,161404,
5.97952,um,Surface,3,1000161142,161405,
2.39122,um,Surface,3,1000161141,161406,
2.21346,um,Surface,3,1000161140,161407,
1.78885,um,Surface,3,1000161146,161408,
4.37462,um,Surface,3,1000161143,161409,
1.95522,um,Surface,3,1000161144,161410,
0.633925,um,Surface,3,1000161138,161411,
3.43341,um,Surface,3,1000161139,161412,
1.17663,um,Surface,3,1000161149,161413,
1.83335,um,Surface,3,1000161145,161414,
9.16019,um,Surface,3,1000161150,161415,
3.267,um,Surface,3,1000161151,161416,
0.421198,um,Surface,3,1000161147,161417,
4.6017,um,Surface,3,1000161148,161418,
3.89126,um,Surface,3,1000161155,161419,
9.69499,um,Surface,3,1000161152,161420,
7.1317,um,Surface,3,1000161153,161421,
1.33147,um,Surface,3,1000161157,161422,
0.11763,um,Surface,3,1000161154,161423,
3.44844,um,Surface,3,1000161288,161424,
1.69951,um,Surface,3,1000161156,161425,
0.746421,um,Surface,3,1000161158,161426,
2.13703,um,Surface,3,1000161159,161427,
1.0137,um,Surface,3,1000161160,161428,
2.96296,um,Surface,4,1000161040,161429,
2.84797,um,Surface,4,1000161043,161430,
7.46233,um,Surface,4,1000161027,161431,
1.33416,um,Surface,4,1000161026,161432,
1.79859,um,Surface,4,1000161028,161433,
3.70249,um,Surface,4,1000161029,161434,
20.1344,um,Surface,4,1000161033,161435,
0.763841,um,Surface,4,1000161032,161436,
0.779158,um,Surface,4,1000161030,161437,
0.821562,um,Surface,4,1000161301,161438,
2.99641,um,Surface,4,1000161031,161439,
2.8174,um,Surface,4,1000161034,161440,
3.05442,um,Surface,4,1000161038,161441,
1.87387,um,Surface,4,1000161035,161442,
4.76065,um,Surface,4,1000161037,161443,
3.79298,um,Surface,4,1000161036,161444,
2.65674,um,Surface,4,1000161039,161445,
3.87132,um,Surface,4,1000161045,161446,
1.75058,um,Surface,4,1000161048,161447,
2.34865,um,Surface,4,1000161047,161448,
6.63901,um,Surface,4,1000161042,161449,
1.87226,um,Surface,4,1000161041,161450,
4.09691,um,Surface,4,1000161044,161451,
2.24586,um,Surface,4,1000161050,161452,
8.22073,um,Surface,4,1000161046,161453,
0.345465,um,Surface,4,1000161053,161454,
11.405,um,Surface,4,1000161054,161455,
12.5254,um,Surface,4,1000161052,161456,
3.07498,um,Surface,4,1000161055,161457,
6.93534,um,Surface,4,1000161056,161458,
4.11094,um,Surface,4,1000161051,161459,
5.84826,um,Surface,4,1000161049,161460,
1.28164,um,Surface,4,1000161057,161461,
1.13424,um,Surface,4,1000161060,161462,
0.583184,um,Surface,4,1000161058,161463,
10.3428,um,Surface,4,1000161068,161464,
1.50478,um,Surface,4,1000161059,161465,
0.809691,um,Surface,4,1000161063,161466,
5.49738,um,Surface,4,1000161061,161467,
3.66237,um,Surface,4,1000161066,161468,
1.21133,um,Surface,4,1000161067,161469,
0.667761,um,Surface,4,1000161070,161470,
3.11265,um,Surface,4,1000161071,161471,
0.595963,um,Surface,4,1000161065,161472,
14.8438,um,Surface,4,1000161073,161473,
18.0782,um,Surface,4,1000161062,161474,
8.07025,um,Surface,4,1000161064,161475,
1.34997,um,Surface,4,1000161072,161476,
5.33569,um,Surface,4,1000161069,161477,
5.73265,um,Surface,4,1000161076,161478,
0.533564,um,Surface,4,1000161074,161479,
11.3438,um,Surface,4,1000161075,161480,
2.24343,um,Surface,4,1000161079,161481,
0.323097,um,Surface,4,1000161080,161482,
3.70325,um,Surface,4,1000161084,161483,
1.6511,um,Surface,4,1000161089,161484,
7.97446,um,Surface,4,1000161087,161485,
2.71953,um,Surface,4,1000161083,161486,
1.31391,um,Surface,4,1000161085,161487,
0.569016,um,Surface,4,1000161078,161488,
10.2094,um,Surface,4,1000161082,161489,
1.98284,um,Surface,4,1000161088,161490,
2.30272,um,Surface,4,1000161086,161491,
1.68493,um,Surface,4,1000161091,161492,
4.44185,um,Surface,4,1000161090,161493,
6.54912,um,Surface,4,1000161092,161494,
1.20221,um,Surface,4,1000161099,161495,
0.746005,um,Surface,4,1000161094,161496,
5.99018,um,Surface,4,1000161097,161497,
7.67957,um,Surface,4,1000161100,161498,
3.48494,um,Surface,4,1000161095,161499,
1.98231,um,Surface,4,1000161096,161500,
2.65591,um,Surface,4,1000161101,161501,
1.40912,um,Surface,4,1000161098,161502,
7.77091,um,Surface,4,1000161093,161503,
2.7094,um,Surface,4,1000161102,161504,
5.39295,um,Surface,4,1000161103,161505,
2.06865,um,Surface,4,1000161105,161506,
5.1009,um,Surface,4,1000161117,161507,
1.80418,um,Surface,4,1000161104,161508,
5.85448,um,Surface,4,1000161110,161509,
3.75848,um,Surface,4,1000161106,161510,
0.966557,um,Surface,4,1000161108,161511,
6.94112,um,Surface,4,1000161111,161512,
10.2701,um,Surface,4,1000161107,161513,
3.1808,um,Surface,4,1000161109,161514,
4.28826,um,Surface,4,1000161119,161515,
15.5856,um,Surface,4,1000161128,161516,
4.89991,um,Surface,4,1000161116,161517,
1.36873,um,Surface,4,1000161115,161518,
9.01288,um,Surface,4,1000161118,161519,
2.23213,um,Surface,4,1000161113,161520,
3.10649,um,Surface,4,1000161121,161521,
0.754742,um,Surface,4,1000161114,161522,
3.8544,um,Surface,4,1000161122,161523,
3.42832,um,Surface,4,1000161123,161524,
0,um,Surface,4,1000161525,161525,
5.88731,um,Surface,4,1000161124,161526,
1.84636,um,Surface,4,1000161120,161527,
2.09144,um,Surface,4,1000161125,161528,
14.2008,um,Surface,4,1000161136,161529,
4.14592,um,Surface,4,1000161127,161530,
6.96915,um,Surface,4,1000161130,161531,
2.7231,um,Surface,4,1000161129,161532,
0.347338,um,Surface,4,1000161131,161533,
1.26726,um,Surface,4,1000161137,161534,
0.873965,um,Surface,4,1000161126,161535,
2.84023,um,Surface,4,1000161141,161536,
2.28883,um,Surface,4,1000161132,161537,
3.85995,um,Surface,4,1000161133,161538,
5.79291,um,Surface,4,1000161134,161539,
5.80226,um,Surface,4,1000161135,161540,
0.469189,um,Surface,4,1000161139,161541,
3.00063,um,Surface,4,1000161142,161542,
1.66601,um,Surface,4,1000161140,161543,
1.48909,um,Surface,4,1000161145,161544,
3.24342,um,Surface,4,1000161146,161545,
0.973857,um,Surface,4,1000161144,161546,
2.50516,um,Surface,4,1000161143,161547,
2.23974,um,Surface,4,1000161138,161548,
3.27218,um,Surface,4,1000161148,161549,
1.12569,um,Surface,4,1000161149,161550,
12.4596,um,Surface,4,1000161150,161551,
2.61068,um,Surface,4,1000161151,161552,
6.5424,um,Surface,4,1000161147,161553,
1.22146,um,Surface,4,1000161288,161554,
4.19327,um,Surface,4,1000161153,161555,
0.871423,um,Surface,4,1000161290,161556,
5.88406,um,Surface,4,1000161152,161557,
2.50827,um,Surface,4,1000161155,161558,
0.879942,um,Surface,4,1000161157,161559,
1.20275,um,Surface,4,1000161154,161560,
1.10845,um,Surface,4,1000161158,161561,
0.713326,um,Surface,4,1000161159,161562,
0.348124,um,Surface,4,1000161160,161563,
2.50149,um,Surface,4,1000161156,161564,
0.957065,um,Surface,5,1000161043,161565,
4.89713,um,Surface,5,1000161041,161566,
1.12868,um,Surface,5,1000161027,161567,
0.831739,um,Surface,5,1000161026,161568,
7.02419,um,Surface,5,1000161033,161569,
5.38063,um,Surface,5,1000161028,161570,
2.20123,um,Surface,5,1000161029,161571,
0.93494,um,Surface,5,1000161030,161572,
1.62068,um,Surface,5,1000161032,161573,
2.16847,um,Surface,5,1000161031,161574,
1.91888,um,Surface,5,1000161301,161575,
0.850323,um,Surface,5,1000161034,161576,
3.35711,um,Surface,5,1000161038,161577,
2.53951,um,Surface,5,1000161035,161578,
6.47098,um,Surface,5,1000161036,161579,
2.17715,um,Surface,5,1000161037,161580,
4.90206,um,Surface,5,1000161039,161581,
5.21819,um,Surface,5,1000161042,161582,
3.42939,um,Surface,5,1000161048,161583,
3.78512,um,Surface,5,1000161045,161584,
0.319054,um,Surface,5,1000161047,161585,
0.91121,um,Surface,5,1000161044,161586,
1.52337,um,Surface,5,1000161040,161587,
12.4576,um,Surface,5,1000161054,161588,
4.618,um,Surface,5,1000161050,161589,
1.88617,um,Surface,5,1000161046,161590,
0.964164,um,Surface,5,1000161053,161591,
2.34157,um,Surface,5,1000161055,161592,
2.53147,um,Surface,5,1000161051,161593,
5.64516,um,Surface,5,1000161186,161594,
3.22723,um,Surface,5,1000161049,161595,
5.51884,um,Surface,5,1000161052,161596,
3.81741,um,Surface,5,1000161056,161597,
5.85599,um,Surface,5,1000161060,161598,
5.82008,um,Surface,5,1000161057,161599,
2.59279,um,Surface,5,1000161058,161600,
11.7185,um,Surface,5,1000161068,161601,
9.64227,um,Surface,5,1000161067,161602,
4.4749,um,Surface,5,1000161059,161603,
1.23443,um,Surface,5,1000161063,161604,
5.77003,um,Surface,5,1000161065,161605,
4.22283,um,Surface,5,1000161061,161606,
3.1949,um,Surface,5,1000161066,161607,
14.6204,um,Surface,5,1000161073,161608,
3.65759,um,Surface,5,1000161072,161609,
4.86723,um,Surface,5,1000161071,161610,
4.66185,um,Surface,5,1000161070,161611,
1.99347,um,Surface,5,1000161064,161612,
9.21722,um,Surface,5,1000161062,161613,
0.652611,um,Surface,5,1000161074,161614,
0.854962,um,Surface,5,1000161076,161615,
10.0491,um,Surface,5,1000161069,161616,
1.63553,um,Surface,5,1000161079,161617,
10.4878,um,Surface,5,1000161081,161618,
7.33344,um,Surface,5,1000161075,161619,
6.13646,um,Surface,5,1000161087,161620,
2.73837,um,Surface,5,1000161078,161621,
1.75063,um,Surface,5,1000161080,161622,
1.56799,um,Surface,5,1000161089,161623,
10.2959,um,Surface,5,1000161086,161624,
2.08341,um,Surface,5,1000161083,161625,
1.75261,um,Surface,5,1000161085,161626,
1.09861,um,Surface,5,1000161084,161627,
6.30404,um,Surface,5,1000161092,161628,
5.00574,um,Surface,5,1000161088,161629,
8.75106,um,Surface,5,1000161082,161630,
3.29454,um,Surface,5,1000161091,161631,
0.874811,um,Surface,5,1000161095,161632,
1.25469,um,Surface,5,1000161096,161633,
2.84773,um,Surface,5,1000161090,161634,
1.38852,um,Surface,5,1000161097,161635,
3.72227,um,Surface,5,1000161100,161636,
3.76445,um,Surface,5,1000161094,161637,
8.34062,um,Surface,5,1000161101,161638,
0.640377,um,Surface,5,1000161099,161639,
3.03336,um,Surface,5,1000161098,161640,
0.508988,um,Surface,5,1000161102,161641,
9.75944,um,Surface,5,1000161106,161642,
4.5922,um,Surface,5,1000161103,161643,
9.92343,um,Surface,5,1000161093,161644,
2.69219,um,Surface,5,1000161105,161645,
1.55962,um,Surface,5,1000161110,161646,
3.27001,um,Surface,5,1000161104,161647,
8.24936,um,Surface,5,1000161119,161648,
2.10939,um,Surface,5,1000161109,161649,
6.61692,um,Surface,5,1000161107,161650,
1.85428,um,Surface,5,1000161112,161651,
13.1971,um,Surface,5,1000161128,161652,
2.6116,um,Surface,5,1000161116,161653,
1.69322,um,Surface,5,1000161115,161654,
6.57925,um,Surface,5,1000161111,161655,
1.18959,um,Surface,5,1000161108,161656,
1.07702,um,Surface,5,1000161121,161657,
2.52057,um,Surface,5,1000161122,161658,
0.605249,um,Surface,5,1000161114,161659,
2.53504,um,Surface,5,1000161113,161660,
2.73493,um,Surface,5,1000161123,161661,
9.01533,um,Surface,5,1000161130,161662,
0.783163,um,Surface,5,1000161120,161663,
1.29444,um,Surface,5,1000161125,161664,
2.41737,um,Surface,5,1000161127,161665,
2.17912,um,Surface,5,1000161136,161666,
4.72922,um,Surface,5,1000161129,161667,
3.34095,um,Surface,5,1000161126,161668,
1.33321,um,Surface,5,1000161131,161669,
0.568667,um,Surface,5,1000161137,161670,
0.935903,um,Surface,5,1000161141,161671,
1.60666,um,Surface,5,1000161132,161672,
1.62339,um,Surface,5,1000161133,161673,
3.53963,um,Surface,5,1000161134,161674,
1.45758,um,Surface,5,1000161135,161675,
8.18801,um,Surface,5,1000161139,161676,
