
Area
 ==================== 
Area,Unit,Category,Time,TrackID,ID,
544.949,um^2,Surface,1,1000161026,161026,
1403.96,um^2,Surface,1,1000161027,161027,
473.227,um^2,Surface,1,1000161028,161028,
506.499,um^2,Surface,1,1000161029,161029,
527.065,um^2,Surface,1,1000161030,161030,
494.326,um^2,Surface,1,1000161031,161031,
594.373,um^2,Surface,1,1000161032,161032,
514.463,um^2,Surface,1,1000161033,161033,
462.2,um^2,Surface,1,1000161034,161034,
570.101,um^2,Surface,1,1000161035,161035,
615.843,um^2,Surface,1,1000161036,161036,
191.649,um^2,Surface,1,1000161037,161037,
453.354,um^2,Surface,1,1000161038,161038,
450.716,um^2,Surface,1,1000161039,161039,
476.027,um^2,Surface,1,1000161040,161040,
492.715,um^2,Surface,1,1000161041,161041,
417.4,um^2,Surface,1,1000161042,161042,
460.771,um^2,Surface,1,1000161043,161043,
541.629,um^2,Surface,1,1000161044,161044,
572.428,um^2,Surface,1,1000161045,161045,
230.976,um^2,Surface,1,1000161046,161046,
475.462,um^2,Surface,1,1000161047,161047,
478.684,um^2,Surface,1,1000161048,161048,
252.971,um^2,Surface,1,1000161049,161049,
481.481,um^2,Surface,1,1000161050,161050,
510.742,um^2,Surface,1,1000161051,161051,
459.247,um^2,Surface,1,1000161052,161052,
491.247,um^2,Surface,1,1000161053,161053,
675.358,um^2,Surface,1,1000161054,161054,
717.998,um^2,Surface,1,1000161055,161055,
691.722,um^2,Surface,1,1000161056,161056,
278.554,um^2,Surface,1,1000161057,161057,
291.3,um^2,Surface,1,1000161058,161058,
388.741,um^2,Surface,1,1000161059,161059,
642.019,um^2,Surface,1,1000161060,161060,
502.251,um^2,Surface,1,1000161061,161061,
649.679,um^2,Surface,1,1000161062,161062,
251.878,um^2,Surface,1,1000161063,161063,
343.971,um^2,Surface,1,1000161064,161064,
653.076,um^2,Surface,1,1000161065,161065,
639.18,um^2,Surface,1,1000161066,161066,
500.706,um^2,Surface,1,1000161067,161067,
568.88,um^2,Surface,1,1000161068,161068,
530.229,um^2,Surface,1,1000161069,161069,
428.923,um^2,Surface,1,1000161070,161070,
578.48,um^2,Surface,1,1000161071,161071,
718.328,um^2,Surface,1,1000161072,161072,
552.187,um^2,Surface,1,1000161073,161073,
478.01,um^2,Surface,1,1000161074,161074,
602.113,um^2,Surface,1,1000161075,161075,
638.415,um^2,Surface,1,1000161076,161076,
556.742,um^2,Surface,1,1000161077,161077,
1138.6,um^2,Surface,1,1000161078,161078,
595.401,um^2,Surface,1,1000161079,161079,
506.173,um^2,Surface,1,1000161080,161080,
998.348,um^2,Surface,1,1000161081,161081,
544.895,um^2,Surface,1,1000161082,161082,
434.194,um^2,Surface,1,1000161083,161083,
523.431,um^2,Surface,1,1000161084,161084,
572.335,um^2,Surface,1,1000161085,161085,
729.48,um^2,Surface,1,1000161086,161086,
642.953,um^2,Surface,1,1000161087,161087,
728.779,um^2,Surface,1,1000161088,161088,
477.398,um^2,Surface,1,1000161089,161089,
709.118,um^2,Surface,1,1000161090,161090,
679.068,um^2,Surface,1,1000161091,161091,
552.042,um^2,Surface,1,1000161092,161092,
670.653,um^2,Surface,1,1000161093,161093,
522.136,um^2,Surface,1,1000161094,161094,
476.323,um^2,Surface,1,1000161095,161095,
564.273,um^2,Surface,1,1000161096,161096,
564.655,um^2,Surface,1,1000161097,161097,
553.075,um^2,Surface,1,1000161098,161098,
467.397,um^2,Surface,1,1000161099,161099,
498.546,um^2,Surface,1,1000161100,161100,
629.301,um^2,Surface,1,1000161101,161101,
751.495,um^2,Surface,1,1000161102,161102,
506.549,um^2,Surface,1,1000161103,161103,
717.186,um^2,Surface,1,1000161104,161104,
610.087,um^2,Surface,1,1000161105,161105,
477.221,um^2,Surface,1,1000161106,161106,
1007.91,um^2,Surface,1,1000161107,161107,
650.411,um^2,Surface,1,1000161108,161108,
389.179,um^2,Surface,1,1000161109,161109,
895.768,um^2,Surface,1,1000161110,161110,
622.967,um^2,Surface,1,1000161111,161111,
417.726,um^2,Surface,1,1000161112,161112,
475.601,um^2,Surface,1,1000161113,161113,
243.819,um^2,Surface,1,1000161114,161114,
420.705,um^2,Surface,1,1000161115,161115,
649.618,um^2,Surface,1,1000161116,161116,
1135.08,um^2,Surface,1,1000161117,161117,
447.054,um^2,Surface,1,1000161118,161118,
441.432,um^2,Surface,1,1000161119,161119,
535.017,um^2,Surface,1,1000161120,161120,
439.952,um^2,Surface,1,1000161121,161121,
554.705,um^2,Surface,1,1000161122,161122,
413.685,um^2,Surface,1,1000161123,161123,
242.232,um^2,Surface,1,1000161124,161124,
472.381,um^2,Surface,1,1000161125,161125,
534.258,um^2,Surface,1,1000161126,161126,
548.73,um^2,Surface,1,1000161127,161127,
462.193,um^2,Surface,1,1000161128,161128,
1323.64,um^2,Surface,1,1000161129,161129,
611.357,um^2,Surface,1,1000161130,161130,
315.472,um^2,Surface,1,1000161131,161131,
553.107,um^2,Surface,1,1000161132,161132,
481.403,um^2,Surface,1,1000161133,161133,
699.252,um^2,Surface,1,1000161134,161134,
524.582,um^2,Surface,1,1000161135,161135,
526.804,um^2,Surface,1,1000161136,161136,
507.283,um^2,Surface,1,1000161137,161137,
603.707,um^2,Surface,1,1000161138,161138,
478.054,um^2,Surface,1,1000161139,161139,
