
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,TrackID,ID,
0.276277,,Surface,1,1000161026,161026,
0.422725,,Surface,1,1000161027,161027,
0.30599,,Surface,1,1000161028,161028,
0.302028,,Surface,1,1000161029,161029,
0.359398,,Surface,1,1000161030,161030,
0.240206,,Surface,1,1000161031,161031,
0.324823,,Surface,1,1000161032,161032,
0.694078,,Surface,1,1000161033,161033,
0.21419,,Surface,1,1000161034,161034,
0.346695,,Surface,1,1000161035,161035,
0.35246,,Surface,1,1000161036,161036,
0.245744,,Surface,1,1000161037,161037,
0.370553,,Surface,1,1000161038,161038,
0.313416,,Surface,1,1000161039,161039,
0.192654,,Surface,1,1000161040,161040,
0.345253,,Surface,1,1000161041,161041,
0.736707,,Surface,1,1000161042,161042,
0.327804,,Surface,1,1000161043,161043,
0.291081,,Surface,1,1000161044,161044,
0.348962,,Surface,1,1000161045,161045,
0.427333,,Surface,1,1000161046,161046,
0.3264,,Surface,1,1000161047,161047,
0.415135,,Surface,1,1000161048,161048,
0.490063,,Surface,1,1000161049,161049,
0.35847,,Surface,1,1000161050,161050,
0.511129,,Surface,1,1000161051,161051,
0.417238,,Surface,1,1000161052,161052,
0.29054,,Surface,1,1000161053,161053,
0.397554,,Surface,1,1000161054,161054,
0.323725,,Surface,1,1000161055,161055,
0.800056,,Surface,1,1000161056,161056,
0.67198,,Surface,1,1000161057,161057,
0.523307,,Surface,1,1000161058,161058,
0.231261,,Surface,1,1000161059,161059,
0.280501,,Surface,1,1000161060,161060,
0.364762,,Surface,1,1000161061,161061,
0.216351,,Surface,1,1000161062,161062,
0.260234,,Surface,1,1000161063,161063,
0.176141,,Surface,1,1000161064,161064,
0.273468,,Surface,1,1000161065,161065,
0.337833,,Surface,1,1000161066,161066,
0.367493,,Surface,1,1000161067,161067,
0.263346,,Surface,1,1000161068,161068,
0.299877,,Surface,1,1000161069,161069,
0.286462,,Surface,1,1000161070,161070,
0.274158,,Surface,1,1000161071,161071,
0.625978,,Surface,1,1000161072,161072,
0.43746,,Surface,1,1000161073,161073,
0.217998,,Surface,1,1000161074,161074,
0.510032,,Surface,1,1000161075,161075,
0.331515,,Surface,1,1000161076,161076,
0.530154,,Surface,1,1000161077,161077,
0.601189,,Surface,1,1000161078,161078,
0.267765,,Surface,1,1000161079,161079,
0.210889,,Surface,1,1000161080,161080,
0.36408,,Surface,1,1000161081,161081,
0.499857,,Surface,1,1000161082,161082,
0.123442,,Surface,1,1000161083,161083,
0.324304,,Surface,1,1000161084,161084,
0.354276,,Surface,1,1000161085,161085,
0.330204,,Surface,1,1000161086,161086,
0.335408,,Surface,1,1000161087,161087,
0.379584,,Surface,1,1000161088,161088,
0.186511,,Surface,1,1000161089,161089,
0.30433,,Surface,1,1000161090,161090,
0.576234,,Surface,1,1000161091,161091,
0.287648,,Surface,1,1000161092,161092,
0.179208,,Surface,1,1000161093,161093,
0.340742,,Surface,1,1000161094,161094,
0.396946,,Surface,1,1000161095,161095,
0.168077,,Surface,1,1000161096,161096,
0.328642,,Surface,1,1000161097,161097,
0.398534,,Surface,1,1000161098,161098,
0.697238,,Surface,1,1000161099,161099,
0.262136,,Surface,1,1000161100,161100,
