
Time
 ==================== 
Time,Unit,Category,Time,TrackID,ID,
0,s,Surface,1,1000161026,161026,
0,s,Surface,1,1000161027,161027,
0,s,Surface,1,1000161028,161028,
0,s,Surface,1,1000161029,161029,
0,s,Surface,1,1000161030,161030,
0,s,Surface,1,1000161031,161031,
0,s,Surface,1,1000161032,161032,
0,s,Surface,1,1000161033,161033,
0,s,Surface,1,1000161034,161034,
0,s,Surface,1,1000161035,161035,
0,s,Surface,1,1000161036,161036,
0,s,Surface,1,1000161037,161037,
0,s,Surface,1,1000161038,161038,
0,s,Surface,1,1000161039,161039,
0,s,Surface,1,1000161040,161040,
0,s,Surface,1,1000161041,161041,
0,s,Surface,1,1000161042,161042,
0,s,Surface,1,1000161043,161043,
0,s,Surface,1,1000161044,161044,
0,s,Surface,1,1000161045,161045,
0,s,Surface,1,1000161046,161046,
0,s,Surface,1,1000161047,161047,
0,s,Surface,1,1000161048,161048,
0,s,Surface,1,1000161049,161049,
0,s,Surface,1,1000161050,161050,
0,s,Surface,1,1000161051,161051,
0,s,Surface,1,1000161052,161052,
0,s,Surface,1,1000161053,161053,
0,s,Surface,1,1000161054,161054,
0,s,Surface,1,1000161055,161055,
0,s,Surface,1,1000161056,161056,
0,s,Surface,1,1000161057,161057,
0,s,Surface,1,1000161058,161058,
0,s,Surface,1,1000161059,161059,
0,s,Surface,1,1000161060,161060,
0,s,Surface,1,1000161061,161061,
0,s,Surface,1,1000161062,161062,
0,s,Surface,1,1000161063,161063,
0,s,Surface,1,1000161064,161064,
0,s,Surface,1,1000161065,161065,
0,s,Surface,1,1000161066,161066,
0,s,Surface,1,1000161067,161067,
0,s,Surface,1,1000161068,161068,
0,s,Surface,1,1000161069,161069,
0,s,Surface,1,1000161070,161070,
0,s,Surface,1,1000161071,161071,
0,s,Surface,1,1000161072,161072,
0,s,Surface,1,1000161073,161073,
0,s,Surface,1,1000161074,161074,
0,s,Surface,1,1000161075,161075,
0,s,Surface,1,1000161076,161076,
0,s,Surface,1,1000161077,161077,
0,s,Surface,1,1000161078,161078,
0,s,Surface,1,1000161079,161079,
0,s,Surface,1,1000161080,161080,
0,s,Surface,1,1000161081,161081,
0,s,Surface,1,1000161082,161082,
0,s,Surface,1,1000161083,161083,
0,s,Surface,1,1000161084,161084,
0,s,Surface,1,1000161085,161085,
0,s,Surface,1,1000161086,161086,
0,s,Surface,1,1000161087,161087,
0,s,Surface,1,1000161088,161088,
0,s,Surface,1,1000161089,161089,
0,s,Surface,1,1000161090,161090,
0,s,Surface,1,1000161091,161091,
0,s,Surface,1,1000161092,161092,
0,s,Surface,1,1000161093,161093,
0,s,Surface,1,1000161094,161094,
0,s,Surface,1,1000161095,161095,
0,s,Surface,1,1000161096,161096,
0,s,Surface,1,1000161097,161097,
0,s,Surface,1,1000161098,161098,
