
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,TrackID,ID,
7.26748,um,Surface,1,1000161115,161115,
8.17097,um,Surface,1,1000161116,161116,
14.0516,um,Surface,1,1000161117,161117,
6.41375,um,Surface,1,1000161118,161118,
8.14364,um,Surface,1,1000161119,161119,
7.22005,um,Surface,1,1000161120,161120,
8.80684,um,Surface,1,1000161121,161121,
7.23226,um,Surface,1,1000161122,161122,
6.02568,um,Surface,1,1000161123,161123,
8.77947,um,Surface,1,1000161124,161124,
6.8247,um,Surface,1,1000161125,161125,
7.39005,um,Surface,1,1000161126,161126,
7.87651,um,Surface,1,1000161127,161127,
7.08369,um,Surface,1,1000161128,161128,
16.9907,um,Surface,1,1000161129,161129,
7.85074,um,Surface,1,1000161130,161130,
5.50852,um,Surface,1,1000161131,161131,
7.2314,um,Surface,1,1000161132,161132,
7.24603,um,Surface,1,1000161133,161133,
10.2623,um,Surface,1,1000161134,161134,
7.34278,um,Surface,1,1000161135,161135,
9.48523,um,Surface,1,1000161136,161136,
7.69785,um,Surface,1,1000161137,161137,
7.71949,um,Surface,1,1000161138,161138,
6.56784,um,Surface,1,1000161139,161139,
7.30093,um,Surface,1,1000161140,161140,
6.96219,um,Surface,1,1000161141,161141,
7.31116,um,Surface,1,1000161142,161142,
8.52664,um,Surface,1,1000161143,161143,
8.97435,um,Surface,1,1000161144,161144,
7.59422,um,Surface,1,1000161145,161145,
8.03333,um,Surface,1,1000161146,161146,
7.99172,um,Surface,1,1000161147,161147,
11.1124,um,Surface,1,1000161148,161148,
6.88463,um,Surface,1,1000161149,161149,
10.3621,um,Surface,1,1000161150,161150,
7.85934,um,Surface,1,1000161151,161151,
12.9028,um,Surface,1,1000161152,161152,
11.5622,um,Surface,1,1000161153,161153,
7.2983,um,Surface,1,1000161154,161154,
7.0166,um,Surface,1,1000161155,161155,
7.53153,um,Surface,1,1000161156,161156,
6.83876,um,Surface,1,1000161157,161157,
7.24645,um,Surface,1,1000161158,161158,
8.74173,um,Surface,1,1000161159,161159,
7.31809,um,Surface,1,1000161160,161160,
15.6727,um,Surface,2,1000161027,161161,
6.86103,um,Surface,2,1000161028,161162,
7.42929,um,Surface,2,1000161029,161163,
7.20935,um,Surface,2,1000161030,161164,
8.72211,um,Surface,2,1000161032,161165,
8.57238,um,Surface,2,1000161033,161166,
7.1528,um,Surface,2,1000161031,161167,
6.70555,um,Surface,2,1000161034,161168,
8.14358,um,Surface,2,1000161035,161169,
7.34354,um,Surface,2,1000161038,161170,
7.90993,um,Surface,2,1000161036,161171,
7.22029,um,Surface,2,1000161039,161172,
8.72514,um,Surface,2,1000161044,161173,
6.73535,um,Surface,2,1000161043,161174,
7.47817,um,Surface,2,1000161026,161175,
7.18664,um,Surface,2,1000161047,161176,
6.96373,um,Surface,2,1000161046,161177,
7.3045,um,Surface,2,1000161048,161178,
8.43921,um,Surface,2,1000161042,161179,
7.06169,um,Surface,2,1000161040,161180,
6.60898,um,Surface,2,1000161041,161181,
7.70489,um,Surface,2,1000161050,161182,
7.4082,um,Surface,2,1000161045,161183,
8.80235,um,Surface,2,1000161055,161184,
9.68173,um,Surface,2,1000161054,161185,
6.54548,um,Surface,2,1000161186,161186,
6.11441,um,Surface,2,1000161049,161187,
6.96265,um,Surface,2,1000161052,161188,
7.2856,um,Surface,2,1000161051,161189,
6.71791,um,Surface,2,1000161053,161190,
8.02271,um,Surface,2,1000161060,161191,
6.602,um,Surface,2,1000161057,161192,
6.54546,um,Surface,2,1000161058,161193,
7.42039,um,Surface,2,1000161056,161194,
5.39249,um,Surface,2,1000161063,161195,
6.70075,um,Surface,2,1000161059,161196,
7.93018,um,Surface,2,1000161066,161197,
