
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,TrackID,ID,
5.27683,um,Surface,1,1000161026,161026,
8.06564,um,Surface,1,1000161027,161027,
4.29715,um,Surface,1,1000161028,161028,
5.22059,um,Surface,1,1000161029,161029,
5.19387,um,Surface,1,1000161030,161030,
5.28623,um,Surface,1,1000161031,161031,
4.493,um,Surface,1,1000161032,161032,
4.7848,um,Surface,1,1000161033,161033,
5.25231,um,Surface,1,1000161034,161034,
4.28613,um,Surface,1,1000161035,161035,
5.56242,um,Surface,1,1000161036,161036,
2.70168,um,Surface,1,1000161037,161037,
4.20334,um,Surface,1,1000161038,161038,
4.24137,um,Surface,1,1000161039,161039,
5.21813,um,Surface,1,1000161040,161040,
5.17681,um,Surface,1,1000161041,161041,
4.28877,um,Surface,1,1000161042,161042,
4.2709,um,Surface,1,1000161043,161043,
4.95433,um,Surface,1,1000161044,161044,
4.30016,um,Surface,1,1000161045,161045,
3.26995,um,Surface,1,1000161046,161046,
4.78691,um,Surface,1,1000161047,161047,
4.11472,um,Surface,1,1000161048,161048,
3.69709,um,Surface,1,1000161049,161049,
5.14082,um,Surface,1,1000161050,161050,
5.24851,um,Surface,1,1000161051,161051,
5.43458,um,Surface,1,1000161052,161052,
4.73416,um,Surface,1,1000161053,161053,
6.18364,um,Surface,1,1000161054,161054,
5.79129,um,Surface,1,1000161055,161055,
4.60431,um,Surface,1,1000161056,161056,
4.05666,um,Surface,1,1000161057,161057,
4.00215,um,Surface,1,1000161058,161058,
4.90379,um,Surface,1,1000161059,161059,
5.81858,um,Surface,1,1000161060,161060,
5.31908,um,Surface,1,1000161061,161061,
5.49718,um,Surface,1,1000161062,161062,
3.94376,um,Surface,1,1000161063,161063,
4.91301,um,Surface,1,1000161064,161064,
5.69648,um,Surface,1,1000161065,161065,
5.45274,um,Surface,1,1000161066,161066,
4.42142,um,Surface,1,1000161067,161067,
5.56677,um,Surface,1,1000161068,161068,
5.84908,um,Surface,1,1000161069,161069,
4.69505,um,Surface,1,1000161070,161070,
5.78604,um,Surface,1,1000161071,161071,
5.59183,um,Surface,1,1000161072,161072,
5.58267,um,Surface,1,1000161073,161073,
5.30053,um,Surface,1,1000161074,161074,
4.73801,um,Surface,1,1000161075,161075,
5.89652,um,Surface,1,1000161076,161076,
4.927,um,Surface,1,1000161077,161077,
6.81648,um,Surface,1,1000161078,161078,
5.60244,um,Surface,1,1000161079,161079,
5.40768,um,Surface,1,1000161080,161080,
5.33041,um,Surface,1,1000161081,161081,
5.4128,um,Surface,1,1000161082,161082,
5.16183,um,Surface,1,1000161083,161083,
5.27454,um,Surface,1,1000161084,161084,
5.55401,um,Surface,1,1000161085,161085,
5.89886,um,Surface,1,1000161086,161086,
5.51164,um,Surface,1,1000161087,161087,
6.19531,um,Surface,1,1000161088,161088,
5.46998,um,Surface,1,1000161089,161089,
5.76541,um,Surface,1,1000161090,161090,
4.87341,um,Surface,1,1000161091,161091,
5.38875,um,Surface,1,1000161092,161092,
5.57338,um,Surface,1,1000161093,161093,
4.30749,um,Surface,1,1000161094,161094,
4.7727,um,Surface,1,1000161095,161095,
6.00945,um,Surface,1,1000161096,161096,
5.41866,um,Surface,1,1000161097,161097,
5.25085,um,Surface,1,1000161098,161098,
4.24968,um,Surface,1,1000161099,161099,
5.47522,um,Surface,1,1000161100,161100,
5.21924,um,Surface,1,1000161101,161101,
6.2615,um,Surface,1,1000161102,161102,
5.56373,um,Surface,1,1000161103,161103,
6.15594,um,Surface,1,1000161104,161104,
5.64325,um,Surface,1,1000161105,161105,
4.56115,um,Surface,1,1000161106,161106,
7.18922,um,Surface,1,1000161107,161107,
6.05212,um,Surface,1,1000161108,161108,
4.26218,um,Surface,1,1000161109,161109,
5.84944,um,Surface,1,1000161110,161110,
5.90454,um,Surface,1,1000161111,161111,
3.55342,um,Surface,1,1000161112,161112,
4.31236,um,Surface,1,1000161113,161113,
3.4536,um,Surface,1,1000161114,161114,
4.22406,um,Surface,1,1000161115,161115,
5.64272,um,Surface,1,1000161116,161116,
6.42615,um,Surface,1,1000161117,161117,
4.73509,um,Surface,1,1000161118,161118,
4.38243,um,Surface,1,1000161119,161119,
5.2534,um,Surface,1,1000161120,161120,
3.97413,um,Surface,1,1000161121,161121,
5.56335,um,Surface,1,1000161122,161122,
4.43505,um,Surface,1,1000161123,161123,
3.20423,um,Surface,1,1000161124,161124,
5.38658,um,Surface,1,1000161125,161125,
5.17441,um,Surface,1,1000161126,161126,
4.30409,um,Surface,1,1000161127,161127,
4.50017,um,Surface,1,1000161128,161128,
6.33589,um,Surface,1,1000161129,161129,
6.06183,um,Surface,1,1000161130,161130,
4.23227,um,Surface,1,1000161131,161131,
4.28678,um,Surface,1,1000161132,161132,
4.30527,um,Surface,1,1000161133,161133,
5.45,um,Surface,1,1000161134,161134,
5.01464,um,Surface,1,1000161135,161135,
4.58667,um,Surface,1,1000161136,161136,
4.90155,um,Surface,1,1000161137,161137,
5.37456,um,Surface,1,1000161138,161138,
5.33776,um,Surface,1,1000161139,161139,
5.01442,um,Surface,1,1000161140,161140,
4.272,um,Surface,1,1000161141,161141,
4.30932,um,Surface,1,1000161142,161142,
5.53312,um,Surface,1,1000161143,161143,
5.46483,um,Surface,1,1000161144,161144,
5.82484,um,Surface,1,1000161145,161145,
6.08534,um,Surface,1,1000161146,161146,
5.64848,um,Surface,1,1000161147,161147,
6.89612,um,Surface,1,1000161148,161148,
5.60277,um,Surface,1,1000161149,161149,
5.05229,um,Surface,1,1000161150,161150,
4.67529,um,Surface,1,1000161151,161151,
6.26186,um,Surface,1,1000161152,161152,
5.72804,um,Surface,1,1000161153,161153,
4.8452,um,Surface,1,1000161154,161154,
5.62013,um,Surface,1,1000161155,161155,
5.56136,um,Surface,1,1000161156,161156,
6.03325,um,Surface,1,1000161157,161157,
4.26012,um,Surface,1,1000161158,161158,
5.0678,um,Surface,1,1000161159,161159,
5.05881,um,Surface,1,1000161160,161160,
7.516,um,Surface,2,1000161027,161161,
4.30874,um,Surface,2,1000161028,161162,
5.23373,um,Surface,2,1000161029,161163,
5.22741,um,Surface,2,1000161030,161164,
5.89693,um,Surface,2,1000161032,161165,
5.7539,um,Surface,2,1000161033,161166,
4.2447,um,Surface,2,1000161031,161167,
5.32737,um,Surface,2,1000161034,161168,
5.13555,um,Surface,2,1000161035,161169,
5.20613,um,Surface,2,1000161038,161170,
5.60071,um,Surface,2,1000161036,161171,
4.26248,um,Surface,2,1000161039,161172,
4.13369,um,Surface,2,1000161044,161173,
