
Displacement
 ==================== 
Displacement X,Displacement Y,Displacement Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,um,Surface,Displacement,1,1000161026,161026,
0,0,0,um,Surface,Displacement,1,1000161027,161027,
0,0,0,um,Surface,Displacement,1,1000161028,161028,
0,0,0,um,Surface,Displacement,1,1000161029,161029,
0,0,0,um,Surface,Displacement,1,1000161030,161030,
0,0,0,um,Surface,Displacement,1,1000161031,161031,
0,0,0,um,Surface,Displacement,1,1000161032,161032,
0,0,0,um,Surface,Displacement,1,1000161033,161033,
0,0,0,um,Surface,Displacement,1,1000161034,161034,
0,0,0,um,Surface,Displacement,1,1000161035,161035,
0,0,0,um,Surface,Displacement,1,1000161036,161036,
0,0,0,um,Surface,Displacement,1,1000161037,161037,
0,0,0,um,Surface,Displacement,1,1000161038,161038,
0,0,0,um,Surface,Displacement,1,1000161039,161039,
0,0,0,um,Surface,Displacement,1,1000161040,161040,
0,0,0,um,Surface,Displacement,1,1000161041,161041,
0,0,0,um,Surface,Displacement,1,1000161042,161042,
0,0,0,um,Surface,Displacement,1,1000161043,161043,
0,0,0,um,Surface,Displacement,1,1000161044,161044,
0,0,0,um,Surface,Displacement,1,1000161045,161045,
0,0,0,um,Surface,Displacement,1,1000161046,161046,
0,0,0,um,Surface,Displacement,1,1000161047,161047,
0,0,0,um,Surface,Displacement,1,1000161048,161048,
0,0,0,um,Surface,Displacement,1,1000161049,161049,
0,0,0,um,Surface,Displacement,1,1000161050,161050,
0,0,0,um,Surface,Displacement,1,1000161051,161051,
0,0,0,um,Surface,Displacement,1,1000161052,161052,
0,0,0,um,Surface,Displacement,1,1000161053,161053,
0,0,0,um,Surface,Displacement,1,1000161054,161054,
0,0,0,um,Surface,Displacement,1,1000161055,161055,
0,0,0,um,Surface,Displacement,1,1000161056,161056,
0,0,0,um,Surface,Displacement,1,1000161057,161057,
0,0,0,um,Surface,Displacement,1,1000161058,161058,
0,0,0,um,Surface,Displacement,1,1000161059,161059,
0,0,0,um,Surface,Displacement,1,1000161060,161060,
0,0,0,um,Surface,Displacement,1,1000161061,161061,
0,0,0,um,Surface,Displacement,1,1000161062,161062,
0,0,0,um,Surface,Displacement,1,1000161063,161063,
0,0,0,um,Surface,Displacement,1,1000161064,161064,
0,0,0,um,Surface,Displacement,1,1000161065,161065,
0,0,0,um,Surface,Displacement,1,1000161066,161066,
0,0,0,um,Surface,Displacement,1,1000161067,161067,
0,0,0,um,Surface,Displacement,1,1000161068,161068,
0,0,0,um,Surface,Displacement,1,1000161069,161069,
0,0,0,um,Surface,Displacement,1,1000161070,161070,
0,0,0,um,Surface,Displacement,1,1000161071,161071,
0,0,0,um,Surface,Displacement,1,1000161072,161072,
0,0,0,um,Surface,Displacement,1,1000161073,161073,
0,0,0,um,Surface,Displacement,1,1000161074,161074,
0,0,0,um,Surface,Displacement,1,1000161075,161075,
0,0,0,um,Surface,Displacement,1,1000161076,161076,
0,0,0,um,Surface,Displacement,1,1000161077,161077,
0,0,0,um,Surface,Displacement,1,1000161078,161078,
0,0,0,um,Surface,Displacement,1,1000161079,161079,
0,0,0,um,Surface,Displacement,1,1000161080,161080,
0,0,0,um,Surface,Displacement,1,1000161081,161081,
0,0,0,um,Surface,Displacement,1,1000161082,161082,
0,0,0,um,Surface,Displacement,1,1000161083,161083,
0,0,0,um,Surface,Displacement,1,1000161084,161084,
0,0,0,um,Surface,Displacement,1,1000161085,161085,
0,0,0,um,Surface,Displacement,1,1000161086,161086,
0,0,0,um,Surface,Displacement,1,1000161087,161087,
0,0,0,um,Surface,Displacement,1,1000161088,161088,
0,0,0,um,Surface,Displacement,1,1000161089,161089,
0,0,0,um,Surface,Displacement,1,1000161090,161090,
0,0,0,um,Surface,Displacement,1,1000161091,161091,
0,0,0,um,Surface,Displacement,1,1000161092,161092,
0,0,0,um,Surface,Displacement,1,1000161093,161093,
0,0,0,um,Surface,Displacement,1,1000161094,161094,
0,0,0,um,Surface,Displacement,1,1000161095,161095,
0,0,0,um,Surface,Displacement,1,1000161096,161096,
0,0,0,um,Surface,Displacement,1,1000161097,161097,
0,0,0,um,Surface,Displacement,1,1000161098,161098,
0,0,0,um,Surface,Displacement,1,1000161099,161099,
0,0,0,um,Surface,Displacement,1,1000161100,161100,
0,0,0,um,Surface,Displacement,1,1000161101,161101,
0,0,0,um,Surface,Displacement,1,1000161102,161102,
0,0,0,um,Surface,Displacement,1,1000161103,161103,
0,0,0,um,Surface,Displacement,1,1000161104,161104,
0,0,0,um,Surface,Displacement,1,1000161105,161105,
0,0,0,um,Surface,Displacement,1,1000161106,161106,
0,0,0,um,Surface,Displacement,1,1000161107,161107,
0,0,0,um,Surface,Displacement,1,1000161108,161108,
0,0,0,um,Surface,Displacement,1,1000161109,161109,
0,0,0,um,Surface,Displacement,1,1000161110,161110,
0,0,0,um,Surface,Displacement,1,1000161111,161111,
0,0,0,um,Surface,Displacement,1,1000161112,161112,
0,0,0,um,Surface,Displacement,1,1000161113,161113,
0,0,0,um,Surface,Displacement,1,1000161114,161114,
0,0,0,um,Surface,Displacement,1,1000161115,161115,
0,0,0,um,Surface,Displacement,1,1000161116,161116,
0,0,0,um,Surface,Displacement,1,1000161117,161117,
0,0,0,um,Surface,Displacement,1,1000161118,161118,
0,0,0,um,Surface,Displacement,1,1000161119,161119,
0,0,0,um,Surface,Displacement,1,1000161120,161120,
0,0,0,um,Surface,Displacement,1,1000161121,161121,
0,0,0,um,Surface,Displacement,1,1000161122,161122,
0,0,0,um,Surface,Displacement,1,1000161123,161123,
0,0,0,um,Surface,Displacement,1,1000161124,161124,
0,0,0,um,Surface,Displacement,1,1000161125,161125,
0,0,0,um,Surface,Displacement,1,1000161126,161126,
0,0,0,um,Surface,Displacement,1,1000161127,161127,
0,0,0,um,Surface,Displacement,1,1000161128,161128,
0,0,0,um,Surface,Displacement,1,1000161129,161129,
0,0,0,um,Surface,Displacement,1,1000161130,161130,
0,0,0,um,Surface,Displacement,1,1000161131,161131,
0,0,0,um,Surface,Displacement,1,1000161132,161132,
0,0,0,um,Surface,Displacement,1,1000161133,161133,
0,0,0,um,Surface,Displacement,1,1000161134,161134,
0,0,0,um,Surface,Displacement,1,1000161135,161135,
0,0,0,um,Surface,Displacement,1,1000161136,161136,
0,0,0,um,Surface,Displacement,1,1000161137,161137,
0,0,0,um,Surface,Displacement,1,1000161138,161138,
0,0,0,um,Surface,Displacement,1,1000161139,161139,
0,0,0,um,Surface,Displacement,1,1000161140,161140,
0,0,0,um,Surface,Displacement,1,1000161141,161141,
0,0,0,um,Surface,Displacement,1,1000161142,161142,
0,0,0,um,Surface,Displacement,1,1000161143,161143,
0,0,0,um,Surface,Displacement,1,1000161144,161144,
0,0,0,um,Surface,Displacement,1,1000161145,161145,
0,0,0,um,Surface,Displacement,1,1000161146,161146,
0,0,0,um,Surface,Displacement,1,1000161147,161147,
0,0,0,um,Surface,Displacement,1,1000161148,161148,
0,0,0,um,Surface,Displacement,1,1000161149,161149,
0,0,0,um,Surface,Displacement,1,1000161150,161150,
0,0,0,um,Surface,Displacement,1,1000161151,161151,
0,0,0,um,Surface,Displacement,1,1000161152,161152,
0,0,0,um,Surface,Displacement,1,1000161153,161153,
0,0,0,um,Surface,Displacement,1,1000161154,161154,
0,0,0,um,Surface,Displacement,1,1000161155,161155,
0,0,0,um,Surface,Displacement,1,1000161156,161156,
0,0,0,um,Surface,Displacement,1,1000161157,161157,
0,0,0,um,Surface,Displacement,1,1000161158,161158,
0,0,0,um,Surface,Displacement,1,1000161159,161159,
0,0,0,um,Surface,Displacement,1,1000161160,161160,
2.18618,-0.0177026,0.818497,um,Surface,Displacement,2,1000161027,161161,
-0.0288486,-0.929475,0.349561,um,Surface,Displacement,2,1000161028,161162,
0.0980496,-0.0560284,0.70346,um,Surface,Displacement,2,1000161029,161163,
0.0375509,-1.10435,0.295485,um,Surface,Displacement,2,1000161030,161164,
1.34242,-0.494063,-2.58079,um,Surface,Displacement,2,1000161032,161165,
3.46893,-9.52873,0.617949,um,Surface,Displacement,2,1000161033,161166,
1.87153,0.392795,0.406284,um,Surface,Displacement,2,1000161031,161167,
-0.197709,2.33269,0.768749,um,Surface,Displacement,2,1000161034,161168,
4.04543,-0.250876,-0.62565,um,Surface,Displacement,2,1000161035,161169,
-0.97692,1.34534,0.667993,um,Surface,Displacement,2,1000161038,161170,
3.04121,0.96035,-0.648963,um,Surface,Displacement,2,1000161036,161171,
5.42897,0.913262,0.515165,um,Surface,Displacement,2,1000161039,161172,
-0.462115,-0.513375,0.578259,um,Surface,Displacement,2,1000161044,161173,
-0.00450015,-0.355184,-0.712069,um,Surface,Displacement,2,1000161043,161174,
1.69033,-1.08242,0.630081,um,Surface,Displacement,2,1000161026,161175,
0.850141,-6.17468,0.143181,um,Surface,Displacement,2,1000161047,161176,
1.90601,0.815034,-0.239674,um,Surface,Displacement,2,1000161046,161177,
0.013113,3.08183,0.650329,um,Surface,Displacement,2,1000161048,161178,
-0.0347495,0.174999,-1.96083,um,Surface,Displacement,2,1000161042,161179,
1.58566,-3.05516,0.795222,um,Surface,Displacement,2,1000161040,161180,
5.98413,-2.86064,-0.230324,um,Surface,Displacement,2,1000161041,161181,
3.53676,1.79935,-3.4375,um,Surface,Displacement,2,1000161050,161182,
1.0618,0.12657,-0.310385,um,Surface,Displacement,2,1000161045,161183,
2.32816,-0.086844,0.564584,um,Surface,Displacement,2,1000161055,161184,
2.77057,-0.71013,-2.45223,um,Surface,Displacement,2,1000161054,161185,
0,0,0,um,Surface,Displacement,2,1000161186,161186,
-6.44392,-2.05052,0.416666,um,Surface,Displacement,2,1000161049,161187,
4.52217,-1.93578,2.89403,um,Surface,Displacement,2,1000161052,161188,
1.55365,1.38921,0.176079,um,Surface,Displacement,2,1000161051,161189,
-2.53844,1.97399,0.0739237,um,Surface,Displacement,2,1000161053,161190,
0.11307,-2.26116,0.189894,um,Surface,Displacement,2,1000161060,161191,
0.458449,-1.2503,-0.179119,um,Surface,Displacement,2,1000161057,161192,
1.01215,0,0.1875,um,Surface,Displacement,2,1000161058,161193,
-4.9932,-1.43462,0.335001,um,Surface,Displacement,2,1000161056,161194,
-2.34896,-1.35157,0.0759233,um,Surface,Displacement,2,1000161063,161195,
-2.12866,-1.03143,0.721429,um,Surface,Displacement,2,1000161059,161196,
-0.742763,-3.17746,0.605383,um,Surface,Displacement,2,1000161066,161197,
-11.5744,-2.34525,4.18424,um,Surface,Displacement,2,1000161062,161198,
1.62631,0.746071,0.544091,um,Surface,Displacement,2,1000161067,161199,
-0.771731,-1.89775,2.05875,um,Surface,Displacement,2,1000161061,161200,
3.70584,1.23012,1.28227,um,Surface,Displacement,2,1000161072,161201,
-0.541702,-0.912011,0.392444,um,Surface,Displacement,2,1000161071,161202,
-8.43441,-1.01212,0.00833254,um,Surface,Displacement,2,1000161064,161203,
-0.759095,0.135869,0.337502,um,Surface,Displacement,2,1000161065,161204,
-2.70703,1.07601,-0.547312,um,Surface,Displacement,2,1000161068,161205,
-2.49547,0.432968,0.816666,um,Surface,Displacement,2,1000161070,161206,
8.69739,5.07179,1.25758,um,Surface,Displacement,2,1000161073,161207,
1.07902,-1.59109,-4.99719,um,Surface,Displacement,2,1000161069,161208,
-2.53421,-5.92306,0.477138,um,Surface,Displacement,2,1000161076,161209,
-3.14248,0,0.643549,um,Surface,Displacement,2,1000161074,161210,
