
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.374174,,Surface,1,1000161026,161026,
0.341115,,Surface,1,1000161027,161027,
0.49307,,Surface,1,1000161028,161028,
0.313374,,Surface,1,1000161029,161029,
0.325068,,Surface,1,1000161030,161030,
0.289843,,Surface,1,1000161031,161031,
0.521722,,Surface,1,1000161032,161032,
0.26772,,Surface,1,1000161033,161033,
0.298462,,Surface,1,1000161034,161034,
0.507522,,Surface,1,1000161035,161035,
0.298969,,Surface,1,1000161036,161036,
0.626926,,Surface,1,1000161037,161037,
0.468421,,Surface,1,1000161038,161038,
0.517245,,Surface,1,1000161039,161039,
0.306921,,Surface,1,1000161040,161040,
0.295671,,Surface,1,1000161041,161041,
0.246668,,Surface,1,1000161042,161042,
0.470183,,Surface,1,1000161043,161043,
0.425017,,Surface,1,1000161044,161044,
0.497797,,Surface,1,1000161045,161045,
0.42843,,Surface,1,1000161046,161046,
0.392826,,Surface,1,1000161047,161047,
0.436158,,Surface,1,1000161048,161048,
0.349744,,Surface,1,1000161049,161049,
0.302273,,Surface,1,1000161050,161050,
0.269622,,Surface,1,1000161051,161051,
0.232626,,Surface,1,1000161052,161052,
0.418381,,Surface,1,1000161053,161053,
0.285388,,Surface,1,1000161054,161054,
0.422931,,Surface,1,1000161055,161055,
0.174816,,Surface,1,1000161056,161056,
0.269304,,Surface,1,1000161057,161057,
0.275192,,Surface,1,1000161058,161058,
0.276575,,Surface,1,1000161059,161059,
0.312456,,Surface,1,1000161060,161060,
0.250961,,Surface,1,1000161061,161061,
0.408568,,Surface,1,1000161062,161062,
0.497458,,Surface,1,1000161063,161063,
0.172135,,Surface,1,1000161064,161064,
0.315032,,Surface,1,1000161065,161065,
0.364004,,Surface,1,1000161066,161066,
0.442931,,Surface,1,1000161067,161067,
0.305562,,Surface,1,1000161068,161068,
0.213663,,Surface,1,1000161069,161069,
0.359145,,Surface,1,1000161070,161070,
0.34947,,Surface,1,1000161071,161071,
0.304142,,Surface,1,1000161072,161072,
0.297836,,Surface,1,1000161073,161073,
0.272689,,Surface,1,1000161074,161074,
0.372216,,Surface,1,1000161075,161075,
0.323884,,Surface,1,1000161076,161076,
0.351653,,Surface,1,1000161077,161077,
0.313302,,Surface,1,1000161078,161078,
0.302029,,Surface,1,1000161079,161079,
0.331286,,Surface,1,1000161080,161080,
0.489227,,Surface,1,1000161081,161081,
0.251538,,Surface,1,1000161082,161082,
0.265519,,Surface,1,1000161083,161083,
0.297463,,Surface,1,1000161084,161084,
0.293653,,Surface,1,1000161085,161085,
0.328797,,Surface,1,1000161086,161086,
0.408262,,Surface,1,1000161087,161087,
0.35212,,Surface,1,1000161088,161088,
0.182157,,Surface,1,1000161089,161089,
0.390052,,Surface,1,1000161090,161090,
0.320042,,Surface,1,1000161091,161091,
0.257406,,Surface,1,1000161092,161092,
0.475085,,Surface,1,1000161093,161093,
0.48842,,Surface,1,1000161094,161094,
0.363634,,Surface,1,1000161095,161095,
0.165416,,Surface,1,1000161096,161096,
0.342757,,Surface,1,1000161097,161097,
0.309977,,Surface,1,1000161098,161098,
0.261168,,Surface,1,1000161099,161099,
0.225286,,Surface,1,1000161100,161100,
0.309153,,Surface,1,1000161101,161101,
0.240086,,Surface,1,1000161102,161102,
0.197991,,Surface,1,1000161103,161103,
0.285652,,Surface,1,1000161104,161104,
0.316587,,Surface,1,1000161105,161105,
0.451987,,Surface,1,1000161106,161106,
0.366579,,Surface,1,1000161107,161107,
0.248554,,Surface,1,1000161108,161108,
0.335648,,Surface,1,1000161109,161109,
0.327583,,Surface,1,1000161110,161110,
0.316356,,Surface,1,1000161111,161111,
0.59924,,Surface,1,1000161112,161112,
0.46011,,Surface,1,1000161113,161113,
0.38163,,Surface,1,1000161114,161114,
0.368739,,Surface,1,1000161115,161115,
0.31308,,Surface,1,1000161116,161116,
0.317465,,Surface,1,1000161117,161117,
0.387927,,Surface,1,1000161118,161118,
0.430408,,Surface,1,1000161119,161119,
0.317322,,Surface,1,1000161120,161120,
0.36919,,Surface,1,1000161121,161121,
0.259836,,Surface,1,1000161122,161122,
0.429477,,Surface,1,1000161123,161123,
0.315866,,Surface,1,1000161124,161124,
0.249822,,Surface,1,1000161125,161125,
0.382666,,Surface,1,1000161126,161126,
0.498402,,Surface,1,1000161127,161127,
0.46715,,Surface,1,1000161128,161128,
0.267162,,Surface,1,1000161129,161129,
0.233235,,Surface,1,1000161130,161130,
0.206924,,Surface,1,1000161131,161131,
0.525683,,Surface,1,1000161132,161132,
0.492926,,Surface,1,1000161133,161133,
0.380138,,Surface,1,1000161134,161134,
0.340313,,Surface,1,1000161135,161135,
0.340957,,Surface,1,1000161136,161136,
0.374682,,Surface,1,1000161137,161137,
0.415924,,Surface,1,1000161138,161138,
0.247696,,Surface,1,1000161139,161139,
0.365936,,Surface,1,1000161140,161140,
0.510549,,Surface,1,1000161141,161141,
0.513053,,Surface,1,1000161142,161142,
0.344714,,Surface,1,1000161143,161143,
0.350815,,Surface,1,1000161144,161144,
0.3054,,Surface,1,1000161145,161145,
0.225207,,Surface,1,1000161146,161146,
0.274653,,Surface,1,1000161147,161147,
0.35494,,Surface,1,1000161148,161148,
0.286026,,Surface,1,1000161149,161149,
0.257535,,Surface,1,1000161150,161150,
0.439175,,Surface,1,1000161151,161151,
0.362944,,Surface,1,1000161152,161152,
0.393252,,Surface,1,1000161153,161153,
0.410933,,Surface,1,1000161154,161154,
