
Area
 ==================== 
Area,Unit,Category,Time,TrackID,ID,
524.974,um^2,Surface,1,1000111094,111094,
631.366,um^2,Surface,1,1000111095,111095,
440.869,um^2,Surface,1,1000111096,111096,
396.277,um^2,Surface,1,1000111097,111097,
516.363,um^2,Surface,1,1000111098,111098,
475.157,um^2,Surface,1,1000111099,111099,
283.665,um^2,Surface,1,1000111100,111100,
587.835,um^2,Surface,1,1000111101,111101,
695.185,um^2,Surface,1,1000111102,111102,
346.279,um^2,Surface,1,1000111103,111103,
612.49,um^2,Surface,1,1000111104,111104,
571.133,um^2,Surface,1,1000111105,111105,
681.793,um^2,Surface,1,1000111106,111106,
500.471,um^2,Surface,1,1000111107,111107,
543.651,um^2,Surface,1,1000111108,111108,
505.468,um^2,Surface,1,1000111109,111109,
629.456,um^2,Surface,1,1000111110,111110,
629.175,um^2,Surface,1,1000111111,111111,
772.221,um^2,Surface,1,1000111112,111112,
153.268,um^2,Surface,1,1000111113,111113,
457.473,um^2,Surface,1,1000111114,111114,
221.173,um^2,Surface,1,1000111115,111115,
262.575,um^2,Surface,1,1000111116,111116,
679.464,um^2,Surface,1,1000111117,111117,
359.597,um^2,Surface,1,1000111118,111118,
410.311,um^2,Surface,1,1000111119,111119,
713.652,um^2,Surface,1,1000111120,111120,
519.942,um^2,Surface,1,1000111121,111121,
255.767,um^2,Surface,1,1000111122,111122,
399.274,um^2,Surface,1,1000111123,111123,
531.261,um^2,Surface,1,1000111124,111124,
442.841,um^2,Surface,1,1000111125,111125,
794.995,um^2,Surface,1,1000111126,111126,
286.09,um^2,Surface,1,1000111127,111127,
571.461,um^2,Surface,1,1000111128,111128,
518.861,um^2,Surface,1,1000111129,111129,
355.719,um^2,Surface,1,1000111130,111130,
447.551,um^2,Surface,1,1000111131,111131,
530.774,um^2,Surface,1,1000111132,111132,
641.154,um^2,Surface,1,1000111133,111133,
540.97,um^2,Surface,1,1000111134,111134,
630.791,um^2,Surface,1,1000111135,111135,
572.085,um^2,Surface,1,1000111136,111136,
544.659,um^2,Surface,1,1000111137,111137,
711.37,um^2,Surface,1,1000111138,111138,
341.066,um^2,Surface,1,1000111139,111139,
741.252,um^2,Surface,1,1000111140,111140,
470.702,um^2,Surface,1,1000111141,111141,
446.635,um^2,Surface,1,1000111142,111142,
193.506,um^2,Surface,1,1000111143,111143,
361.769,um^2,Surface,1,1000111144,111144,
504.242,um^2,Surface,1,1000111145,111145,
965.746,um^2,Surface,1,1000111146,111146,
381.855,um^2,Surface,1,1000111147,111147,
384.067,um^2,Surface,1,1000111148,111148,
162.245,um^2,Surface,1,1000111149,111149,
620.303,um^2,Surface,1,1000111150,111150,
403.872,um^2,Surface,1,1000111151,111151,
521.815,um^2,Surface,1,1000111152,111152,
690.681,um^2,Surface,1,1000111153,111153,
486.225,um^2,Surface,1,1000111154,111154,
186.168,um^2,Surface,1,1000111155,111155,
681.558,um^2,Surface,1,1000111156,111156,
467.753,um^2,Surface,1,1000111157,111157,
870.563,um^2,Surface,1,1000111158,111158,
381.433,um^2,Surface,1,1000111159,111159,
607.23,um^2,Surface,1,1000111160,111160,
538.221,um^2,Surface,1,1000111161,111161,
622.679,um^2,Surface,1,1000111162,111162,
577.764,um^2,Surface,1,1000111163,111163,
625.986,um^2,Surface,1,1000111164,111164,
519.049,um^2,Surface,1,1000111165,111165,
653.551,um^2,Surface,1,1000111166,111166,
541.675,um^2,Surface,1,1000111167,111167,
647.551,um^2,Surface,1,1000111168,111168,
515.14,um^2,Surface,1,1000111169,111169,
432.848,um^2,Surface,1,1000111170,111170,
456.88,um^2,Surface,1,1000111171,111171,
416.113,um^2,Surface,1,1000111172,111172,
735.398,um^2,Surface,1,1000111173,111173,
538.633,um^2,Surface,1,1000111174,111174,
550.711,um^2,Surface,1,1000111175,111175,
136.422,um^2,Surface,1,1000111176,111176,
322.435,um^2,Surface,1,1000111177,111177,
569.256,um^2,Surface,1,1000111178,111178,
420.243,um^2,Surface,1,1000111179,111179,
390.39,um^2,Surface,1,1000111180,111180,
639.624,um^2,Surface,1,1000111181,111181,
478.676,um^2,Surface,1,1000111182,111182,
541.651,um^2,Surface,1,1000111183,111183,
638.92,um^2,Surface,1,1000111184,111184,
303.726,um^2,Surface,1,1000111185,111185,
623.322,um^2,Surface,1,1000111186,111186,
299.664,um^2,Surface,1,1000111187,111187,
730.253,um^2,Surface,1,1000111188,111188,
520.472,um^2,Surface,1,1000111189,111189,
246.132,um^2,Surface,1,1000111190,111190,
545.341,um^2,Surface,1,1000111191,111191,
549.583,um^2,Surface,1,1000111192,111192,
533.801,um^2,Surface,1,1000111193,111193,
231.104,um^2,Surface,1,1000111194,111194,
460.683,um^2,Surface,1,1000111195,111195,
518.374,um^2,Surface,1,1000111196,111196,
316.649,um^2,Surface,1,1000111197,111197,
621.514,um^2,Surface,1,1000111198,111198,
923.269,um^2,Surface,1,1000111199,111199,
556.599,um^2,Surface,1,1000111200,111200,
605.905,um^2,Surface,1,1000111201,111201,
140.479,um^2,Surface,1,1000111202,111202,
272.848,um^2,Surface,1,1000111203,111203,
692.607,um^2,Surface,1,1000111204,111204,
548.357,um^2,Surface,1,1000111205,111205,
607.825,um^2,Surface,1,1000111206,111206,
470.893,um^2,Surface,1,1000111207,111207,
167.528,um^2,Surface,1,1000111208,111208,
641.318,um^2,Surface,1,1000111209,111209,
607.346,um^2,Surface,1,1000111210,111210,
762.561,um^2,Surface,1,1000111211,111211,
498.197,um^2,Surface,1,1000111212,111212,
598.655,um^2,Surface,1,1000111213,111213,
465.467,um^2,Surface,1,1000111214,111214,
661.41,um^2,Surface,1,1000111215,111215,
411.374,um^2,Surface,1,1000111216,111216,
571.004,um^2,Surface,1,1000111217,111217,
665.609,um^2,Surface,1,1000111218,111218,
595.153,um^2,Surface,1,1000111219,111219,
212.008,um^2,Surface,1,1000111220,111220,
547.721,um^2,Surface,1,1000111221,111221,
463.618,um^2,Surface,1,1000111222,111222,
551.004,um^2,Surface,1,1000111223,111223,
820.303,um^2,Surface,1,1000111224,111224,
475.486,um^2,Surface,1,1000111225,111225,
295.377,um^2,Surface,1,1000111226,111226,
340.512,um^2,Surface,1,1000111227,111227,
466.835,um^2,Surface,1,1000111228,111228,
384.354,um^2,Surface,1,1000111229,111229,
259.098,um^2,Surface,1,1000111230,111230,
697.612,um^2,Surface,1,1000111231,111231,
413.378,um^2,Surface,1,1000111232,111232,
588.519,um^2,Surface,1,1000111233,111233,
430.234,um^2,Surface,1,1000111234,111234,
364.295,um^2,Surface,1,1000111235,111235,
359.703,um^2,Surface,1,1000111236,111236,
450.151,um^2,Surface,1,1000111237,111237,
625.713,um^2,Surface,1,1000111238,111238,
809.64,um^2,Surface,1,1000111239,111239,
462.824,um^2,Surface,1,1000111240,111240,
738.586,um^2,Surface,1,1000111241,111241,
513.626,um^2,Surface,1,1000111242,111242,
570.112,um^2,Surface,1,1000111243,111243,
139.233,um^2,Surface,1,1000111244,111244,
627.739,um^2,Surface,1,1000111245,111245,
223.409,um^2,Surface,1,1000111246,111246,
624.986,um^2,Surface,1,1000111247,111247,
346.137,um^2,Surface,1,1000111248,111248,
484.487,um^2,Surface,1,1000111249,111249,
509.163,um^2,Surface,1,1000111250,111250,
552.735,um^2,Surface,1,1000111251,111251,
566.425,um^2,Surface,1,1000111252,111252,
417.366,um^2,Surface,1,1000111253,111253,
131.566,um^2,Surface,2,1000111122,111254,
555.776,um^2,Surface,2,1000111095,111255,
561.852,um^2,Surface,2,1000111094,111256,
343.622,um^2,Surface,2,1000111257,111257,
420.678,um^2,Surface,2,1000111096,111258,
440.28,um^2,Surface,2,1000111099,111259,
161.536,um^2,Surface,2,1000111097,111260,
528.628,um^2,Surface,2,1000111098,111261,
310.758,um^2,Surface,2,1000111100,111262,
544.398,um^2,Surface,2,1000111101,111263,
608.062,um^2,Surface,2,1000111102,111264,
427.599,um^2,Surface,2,1000111265,111265,
531.073,um^2,Surface,2,1000111105,111266,
662.945,um^2,Surface,2,1000111104,111267,
563.74,um^2,Surface,2,1000111107,111268,
398.922,um^2,Surface,2,1000111106,111269,
575.335,um^2,Surface,2,1000111109,111270,
504.918,um^2,Surface,2,1000111108,111271,
482.784,um^2,Surface,2,1000111110,111272,
699.227,um^2,Surface,2,1000111111,111273,
165.656,um^2,Surface,2,1000111274,111274,
740.494,um^2,Surface,2,1000111112,111275,
481.259,um^2,Surface,2,1000111113,111276,
609.068,um^2,Surface,2,1000111114,111277,
180.407,um^2,Surface,2,1000111116,111278,
686.444,um^2,Surface,2,1000111117,111279,
353.153,um^2,Surface,2,1000111119,111280,
350.899,um^2,Surface,2,1000111118,111281,
390.331,um^2,Surface,2,1000111123,111282,
516.748,um^2,Surface,2,1000111125,111283,
359.012,um^2,Surface,2,1000111121,111284,
571.958,um^2,Surface,2,1000111120,111285,
229.085,um^2,Surface,2,1000111127,111286,
551.217,um^2,Surface,2,1000111128,111287,
392.177,um^2,Surface,2,1000111129,111288,
554.116,um^2,Surface,2,1000111124,111289,
570.734,um^2,Surface,2,1000111132,111290,
634.451,um^2,Surface,2,1000111133,111291,
797.457,um^2,Surface,2,1000111126,111292,
538.897,um^2,Surface,2,1000111136,111293,
484.214,um^2,Surface,2,1000111137,111294,
577.912,um^2,Surface,2,1000111130,111295,
466.411,um^2,Surface,2,1000111131,111296,
325.316,um^2,Surface,2,1000111139,111297,
537.573,um^2,Surface,2,1000111134,111298,
563.934,um^2,Surface,2,1000111135,111299,
171.205,um^2,Surface,2,1000111143,111300,
325.157,um^2,Surface,2,1000111144,111301,
777.524,um^2,Surface,2,1000111140,111302,
498.35,um^2,Surface,2,1000111142,111303,
421.116,um^2,Surface,2,1000111141,111304,
515.319,um^2,Surface,2,1000111146,111305,
680.021,um^2,Surface,2,1000111138,111306,
359.036,um^2,Surface,2,1000111151,111307,
590.022,um^2,Surface,2,1000111308,111308,
393.279,um^2,Surface,2,1000111148,111309,
369.479,um^2,Surface,2,1000111147,111310,
213.447,um^2,Surface,2,1000111149,111311,
622.848,um^2,Surface,2,1000111150,111312,
528.173,um^2,Surface,2,1000111145,111313,
750.885,um^2,Surface,2,1000111153,111314,
417.062,um^2,Surface,2,1000111315,111315,
198.197,um^2,Surface,2,1000111155,111316,
727.842,um^2,Surface,2,1000111156,111317,
514.521,um^2,Surface,2,1000111154,111318,
625.534,um^2,Surface,2,1000111158,111319,
528.556,um^2,Surface,2,1000111152,111320,
540.337,um^2,Surface,2,1000111163,111321,
236.703,um^2,Surface,2,1000111157,111322,
365.701,um^2,Surface,2,1000111159,111323,
589.904,um^2,Surface,2,1000111160,111324,
598.306,um^2,Surface,2,1000111161,111325,
658.674,um^2,Surface,2,1000111162,111326,
491.812,um^2,Surface,2,1000111165,111327,
799.725,um^2,Surface,2,1000111166,111328,
520.03,um^2,Surface,2,1000111167,111329,
529.582,um^2,Surface,2,1000111169,111330,
446.359,um^2,Surface,2,1000111170,111331,
438.812,um^2,Surface,2,1000111164,111332,
354.149,um^2,Surface,2,1000111171,111333,
497.742,um^2,Surface,2,1000111173,111334,
379.904,um^2,Surface,2,1000111172,111335,
663.914,um^2,Surface,2,1000111168,111336,
557.596,um^2,Surface,2,1000111175,111337,
417.437,um^2,Surface,2,1000111177,111338,
529.922,um^2,Surface,2,1000111174,111339,
197.23,um^2,Surface,2,1000111340,111340,
624.411,um^2,Surface,2,1000111178,111341,
502.337,um^2,Surface,2,1000111182,111342,
572.465,um^2,Surface,2,1000111181,111343,
563.475,um^2,Surface,2,1000111179,111344,
528.634,um^2,Surface,2,1000111180,111345,
482.099,um^2,Surface,2,1000111183,111346,
208.242,um^2,Surface,2,1000111185,111347,
582.044,um^2,Surface,2,1000111186,111348,
492.286,um^2,Surface,2,1000111187,111349,
679.343,um^2,Surface,2,1000111188,111350,
322.692,um^2,Surface,2,1000111190,111351,
939.328,um^2,Surface,2,1000111189,111352,
479.751,um^2,Surface,2,1000111191,111353,
461.102,um^2,Surface,2,1000111192,111354,
577.847,um^2,Surface,2,1000111193,111355,
212.59,um^2,Surface,2,1000111194,111356,
523.921,um^2,Surface,2,1000111201,111357,
569.536,um^2,Surface,2,1000111196,111358,
549.218,um^2,Surface,2,1000111359,111359,
571.842,um^2,Surface,2,1000111200,111360,
444.519,um^2,Surface,2,1000111361,111361,
531.633,um^2,Surface,2,1000111197,111362,
501.928,um^2,Surface,2,1000111195,111363,
586.979,um^2,Surface,2,1000111205,111364,
617.31,um^2,Surface,2,1000111198,111365,
699.88,um^2,Surface,2,1000111199,111366,
480.957,um^2,Surface,2,1000111209,111367,
158.417,um^2,Surface,2,1000111202,111368,
264.147,um^2,Surface,2,1000111203,111369,
729.276,um^2,Surface,2,1000111204,111370,
405.604,um^2,Surface,2,1000111212,111371,
428.363,um^2,Surface,2,1000111207,111372,
599.223,um^2,Surface,2,1000111208,111373,
493.82,um^2,Surface,2,1000111206,111374,
769.367,um^2,Surface,2,1000111211,111375,
654.16,um^2,Surface,2,1000111210,111376,
340.239,um^2,Surface,2,1000111216,111377,
467.293,um^2,Surface,2,1000111214,111378,
605.25,um^2,Surface,2,1000111219,111379,
606.231,um^2,Surface,2,1000111215,111380,
180.175,um^2,Surface,2,1000111217,111381,
543.246,um^2,Surface,2,1000111221,111382,
641.961,um^2,Surface,2,1000111218,111383,
638.268,um^2,Surface,2,1000111213,111384,
439.38,um^2,Surface,2,1000111222,111385,
