
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,TrackID,ID,
5.44742,um,Surface,1,1000190128,190128,
5.00362,um,Surface,1,1000190129,190129,
6.4837,um,Surface,1,1000190130,190130,
6.25229,um,Surface,1,1000190131,190131,
4.39123,um,Surface,1,1000190132,190132,
7.29878,um,Surface,1,1000190133,190133,
5.7685,um,Surface,1,1000190134,190134,
5.62168,um,Surface,1,1000190135,190135,
6.61679,um,Surface,1,1000190136,190136,
5.09678,um,Surface,1,1000190137,190137,
6.24757,um,Surface,1,1000190138,190138,
5.32449,um,Surface,1,1000190139,190139,
4.51891,um,Surface,1,1000190140,190140,
5.78793,um,Surface,2,1000190005,190141,
6.01264,um,Surface,2,1000190006,190142,
5.51648,um,Surface,2,1000190008,190143,
6.21725,um,Surface,2,1000190009,190144,
3.75843,um,Surface,2,1000190010,190145,
6.01578,um,Surface,2,1000190011,190146,
5.89114,um,Surface,2,1000190012,190147,
5.36403,um,Surface,2,1000190007,190148,
6.28599,um,Surface,2,1000190013,190149,
5.67513,um,Surface,2,1000190015,190150,
5.95502,um,Surface,2,1000190014,190151,
6.62364,um,Surface,2,1000190016,190152,
6.18212,um,Surface,2,1000190017,190153,
6.74279,um,Surface,2,1000190020,190154,
6.06705,um,Surface,2,1000190022,190155,
6.45012,um,Surface,2,1000190023,190156,
6.31051,um,Surface,2,1000190018,190157,
6.31658,um,Surface,2,1000190019,190158,
5.82736,um,Surface,2,1000190159,190159,
5.47833,um,Surface,2,1000190021,190160,
5.79435,um,Surface,2,1000190031,190161,
6.25292,um,Surface,2,1000190024,190162,
5.49787,um,Surface,2,1000190025,190163,
6.08377,um,Surface,2,1000190026,190164,
5.74021,um,Surface,2,1000190034,190165,
6.51186,um,Surface,2,1000190027,190166,
4.69728,um,Surface,2,1000190030,190167,
5.28095,um,Surface,2,1000190028,190168,
4.26533,um,Surface,2,1000190029,190169,
6.10877,um,Surface,2,1000190036,190170,
6.19389,um,Surface,2,1000190040,190171,
6.40952,um,Surface,2,1000190037,190172,
4.70303,um,Surface,2,1000190032,190173,
6.72327,um,Surface,2,1000190038,190174,
6.11163,um,Surface,2,1000190041,190175,
5.71388,um,Surface,2,1000190035,190176,
6.32437,um,Surface,2,1000190033,190177,
4.4994,um,Surface,2,1000190042,190178,
6.44309,um,Surface,2,1000190043,190179,
5.8811,um,Surface,2,1000190039,190180,
5.79708,um,Surface,2,1000190045,190181,
4.86667,um,Surface,2,1000190046,190182,
5.92593,um,Surface,2,1000190047,190183,
5.82303,um,Surface,2,1000190049,190184,
5.88679,um,Surface,2,1000190050,190185,
5.29849,um,Surface,2,1000190051,190186,
6.10844,um,Surface,2,1000190044,190187,
6.18223,um,Surface,2,1000190052,190188,
6.01032,um,Surface,2,1000190048,190189,
5.95127,um,Surface,2,1000190053,190190,
6.6949,um,Surface,2,1000190055,190191,
6.27951,um,Surface,2,1000190054,190192,
6.68962,um,Surface,2,1000190058,190193,
5.25617,um,Surface,2,1000190057,190194,
6.19414,um,Surface,2,1000190195,190195,
3.83261,um,Surface,2,1000190063,190196,
6.79899,um,Surface,2,1000190062,190197,
6.76859,um,Surface,2,1000190056,190198,
6.04671,um,Surface,2,1000190064,190199,
5.76217,um,Surface,2,1000190059,190200,
4.43971,um,Surface,2,1000190065,190201,
6.10091,um,Surface,2,1000190061,190202,
4.33882,um,Surface,2,1000190060,190203,
4.37551,um,Surface,2,1000190066,190204,
5.45373,um,Surface,2,1000190069,190205,
4.39478,um,Surface,2,1000190073,190206,
5.0418,um,Surface,2,1000190072,190207,
5.61077,um,Surface,2,1000190068,190208,
5.31582,um,Surface,2,1000190067,190209,
6.03669,um,Surface,2,1000190071,190210,
5.61474,um,Surface,2,1000190077,190211,
4.81103,um,Surface,2,1000190078,190212,
5.95021,um,Surface,2,1000190075,190213,
5.86786,um,Surface,2,1000190070,190214,
5.90548,um,Surface,2,1000190080,190215,
5.79388,um,Surface,2,1000190081,190216,
7.43858,um,Surface,2,1000190076,190217,
7.11202,um,Surface,2,1000190074,190218,
6.42654,um,Surface,2,1000190082,190219,
6.41041,um,Surface,2,1000190087,190220,
6.15503,um,Surface,2,1000190088,190221,
4.3543,um,Surface,2,1000190079,190222,
6.62942,um,Surface,2,1000190083,190223,
5.9883,um,Surface,2,1000190091,190224,
6.11646,um,Surface,2,1000190092,190225,
5.9267,um,Surface,2,1000190093,190226,
5.89333,um,Surface,2,1000190084,190227,
5.47576,um,Surface,2,1000190085,190228,
