
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.291127,,Surface,1,1000190005,190005,
0.578515,,Surface,1,1000190006,190006,
0.503294,,Surface,1,1000190007,190007,
0.322217,,Surface,1,1000190008,190008,
0.267923,,Surface,1,1000190009,190009,
0.381568,,Surface,1,1000190010,190010,
0.31941,,Surface,1,1000190011,190011,
0.316301,,Surface,1,1000190012,190012,
0.120454,,Surface,1,1000190013,190013,
0.46554,,Surface,1,1000190014,190014,
0.297527,,Surface,1,1000190015,190015,
0.347803,,Surface,1,1000190016,190016,
0.4146,,Surface,1,1000190017,190017,
0.448036,,Surface,1,1000190018,190018,
0.358718,,Surface,1,1000190019,190019,
0.472653,,Surface,1,1000190020,190020,
0.380463,,Surface,1,1000190021,190021,
0.194388,,Surface,1,1000190022,190022,
0.208991,,Surface,1,1000190023,190023,
0.322599,,Surface,1,1000190024,190024,
0.292842,,Surface,1,1000190025,190025,
0.455317,,Surface,1,1000190026,190026,
0.259499,,Surface,1,1000190027,190027,
0.189924,,Surface,1,1000190028,190028,
0.38392,,Surface,1,1000190029,190029,
0.39219,,Surface,1,1000190030,190030,
0.399029,,Surface,1,1000190031,190031,
0.27545,,Surface,1,1000190032,190032,
0.305778,,Surface,1,1000190033,190033,
0.298907,,Surface,1,1000190034,190034,
0.182495,,Surface,1,1000190035,190035,
0.340483,,Surface,1,1000190036,190036,
0.285124,,Surface,1,1000190037,190037,
0.230513,,Surface,1,1000190038,190038,
0.255021,,Surface,1,1000190039,190039,
0.237459,,Surface,1,1000190040,190040,
0.310651,,Surface,1,1000190041,190041,
0.448786,,Surface,1,1000190042,190042,
0.476352,,Surface,1,1000190043,190043,
0.23439,,Surface,1,1000190044,190044,
0.232679,,Surface,1,1000190045,190045,
0.381359,,Surface,1,1000190046,190046,
0.406095,,Surface,1,1000190047,190047,
0.338674,,Surface,1,1000190048,190048,
0.209016,,Surface,1,1000190049,190049,
0.282037,,Surface,1,1000190050,190050,
0.412943,,Surface,1,1000190051,190051,
0.347663,,Surface,1,1000190052,190052,
0.333981,,Surface,1,1000190053,190053,
0.380968,,Surface,1,1000190054,190054,
0.111208,,Surface,1,1000190055,190055,
0.246946,,Surface,1,1000190056,190056,
0.232974,,Surface,1,1000190057,190057,
0.455185,,Surface,1,1000190058,190058,
0.247239,,Surface,1,1000190059,190059,
0.419074,,Surface,1,1000190060,190060,
0.189339,,Surface,1,1000190061,190061,
