
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,TrackID,ID,
0.927752,,Surface,1,1000190005,190005,
0.913414,,Surface,1,1000190006,190006,
0.943868,,Surface,1,1000190007,190007,
0.953715,,Surface,1,1000190008,190008,
0.943851,,Surface,1,1000190009,190009,
0.909721,,Surface,1,1000190010,190010,
0.945404,,Surface,1,1000190011,190011,
0.935535,,Surface,1,1000190012,190012,
0.939246,,Surface,1,1000190013,190013,
0.935602,,Surface,1,1000190014,190014,
0.942761,,Surface,1,1000190015,190015,
0.90522,,Surface,1,1000190016,190016,
0.935504,,Surface,1,1000190017,190017,
0.94934,,Surface,1,1000190018,190018,
0.944315,,Surface,1,1000190019,190019,
0.925504,,Surface,1,1000190020,190020,
0.940278,,Surface,1,1000190021,190021,
0.907205,,Surface,1,1000190022,190022,
0.928296,,Surface,1,1000190023,190023,
0.951068,,Surface,1,1000190024,190024,
0.92738,,Surface,1,1000190025,190025,
0.948857,,Surface,1,1000190026,190026,
0.95334,,Surface,1,1000190027,190027,
0.937318,,Surface,1,1000190028,190028,
0.646447,,Surface,1,1000190029,190029,
0.657224,,Surface,1,1000190030,190030,
0.893698,,Surface,1,1000190031,190031,
0.934524,,Surface,1,1000190032,190032,
0.785161,,Surface,1,1000190033,190033,
0.907312,,Surface,1,1000190034,190034,
0.941288,,Surface,1,1000190035,190035,
0.89814,,Surface,1,1000190036,190036,
0.915773,,Surface,1,1000190037,190037,
0.952848,,Surface,1,1000190038,190038,
0.956773,,Surface,1,1000190039,190039,
0.922594,,Surface,1,1000190040,190040,
0.840983,,Surface,1,1000190041,190041,
0.902623,,Surface,1,1000190042,190042,
0.923437,,Surface,1,1000190043,190043,
0.930518,,Surface,1,1000190044,190044,
0.947084,,Surface,1,1000190045,190045,
0.932432,,Surface,1,1000190046,190046,
0.942516,,Surface,1,1000190047,190047,
0.916584,,Surface,1,1000190048,190048,
0.952715,,Surface,1,1000190049,190049,
0.904099,,Surface,1,1000190050,190050,
0.943994,,Surface,1,1000190051,190051,
0.951601,,Surface,1,1000190052,190052,
0.952749,,Surface,1,1000190053,190053,
0.946638,,Surface,1,1000190054,190054,
0.94422,,Surface,1,1000190055,190055,
0.710522,,Surface,1,1000190056,190056,
0.91532,,Surface,1,1000190057,190057,
0.837759,,Surface,1,1000190058,190058,
0.928485,,Surface,1,1000190059,190059,
0.951482,,Surface,1,1000190060,190060,
0.935954,,Surface,1,1000190061,190061,
0.754489,,Surface,1,1000190062,190062,
0.87841,,Surface,1,1000190063,190063,
0.935875,,Surface,1,1000190064,190064,
0.953994,,Surface,1,1000190065,190065,
0.915103,,Surface,1,1000190066,190066,
0.938302,,Surface,1,1000190067,190067,
0.942435,,Surface,1,1000190068,190068,
0.935121,,Surface,1,1000190069,190069,
0.789646,,Surface,1,1000190070,190070,
0.944835,,Surface,1,1000190071,190071,
0.90789,,Surface,1,1000190072,190072,
0.915148,,Surface,1,1000190073,190073,
0.934496,,Surface,1,1000190074,190074,
0.911225,,Surface,1,1000190075,190075,
0.831364,,Surface,1,1000190076,190076,
0.94285,,Surface,1,1000190077,190077,
0.941231,,Surface,1,1000190078,190078,
0.939232,,Surface,1,1000190079,190079,
0.943531,,Surface,1,1000190080,190080,
0.940218,,Surface,1,1000190081,190081,
0.938866,,Surface,1,1000190082,190082,
0.953425,,Surface,1,1000190083,190083,
0.902396,,Surface,1,1000190084,190084,
0.937508,,Surface,1,1000190085,190085,
0.927446,,Surface,1,1000190086,190086,
0.893371,,Surface,1,1000190087,190087,
0.956819,,Surface,1,1000190088,190088,
0.931034,,Surface,1,1000190089,190089,
0.945726,,Surface,1,1000190090,190090,
0.923714,,Surface,1,1000190091,190091,
0.919421,,Surface,1,1000190092,190092,
0.940614,,Surface,1,1000190093,190093,
0.932553,,Surface,1,1000190094,190094,
0.957359,,Surface,1,1000190095,190095,
0.801024,,Surface,1,1000190096,190096,
0.914939,,Surface,1,1000190097,190097,
0.748449,,Surface,1,1000190098,190098,
0.839503,,Surface,1,1000190099,190099,
0.946089,,Surface,1,1000190100,190100,
0.951655,,Surface,1,1000190101,190101,
0.947971,,Surface,1,1000190102,190102,
0.920335,,Surface,1,1000190103,190103,
0.93471,,Surface,1,1000190104,190104,
0.835828,,Surface,1,1000190105,190105,
0.931786,,Surface,1,1000190106,190106,
0.946452,,Surface,1,1000190107,190107,
0.94431,,Surface,1,1000190108,190108,
0.877569,,Surface,1,1000190109,190109,
0.916424,,Surface,1,1000190110,190110,
0.901539,,Surface,1,1000190111,190111,
0.92367,,Surface,1,1000190112,190112,
0.935749,,Surface,1,1000190113,190113,
0.958374,,Surface,1,1000190114,190114,
0.943714,,Surface,1,1000190115,190115,
0.670079,,Surface,1,1000190116,190116,
0.947687,,Surface,1,1000190117,190117,
0.951473,,Surface,1,1000190118,190118,
0.936695,,Surface,1,1000190119,190119,
0.89205,,Surface,1,1000190120,190120,
0.950454,,Surface,1,1000190121,190121,
0.951603,,Surface,1,1000190122,190122,
0.942941,,Surface,1,1000190123,190123,
0.943598,,Surface,1,1000190124,190124,
0.864062,,Surface,1,1000190125,190125,
0.940581,,Surface,1,1000190126,190126,
0.935309,,Surface,1,1000190127,190127,
0.949257,,Surface,1,1000190128,190128,
0.956922,,Surface,1,1000190129,190129,
0.934463,,Surface,1,1000190130,190130,
0.952692,,Surface,1,1000190131,190131,
0.952299,,Surface,1,1000190132,190132,
0.80659,,Surface,1,1000190133,190133,
0.938271,,Surface,1,1000190134,190134,
0.919933,,Surface,1,1000190135,190135,
0.926267,,Surface,1,1000190136,190136,
0.85991,,Surface,1,1000190137,190137,
0.948137,,Surface,1,1000190138,190138,
0.952897,,Surface,1,1000190139,190139,
0.791997,,Surface,1,1000190140,190140,
0.941688,,Surface,2,1000190005,190141,
0.930081,,Surface,2,1000190006,190142,
0.850531,,Surface,2,1000190008,190143,
0.944863,,Surface,2,1000190009,190144,
0.906834,,Surface,2,1000190010,190145,
0.943183,,Surface,2,1000190011,190146,
0.945013,,Surface,2,1000190012,190147,
0.934237,,Surface,2,1000190007,190148,
0.933221,,Surface,2,1000190013,190149,
0.923424,,Surface,2,1000190015,190150,
0.945266,,Surface,2,1000190014,190151,
0.870899,,Surface,2,1000190016,190152,
0.944112,,Surface,2,1000190017,190153,
0.930959,,Surface,2,1000190020,190154,
0.933109,,Surface,2,1000190022,190155,
0.937245,,Surface,2,1000190023,190156,
0.958222,,Surface,2,1000190018,190157,
0.947546,,Surface,2,1000190019,190158,
0.93547,,Surface,2,1000190159,190159,
0.929573,,Surface,2,1000190021,190160,
0.912661,,Surface,2,1000190031,190161,
0.947999,,Surface,2,1000190024,190162,
0.942058,,Surface,2,1000190025,190163,
0.904155,,Surface,2,1000190026,190164,
0.92859,,Surface,2,1000190034,190165,
0.917704,,Surface,2,1000190027,190166,
0.620427,,Surface,2,1000190030,190167,
0.938475,,Surface,2,1000190028,190168,
