basename	organoid_line	tcell_line	exp_nr	well	date	dead_dye_channel	organoid_distance_channel	tcell_contact_threshold	tcell_dead_dye_threshold	tcell_stats_folder	organoid_contact_threshold	organoid_dead_dye_threshold	organoid_stats_folder
DemoDataset_8_organoids	13T	TEG	1	well1	02/05/2019	3	7	10	10		0.001	3	
