
Intensity Min Ch=6 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
38,,Surface,6,Image 1,1,54565,
35,,Surface,6,Image 1,1,54566,
38,,Surface,6,Image 1,1,54567,
47,,Surface,6,Image 1,1,54568,
38,,Surface,6,Image 1,1,54569,
38,,Surface,6,Image 1,1,54570,
37,,Surface,6,Image 1,1,54571,
35,,Surface,6,Image 1,1,54572,
36,,Surface,6,Image 1,1,54573,
39,,Surface,6,Image 1,1,54574,
38,,Surface,6,Image 1,1,54575,
39,,Surface,6,Image 1,1,54576,
29,,Surface,6,Image 1,1,54577,
29,,Surface,6,Image 1,1,54578,
39,,Surface,6,Image 1,1,54579,
34,,Surface,6,Image 1,1,54580,
36,,Surface,6,Image 1,1,54581,
36,,Surface,6,Image 1,1,54582,
48,,Surface,6,Image 1,1,54583,
42,,Surface,6,Image 1,1,54584,
31,,Surface,6,Image 1,1,54585,
36,,Surface,6,Image 1,1,54586,
27,,Surface,6,Image 1,1,54587,
38,,Surface,6,Image 1,1,54588,
34,,Surface,6,Image 1,1,54589,
36,,Surface,6,Image 1,1,54590,
28,,Surface,6,Image 1,1,54591,
37,,Surface,6,Image 1,1,54592,
17,,Surface,6,Image 1,1,54593,
36,,Surface,6,Image 1,1,54594,
36,,Surface,6,Image 1,1,54595,
27,,Surface,6,Image 1,1,54596,
27,,Surface,6,Image 1,1,54597,
39,,Surface,6,Image 1,1,54598,
34,,Surface,6,Image 1,1,54599,
36,,Surface,6,Image 1,1,54600,
43,,Surface,6,Image 1,1,54601,
35,,Surface,6,Image 1,1,54602,
26,,Surface,6,Image 1,1,54603,
31,,Surface,6,Image 1,1,54604,
36,,Surface,6,Image 1,1,54605,
32,,Surface,6,Image 1,1,54606,
31,,Surface,6,Image 1,2,54607,
35,,Surface,6,Image 1,2,54608,
34,,Surface,6,Image 1,2,54609,
39,,Surface,6,Image 1,2,54610,
36,,Surface,6,Image 1,2,54611,
33,,Surface,6,Image 1,2,54612,
36,,Surface,6,Image 1,2,54613,
35,,Surface,6,Image 1,2,54614,
38,,Surface,6,Image 1,2,54615,
34,,Surface,6,Image 1,2,54616,
35,,Surface,6,Image 1,2,54617,
38,,Surface,6,Image 1,2,54618,
32,,Surface,6,Image 1,2,54619,
36,,Surface,6,Image 1,2,54620,
33,,Surface,6,Image 1,2,54621,
37,,Surface,6,Image 1,2,54622,
35,,Surface,6,Image 1,2,54623,
37,,Surface,6,Image 1,2,54624,
32,,Surface,6,Image 1,2,54625,
37,,Surface,6,Image 1,2,54626,
30,,Surface,6,Image 1,2,54627,
32,,Surface,6,Image 1,2,54628,
35,,Surface,6,Image 1,2,54629,
32,,Surface,6,Image 1,2,54630,
34,,Surface,6,Image 1,2,54631,
25,,Surface,6,Image 1,2,54632,
25,,Surface,6,Image 1,2,54633,
39,,Surface,6,Image 1,2,54634,
39,,Surface,6,Image 1,2,54635,
30,,Surface,6,Image 1,2,54636,
35,,Surface,6,Image 1,2,54637,
36,,Surface,6,Image 1,2,54638,
35,,Surface,6,Image 1,2,54639,
29,,Surface,6,Image 1,2,54640,
37,,Surface,6,Image 1,2,54641,
37,,Surface,6,Image 1,2,54642,
29,,Surface,6,Image 1,2,54643,
28,,Surface,6,Image 1,2,54644,
33,,Surface,6,Image 1,2,54645,
38,,Surface,6,Image 1,3,54646,
34,,Surface,6,Image 1,3,54647,
47,,Surface,6,Image 1,3,54648,
30,,Surface,6,Image 1,3,54649,
37,,Surface,6,Image 1,3,54650,
29,,Surface,6,Image 1,3,54651,
38,,Surface,6,Image 1,3,54652,
37,,Surface,6,Image 1,3,54653,
39,,Surface,6,Image 1,3,54654,
32,,Surface,6,Image 1,3,54655,
36,,Surface,6,Image 1,3,54656,
38,,Surface,6,Image 1,3,54657,
36,,Surface,6,Image 1,3,54658,
34,,Surface,6,Image 1,3,54659,
35,,Surface,6,Image 1,3,54660,
34,,Surface,6,Image 1,3,54661,
33,,Surface,6,Image 1,3,54662,
34,,Surface,6,Image 1,3,54663,
49,,Surface,6,Image 1,3,54664,
30,,Surface,6,Image 1,3,54665,
41,,Surface,6,Image 1,3,54666,
36,,Surface,6,Image 1,3,54667,
41,,Surface,6,Image 1,3,54668,
36,,Surface,6,Image 1,3,54669,
30,,Surface,6,Image 1,3,54670,
34,,Surface,6,Image 1,3,54671,
42,,Surface,6,Image 1,3,54672,
33,,Surface,6,Image 1,3,54673,
33,,Surface,6,Image 1,3,54674,
36,,Surface,6,Image 1,3,54675,
33,,Surface,6,Image 1,3,54676,
35,,Surface,6,Image 1,3,54677,
30,,Surface,6,Image 1,3,54678,
31,,Surface,6,Image 1,3,54679,
36,,Surface,6,Image 1,3,54680,
29,,Surface,6,Image 1,3,54681,
20,,Surface,6,Image 1,3,54682,
17,,Surface,6,Image 1,3,54683,
40,,Surface,6,Image 1,3,54684,
34,,Surface,6,Image 1,3,54685,
33,,Surface,6,Image 1,3,54686,
32,,Surface,6,Image 1,3,54687,
33,,Surface,6,Image 1,4,54688,
38,,Surface,6,Image 1,4,54689,
31,,Surface,6,Image 1,4,54690,
32,,Surface,6,Image 1,4,54691,
32,,Surface,6,Image 1,4,54692,
34,,Surface,6,Image 1,4,54693,
34,,Surface,6,Image 1,4,54694,
35,,Surface,6,Image 1,4,54695,
25,,Surface,6,Image 1,4,54696,
30,,Surface,6,Image 1,4,54697,
31,,Surface,6,Image 1,4,54698,
33,,Surface,6,Image 1,4,54699,
31,,Surface,6,Image 1,4,54700,
36,,Surface,6,Image 1,4,54701,
37,,Surface,6,Image 1,4,54702,
37,,Surface,6,Image 1,4,54703,
33,,Surface,6,Image 1,4,54704,
42,,Surface,6,Image 1,4,54705,
34,,Surface,6,Image 1,4,54706,
33,,Surface,6,Image 1,4,54707,
31,,Surface,6,Image 1,4,54708,
34,,Surface,6,Image 1,4,54709,
29,,Surface,6,Image 1,4,54710,
36,,Surface,6,Image 1,4,54711,
34,,Surface,6,Image 1,4,54712,
32,,Surface,6,Image 1,4,54713,
35,,Surface,6,Image 1,4,54714,
31,,Surface,6,Image 1,4,54715,
32,,Surface,6,Image 1,4,54716,
33,,Surface,6,Image 1,4,54717,
34,,Surface,6,Image 1,4,54718,
33,,Surface,6,Image 1,4,54719,
46,,Surface,6,Image 1,4,54720,
34,,Surface,6,Image 1,4,54721,
38,,Surface,6,Image 1,4,54722,
20,,Surface,6,Image 1,4,54723,
32,,Surface,6,Image 1,4,54724,
37,,Surface,6,Image 1,4,54725,
37,,Surface,6,Image 1,4,54726,
28,,Surface,6,Image 1,4,54727,
35,,Surface,6,Image 1,5,54728,
34,,Surface,6,Image 1,5,54729,
32,,Surface,6,Image 1,5,54730,
40,,Surface,6,Image 1,5,54731,
34,,Surface,6,Image 1,5,54732,
36,,Surface,6,Image 1,5,54733,
30,,Surface,6,Image 1,5,54734,
33,,Surface,6,Image 1,5,54735,
31,,Surface,6,Image 1,5,54736,
37,,Surface,6,Image 1,5,54737,
37,,Surface,6,Image 1,5,54738,
35,,Surface,6,Image 1,5,54739,
32,,Surface,6,Image 1,5,54740,
37,,Surface,6,Image 1,5,54741,
37,,Surface,6,Image 1,5,54742,
44,,Surface,6,Image 1,5,54743,
36,,Surface,6,Image 1,5,54744,
40,,Surface,6,Image 1,5,54745,
49,,Surface,6,Image 1,5,54746,
34,,Surface,6,Image 1,5,54747,
36,,Surface,6,Image 1,5,54748,
31,,Surface,6,Image 1,5,54749,
38,,Surface,6,Image 1,5,54750,
32,,Surface,6,Image 1,5,54751,
30,,Surface,6,Image 1,5,54752,
35,,Surface,6,Image 1,5,54753,
31,,Surface,6,Image 1,5,54754,
38,,Surface,6,Image 1,5,54755,
36,,Surface,6,Image 1,5,54756,
30,,Surface,6,Image 1,5,54757,
33,,Surface,6,Image 1,5,54758,
30,,Surface,6,Image 1,5,54759,
37,,Surface,6,Image 1,5,54760,
37,,Surface,6,Image 1,5,54761,
37,,Surface,6,Image 1,5,54762,
30,,Surface,6,Image 1,5,54763,
37,,Surface,6,Image 1,5,54764,
27,,Surface,6,Image 1,5,54765,
35,,Surface,6,Image 1,5,54766,
28,,Surface,6,Image 1,5,54767,
23,,Surface,6,Image 1,6,54768,
34,,Surface,6,Image 1,6,54769,
28,,Surface,6,Image 1,6,54770,
38,,Surface,6,Image 1,6,54771,
35,,Surface,6,Image 1,6,54772,
38,,Surface,6,Image 1,6,54773,
31,,Surface,6,Image 1,6,54774,
35,,Surface,6,Image 1,6,54775,
34,,Surface,6,Image 1,6,54776,
32,,Surface,6,Image 1,6,54777,
38,,Surface,6,Image 1,6,54778,
35,,Surface,6,Image 1,6,54779,
37,,Surface,6,Image 1,6,54780,
37,,Surface,6,Image 1,6,54781,
34,,Surface,6,Image 1,6,54782,
36,,Surface,6,Image 1,6,54783,
31,,Surface,6,Image 1,6,54784,
34,,Surface,6,Image 1,6,54785,
46,,Surface,6,Image 1,6,54786,
36,,Surface,6,Image 1,6,54787,
29,,Surface,6,Image 1,6,54788,
35,,Surface,6,Image 1,6,54789,
39,,Surface,6,Image 1,6,54790,
33,,Surface,6,Image 1,6,54791,
33,,Surface,6,Image 1,6,54792,
30,,Surface,6,Image 1,6,54793,
35,,Surface,6,Image 1,6,54794,
33,,Surface,6,Image 1,6,54795,
32,,Surface,6,Image 1,6,54796,
37,,Surface,6,Image 1,6,54797,
32,,Surface,6,Image 1,6,54798,
29,,Surface,6,Image 1,6,54799,
37,,Surface,6,Image 1,6,54800,
42,,Surface,6,Image 1,6,54801,
38,,Surface,6,Image 1,6,54802,
42,,Surface,6,Image 1,6,54803,
38,,Surface,6,Image 1,6,54804,
38,,Surface,6,Image 1,6,54805,
37,,Surface,6,Image 1,6,54806,
32,,Surface,6,Image 1,6,54807,
27,,Surface,6,Image 1,6,54808,
33,,Surface,6,Image 1,7,54809,
