
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
4.78394,,Surface,4,Image 1,1,54565,
4.45714,,Surface,4,Image 1,1,54566,
5.43922,,Surface,4,Image 1,1,54567,
6.37209,,Surface,4,Image 1,1,54568,
4.1751,,Surface,4,Image 1,1,54569,
6.01795,,Surface,4,Image 1,1,54570,
4.3961,,Surface,4,Image 1,1,54571,
5.94463,,Surface,4,Image 1,1,54572,
4.49686,,Surface,4,Image 1,1,54573,
5.44912,,Surface,4,Image 1,1,54574,
3.85375,,Surface,4,Image 1,1,54575,
6.24327,,Surface,4,Image 1,1,54576,
4.59509,,Surface,4,Image 1,1,54577,
5.60472,,Surface,4,Image 1,1,54578,
5.75252,,Surface,4,Image 1,1,54579,
6.63778,,Surface,4,Image 1,1,54580,
6.90909,,Surface,4,Image 1,1,54581,
5.02619,,Surface,4,Image 1,1,54582,
4.53957,,Surface,4,Image 1,1,54583,
6.4129,,Surface,4,Image 1,1,54584,
11.0043,,Surface,4,Image 1,1,54585,
4.91159,,Surface,4,Image 1,1,54586,
5.21258,,Surface,4,Image 1,1,54587,
4.12302,,Surface,4,Image 1,1,54588,
5.93029,,Surface,4,Image 1,1,54589,
6.12629,,Surface,4,Image 1,1,54590,
4.81107,,Surface,4,Image 1,1,54591,
4.54494,,Surface,4,Image 1,1,54592,
14.6997,,Surface,4,Image 1,1,54593,
8.15493,,Surface,4,Image 1,1,54594,
8.38889,,Surface,4,Image 1,1,54595,
4.13258,,Surface,4,Image 1,1,54596,
5.0482,,Surface,4,Image 1,1,54597,
5.43884,,Surface,4,Image 1,1,54598,
4.96602,,Surface,4,Image 1,1,54599,
6.10718,,Surface,4,Image 1,1,54600,
5.97605,,Surface,4,Image 1,1,54601,
6.98244,,Surface,4,Image 1,1,54602,
6.44762,,Surface,4,Image 1,1,54603,
150.674,,Surface,4,Image 1,1,54604,
7.93043,,Surface,4,Image 1,1,54605,
5.46582,,Surface,4,Image 1,1,54606,
5.48514,,Surface,4,Image 1,2,54607,
4.22694,,Surface,4,Image 1,2,54608,
5.24544,,Surface,4,Image 1,2,54609,
5.31061,,Surface,4,Image 1,2,54610,
6.07467,,Surface,4,Image 1,2,54611,
4.43458,,Surface,4,Image 1,2,54612,
4.95681,,Surface,4,Image 1,2,54613,
5.50843,,Surface,4,Image 1,2,54614,
3.88559,,Surface,4,Image 1,2,54615,
5.88207,,Surface,4,Image 1,2,54616,
4.45684,,Surface,4,Image 1,2,54617,
6.44456,,Surface,4,Image 1,2,54618,
5.74644,,Surface,4,Image 1,2,54619,
5.29462,,Surface,4,Image 1,2,54620,
6.20704,,Surface,4,Image 1,2,54621,
6.18851,,Surface,4,Image 1,2,54622,
6.33333,,Surface,4,Image 1,2,54623,
4.95219,,Surface,4,Image 1,2,54624,
10.797,,Surface,4,Image 1,2,54625,
4.48379,,Surface,4,Image 1,2,54626,
5.8453,,Surface,4,Image 1,2,54627,
5.27506,,Surface,4,Image 1,2,54628,
6.43956,,Surface,4,Image 1,2,54629,
6.05978,,Surface,4,Image 1,2,54630,
8.32713,,Surface,4,Image 1,2,54631,
5.01663,,Surface,4,Image 1,2,54632,
6.51224,,Surface,4,Image 1,2,54633,
4.31259,,Surface,4,Image 1,2,54634,
8.48622,,Surface,4,Image 1,2,54635,
3.66535,,Surface,4,Image 1,2,54636,
4.87945,,Surface,4,Image 1,2,54637,
5.14583,,Surface,4,Image 1,2,54638,
5.19697,,Surface,4,Image 1,2,54639,
5.37749,,Surface,4,Image 1,2,54640,
5.18518,,Surface,4,Image 1,2,54641,
7.2237,,Surface,4,Image 1,2,54642,
6.39236,,Surface,4,Image 1,2,54643,
6.5647,,Surface,4,Image 1,2,54644,
5.67526,,Surface,4,Image 1,2,54645,
4.08554,,Surface,4,Image 1,3,54646,
4.10829,,Surface,4,Image 1,3,54647,
6.61871,,Surface,4,Image 1,3,54648,
5.27553,,Surface,4,Image 1,3,54649,
4.10039,,Surface,4,Image 1,3,54650,
6.33591,,Surface,4,Image 1,3,54651,
4.45967,,Surface,4,Image 1,3,54652,
4.48769,,Surface,4,Image 1,3,54653,
3.89707,,Surface,4,Image 1,3,54654,
5.70598,,Surface,4,Image 1,3,54655,
4.52389,,Surface,4,Image 1,3,54656,
6.19855,,Surface,4,Image 1,3,54657,
6.11087,,Surface,4,Image 1,3,54658,
5.74951,,Surface,4,Image 1,3,54659,
5.97732,,Surface,4,Image 1,3,54660,
6.03304,,Surface,4,Image 1,3,54661,
7.30117,,Surface,4,Image 1,3,54662,
9.51049,,Surface,4,Image 1,3,54663,
4,,Surface,4,Image 1,3,54664,
11.3744,,Surface,4,Image 1,3,54665,
5.03256,,Surface,4,Image 1,3,54666,
4.91543,,Surface,4,Image 1,3,54667,
5.31321,,Surface,4,Image 1,3,54668,
5.83769,,Surface,4,Image 1,3,54669,
5.44,,Surface,4,Image 1,3,54670,
5.70258,,Surface,4,Image 1,3,54671,
8.52109,,Surface,4,Image 1,3,54672,
4.6022,,Surface,4,Image 1,3,54673,
8.8832,,Surface,4,Image 1,3,54674,
4.31934,,Surface,4,Image 1,3,54675,
14.7962,,Surface,4,Image 1,3,54676,
4.97559,,Surface,4,Image 1,3,54677,
3.52486,,Surface,4,Image 1,3,54678,
5.62319,,Surface,4,Image 1,3,54679,
5.00513,,Surface,4,Image 1,3,54680,
5.34716,,Surface,4,Image 1,3,54681,
5.96413,,Surface,4,Image 1,3,54682,
144.426,,Surface,4,Image 1,3,54683,
7.20408,,Surface,4,Image 1,3,54684,
6.60709,,Surface,4,Image 1,3,54685,
7.52423,,Surface,4,Image 1,3,54686,
5.54145,,Surface,4,Image 1,3,54687,
5.2878,,Surface,4,Image 1,4,54688,
4.80184,,Surface,4,Image 1,4,54689,
5.38194,,Surface,4,Image 1,4,54690,
4.90441,,Surface,4,Image 1,4,54691,
5.8742,,Surface,4,Image 1,4,54692,
4.77823,,Surface,4,Image 1,4,54693,
4.72498,,Surface,4,Image 1,4,54694,
3.51387,,Surface,4,Image 1,4,54695,
6.0752,,Surface,4,Image 1,4,54696,
5.3931,,Surface,4,Image 1,4,54697,
5.81679,,Surface,4,Image 1,4,54698,
4.57185,,Surface,4,Image 1,4,54699,
6.48831,,Surface,4,Image 1,4,54700,
5.36417,,Surface,4,Image 1,4,54701,
7.42011,,Surface,4,Image 1,4,54702,
5.76292,,Surface,4,Image 1,4,54703,
5.41333,,Surface,4,Image 1,4,54704,
6.86667,,Surface,4,Image 1,4,54705,
13.1741,,Surface,4,Image 1,4,54706,
4.73005,,Surface,4,Image 1,4,54707,
4.25271,,Surface,4,Image 1,4,54708,
6.163,,Surface,4,Image 1,4,54709,
4.89065,,Surface,4,Image 1,4,54710,
6.09619,,Surface,4,Image 1,4,54711,
4.74987,,Surface,4,Image 1,4,54712,
9.19968,,Surface,4,Image 1,4,54713,
8.41019,,Surface,4,Image 1,4,54714,
12.3483,,Surface,4,Image 1,4,54715,
7.61786,,Surface,4,Image 1,4,54716,
3.90816,,Surface,4,Image 1,4,54717,
4.71167,,Surface,4,Image 1,4,54718,
5.38936,,Surface,4,Image 1,4,54719,
4.79327,,Surface,4,Image 1,4,54720,
5.93326,,Surface,4,Image 1,4,54721,
5.31897,,Surface,4,Image 1,4,54722,
138.855,,Surface,4,Image 1,4,54723,
7.45863,,Surface,4,Image 1,4,54724,
5.28381,,Surface,4,Image 1,4,54725,
6.49034,,Surface,4,Image 1,4,54726,
6.88795,,Surface,4,Image 1,4,54727,
4.35652,,Surface,4,Image 1,5,54728,
4.43696,,Surface,4,Image 1,5,54729,
5.18471,,Surface,4,Image 1,5,54730,
4.88312,,Surface,4,Image 1,5,54731,
5.78649,,Surface,4,Image 1,5,54732,
5.01305,,Surface,4,Image 1,5,54733,
5.97059,,Surface,4,Image 1,5,54734,
4.45804,,Surface,4,Image 1,5,54735,
5.32928,,Surface,4,Image 1,5,54736,
3.45974,,Surface,4,Image 1,5,54737,
5.78758,,Surface,4,Image 1,5,54738,
4.80525,,Surface,4,Image 1,5,54739,
5.3401,,Surface,4,Image 1,5,54740,
4.86733,,Surface,4,Image 1,5,54741,
6.25989,,Surface,4,Image 1,5,54742,
8.31148,,Surface,4,Image 1,5,54743,
7.38748,,Surface,4,Image 1,5,54744,
5.24732,,Surface,4,Image 1,5,54745,
2.97143,,Surface,4,Image 1,5,54746,
14.7552,,Surface,4,Image 1,5,54747,
5.0406,,Surface,4,Image 1,5,54748,
4.89062,,Surface,4,Image 1,5,54749,
5.81254,,Surface,4,Image 1,5,54750,
4.54317,,Surface,4,Image 1,5,54751,
4.75227,,Surface,4,Image 1,5,54752,
5.79361,,Surface,4,Image 1,5,54753,
8.00776,,Surface,4,Image 1,5,54754,
9.42424,,Surface,4,Image 1,5,54755,
6.8802,,Surface,4,Image 1,5,54756,
4.41532,,Surface,4,Image 1,5,54757,
3.93034,,Surface,4,Image 1,5,54758,
4.77476,,Surface,4,Image 1,5,54759,
5.72735,,Surface,4,Image 1,5,54760,
4.80702,,Surface,4,Image 1,5,54761,
6.27489,,Surface,4,Image 1,5,54762,
7.21226,,Surface,4,Image 1,5,54763,
5.56132,,Surface,4,Image 1,5,54764,
6.07301,,Surface,4,Image 1,5,54765,
5.99054,,Surface,4,Image 1,5,54766,
4.94412,,Surface,4,Image 1,5,54767,
4.37054,,Surface,4,Image 1,6,54768,
4.88271,,Surface,4,Image 1,6,54769,
5.16099,,Surface,4,Image 1,6,54770,
4.42913,,Surface,4,Image 1,6,54771,
5.51288,,Surface,4,Image 1,6,54772,
5.03115,,Surface,4,Image 1,6,54773,
4.97326,,Surface,4,Image 1,6,54774,
6.03651,,Surface,4,Image 1,6,54775,
5.60994,,Surface,4,Image 1,6,54776,
3.52526,,Surface,4,Image 1,6,54777,
6.20306,,Surface,4,Image 1,6,54778,
5.03463,,Surface,4,Image 1,6,54779,
6.65957,,Surface,4,Image 1,6,54780,
5.28492,,Surface,4,Image 1,6,54781,
7.535,,Surface,4,Image 1,6,54782,
6.82459,,Surface,4,Image 1,6,54783,
4.9378,,Surface,4,Image 1,6,54784,
8.0365,,Surface,4,Image 1,6,54785,
3.09278,,Surface,4,Image 1,6,54786,
15.7803,,Surface,4,Image 1,6,54787,
4.90008,,Surface,4,Image 1,6,54788,
5.68484,,Surface,4,Image 1,6,54789,
4.57045,,Surface,4,Image 1,6,54790,
5.76187,,Surface,4,Image 1,6,54791,
5.36964,,Surface,4,Image 1,6,54792,
4.6861,,Surface,4,Image 1,6,54793,
7.988,,Surface,4,Image 1,6,54794,
4.99711,,Surface,4,Image 1,6,54795,
7.52387,,Surface,4,Image 1,6,54796,
8.84466,,Surface,4,Image 1,6,54797,
4.64856,,Surface,4,Image 1,6,54798,
5.24369,,Surface,4,Image 1,6,54799,
