
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.403846,,Surface,2,Image 1,1,54565,
0.2839,,Surface,2,Image 1,1,54566,
0.343855,,Surface,2,Image 1,1,54567,
0.410853,,Surface,2,Image 1,1,54568,
0.48249,,Surface,2,Image 1,1,54569,
0.387179,,Surface,2,Image 1,1,54570,
0.306291,,Surface,2,Image 1,1,54571,
0.550489,,Surface,2,Image 1,1,54572,
0.394752,,Surface,2,Image 1,1,54573,
0.324115,,Surface,2,Image 1,1,54574,
0.252121,,Surface,2,Image 1,1,54575,
0.406951,,Surface,2,Image 1,1,54576,
0.291826,,Surface,2,Image 1,1,54577,
0.26647,,Surface,2,Image 1,1,54578,
0.45674,,Surface,2,Image 1,1,54579,
0.155979,,Surface,2,Image 1,1,54580,
0.3795,,Surface,2,Image 1,1,54581,
0.418985,,Surface,2,Image 1,1,54582,
0.172662,,Surface,2,Image 1,1,54583,
0.883871,,Surface,2,Image 1,1,54584,
0.725626,,Surface,2,Image 1,1,54585,
0.219742,,Surface,2,Image 1,1,54586,
0.365446,,Surface,2,Image 1,1,54587,
0.18254,,Surface,2,Image 1,1,54588,
0.244951,,Surface,2,Image 1,1,54589,
0.368566,,Surface,2,Image 1,1,54590,
0.379457,,Surface,2,Image 1,1,54591,
0.339888,,Surface,2,Image 1,1,54592,
0.434726,,Surface,2,Image 1,1,54593,
0.342723,,Surface,2,Image 1,1,54594,
0.430159,,Surface,2,Image 1,1,54595,
0.305191,,Surface,2,Image 1,1,54596,
0.229636,,Surface,2,Image 1,1,54597,
0.342173,,Surface,2,Image 1,1,54598,
0.38835,,Surface,2,Image 1,1,54599,
0.379006,,Surface,2,Image 1,1,54600,
0.497006,,Surface,2,Image 1,1,54601,
0.508197,,Surface,2,Image 1,1,54602,
0.265714,,Surface,2,Image 1,1,54603,
0.0697674,,Surface,2,Image 1,1,54604,
0.262439,,Surface,2,Image 1,1,54605,
0.23997,,Surface,2,Image 1,1,54606,
0.36227,,Surface,2,Image 1,2,54607,
0.278995,,Surface,2,Image 1,2,54608,
0.334143,,Surface,2,Image 1,2,54609,
0.492424,,Surface,2,Image 1,2,54610,
0.430667,,Surface,2,Image 1,2,54611,
0.354556,,Surface,2,Image 1,2,54612,
0.333333,,Surface,2,Image 1,2,54613,
0.287349,,Surface,2,Image 1,2,54614,
0.239367,,Surface,2,Image 1,2,54615,
0.531502,,Surface,2,Image 1,2,54616,
0.295195,,Surface,2,Image 1,2,54617,
0.35729,,Surface,2,Image 1,2,54618,
0.252546,,Surface,2,Image 1,2,54619,
0.322581,,Surface,2,Image 1,2,54620,
0.322376,,Surface,2,Image 1,2,54621,
0.100539,,Surface,2,Image 1,2,54622,
0.57037,,Surface,2,Image 1,2,54623,
0.359393,,Surface,2,Image 1,2,54624,
0.614809,,Surface,2,Image 1,2,54625,
0.248904,,Surface,2,Image 1,2,54626,
0.280026,,Surface,2,Image 1,2,54627,
0.387723,,Surface,2,Image 1,2,54628,
0.205128,,Surface,2,Image 1,2,54629,
0.347826,,Surface,2,Image 1,2,54630,
0.287234,,Surface,2,Image 1,2,54631,
0.352468,,Surface,2,Image 1,2,54632,
0.250165,,Surface,2,Image 1,2,54633,
0.447178,,Surface,2,Image 1,2,54634,
0.376013,,Surface,2,Image 1,2,54635,
0.295201,,Surface,2,Image 1,2,54636,
0.212033,,Surface,2,Image 1,2,54637,
0.379167,,Surface,2,Image 1,2,54638,
0.409091,,Surface,2,Image 1,2,54639,
0.382181,,Surface,2,Image 1,2,54640,
0.539683,,Surface,2,Image 1,2,54641,
0.481258,,Surface,2,Image 1,2,54642,
0.294643,,Surface,2,Image 1,2,54643,
0.283036,,Surface,2,Image 1,2,54644,
0.220177,,Surface,2,Image 1,2,54645,
0.303614,,Surface,2,Image 1,3,54646,
0.290783,,Surface,2,Image 1,3,54647,
0.460432,,Surface,2,Image 1,3,54648,
0.329244,,Surface,2,Image 1,3,54649,
0.440154,,Surface,2,Image 1,3,54650,
0.352638,,Surface,2,Image 1,3,54651,
0.365955,,Surface,2,Image 1,3,54652,
0.29676,,Surface,2,Image 1,3,54653,
0.269598,,Surface,2,Image 1,3,54654,
0.775748,,Surface,2,Image 1,3,54655,
0.303754,,Surface,2,Image 1,3,54656,
0.302002,,Surface,2,Image 1,3,54657,
0.387513,,Surface,2,Image 1,3,54658,
0.294175,,Surface,2,Image 1,3,54659,
0.311909,,Surface,2,Image 1,3,54660,
0.132174,,Surface,2,Image 1,3,54661,
0.306191,,Surface,2,Image 1,3,54662,
0.937063,,Surface,2,Image 1,3,54663,
0.307143,,Surface,2,Image 1,3,54664,
0.69105,,Surface,2,Image 1,3,54665,
0.410044,,Surface,2,Image 1,3,54666,
0.231909,,Surface,2,Image 1,3,54667,
0.25283,,Surface,2,Image 1,3,54668,
0.36888,,Surface,2,Image 1,3,54669,
0.211148,,Surface,2,Image 1,3,54670,
0.40281,,Surface,2,Image 1,3,54671,
0.289796,,Surface,2,Image 1,3,54672,
0.391736,,Surface,2,Image 1,3,54673,
0.3648,,Surface,2,Image 1,3,54674,
0.206205,,Surface,2,Image 1,3,54675,
0.546559,,Surface,2,Image 1,3,54676,
0.294979,,Surface,2,Image 1,3,54677,
0.312775,,Surface,2,Image 1,3,54678,
0.330113,,Surface,2,Image 1,3,54679,
0.379487,,Surface,2,Image 1,3,54680,
0.336245,,Surface,2,Image 1,3,54681,
0.331839,,Surface,2,Image 1,3,54682,
0.0155039,,Surface,2,Image 1,3,54683,
0.391357,,Surface,2,Image 1,3,54684,
0.229444,,Surface,2,Image 1,3,54685,
0.283588,,Surface,2,Image 1,3,54686,
0.264123,,Surface,2,Image 1,3,54687,
0.358154,,Surface,2,Image 1,4,54688,
0.374424,,Surface,2,Image 1,4,54689,
0.324074,,Surface,2,Image 1,4,54690,
0.319853,,Surface,2,Image 1,4,54691,
0.36457,,Surface,2,Image 1,4,54692,
0.36924,,Surface,2,Image 1,4,54693,
0.339781,,Surface,2,Image 1,4,54694,
0.255806,,Surface,2,Image 1,4,54695,
0.6272,,Surface,2,Image 1,4,54696,
0.35977,,Surface,2,Image 1,4,54697,
0.314227,,Surface,2,Image 1,4,54698,
0.290336,,Surface,2,Image 1,4,54699,
0.250702,,Surface,2,Image 1,4,54700,
0.413386,,Surface,2,Image 1,4,54701,
0.304469,,Surface,2,Image 1,4,54702,
0.135472,,Surface,2,Image 1,4,54703,
0.358333,,Surface,2,Image 1,4,54704,
0.413333,,Surface,2,Image 1,4,54705,
0.591772,,Surface,2,Image 1,4,54706,
0.191851,,Surface,2,Image 1,4,54707,
0.270758,,Surface,2,Image 1,4,54708,
0.241915,,Surface,2,Image 1,4,54709,
0.340875,,Surface,2,Image 1,4,54710,
0.280969,,Surface,2,Image 1,4,54711,
0.339542,,Surface,2,Image 1,4,54712,
0.222222,,Surface,2,Image 1,4,54713,
0.36193,,Surface,2,Image 1,4,54714,
0.534332,,Surface,2,Image 1,4,54715,
0.290302,,Surface,2,Image 1,4,54716,
0.313776,,Surface,2,Image 1,4,54717,
0.230807,,Surface,2,Image 1,4,54718,
0.392736,,Surface,2,Image 1,4,54719,
0.379808,,Surface,2,Image 1,4,54720,
0.298729,,Surface,2,Image 1,4,54721,
0.284483,,Surface,2,Image 1,4,54722,
0.00806452,,Surface,2,Image 1,4,54723,
0.371158,,Surface,2,Image 1,4,54724,
0.218034,,Surface,2,Image 1,4,54725,
0.321446,,Surface,2,Image 1,4,54726,
0.272321,,Surface,2,Image 1,4,54727,
0.318993,,Surface,2,Image 1,5,54728,
0.392901,,Surface,2,Image 1,5,54729,
0.344955,,Surface,2,Image 1,5,54730,
0.402597,,Surface,2,Image 1,5,54731,
0.502703,,Surface,2,Image 1,5,54732,
0.265768,,Surface,2,Image 1,5,54733,
0.985294,,Surface,2,Image 1,5,54734,
0.338652,,Surface,2,Image 1,5,54735,
0.36762,,Surface,2,Image 1,5,54736,
0.247032,,Surface,2,Image 1,5,54737,
0.373747,,Surface,2,Image 1,5,54738,
0.323031,,Surface,2,Image 1,5,54739,
0.24058,,Surface,2,Image 1,5,54740,
0.413861,,Surface,2,Image 1,5,54741,
0.160075,,Surface,2,Image 1,5,54742,
0.516393,,Surface,2,Image 1,5,54743,
0.342358,,Surface,2,Image 1,5,54744,
0.400215,,Surface,2,Image 1,5,54745,
0.2,,Surface,2,Image 1,5,54746,
0.737374,,Surface,2,Image 1,5,54747,
0.225066,,Surface,2,Image 1,5,54748,
0.103125,,Surface,2,Image 1,5,54749,
0.303814,,Surface,2,Image 1,5,54750,
0.323247,,Surface,2,Image 1,5,54751,
0.336009,,Surface,2,Image 1,5,54752,
0.256991,,Surface,2,Image 1,5,54753,
0.309185,,Surface,2,Image 1,5,54754,
0.363636,,Surface,2,Image 1,5,54755,
0.292986,,Surface,2,Image 1,5,54756,
0.400538,,Surface,2,Image 1,5,54757,
0.291667,,Surface,2,Image 1,5,54758,
0.203095,,Surface,2,Image 1,5,54759,
0.282811,,Surface,2,Image 1,5,54760,
0.48538,,Surface,2,Image 1,5,54761,
0.340498,,Surface,2,Image 1,5,54762,
0.430425,,Surface,2,Image 1,5,54763,
