
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
4229,,Surface,4,Image 1,1,54565,
9828,,Surface,4,Image 1,1,54566,
16198,,Surface,4,Image 1,1,54567,
822,,Surface,4,Image 1,1,54568,
1073,,Surface,4,Image 1,1,54569,
4694,,Surface,4,Image 1,1,54570,
10133,,Surface,4,Image 1,1,54571,
3650,,Surface,4,Image 1,1,54572,
7883,,Surface,4,Image 1,1,54573,
9852,,Surface,4,Image 1,1,54574,
11357,,Surface,4,Image 1,1,54575,
5569,,Surface,4,Image 1,1,54576,
10849,,Surface,4,Image 1,1,54577,
5700,,Surface,4,Image 1,1,54578,
2859,,Surface,4,Image 1,1,54579,
3830,,Surface,4,Image 1,1,54580,
11324,,Surface,4,Image 1,1,54581,
9213,,Surface,4,Image 1,1,54582,
631,,Surface,4,Image 1,1,54583,
994,,Surface,4,Image 1,1,54584,
12754,,Surface,4,Image 1,1,54585,
5722,,Surface,4,Image 1,1,54586,
6547,,Surface,4,Image 1,1,54587,
1039,,Surface,4,Image 1,1,54588,
9103,,Surface,4,Image 1,1,54589,
8926,,Surface,4,Image 1,1,54590,
9040,,Surface,4,Image 1,1,54591,
3236,,Surface,4,Image 1,1,54592,
11260,,Surface,4,Image 1,1,54593,
12159,,Surface,4,Image 1,1,54594,
5285,,Surface,4,Image 1,1,54595,
6608,,Surface,4,Image 1,1,54596,
22621,,Surface,4,Image 1,1,54597,
6358,,Surface,4,Image 1,1,54598,
1023,,Surface,4,Image 1,1,54599,
5527,,Surface,4,Image 1,1,54600,
998,,Surface,4,Image 1,1,54601,
5963,,Surface,4,Image 1,1,54602,
13540,,Surface,4,Image 1,1,54603,
19437,,Surface,4,Image 1,1,54604,
18010,,Surface,4,Image 1,1,54605,
7357,,Surface,4,Image 1,1,54606,
16428,,Surface,4,Image 1,2,54607,
9257,,Surface,4,Image 1,2,54608,
4317,,Surface,4,Image 1,2,54609,
1402,,Surface,4,Image 1,2,54610,
4556,,Surface,4,Image 1,2,54611,
7592,,Surface,4,Image 1,2,54612,
11361,,Surface,4,Image 1,2,54613,
9144,,Surface,4,Image 1,2,54614,
11785,,Surface,4,Image 1,2,54615,
3641,,Surface,4,Image 1,2,54616,
10946,,Surface,4,Image 1,2,54617,
6277,,Surface,4,Image 1,2,54618,
5643,,Surface,4,Image 1,2,54619,
2462,,Surface,4,Image 1,2,54620,
10763,,Surface,4,Image 1,2,54621,
3447,,Surface,4,Image 1,2,54622,
855,,Surface,4,Image 1,2,54623,
8805,,Surface,4,Image 1,2,54624,
12978,,Surface,4,Image 1,2,54625,
5116,,Surface,4,Image 1,2,54626,
8955,,Surface,4,Image 1,2,54627,
6789,,Surface,4,Image 1,2,54628,
1758,,Surface,4,Image 1,2,54629,
8920,,Surface,4,Image 1,2,54630,
6262,,Surface,4,Image 1,2,54631,
9351,,Surface,4,Image 1,2,54632,
9840,,Surface,4,Image 1,2,54633,
2980,,Surface,4,Image 1,2,54634,
5236,,Surface,4,Image 1,2,54635,
5575,,Surface,4,Image 1,2,54636,
21816,,Surface,4,Image 1,2,54637,
6175,,Surface,4,Image 1,2,54638,
1029,,Surface,4,Image 1,2,54639,
4587,,Surface,4,Image 1,2,54640,
980,,Surface,4,Image 1,2,54641,
5974,,Surface,4,Image 1,2,54642,
12887,,Surface,4,Image 1,2,54643,
14357,,Surface,4,Image 1,2,54644,
7707,,Surface,4,Image 1,2,54645,
3391,,Surface,4,Image 1,3,54646,
8915,,Surface,4,Image 1,3,54647,
920,,Surface,4,Image 1,3,54648,
