
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
203,,Surface,1,Image 1,1,54565,
654,,Surface,1,Image 1,1,54566,
843,,Surface,1,Image 1,1,54567,
36,,Surface,1,Image 1,1,54568,
40,,Surface,1,Image 1,1,54569,
181,,Surface,1,Image 1,1,54570,
609,,Surface,1,Image 1,1,54571,
91,,Surface,1,Image 1,1,54572,
431,,Surface,1,Image 1,1,54573,
700,,Surface,1,Image 1,1,54574,
535,,Surface,1,Image 1,1,54575,
220,,Surface,1,Image 1,1,54576,
547,,Surface,1,Image 1,1,54577,
316,,Surface,1,Image 1,1,54578,
100,,Surface,1,Image 1,1,54579,
165,,Surface,1,Image 1,1,54580,
846,,Surface,1,Image 1,1,54581,
589,,Surface,1,Image 1,1,54582,
22,,Surface,1,Image 1,1,54583,
29,,Surface,1,Image 1,1,54584,
275,,Surface,1,Image 1,1,54585,
164,,Surface,1,Image 1,1,54586,
224,,Surface,1,Image 1,1,54587,
43,,Surface,1,Image 1,1,54588,
296,,Surface,1,Image 1,1,54589,
325,,Surface,1,Image 1,1,54590,
381,,Surface,1,Image 1,1,54591,
254,,Surface,1,Image 1,1,54592,
150,,Surface,1,Image 1,1,54593,
322,,Surface,1,Image 1,1,54594,
173,,Surface,1,Image 1,1,54595,
323,,Surface,1,Image 1,1,54596,
800,,Surface,1,Image 1,1,54597,
268,,Surface,1,Image 1,1,54598,
43,,Surface,1,Image 1,1,54599,
202,,Surface,1,Image 1,1,54600,
13,,Surface,1,Image 1,1,54601,
159,,Surface,1,Image 1,1,54602,
423,,Surface,1,Image 1,1,54603,
9,,Surface,1,Image 1,1,54604,
596,,Surface,1,Image 1,1,54605,
354,,Surface,1,Image 1,1,54606,
789,,Surface,1,Image 1,2,54607,
659,,Surface,1,Image 1,2,54608,
217,,Surface,1,Image 1,2,54609,
55,,Surface,1,Image 1,2,54610,
188,,Surface,1,Image 1,2,54611,
457,,Surface,1,Image 1,2,54612,
536,,Surface,1,Image 1,2,54613,
763,,Surface,1,Image 1,2,54614,
592,,Surface,1,Image 1,2,54615,
106,,Surface,1,Image 1,2,54616,
505,,Surface,1,Image 1,2,54617,
246,,Surface,1,Image 1,2,54618,
250,,Surface,1,Image 1,2,54619,
112,,Surface,1,Image 1,2,54620,
923,,Surface,1,Image 1,2,54621,
176,,Surface,1,Image 1,2,54622,
53,,Surface,1,Image 1,2,54623,
