
Time
 ==================== 
Time,Unit,Category,Time,ID,
0,s,Surface,1,54565,
0,s,Surface,1,54566,
0,s,Surface,1,54567,
0,s,Surface,1,54568,
0,s,Surface,1,54569,
0,s,Surface,1,54570,
0,s,Surface,1,54571,
0,s,Surface,1,54572,
0,s,Surface,1,54573,
0,s,Surface,1,54574,
0,s,Surface,1,54575,
0,s,Surface,1,54576,
0,s,Surface,1,54577,
0,s,Surface,1,54578,
0,s,Surface,1,54579,
0,s,Surface,1,54580,
0,s,Surface,1,54581,
0,s,Surface,1,54582,
0,s,Surface,1,54583,
0,s,Surface,1,54584,
0,s,Surface,1,54585,
0,s,Surface,1,54586,
0,s,Surface,1,54587,
0,s,Surface,1,54588,
0,s,Surface,1,54589,
0,s,Surface,1,54590,
0,s,Surface,1,54591,
0,s,Surface,1,54592,
0,s,Surface,1,54593,
0,s,Surface,1,54594,
0,s,Surface,1,54595,
0,s,Surface,1,54596,
0,s,Surface,1,54597,
0,s,Surface,1,54598,
0,s,Surface,1,54599,
0,s,Surface,1,54600,
0,s,Surface,1,54601,
0,s,Surface,1,54602,
0,s,Surface,1,54603,
0,s,Surface,1,54604,
0,s,Surface,1,54605,
0,s,Surface,1,54606,
118.354,s,Surface,2,54607,
118.354,s,Surface,2,54608,
118.354,s,Surface,2,54609,
118.354,s,Surface,2,54610,
118.354,s,Surface,2,54611,
118.354,s,Surface,2,54612,
118.354,s,Surface,2,54613,
118.354,s,Surface,2,54614,
118.354,s,Surface,2,54615,
118.354,s,Surface,2,54616,
118.354,s,Surface,2,54617,
118.354,s,Surface,2,54618,
118.354,s,Surface,2,54619,
118.354,s,Surface,2,54620,
118.354,s,Surface,2,54621,
118.354,s,Surface,2,54622,
118.354,s,Surface,2,54623,
118.354,s,Surface,2,54624,
118.354,s,Surface,2,54625,
118.354,s,Surface,2,54626,
118.354,s,Surface,2,54627,
118.354,s,Surface,2,54628,
118.354,s,Surface,2,54629,
118.354,s,Surface,2,54630,
118.354,s,Surface,2,54631,
118.354,s,Surface,2,54632,
118.354,s,Surface,2,54633,
118.354,s,Surface,2,54634,
118.354,s,Surface,2,54635,
118.354,s,Surface,2,54636,
118.354,s,Surface,2,54637,
118.354,s,Surface,2,54638,
118.354,s,Surface,2,54639,
118.354,s,Surface,2,54640,
118.354,s,Surface,2,54641,
118.354,s,Surface,2,54642,
118.354,s,Surface,2,54643,
118.354,s,Surface,2,54644,
118.354,s,Surface,2,54645,
238.075,s,Surface,3,54646,
238.075,s,Surface,3,54647,
238.075,s,Surface,3,54648,
238.075,s,Surface,3,54649,
238.075,s,Surface,3,54650,
238.075,s,Surface,3,54651,
238.075,s,Surface,3,54652,
238.075,s,Surface,3,54653,
238.075,s,Surface,3,54654,
238.075,s,Surface,3,54655,
238.075,s,Surface,3,54656,
238.075,s,Surface,3,54657,
238.075,s,Surface,3,54658,
238.075,s,Surface,3,54659,
238.075,s,Surface,3,54660,
238.075,s,Surface,3,54661,
238.075,s,Surface,3,54662,
238.075,s,Surface,3,54663,
238.075,s,Surface,3,54664,
238.075,s,Surface,3,54665,
238.075,s,Surface,3,54666,
238.075,s,Surface,3,54667,
238.075,s,Surface,3,54668,
238.075,s,Surface,3,54669,
238.075,s,Surface,3,54670,
238.075,s,Surface,3,54671,
238.075,s,Surface,3,54672,
238.075,s,Surface,3,54673,
238.075,s,Surface,3,54674,
238.075,s,Surface,3,54675,
238.075,s,Surface,3,54676,
238.075,s,Surface,3,54677,
238.075,s,Surface,3,54678,
238.075,s,Surface,3,54679,
238.075,s,Surface,3,54680,
238.075,s,Surface,3,54681,
238.075,s,Surface,3,54682,
238.075,s,Surface,3,54683,
238.075,s,Surface,3,54684,
238.075,s,Surface,3,54685,
238.075,s,Surface,3,54686,
238.075,s,Surface,3,54687,
357.778,s,Surface,4,54688,
357.778,s,Surface,4,54689,
357.778,s,Surface,4,54690,
357.778,s,Surface,4,54691,
357.778,s,Surface,4,54692,
357.778,s,Surface,4,54693,
357.778,s,Surface,4,54694,
357.778,s,Surface,4,54695,
357.778,s,Surface,4,54696,
357.778,s,Surface,4,54697,
357.778,s,Surface,4,54698,
357.778,s,Surface,4,54699,
357.778,s,Surface,4,54700,
357.778,s,Surface,4,54701,
357.778,s,Surface,4,54702,
357.778,s,Surface,4,54703,
357.778,s,Surface,4,54704,
357.778,s,Surface,4,54705,
357.778,s,Surface,4,54706,
357.778,s,Surface,4,54707,
357.778,s,Surface,4,54708,
357.778,s,Surface,4,54709,
357.778,s,Surface,4,54710,
357.778,s,Surface,4,54711,
357.778,s,Surface,4,54712,
357.778,s,Surface,4,54713,
357.778,s,Surface,4,54714,
357.778,s,Surface,4,54715,
357.778,s,Surface,4,54716,
357.778,s,Surface,4,54717,
357.778,s,Surface,4,54718,
357.778,s,Surface,4,54719,
357.778,s,Surface,4,54720,
357.778,s,Surface,4,54721,
357.778,s,Surface,4,54722,
357.778,s,Surface,4,54723,
357.778,s,Surface,4,54724,
357.778,s,Surface,4,54725,
357.778,s,Surface,4,54726,
357.778,s,Surface,4,54727,
477.513,s,Surface,5,54728,
477.513,s,Surface,5,54729,
477.513,s,Surface,5,54730,
477.513,s,Surface,5,54731,
477.513,s,Surface,5,54732,
477.513,s,Surface,5,54733,
477.513,s,Surface,5,54734,
477.513,s,Surface,5,54735,
477.513,s,Surface,5,54736,
477.513,s,Surface,5,54737,
477.513,s,Surface,5,54738,
477.513,s,Surface,5,54739,
477.513,s,Surface,5,54740,
477.513,s,Surface,5,54741,
477.513,s,Surface,5,54742,
477.513,s,Surface,5,54743,
477.513,s,Surface,5,54744,
477.513,s,Surface,5,54745,
477.513,s,Surface,5,54746,
477.513,s,Surface,5,54747,
477.513,s,Surface,5,54748,
477.513,s,Surface,5,54749,
477.513,s,Surface,5,54750,
477.513,s,Surface,5,54751,
477.513,s,Surface,5,54752,
477.513,s,Surface,5,54753,
477.513,s,Surface,5,54754,
477.513,s,Surface,5,54755,
477.513,s,Surface,5,54756,
477.513,s,Surface,5,54757,
477.513,s,Surface,5,54758,
477.513,s,Surface,5,54759,
477.513,s,Surface,5,54760,
477.513,s,Surface,5,54761,
477.513,s,Surface,5,54762,
477.513,s,Surface,5,54763,
477.513,s,Surface,5,54764,
477.513,s,Surface,5,54765,
477.513,s,Surface,5,54766,
477.513,s,Surface,5,54767,
597.234,s,Surface,6,54768,
597.234,s,Surface,6,54769,
597.234,s,Surface,6,54770,
597.234,s,Surface,6,54771,
597.234,s,Surface,6,54772,
597.234,s,Surface,6,54773,
597.234,s,Surface,6,54774,
597.234,s,Surface,6,54775,
597.234,s,Surface,6,54776,
