
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.775057,,Surface,12,55015,
0.607973,,Surface,12,55016,
0.469399,,Surface,12,55017,
0.397227,,Surface,12,55018,
0.901609,,Surface,12,55019,
0.654089,,Surface,12,55020,
0.612859,,Surface,12,55021,
0.856593,,Surface,12,55022,
0.696866,,Surface,12,55023,
0.709656,,Surface,12,55024,
0.89297,,Surface,12,55025,
0.624347,,Surface,12,55026,
0.620378,,Surface,12,55027,
0.620266,,Surface,12,55028,
0.569641,,Surface,12,55029,
0.710304,,Surface,12,55030,
0.830801,,Surface,12,55031,
0.649016,,Surface,12,55032,
0.884084,,Surface,12,55033,
0.716288,,Surface,12,55034,
0.635582,,Surface,12,55035,
0.803679,,Surface,12,55036,
0.648678,,Surface,12,55037,
0.504004,,Surface,12,55038,
0.57317,,Surface,12,55039,
0.551362,,Surface,12,55040,
0.687115,,Surface,12,55041,
0.867752,,Surface,12,55042,
0.73844,,Surface,12,55043,
0.744232,,Surface,12,55044,
0.820745,,Surface,12,55045,
0.523882,,Surface,12,55046,
0.608569,,Surface,12,55047,
0.700956,,Surface,12,55048,
0.859876,,Surface,13,55049,
0.64581,,Surface,13,55050,
0.632533,,Surface,13,55051,
0.403751,,Surface,13,55052,
0.899783,,Surface,13,55053,
0.632111,,Surface,13,55054,
0.462426,,Surface,13,55055,
0.779678,,Surface,13,55056,
0.870697,,Surface,13,55057,
0.815403,,Surface,13,55058,
0.558971,,Surface,13,55059,
0.583633,,Surface,13,55060,
0.707761,,Surface,13,55061,
0.722275,,Surface,13,55062,
0.887302,,Surface,13,55063,
0.598463,,Surface,13,55064,
0.583618,,Surface,13,55065,
0.553374,,Surface,13,55066,
0.886776,,Surface,13,55067,
0.703884,,Surface,13,55068,
0.883939,,Surface,13,55069,
0.736649,,Surface,13,55070,
0.657744,,Surface,13,55071,
0.638463,,Surface,13,55072,
0.750273,,Surface,13,55073,
0.627462,,Surface,13,55074,
0.598884,,Surface,13,55075,
0.543539,,Surface,13,55076,
0.504728,,Surface,13,55077,
0.681672,,Surface,13,55078,
0.891679,,Surface,13,55079,
0.72823,,Surface,13,55080,
0.752939,,Surface,13,55081,
0.835042,,Surface,13,55082,
0.514718,,Surface,13,55083,
0.733542,,Surface,13,55084,
0.628118,,Surface,13,55085,
0.615692,,Surface,14,55086,
0.577103,,Surface,14,55087,
0.808497,,Surface,14,55088,
0.873182,,Surface,14,55089,
0.777381,,Surface,14,55090,
0.644457,,Surface,14,55091,
0.477523,,Surface,14,55092,
0.895843,,Surface,14,55093,
0.643524,,Surface,14,55094,
0.430639,,Surface,14,55095,
0.862985,,Surface,14,55096,
0.652143,,Surface,14,55097,
0.724436,,Surface,14,55098,
0.773211,,Surface,14,55099,
0.884653,,Surface,14,55100,
0.631741,,Surface,14,55101,
0.605608,,Surface,14,55102,
0.601157,,Surface,14,55103,
0.599734,,Surface,14,55104,
0.695617,,Surface,14,55105,
0.740365,,Surface,14,55106,
0.839753,,Surface,14,55107,
0.651571,,Surface,14,55108,
0.891672,,Surface,14,55109,
0.639366,,Surface,14,55110,
0.818024,,Surface,14,55111,
0.633979,,Surface,14,55112,
0.5183,,Surface,14,55113,
0.585823,,Surface,14,55114,
0.674037,,Surface,14,55115,
0.525014,,Surface,14,55116,
0.893377,,Surface,14,55117,
0.724135,,Surface,14,55118,
0.844827,,Surface,14,55119,
0.756543,,Surface,14,55120,
0.522574,,Surface,14,55121,
0.624077,,Surface,14,55122,
0.745233,,Surface,14,55123,
0.588505,,Surface,15,55124,
0.57519,,Surface,15,55125,
0.821512,,Surface,15,55126,
0.850981,,Surface,15,55127,
0.774769,,Surface,15,55128,
0.480747,,Surface,15,55129,
0.621245,,Surface,15,55130,
0.645378,,Surface,15,55131,
0.431345,,Surface,15,55132,
0.89825,,Surface,15,55133,
0.843617,,Surface,15,55134,
0.648682,,Surface,15,55135,
0.70753,,Surface,15,55136,
0.725541,,Surface,15,55137,
0.887008,,Surface,15,55138,
0.630007,,Surface,15,55139,
0.579665,,Surface,15,55140,
0.587626,,Surface,15,55141,
0.697284,,Surface,15,55142,
0.898489,,Surface,15,55143,
0.831657,,Surface,15,55144,
0.728583,,Surface,15,55145,
0.645192,,Surface,15,55146,
0.787167,,Surface,15,55147,
0.615868,,Surface,15,55148,
0.603089,,Surface,15,55149,
0.505323,,Surface,15,55150,
0.568747,,Surface,15,55151,
0.691087,,Surface,15,55152,
0.535971,,Surface,15,55153,
0.927748,,Surface,15,55154,
0.720512,,Surface,15,55155,
0.765984,,Surface,15,55156,
0.841768,,Surface,15,55157,
0.639723,,Surface,15,55158,
0.745647,,Surface,15,55159,
0.532084,,Surface,15,55160,
0.835842,,Surface,16,55161,
0.612113,,Surface,16,55162,
0.653144,,Surface,16,55163,
0.467279,,Surface,16,55164,
0.871067,,Surface,16,55165,
0.579217,,Surface,16,55166,
0.474677,,Surface,16,55167,
0.755776,,Surface,16,55168,
0.809041,,Surface,16,55169,
0.627177,,Surface,16,55170,
0.792333,,Surface,16,55171,
0.604286,,Surface,16,55172,
0.633468,,Surface,16,55173,
0.682729,,Surface,16,55174,
0.795153,,Surface,16,55175,
0.899954,,Surface,16,55176,
0.635867,,Surface,16,55177,
0.585229,,Surface,16,55178,
0.60989,,Surface,16,55179,
0.594216,,Surface,16,55180,
0.854386,,Surface,16,55181,
0.727299,,Surface,16,55182,
0.884851,,Surface,16,55183,
0.679669,,Surface,16,55184,
0.638275,,Surface,16,55185,
0.695619,,Surface,16,55186,
0.776341,,Surface,16,55187,
0.856159,,Surface,16,55188,
0.650055,,Surface,16,55189,
0.584037,,Surface,16,55190,
0.524331,,Surface,16,55191,
0.490237,,Surface,16,55192,
0.688644,,Surface,16,55193,
0.922143,,Surface,16,55194,
0.75951,,Surface,16,55195,
0.813372,,Surface,16,55196,
0.850302,,Surface,16,55197,
0.502709,,Surface,16,55198,
0.725934,,Surface,16,55199,
0.592342,,Surface,16,55200,
0.802976,,Surface,17,55201,
0.609057,,Surface,17,55202,
0.636516,,Surface,17,55203,
0.88777,,Surface,17,55204,
0.759497,,Surface,17,55205,
0.483832,,Surface,17,55206,
0.616433,,Surface,17,55207,
0.660278,,Surface,17,55208,
0.447302,,Surface,17,55209,
0.898398,,Surface,17,55210,
0.839384,,Surface,17,55211,
0.628825,,Surface,17,55212,
0.700373,,Surface,17,55213,
0.780132,,Surface,17,55214,
0.629859,,Surface,17,55215,
0.882268,,Surface,17,55216,
0.678938,,Surface,17,55217,
0.584941,,Surface,17,55218,
0.60301,,Surface,17,55219,
0.688922,,Surface,17,55220,
0.730007,,Surface,17,55221,
0.841856,,Surface,17,55222,
0.649115,,Surface,17,55223,
0.89511,,Surface,17,55224,
0.793395,,Surface,17,55225,
0.691054,,Surface,17,55226,
0.838831,,Surface,17,55227,
0.634708,,Surface,17,55228,
0.503988,,Surface,17,55229,
0.662417,,Surface,17,55230,
0.720801,,Surface,17,55231,
0.536403,,Surface,17,55232,
0.919467,,Surface,17,55233,
0.721529,,Surface,17,55234,
0.76796,,Surface,17,55235,
0.850982,,Surface,17,55236,
0.909879,,Surface,17,55237,
0.623498,,Surface,17,55238,
0.471662,,Surface,17,55239,
0.586978,,Surface,18,55240,
0.631472,,Surface,18,55241,
0.794594,,Surface,18,55242,
0.887138,,Surface,18,55243,
0.765932,,Surface,18,55244,
0.486222,,Surface,18,55245,
0.907418,,Surface,18,55246,
0.640489,,Surface,18,55247,
0.433495,,Surface,18,55248,
0.595015,,Surface,18,55249,
0.653014,,Surface,18,55250,
0.829019,,Surface,18,55251,
0.690118,,Surface,18,55252,
0.76221,,Surface,18,55253,
0.607213,,Surface,18,55254,
0.891358,,Surface,18,55255,
0.578275,,Surface,18,55256,
0.624569,,Surface,18,55257,
0.605451,,Surface,18,55258,
0.681446,,Surface,18,55259,
0.84849,,Surface,18,55260,
0.725852,,Surface,18,55261,
0.90161,,Surface,18,55262,
0.652899,,Surface,18,55263,
0.793579,,Surface,18,55264,
0.675945,,Surface,18,55265,
0.661704,,Surface,18,55266,
0.596459,,Surface,18,55267,
0.847207,,Surface,18,55268,
0.538128,,Surface,18,55269,
0.495841,,Surface,18,55270,
0.721546,,Surface,18,55271,
0.907377,,Surface,18,55272,
0.709574,,Surface,18,55273,
0.850594,,Surface,18,55274,
0.79853,,Surface,18,55275,
0.905938,,Surface,18,55276,
0.473631,,Surface,18,55277,
0.629911,,Surface,18,55278,
0.580147,,Surface,19,55279,
0.646027,,Surface,19,55280,
0.803117,,Surface,19,55281,
0.892764,,Surface,19,55282,
0.764591,,Surface,19,55283,
0.603831,,Surface,19,55284,
0.504618,,Surface,19,55285,
0.448449,,Surface,19,55286,
0.893105,,Surface,19,55287,
0.59684,,Surface,19,55288,
0.621297,,Surface,19,55289,
0.871437,,Surface,19,55290,
0.670341,,Surface,19,55291,
0.910557,,Surface,19,55292,
0.795045,,Surface,19,55293,
0.633195,,Surface,19,55294,
0.579379,,Surface,19,55295,
0.612182,,Surface,19,55296,
0.601114,,Surface,19,55297,
0.68057,,Surface,19,55298,
0.736279,,Surface,19,55299,
0.857422,,Surface,19,55300,
0.894423,,Surface,19,55301,
0.66225,,Surface,19,55302,
0.801796,,Surface,19,55303,
0.674942,,Surface,19,55304,
0.832308,,Surface,19,55305,
0.645837,,Surface,19,55306,
0.471523,,Surface,19,55307,
0.663328,,Surface,19,55308,
0.71258,,Surface,19,55309,
0.541523,,Surface,19,55310,
0.89969,,Surface,19,55311,
0.742718,,Surface,19,55312,
0.804039,,Surface,19,55313,
0.83485,,Surface,19,55314,
0.50399,,Surface,19,55315,
0.622273,,Surface,19,55316,
0.734486,,Surface,19,55317,
0.662195,,Surface,20,55318,
0.557858,,Surface,20,55319,
0.804827,,Surface,20,55320,
0.872626,,Surface,20,55321,
0.756856,,Surface,20,55322,
0.621296,,Surface,20,55323,
0.499018,,Surface,20,55324,
0.632151,,Surface,20,55325,
0.44809,,Surface,20,55326,
0.867983,,Surface,20,55327,
0.59549,,Surface,20,55328,
0.833028,,Surface,20,55329,
0.661821,,Surface,20,55330,
0.775764,,Surface,20,55331,
0.62473,,Surface,20,55332,
0.899521,,Surface,20,55333,
0.58461,,Surface,20,55334,
0.607633,,Surface,20,55335,
0.742495,,Surface,20,55336,
0.887451,,Surface,20,55337,
0.68529,,Surface,20,55338,
0.886891,,Surface,20,55339,
0.660037,,Surface,20,55340,
0.7178,,Surface,20,55341,
0.833198,,Surface,20,55342,
0.812325,,Surface,20,55343,
0.667563,,Surface,20,55344,
0.503455,,Surface,20,55345,
0.490035,,Surface,20,55346,
0.725585,,Surface,20,55347,
0.531906,,Surface,20,55348,
0.904659,,Surface,20,55349,
0.734896,,Surface,20,55350,
0.876063,,Surface,20,55351,
0.851973,,Surface,20,55352,
0.508233,,Surface,20,55353,
0.606937,,Surface,20,55354,
0.761211,,Surface,20,55355,
0.5742,,Surface,21,55356,
0.652194,,Surface,21,55357,
0.787177,,Surface,21,55358,
0.875137,,Surface,21,55359,
0.75708,,Surface,21,55360,
0.488911,,Surface,21,55361,
0.617578,,Surface,21,55362,
0.642442,,Surface,21,55363,
0.439175,,Surface,21,55364,
0.894822,,Surface,21,55365,
0.610167,,Surface,21,55366,
0.831262,,Surface,21,55367,
0.661146,,Surface,21,55368,
0.898867,,Surface,21,55369,
0.738474,,Surface,21,55370,
0.613479,,Surface,21,55371,
0.607202,,Surface,21,55372,
0.617517,,Surface,21,55373,
0.868386,,Surface,21,55374,
0.870605,,Surface,21,55375,
0.631369,,Surface,21,55376,
0.73617,,Surface,21,55377,
0.678028,,Surface,21,55378,
0.716833,,Surface,21,55379,
0.803447,,Surface,21,55380,
0.497545,,Surface,21,55381,
0.833695,,Surface,21,55382,
0.663958,,Surface,21,55383,
0.483793,,Surface,21,55384,
0.524908,,Surface,21,55385,
0.708099,,Surface,21,55386,
0.902371,,Surface,21,55387,
0.73825,,Surface,21,55388,
0.889856,,Surface,21,55389,
0.841139,,Surface,21,55390,
0.4957,,Surface,21,55391,
0.622822,,Surface,21,55392,
0.781791,,Surface,21,55393,
0.610949,,Surface,22,55394,
0.633207,,Surface,22,55395,
0.792051,,Surface,22,55396,
0.827915,,Surface,22,55397,
0.748215,,Surface,22,55398,
0.611569,,Surface,22,55399,
0.485249,,Surface,22,55400,
0.893075,,Surface,22,55401,
0.656552,,Surface,22,55402,
0.432141,,Surface,22,55403,
0.844399,,Surface,22,55404,
0.619732,,Surface,22,55405,
0.655015,,Surface,22,55406,
0.777492,,Surface,22,55407,
0.613822,,Surface,22,55408,
0.888604,,Surface,22,55409,
0.609571,,Surface,22,55410,
0.607156,,Surface,22,55411,
0.6242,,Surface,22,55412,
0.656477,,Surface,22,55413,
0.733743,,Surface,22,55414,
0.857714,,Surface,22,55415,
0.670316,,Surface,22,55416,
0.885347,,Surface,22,55417,
0.700071,,Surface,22,55418,
0.784292,,Surface,22,55419,
0.840168,,Surface,22,55420,
0.533165,,Surface,22,55421,
0.497465,,Surface,22,55422,
0.665734,,Surface,22,55423,
0.710016,,Surface,22,55424,
0.501838,,Surface,22,55425,
0.868713,,Surface,22,55426,
0.700194,,Surface,22,55427,
0.857827,,Surface,22,55428,
0.859494,,Surface,22,55429,
0.625431,,Surface,22,55430,
0.76062,,Surface,22,55431,
0.508953,,Surface,22,55432,
0.617869,,Surface,23,55433,
0.614453,,Surface,23,55434,
