
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
357,,Surface,2,Image 1,1,54565,
626,,Surface,2,Image 1,1,54566,
1024,,Surface,2,Image 1,1,54567,
53,,Surface,2,Image 1,1,54568,
124,,Surface,2,Image 1,1,54569,
302,,Surface,2,Image 1,1,54570,
706,,Surface,2,Image 1,1,54571,
338,,Surface,2,Image 1,1,54572,
692,,Surface,2,Image 1,1,54573,
586,,Surface,2,Image 1,1,54574,
743,,Surface,2,Image 1,1,54575,
363,,Surface,2,Image 1,1,54576,
689,,Surface,2,Image 1,1,54577,
271,,Surface,2,Image 1,1,54578,
227,,Surface,2,Image 1,1,54579,
90,,Surface,2,Image 1,1,54580,
622,,Surface,2,Image 1,1,54581,
768,,Surface,2,Image 1,1,54582,
24,,Surface,2,Image 1,1,54583,
137,,Surface,2,Image 1,1,54584,
841,,Surface,2,Image 1,1,54585,
256,,Surface,2,Image 1,1,54586,
459,,Surface,2,Image 1,1,54587,
46,,Surface,2,Image 1,1,54588,
376,,Surface,2,Image 1,1,54589,
537,,Surface,2,Image 1,1,54590,
713,,Surface,2,Image 1,1,54591,
242,,Surface,2,Image 1,1,54592,
333,,Surface,2,Image 1,1,54593,
511,,Surface,2,Image 1,1,54594,
271,,Surface,2,Image 1,1,54595,
488,,Surface,2,Image 1,1,54596,
1029,,Surface,2,Image 1,1,54597,
400,,Surface,2,Image 1,1,54598,
80,,Surface,2,Image 1,1,54599,
343,,Surface,2,Image 1,1,54600,
83,,Surface,2,Image 1,1,54601,
434,,Surface,2,Image 1,1,54602,
558,,Surface,2,Image 1,1,54603,
9,,Surface,2,Image 1,1,54604,
596,,Surface,2,Image 1,1,54605,
323,,Surface,2,Image 1,1,54606,
1085,,Surface,2,Image 1,2,54607,
611,,Surface,2,Image 1,2,54608,
275,,Surface,2,Image 1,2,54609,
130,,Surface,2,Image 1,2,54610,
323,,Surface,2,Image 1,2,54611,
607,,Surface,2,Image 1,2,54612,
764,,Surface,2,Image 1,2,54613,
477,,Surface,2,Image 1,2,54614,
726,,Surface,2,Image 1,2,54615,
329,,Surface,2,Image 1,2,54616,
725,,Surface,2,Image 1,2,54617,
