
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.433075,,Surface,1,54565,
0.60717,,Surface,1,54566,
0.49121,,Surface,1,54567,
0.213093,,Surface,1,54568,
0.359688,,Surface,1,54569,
0.625932,,Surface,1,54570,
0.360018,,Surface,1,54571,
0.370187,,Surface,1,54572,
0.605859,,Surface,1,54573,
0.643764,,Surface,1,54574,
0.581775,,Surface,1,54575,
0.423083,,Surface,1,54576,
0.574451,,Surface,1,54577,
0.599099,,Surface,1,54578,
0.479678,,Surface,1,54579,
0.449091,,Surface,1,54580,
0.479778,,Surface,1,54581,
0.464467,,Surface,1,54582,
0.353039,,Surface,1,54583,
0.470518,,Surface,1,54584,
0.441829,,Surface,1,54585,
0.520356,,Surface,1,54586,
0.422657,,Surface,1,54587,
0.467397,,Surface,1,54588,
0.369552,,Surface,1,54589,
0.282819,,Surface,1,54590,
0.532382,,Surface,1,54591,
0.470996,,Surface,1,54592,
0.483071,,Surface,1,54593,
0.539003,,Surface,1,54594,
0.429099,,Surface,1,54595,
0.529663,,Surface,1,54596,
0.588385,,Surface,1,54597,
0.447564,,Surface,1,54598,
0.301784,,Surface,1,54599,
0.47649,,Surface,1,54600,
0.197995,,Surface,1,54601,
0.541189,,Surface,1,54602,
0.548638,,Surface,1,54603,
0.288886,,Surface,1,54604,
0.43331,,Surface,1,54605,
0.647656,,Surface,1,54606,
0.476084,,Surface,2,54607,
0.578523,,Surface,2,54608,
0.453702,,Surface,2,54609,
0.380417,,Surface,2,54610,
0.587956,,Surface,2,54611,
0.56633,,Surface,2,54612,
0.33562,,Surface,2,54613,
0.506961,,Surface,2,54614,
0.556581,,Surface,2,54615,
0.319836,,Surface,2,54616,
0.563674,,Surface,2,54617,
0.44008,,Surface,2,54618,
0.648525,,Surface,2,54619,
0.567666,,Surface,2,54620,
0.489535,,Surface,2,54621,
0.423453,,Surface,2,54622,
0.524804,,Surface,2,54623,
0.455798,,Surface,2,54624,
0.447892,,Surface,2,54625,
0.519258,,Surface,2,54626,
0.40209,,Surface,2,54627,
0.450607,,Surface,2,54628,
0.51288,,Surface,2,54629,
0.281925,,Surface,2,54630,
0.480753,,Surface,2,54631,
0.500867,,Surface,2,54632,
0.578329,,Surface,2,54633,
0.478533,,Surface,2,54634,
0.365852,,Surface,2,54635,
0.519133,,Surface,2,54636,
0.585333,,Surface,2,54637,
0.4624,,Surface,2,54638,
0.347394,,Surface,2,54639,
0.371825,,Surface,2,54640,
0.228824,,Surface,2,54641,
0.519062,,Surface,2,54642,
0.566478,,Surface,2,54643,
0.427546,,Surface,2,54644,
0.658323,,Surface,2,54645,
0.475365,,Surface,3,54646,
0.591956,,Surface,3,54647,
0.226855,,Surface,3,54648,
0.489675,,Surface,3,54649,
0.346033,,Surface,3,54650,
0.65252,,Surface,3,54651,
0.586287,,Surface,3,54652,
0.320634,,Surface,3,54653,
0.561523,,Surface,3,54654,
0.319375,,Surface,3,54655,
0.584853,,Surface,3,54656,
0.582875,,Surface,3,54657,
0.441512,,Surface,3,54658,
0.674651,,Surface,3,54659,
0.453843,,Surface,3,54660,
0.458684,,Surface,3,54661,
0.490735,,Surface,3,54662,
0.33445,,Surface,3,54663,
0.34761,,Surface,3,54664,
0.465126,,Surface,3,54665,
0.421872,,Surface,3,54666,
0.493255,,Surface,3,54667,
0.505213,,Surface,3,54668,
0.301382,,Surface,3,54669,
0.380653,,Surface,3,54670,
0.478723,,Surface,3,54671,
0.4576,,Surface,3,54672,
0.515613,,Surface,3,54673,
0.414166,,Surface,3,54674,
0.614442,,Surface,3,54675,
0.578928,,Surface,3,54676,
0.592715,,Surface,3,54677,
0.525583,,Surface,3,54678,
0.459505,,Surface,3,54679,
0.304212,,Surface,3,54680,
0.507795,,Surface,3,54681,
0.213932,,Surface,3,54682,
0.284539,,Surface,3,54683,
0.530101,,Surface,3,54684,
0.57142,,Surface,3,54685,
0.439076,,Surface,3,54686,
0.617879,,Surface,3,54687,
0.612826,,Surface,4,54688,
0.446622,,Surface,4,54689,
0.48144,,Surface,4,54690,
0.392783,,Surface,4,54691,
0.597803,,Surface,4,54692,
0.546484,,Surface,4,54693,
0.376399,,Surface,4,54694,
0.588577,,Surface,4,54695,
0.347576,,Surface,4,54696,
0.514935,,Surface,4,54697,
0.437324,,Surface,4,54698,
0.570939,,Surface,4,54699,
0.668698,,Surface,4,54700,
0.467932,,Surface,4,54701,
0.478523,,Surface,4,54702,
0.488624,,Surface,4,54703,
0.439699,,Surface,4,54704,
0.470239,,Surface,4,54705,
0.58661,,Surface,4,54706,
0.484111,,Surface,4,54707,
0.482639,,Surface,4,54708,
0.395744,,Surface,4,54709,
0.46919,,Surface,4,54710,
0.278144,,Surface,4,54711,
0.517777,,Surface,4,54712,
0.400105,,Surface,4,54713,
0.429268,,Surface,4,54714,
0.594482,,Surface,4,54715,
0.541189,,Surface,4,54716,
0.51369,,Surface,4,54717,
0.647389,,Surface,4,54718,
0.45062,,Surface,4,54719,
0.384048,,Surface,4,54720,
0.42659,,Surface,4,54721,
0.243527,,Surface,4,54722,
0.340328,,Surface,4,54723,
