
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.539879,,Surface,4,54724,
0.651124,,Surface,4,54725,
0.569412,,Surface,4,54726,
0.443621,,Surface,4,54727,
0.581771,,Surface,5,54728,
0.471609,,Surface,5,54729,
0.478821,,Surface,5,54730,
0.316782,,Surface,5,54731,
0.574258,,Surface,5,54732,
0.402444,,Surface,5,54733,
0.372276,,Surface,5,54734,
0.562451,,Surface,5,54735,
0.488243,,Surface,5,54736,
0.576734,,Surface,5,54737,
0.450077,,Surface,5,54738,
0.545194,,Surface,5,54739,
0.666696,,Surface,5,54740,
0.484354,,Surface,5,54741,
0.45688,,Surface,5,54742,
0.473234,,Surface,5,54743,
0.475845,,Surface,5,54744,
0.458305,,Surface,5,54745,
0.27596,,Surface,5,54746,
0.608822,,Surface,5,54747,
0.478365,,Surface,5,54748,
0.504294,,Surface,5,54749,
0.397256,,Surface,5,54750,
0.48088,,Surface,5,54751,
0.515441,,Surface,5,54752,
0.259532,,Surface,5,54753,
0.47973,,Surface,5,54754,
0.371475,,Surface,5,54755,
0.547311,,Surface,5,54756,
0.533242,,Surface,5,54757,
0.491785,,Surface,5,54758,
0.6392,,Surface,5,54759,
0.462224,,Surface,5,54760,
0.288884,,Surface,5,54761,
0.383101,,Surface,5,54762,
0.539217,,Surface,5,54763,
0.28468,,Surface,5,54764,
0.502604,,Surface,5,54765,
0.428281,,Surface,5,54766,
0.625549,,Surface,5,54767,
0.565081,,Surface,6,54768,
0.381446,,Surface,6,54769,
0.608353,,Surface,6,54770,
0.310771,,Surface,6,54771,
0.487645,,Surface,6,54772,
0.607991,,Surface,6,54773,
0.445551,,Surface,6,54774,
0.332084,,Surface,6,54775,
0.487424,,Surface,6,54776,
0.516257,,Surface,6,54777,
0.445245,,Surface,6,54778,
0.523775,,Surface,6,54779,
0.66255,,Surface,6,54780,
0.449829,,Surface,6,54781,
0.489982,,Surface,6,54782,
0.512564,,Surface,6,54783,
0.46506,,Surface,6,54784,
0.522984,,Surface,6,54785,
0.218407,,Surface,6,54786,
0.626153,,Surface,6,54787,
0.466788,,Surface,6,54788,
0.449904,,Surface,6,54789,
0.527706,,Surface,6,54790,
0.37139,,Surface,6,54791,
0.273685,,Surface,6,54792,
0.513355,,Surface,6,54793,
0.444898,,Surface,6,54794,
0.571436,,Surface,6,54795,
0.496107,,Surface,6,54796,
0.418838,,Surface,6,54797,
0.651315,,Surface,6,54798,
0.462353,,Surface,6,54799,
0.496167,,Surface,6,54800,
0.333015,,Surface,6,54801,
0.392685,,Surface,6,54802,
0.282855,,Surface,6,54803,
0.545528,,Surface,6,54804,
0.537858,,Surface,6,54805,
0.362001,,Surface,6,54806,
0.607735,,Surface,6,54807,
0.449952,,Surface,6,54808,
0.647405,,Surface,7,54809,
0.417181,,Surface,7,54810,
0.496963,,Surface,7,54811,
0.469481,,Surface,7,54812,
0.596436,,Surface,7,54813,
0.420025,,Surface,7,54814,
0.337591,,Surface,7,54815,
0.60306,,Surface,7,54816,
0.45439,,Surface,7,54817,
0.569275,,Surface,7,54818,
0.438908,,Surface,7,54819,
0.502146,,Surface,7,54820,
0.694775,,Surface,7,54821,
0.431851,,Surface,7,54822,
0.499709,,Surface,7,54823,
0.47631,,Surface,7,54824,
0.490699,,Surface,7,54825,
0.541325,,Surface,7,54826,
0.310296,,Surface,7,54827,
0.624043,,Surface,7,54828,
0.507738,,Surface,7,54829,
0.488792,,Surface,7,54830,
0.457067,,Surface,7,54831,
0.349557,,Surface,7,54832,
0.26489,,Surface,7,54833,
0.440799,,Surface,7,54834,
0.480876,,Surface,7,54835,
0.464453,,Surface,7,54836,
0.441556,,Surface,7,54837,
0.654255,,Surface,7,54838,
0.492686,,Surface,7,54839,
0.435924,,Surface,7,54840,
0.495243,,Surface,7,54841,
0.354811,,Surface,7,54842,
0.381209,,Surface,7,54843,
0.532835,,Surface,7,54844,
0.195782,,Surface,7,54845,
0.33301,,Surface,7,54846,
0.612599,,Surface,7,54847,
0.578458,,Surface,7,54848,
0.470523,,Surface,7,54849,
0.416556,,Surface,8,54850,
0.599485,,Surface,8,54851,
0.338728,,Surface,8,54852,
0.59183,,Surface,8,54853,
0.423447,,Surface,8,54854,
0.580375,,Surface,8,54855,
0.399934,,Surface,8,54856,
0.480405,,Surface,8,54857,
0.646876,,Surface,8,54858,
0.458477,,Surface,8,54859,
0.405679,,Surface,8,54860,
0.526275,,Surface,8,54861,
0.740396,,Surface,8,54862,
0.461606,,Surface,8,54863,
0.530896,,Surface,8,54864,
0.456943,,Surface,8,54865,
0.474069,,Surface,8,54866,
0.370323,,Surface,8,54867,
0.49195,,Surface,8,54868,
0.62863,,Surface,8,54869,
0.489694,,Surface,8,54870,
0.462574,,Surface,8,54871,
0.465803,,Surface,8,54872,
0.360613,,Surface,8,54873,
0.263226,,Surface,8,54874,
0.502571,,Surface,8,54875,
0.479791,,Surface,8,54876,
0.465919,,Surface,8,54877,
0.418685,,Surface,8,54878,
0.486525,,Surface,8,54879,
0.666841,,Surface,8,54880,
0.488578,,Surface,8,54881,
0.434528,,Surface,8,54882,
0.269215,,Surface,8,54883,
0.403472,,Surface,8,54884,
0.221442,,Surface,8,54885,
0.550368,,Surface,8,54886,
0.29181,,Surface,8,54887,
0.589052,,Surface,8,54888,
0.468956,,Surface,8,54889,
0.622796,,Surface,8,54890,
0.655552,,Surface,9,54891,
0.466267,,Surface,9,54892,
0.470646,,Surface,9,54893,
0.422586,,Surface,9,54894,
0.565314,,Surface,9,54895,
0.428073,,Surface,9,54896,
0.350007,,Surface,9,54897,
0.574107,,Surface,9,54898,
0.400185,,Surface,9,54899,
0.611159,,Surface,9,54900,
0.409218,,Surface,9,54901,
0.510278,,Surface,9,54902,
0.720554,,Surface,9,54903,
0.4246,,Surface,9,54904,
0.465116,,Surface,9,54905,
0.495431,,Surface,9,54906,
0.552126,,Surface,9,54907,
0.459281,,Surface,9,54908,
0.352103,,Surface,9,54909,
0.589831,,Surface,9,54910,
0.486521,,Surface,9,54911,
0.358055,,Surface,9,54912,
0.473152,,Surface,9,54913,
0.25668,,Surface,9,54914,
0.484866,,Surface,9,54915,
0.484265,,Surface,9,54916,
0.500914,,Surface,9,54917,
0.40027,,Surface,9,54918,
0.460381,,Surface,9,54919,
0.453066,,Surface,9,54920,
0.44592,,Surface,9,54921,
0.657747,,Surface,9,54922,
0.448539,,Surface,9,54923,
0.337478,,Surface,9,54924,
0.345629,,Surface,9,54925,
0.215505,,Surface,9,54926,
0.560418,,Surface,9,54927,
0.282575,,Surface,9,54928,
0.586519,,Surface,9,54929,
0.463429,,Surface,9,54930,
0.61029,,Surface,9,54931,
0.646606,,Surface,10,54932,
0.481864,,Surface,10,54933,
0.45264,,Surface,10,54934,
0.445172,,Surface,10,54935,
0.55503,,Surface,10,54936,
0.558717,,Surface,10,54937,
0.406911,,Surface,10,54938,
0.632577,,Surface,10,54939,
0.340901,,Surface,10,54940,
0.509471,,Surface,10,54941,
0.414813,,Surface,10,54942,
0.446274,,Surface,10,54943,
0.720125,,Surface,10,54944,
0.414874,,Surface,10,54945,
0.497475,,Surface,10,54946,
0.49361,,Surface,10,54947,
0.464019,,Surface,10,54948,
0.321253,,Surface,10,54949,
0.613183,,Surface,10,54950,
0.479274,,Surface,10,54951,
0.353485,,Surface,10,54952,
0.373456,,Surface,10,54953,
0.526119,,Surface,10,54954,
0.445706,,Surface,10,54955,
0.518932,,Surface,10,54956,
0.4797,,Surface,10,54957,
0.479335,,Surface,10,54958,
0.416663,,Surface,10,54959,
0.344922,,Surface,10,54960,
0.648247,,Surface,10,54961,
0.472047,,Surface,10,54962,
0.458427,,Surface,10,54963,
0.483719,,Surface,10,54964,
0.340665,,Surface,10,54965,
0.373313,,Surface,10,54966,
0.55062,,Surface,10,54967,
0.17033,,Surface,10,54968,
0.56236,,Surface,10,54969,
0.493651,,Surface,10,54970,
0.614855,,Surface,10,54971,
0.433973,,Surface,11,54972,
0.612771,,Surface,11,54973,
0.456293,,Surface,11,54974,
0.398867,,Surface,11,54975,
0.56571,,Surface,11,54976,
0.571607,,Surface,11,54977,
0.394092,,Surface,11,54978,
0.632932,,Surface,11,54979,
0.322032,,Surface,11,54980,
0.51409,,Surface,11,54981,
0.396244,,Surface,11,54982,
0.428038,,Surface,11,54983,
0.731164,,Surface,11,54984,
0.403728,,Surface,11,54985,
0.466559,,Surface,11,54986,
0.487227,,Surface,11,54987,
0.57758,,Surface,11,54988,
0.471726,,Surface,11,54989,
0.557176,,Surface,11,54990,
0.449307,,Surface,11,54991,
0.470292,,Surface,11,54992,
0.461359,,Surface,11,54993,
0.363424,,Surface,11,54994,
0.268054,,Surface,11,54995,
0.42407,,Surface,11,54996,
0.497744,,Surface,11,54997,
0.42956,,Surface,11,54998,
0.622637,,Surface,11,54999,
0.214344,,Surface,11,55000,
0.479979,,Surface,11,55001,
0.458729,,Surface,11,55002,
0.396513,,Surface,11,55003,
0.366448,,Surface,11,55004,
0.5125,,Surface,11,55005,
0.164501,,Surface,11,55006,
0.536328,,Surface,11,55007,
0.294309,,Surface,11,55008,
0.496843,,Surface,11,55009,
0.642546,,Surface,11,55010,
0.646263,,Surface,12,55011,
0.428515,,Surface,12,55012,
0.455333,,Surface,12,55013,
0.349465,,Surface,12,55014,
0.563487,,Surface,12,55015,
0.573046,,Surface,12,55016,
0.384985,,Surface,12,55017,
0.622607,,Surface,12,55018,
0.32066,,Surface,12,55019,
0.487699,,Surface,12,55020,
0.381039,,Surface,12,55021,
0.428985,,Surface,12,55022,
0.718051,,Surface,12,55023,
0.382071,,Surface,12,55024,
0.492075,,Surface,12,55025,
0.505614,,Surface,12,55026,
0.361472,,Surface,12,55027,
0.605,,Surface,12,55028,
0.484794,,Surface,12,55029,
0.498365,,Surface,12,55030,
0.499978,,Surface,12,55031,
0.262138,,Surface,12,55032,
0.359878,,Surface,12,55033,
0.487767,,Surface,12,55034,
0.507793,,Surface,12,55035,
0.442523,,Surface,12,55036,
0.405691,,Surface,12,55037,
0.629012,,Surface,12,55038,
0.209084,,Surface,12,55039,
0.478968,,Surface,12,55040,
0.51516,,Surface,12,55041,
0.507779,,Surface,12,55042,
0.406212,,Surface,12,55043,
0.192818,,Surface,12,55044,
0.494065,,Surface,12,55045,
0.561355,,Surface,12,55046,
0.508068,,Surface,12,55047,
0.637035,,Surface,12,55048,
0.411464,,Surface,13,55049,
0.46302,,Surface,13,55050,
0.348865,,Surface,13,55051,
0.628002,,Surface,13,55052,
0.271063,,Surface,13,55053,
0.537839,,Surface,13,55054,
0.394838,,Surface,13,55055,
0.613539,,Surface,13,55056,
0.336021,,Surface,13,55057,
0.464171,,Surface,13,55058,
0.638407,,Surface,13,55059,
0.418543,,Surface,13,55060,
0.706965,,Surface,13,55061,
0.400127,,Surface,13,55062,
0.492522,,Surface,13,55063,
0.529696,,Surface,13,55064,
0.46089,,Surface,13,55065,
0.513583,,Surface,13,55066,
0.438229,,Surface,13,55067,
0.468983,,Surface,13,55068,
0.365289,,Surface,13,55069,
0.480035,,Surface,13,55070,
0.252956,,Surface,13,55071,
0.503333,,Surface,13,55072,
0.439621,,Surface,13,55073,
0.457415,,Surface,13,55074,
0.221067,,Surface,13,55075,
0.428761,,Surface,13,55076,
0.629684,,Surface,13,55077,
0.459003,,Surface,13,55078,
0.391375,,Surface,13,55079,
0.376204,,Surface,13,55080,
0.247498,,Surface,13,55081,
0.486417,,Surface,13,55082,
0.573715,,Surface,13,55083,
0.628184,,Surface,13,55084,
0.515682,,Surface,13,55085,
0.46504,,Surface,14,55086,
0.638586,,Surface,14,55087,
0.455453,,Surface,14,55088,
0.356951,,Surface,14,55089,
0.589822,,Surface,14,55090,
0.569643,,Surface,14,55091,
0.376202,,Surface,14,55092,
0.236145,,Surface,14,55093,
0.396563,,Surface,14,55094,
0.627231,,Surface,14,55095,
0.396985,,Surface,14,55096,
0.479802,,Surface,14,55097,
0.713216,,Surface,14,55098,
0.392183,,Surface,14,55099,
0.446146,,Surface,14,55100,
0.529092,,Surface,14,55101,
0.493248,,Surface,14,55102,
0.523871,,Surface,14,55103,
0.336643,,Surface,14,55104,
0.482282,,Surface,14,55105,
0.47455,,Surface,14,55106,
0.391224,,Surface,14,55107,
0.262353,,Surface,14,55108,
0.337874,,Surface,14,55109,
0.506648,,Surface,14,55110,
0.469879,,Surface,14,55111,
0.447283,,Surface,14,55112,
0.660628,,Surface,14,55113,
0.196953,,Surface,14,55114,
0.49627,,Surface,14,55115,
0.457305,,Surface,14,55116,
0.33937,,Surface,14,55117,
0.366401,,Surface,14,55118,
0.506588,,Surface,14,55119,
0.278401,,Surface,14,55120,
0.575254,,Surface,14,55121,
0.531672,,Surface,14,55122,
0.629788,,Surface,14,55123,
0.450034,,Surface,15,55124,
0.631177,,Surface,15,55125,
0.444549,,Surface,15,55126,
0.409524,,Surface,15,55127,
0.602495,,Surface,15,55128,
0.390216,,Surface,15,55129,
0.555094,,Surface,15,55130,
0.421059,,Surface,15,55131,
0.628596,,Surface,15,55132,
0.234165,,Surface,15,55133,
0.417317,,Surface,15,55134,
0.465478,,Surface,15,55135,
0.752839,,Surface,15,55136,
0.379417,,Surface,15,55137,
0.459059,,Surface,15,55138,
0.560807,,Surface,15,55139,
0.537061,,Surface,15,55140,
0.482887,,Surface,15,55141,
0.462726,,Surface,15,55142,
0.340962,,Surface,15,55143,
0.446307,,Surface,15,55144,
0.486751,,Surface,15,55145,
0.261073,,Surface,15,55146,
0.512002,,Surface,15,55147,
0.497182,,Surface,15,55148,
0.390335,,Surface,15,55149,
0.636611,,Surface,15,55150,
0.205414,,Surface,15,55151,
0.451174,,Surface,15,55152,
0.446889,,Surface,15,55153,
0.334604,,Surface,15,55154,
0.454783,,Surface,15,55155,
0.255625,,Surface,15,55156,
0.455337,,Surface,15,55157,
0.565772,,Surface,15,55158,
0.643557,,Surface,15,55159,
0.578267,,Surface,15,55160,
0.453016,,Surface,16,55161,
0.473935,,Surface,16,55162,
0.442798,,Surface,16,55163,
0.63763,,Surface,16,55164,
0.196324,,Surface,16,55165,
0.587974,,Surface,16,55166,
0.408907,,Surface,16,55167,
0.466514,,Surface,16,55168,
0.404531,,Surface,16,55169,
0.200459,,Surface,16,55170,
0.465098,,Surface,16,55171,
0.630047,,Surface,16,55172,
0.402035,,Surface,16,55173,
0.727424,,Surface,16,55174,
0.410682,,Surface,16,55175,
0.510516,,Surface,16,55176,
0.568814,,Surface,16,55177,
0.478773,,Surface,16,55178,
0.306055,,Surface,16,55179,
0.512833,,Surface,16,55180,
0.60258,,Surface,16,55181,
0.466801,,Surface,16,55182,
0.337311,,Surface,16,55183,
0.469829,,Surface,16,55184,
0.292149,,Surface,16,55185,
0.547307,,Surface,16,55186,
0.377447,,Surface,16,55187,
0.404436,,Surface,16,55188,
0.32585,,Surface,16,55189,
0.432317,,Surface,16,55190,
0.467508,,Surface,16,55191,
0.630478,,Surface,16,55192,
0.495361,,Surface,16,55193,
0.317113,,Surface,16,55194,
0.429545,,Surface,16,55195,
0.206882,,Surface,16,55196,
0.521577,,Surface,16,55197,
0.604771,,Surface,16,55198,
0.601882,,Surface,16,55199,
0.55614,,Surface,16,55200,
0.440903,,Surface,17,55201,
0.650358,,Surface,17,55202,
0.397387,,Surface,17,55203,
0.379598,,Surface,17,55204,
0.581671,,Surface,17,55205,
0.405504,,Surface,17,55206,
0.549895,,Surface,17,55207,
0.367409,,Surface,17,55208,
0.649908,,Surface,17,55209,
0.208132,,Surface,17,55210,
0.446837,,Surface,17,55211,
0.458654,,Surface,17,55212,
0.69748,,Surface,17,55213,
0.39138,,Surface,17,55214,
0.576122,,Surface,17,55215,
0.495771,,Surface,17,55216,
0.269902,,Surface,17,55217,
0.477347,,Surface,17,55218,
0.534523,,Surface,17,55219,
0.462399,,Surface,17,55220,
0.488103,,Surface,17,55221,
0.49416,,Surface,17,55222,
0.296593,,Surface,17,55223,
0.353173,,Surface,17,55224,
0.476442,,Surface,17,55225,
0.561453,,Surface,17,55226,
0.420681,,Surface,17,55227,
0.397625,,Surface,17,55228,
0.659662,,Surface,17,55229,
0.462801,,Surface,17,55230,
0.503503,,Surface,17,55231,
0.472577,,Surface,17,55232,
0.250424,,Surface,17,55233,
0.370561,,Surface,17,55234,
0.242977,,Surface,17,55235,
0.512198,,Surface,17,55236,
0.347279,,Surface,17,55237,
0.557514,,Surface,17,55238,
0.253697,,Surface,17,55239,
0.624361,,Surface,18,55240,
0.382439,,Surface,18,55241,
0.456072,,Surface,18,55242,
0.377613,,Surface,18,55243,
0.593628,,Surface,18,55244,
0.409923,,Surface,18,55245,
0.211734,,Surface,18,55246,
0.598832,,Surface,18,55247,
0.648023,,Surface,18,55248,
0.474597,,Surface,18,55249,
0.349821,,Surface,18,55250,
0.427293,,Surface,18,55251,
0.724464,,Surface,18,55252,
0.350511,,Surface,18,55253,
0.58626,,Surface,18,55254,
0.475002,,Surface,18,55255,
0.481328,,Surface,18,55256,
0.344552,,Surface,18,55257,
0.559607,,Surface,18,55258,
0.453668,,Surface,18,55259,
0.511058,,Surface,18,55260,
0.46709,,Surface,18,55261,
0.359869,,Surface,18,55262,
0.29521,,Surface,18,55263,
0.391126,,Surface,18,55264,
0.546273,,Surface,18,55265,
0.482901,,Surface,18,55266,
0.457745,,Surface,18,55267,
0.412502,,Surface,18,55268,
0.448476,,Surface,18,55269,
0.612484,,Surface,18,55270,
0.500977,,Surface,18,55271,
0.225104,,Surface,18,55272,
0.394313,,Surface,18,55273,
0.49033,,Surface,18,55274,
0.295408,,Surface,18,55275,
0.341278,,Surface,18,55276,
0.24782,,Surface,18,55277,
0.528054,,Surface,18,55278,
0.635016,,Surface,19,55279,
0.358033,,Surface,19,55280,
0.469821,,Surface,19,55281,
0.397696,,Surface,19,55282,
0.567533,,Surface,19,55283,
0.582483,,Surface,19,55284,
0.4223,,Surface,19,55285,
0.639843,,Surface,19,55286,
0.229196,,Surface,19,55287,
0.455252,,Surface,19,55288,
0.335135,,Surface,19,55289,
0.395793,,Surface,19,55290,
0.668044,,Surface,19,55291,
0.497133,,Surface,19,55292,
0.410754,,Surface,19,55293,
0.582404,,Surface,19,55294,
0.482114,,Surface,19,55295,
0.390886,,Surface,19,55296,
0.496372,,Surface,19,55297,
0.442665,,Surface,19,55298,
0.444629,,Surface,19,55299,
0.505772,,Surface,19,55300,
0.362899,,Surface,19,55301,
0.294109,,Surface,19,55302,
0.413024,,Surface,19,55303,
0.546031,,Surface,19,55304,
0.445703,,Surface,19,55305,
0.417202,,Surface,19,55306,
0.558037,,Surface,19,55307,
0.451792,,Surface,19,55308,
0.491794,,Surface,19,55309,
0.453059,,Surface,19,55310,
0.199595,,Surface,19,55311,
0.396877,,Surface,19,55312,
0.360528,,Surface,19,55313,
0.540515,,Surface,19,55314,
0.593734,,Surface,19,55315,
0.525628,,Surface,19,55316,
0.630935,,Surface,19,55317,
0.373917,,Surface,20,55318,
0.66929,,Surface,20,55319,
0.470404,,Surface,20,55320,
0.453244,,Surface,20,55321,
0.493729,,Surface,20,55322,
0.539473,,Surface,20,55323,
0.407495,,Surface,20,55324,
0.328916,,Surface,20,55325,
0.65421,,Surface,20,55326,
0.183126,,Surface,20,55327,
0.440729,,Surface,20,55328,
0.421699,,Surface,20,55329,
0.750903,,Surface,20,55330,
0.434757,,Surface,20,55331,
0.564449,,Surface,20,55332,
0.544194,,Surface,20,55333,
0.495439,,Surface,20,55334,
0.467804,,Surface,20,55335,
0.422637,,Surface,20,55336,
0.353022,,Surface,20,55337,
0.437697,,Surface,20,55338,
0.557022,,Surface,20,55339,
0.28317,,Surface,20,55340,
0.554961,,Surface,20,55341,
0.453105,,Surface,20,55342,
0.431722,,Surface,20,55343,
0.440394,,Surface,20,55344,
0.727626,,Surface,20,55345,
0.596023,,Surface,20,55346,
0.491288,,Surface,20,55347,
0.475562,,Surface,20,55348,
0.295267,,Surface,20,55349,
0.428778,,Surface,20,55350,
0.280413,,Surface,20,55351,
0.523452,,Surface,20,55352,
0.601039,,Surface,20,55353,
0.503633,,Surface,20,55354,
0.610141,,Surface,20,55355,
0.656244,,Surface,21,55356,
0.365586,,Surface,21,55357,
0.47928,,Surface,21,55358,
0.497118,,Surface,21,55359,
0.491055,,Surface,21,55360,
0.403062,,Surface,21,55361,
0.566126,,Surface,21,55362,
0.376318,,Surface,21,55363,
0.663544,,Surface,21,55364,
0.20242,,Surface,21,55365,
0.469185,,Surface,21,55366,
0.413256,,Surface,21,55367,
0.725146,,Surface,21,55368,
0.53674,,Surface,21,55369,
0.427304,,Surface,21,55370,
0.591821,,Surface,21,55371,
0.462555,,Surface,21,55372,
0.488965,,Surface,21,55373,
0.557205,,Surface,21,55374,
0.383876,,Surface,21,55375,
0.443728,,Surface,21,55376,
0.414085,,Surface,21,55377,
0.279182,,Surface,21,55378,
0.553926,,Surface,21,55379,
0.435187,,Surface,21,55380,
0.679333,,Surface,21,55381,
0.445229,,Surface,21,55382,
0.443105,,Surface,21,55383,
0.579029,,Surface,21,55384,
0.450784,,Surface,21,55385,
0.466089,,Surface,21,55386,
0.302249,,Surface,21,55387,
0.374939,,Surface,21,55388,
0.341086,,Surface,21,55389,
0.492795,,Surface,21,55390,
0.586366,,Surface,21,55391,
0.494609,,Surface,21,55392,
0.617532,,Surface,21,55393,
0.625488,,Surface,22,55394,
0.371383,,Surface,22,55395,
0.484852,,Surface,22,55396,
0.453287,,Surface,22,55397,
0.481601,,Surface,22,55398,
0.56203,,Surface,22,55399,
0.408828,,Surface,22,55400,
0.185588,,Surface,22,55401,
0.336455,,Surface,22,55402,
0.616168,,Surface,22,55403,
0.427151,,Surface,22,55404,
0.469521,,Surface,22,55405,
0.727158,,Surface,22,55406,
0.466241,,Surface,22,55407,
0.549971,,Surface,22,55408,
0.539891,,Surface,22,55409,
0.474924,,Surface,22,55410,
0.505786,,Surface,22,55411,
0.379283,,Surface,22,55412,
0.406823,,Surface,22,55413,
0.449291,,Surface,22,55414,
0.548154,,Surface,22,55415,
0.273169,,Surface,22,55416,
0.389032,,Surface,22,55417,
0.538341,,Surface,22,55418,
0.460756,,Surface,22,55419,
0.467529,,Surface,22,55420,
0.452206,,Surface,22,55421,
0.582903,,Surface,22,55422,
0.427481,,Surface,22,55423,
0.505755,,Surface,22,55424,
0.438366,,Surface,22,55425,
0.385055,,Surface,22,55426,
0.418548,,Surface,22,55427,
0.369314,,Surface,22,55428,
0.426981,,Surface,22,55429,
0.494349,,Surface,22,55430,
0.593186,,Surface,22,55431,
0.581968,,Surface,22,55432,
0.37734,,Surface,23,55433,
