
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
90377,,Surface,5,Image 1,1,54565,
220026,,Surface,5,Image 1,1,54566,
343944,,Surface,5,Image 1,1,54567,
11050,,Surface,5,Image 1,1,54568,
27758,,Surface,5,Image 1,1,54569,
100350,,Surface,5,Image 1,1,54570,
217459,,Surface,5,Image 1,1,54571,
88662,,Surface,5,Image 1,1,54572,
186501,,Surface,5,Image 1,1,54573,
210700,,Surface,5,Image 1,1,54574,
254228,,Surface,5,Image 1,1,54575,
127957,,Surface,5,Image 1,1,54576,
226232,,Surface,5,Image 1,1,54577,
125354,,Surface,5,Image 1,1,54578,
59623,,Surface,5,Image 1,1,54579,
80924,,Surface,5,Image 1,1,54580,
181857,,Surface,5,Image 1,1,54581,
207002,,Surface,5,Image 1,1,54582,
13526,,Surface,5,Image 1,1,54583,
18889,,Surface,5,Image 1,1,54584,
126788,,Surface,5,Image 1,1,54585,
123580,,Surface,5,Image 1,1,54586,
145538,,Surface,5,Image 1,1,54587,
29013,,Surface,5,Image 1,1,54588,
207204,,Surface,5,Image 1,1,54589,
175537,,Surface,5,Image 1,1,54590,
222022,,Surface,5,Image 1,1,54591,
71477,,Surface,5,Image 1,1,54592,
87139,,Surface,5,Image 1,1,54593,
164439,,Surface,5,Image 1,1,54594,
88034,,Surface,5,Image 1,1,54595,
154068,,Surface,5,Image 1,1,54596,
461171,,Surface,5,Image 1,1,54597,
131485,,Surface,5,Image 1,1,54598,
25834,,Surface,5,Image 1,1,54599,
100125,,Surface,5,Image 1,1,54600,
18571,,Surface,5,Image 1,1,54601,
111172,,Surface,5,Image 1,1,54602,
211043,,Surface,5,Image 1,1,54603,
19383,,Surface,5,Image 1,1,54604,
246869,,Surface,5,Image 1,1,54605,
163818,,Surface,5,Image 1,1,54606,
343357,,Surface,5,Image 1,2,54607,
220505,,Surface,5,Image 1,2,54608,
84240,,Surface,5,Image 1,2,54609,
30148,,Surface,5,Image 1,2,54610,
91476,,Surface,5,Image 1,2,54611,
182185,,Surface,5,Image 1,2,54612,
220870,,Surface,5,Image 1,2,54613,
187957,,Surface,5,Image 1,2,54614,
258076,,Surface,5,Image 1,2,54615,
90211,,Surface,5,Image 1,2,54616,
236959,,Surface,5,Image 1,2,54617,
138323,,Surface,5,Image 1,2,54618,
119503,,Surface,5,Image 1,2,54619,
56553,,Surface,5,Image 1,2,54620,
188107,,Surface,5,Image 1,2,54621,
77040,,Surface,5,Image 1,2,54622,
16882,,Surface,5,Image 1,2,54623,
195762,,Surface,5,Image 1,2,54624,
135230,,Surface,5,Image 1,2,54625,
121278,,Surface,5,Image 1,2,54626,
209317,,Surface,5,Image 1,2,54627,
151411,,Surface,5,Image 1,2,54628,
33065,,Surface,5,Image 1,2,54629,
173761,,Surface,5,Image 1,2,54630,
79131,,Surface,5,Image 1,2,54631,
226291,,Surface,5,Image 1,2,54632,
