
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,TrackID,ID,
6.53617,um,Surface,1,1000224514,224514,
7.23277,um,Surface,1,1000224515,224515,
7.38354,um,Surface,1,1000224516,224516,
6.62415,um,Surface,1,1000224517,224517,
6.33395,um,Surface,1,1000224518,224518,
7.00444,um,Surface,1,1000224519,224519,
6.32695,um,Surface,1,1000224520,224520,
10.3553,um,Surface,1,1000224521,224521,
7.20149,um,Surface,1,1000224522,224522,
7.0648,um,Surface,1,1000224523,224523,
7.81716,um,Surface,1,1000224524,224524,
7.90837,um,Surface,1,1000224525,224525,
7.28787,um,Surface,1,1000224526,224526,
6.72911,um,Surface,1,1000224527,224527,
9.67353,um,Surface,1,1000224528,224528,
6.70944,um,Surface,1,1000224529,224529,
8.9748,um,Surface,1,1000224530,224530,
6.52296,um,Surface,1,1000224531,224531,
7.08825,um,Surface,1,1000224532,224532,
7.30129,um,Surface,1,1000224533,224533,
6.83431,um,Surface,1,1000224534,224534,
7.35511,um,Surface,1,1000224535,224535,
7.24358,um,Surface,1,1000224536,224536,
7.75832,um,Surface,1,1000224537,224537,
6.28786,um,Surface,1,1000224538,224538,
7.00061,um,Surface,1,1000224539,224539,
7.18798,um,Surface,1,1000224540,224540,
6.41013,um,Surface,1,1000224541,224541,
6.06126,um,Surface,1,1000224542,224542,
6.39656,um,Surface,1,1000224543,224543,
7.21133,um,Surface,1,1000224544,224544,
6.11423,um,Surface,1,1000224545,224545,
7.05827,um,Surface,1,1000224546,224546,
6.50683,um,Surface,1,1000224547,224547,
6.66618,um,Surface,1,1000224548,224548,
7.01667,um,Surface,1,1000224549,224549,
6.31942,um,Surface,1,1000224550,224550,
6.48045,um,Surface,1,1000224551,224551,
6.43557,um,Surface,1,1000224552,224552,
6.4945,um,Surface,1,1000224553,224553,
6.16732,um,Surface,1,1000224554,224554,
7.28757,um,Surface,1,1000224555,224555,
7.04204,um,Surface,1,1000224556,224556,
7.41667,um,Surface,1,1000224557,224557,
7.64844,um,Surface,1,1000224558,224558,
10.2196,um,Surface,1,1000224559,224559,
6.14692,um,Surface,1,1000224560,224560,
6.86175,um,Surface,1,1000224561,224561,
8.06468,um,Surface,1,1000224562,224562,
6.82069,um,Surface,1,1000224563,224563,
10.6422,um,Surface,1,1000224564,224564,
6.48907,um,Surface,1,1000224565,224565,
6.50111,um,Surface,1,1000224566,224566,
6.68096,um,Surface,1,1000224567,224567,
7.81635,um,Surface,1,1000224568,224568,
7.40792,um,Surface,1,1000224569,224569,
7.36163,um,Surface,1,1000224570,224570,
5.7221,um,Surface,1,1000224571,224571,
6.21749,um,Surface,1,1000224572,224572,
7.83929,um,Surface,1,1000224573,224573,
7.33337,um,Surface,1,1000224574,224574,
6.6503,um,Surface,1,1000224575,224575,
6.99876,um,Surface,2,1000224466,224576,
6.89914,um,Surface,2,1000224467,224577,
6.50422,um,Surface,2,1000224458,224578,
6.66783,um,Surface,2,1000224459,224579,
7.63441,um,Surface,2,1000224461,224580,
6.58393,um,Surface,2,1000224460,224581,
6.0905,um,Surface,2,1000224462,224582,
12.2574,um,Surface,2,1000224463,224583,
8.10591,um,Surface,2,1000224468,224584,
6.7469,um,Surface,2,1000224470,224585,
6.54709,um,Surface,2,1000224464,224586,
7.22395,um,Surface,2,1000224465,224587,
7.11494,um,Surface,2,1000224471,224588,
6.3872,um,Surface,2,1000224473,224589,
6.16461,um,Surface,2,1000224469,224590,
7.42567,um,Surface,2,1000224474,224591,
8.14629,um,Surface,2,1000224475,224592,
7.20133,um,Surface,2,1000224472,224593,
6.51015,um,Surface,2,1000224477,224594,
6.83262,um,Surface,2,1000224478,224595,
8.42192,um,Surface,2,1000224479,224596,
7.14754,um,Surface,2,1000224480,224597,
6.56634,um,Surface,2,1000224476,224598,
7.30842,um,Surface,2,1000224482,224599,
5.92965,um,Surface,2,1000224483,224600,
6.52682,um,Surface,2,1000224484,224601,
6.82748,um,Surface,2,1000224481,224602,
6.68213,um,Surface,2,1000224486,224603,
6.74595,um,Surface,2,1000224485,224604,
6.05102,um,Surface,2,1000224491,224605,
9.20244,um,Surface,2,1000224489,224606,
7.62341,um,Surface,2,1000224488,224607,
6.61395,um,Surface,2,1000224493,224608,
7.31218,um,Surface,2,1000224490,224609,
6.80762,um,Surface,2,1000224487,224610,
6.06021,um,Surface,2,1000224494,224611,
6.76618,um,Surface,2,1000224495,224612,
6.39793,um,Surface,2,1000224496,224613,
8.54266,um,Surface,2,1000224492,224614,
7.19627,um,Surface,2,1000224502,224615,
6.77271,um,Surface,2,1000224497,224616,
8.235,um,Surface,2,1000224499,224617,
6.3825,um,Surface,2,1000224501,224618,
11.851,um,Surface,2,1000224500,224619,
6.27875,um,Surface,2,1000224498,224620,
7.31316,um,Surface,2,1000224504,224621,
6.52151,um,Surface,2,1000224506,224622,
6.61493,um,Surface,2,1000224503,224623,
6.85611,um,Surface,2,1000224505,224624,
7.54655,um,Surface,2,1000224507,224625,
13.4134,um,Surface,2,1000224509,224626,
6.99958,um,Surface,2,1000224508,224627,
6.66381,um,Surface,2,1000224510,224628,
6.75807,um,Surface,2,1000224512,224629,
7.15474,um,Surface,2,1000224511,224630,
7.92573,um,Surface,2,1000224519,224631,
7.82711,um,Surface,2,1000224515,224632,
6.28041,um,Surface,2,1000224517,224633,
6.68787,um,Surface,2,1000224513,224634,
7.03177,um,Surface,2,1000224514,224635,
9.54751,um,Surface,2,1000224521,224636,
6.22683,um,Surface,2,1000224520,224637,
7.23932,um,Surface,2,1000224516,224638,
6.75304,um,Surface,2,1000224518,224639,
6.69571,um,Surface,2,1000224523,224640,
6.95178,um,Surface,2,1000224525,224641,
6.76673,um,Surface,2,1000224524,224642,
6.99879,um,Surface,2,1000224522,224643,
6.36256,um,Surface,2,1000224526,224644,
6.67788,um,Surface,2,1000224527,224645,
9.74611,um,Surface,2,1000224528,224646,
7.81202,um,Surface,2,1000224531,224647,
8.88074,um,Surface,2,1000224530,224648,
6.62896,um,Surface,2,1000224532,224649,
7.11162,um,Surface,2,1000224534,224650,
7.70721,um,Surface,2,1000224529,224651,
7.16199,um,Surface,2,1000224535,224652,
6.9802,um,Surface,2,1000224533,224653,
6.43407,um,Surface,2,1000224538,224654,
7.50503,um,Surface,2,1000224537,224655,
7.77532,um,Surface,2,1000224539,224656,
6.39763,um,Surface,2,1000224541,224657,
7.57753,um,Surface,2,1000224536,224658,
6.53119,um,Surface,2,1000224542,224659,
6.35592,um,Surface,2,1000224543,224660,
7.01097,um,Surface,2,1000224540,224661,
4.28354,um,Surface,2,1000224548,224662,
7.02019,um,Surface,2,1000224545,224663,
6.85812,um,Surface,2,1000224546,224664,
6.65969,um,Surface,2,1000224552,224665,
6.64805,um,Surface,2,1000224547,224666,
6.54938,um,Surface,2,1000224549,224667,
6.97688,um,Surface,2,1000224544,224668,
6.29072,um,Surface,2,1000224550,224669,
6.58044,um,Surface,2,1000224551,224670,
6.63351,um,Surface,2,1000224553,224671,
7.37045,um,Surface,2,1000224558,224672,
6.11954,um,Surface,2,1000224554,224673,
5.52946,um,Surface,2,1000224674,224674,
7.15475,um,Surface,2,1000224557,224675,
7.76205,um,Surface,2,1000224555,224676,
6.22475,um,Surface,2,1000224563,224677,
8.35546,um,Surface,2,1000224559,224678,
6.95868,um,Surface,2,1000224556,224679,
6.28052,um,Surface,2,1000224561,224680,
6.21363,um,Surface,2,1000224560,224681,
7.50343,um,Surface,2,1000224562,224682,
6.05464,um,Surface,2,1000224565,224683,
8.60367,um,Surface,2,1000224564,224684,
6.52336,um,Surface,2,1000224566,224685,
7.09637,um,Surface,2,1000224567,224686,
7.74889,um,Surface,2,1000224569,224687,
7.19778,um,Surface,2,1000224570,224688,
6.04159,um,Surface,2,1000224571,224689,
6.56067,um,Surface,2,1000224572,224690,
7.26234,um,Surface,2,1000224573,224691,
7.44149,um,Surface,2,1000224568,224692,
5.41158,um,Surface,2,1000224693,224693,
6.3851,um,Surface,2,1000224574,224694,
6.50621,um,Surface,2,1000224575,224695,
6.71063,um,Surface,3,1000224470,224696,
6.60155,um,Surface,3,1000224464,224697,
7.4203,um,Surface,3,1000224465,224698,
7.30252,um,Surface,3,1000224466,224699,
7.29238,um,Surface,3,1000224467,224700,
5.81983,um,Surface,3,1000224701,224701,
6.60591,um,Surface,3,1000224458,224702,
6.22215,um,Surface,3,1000224459,224703,
7.36918,um,Surface,3,1000224461,224704,
7.07162,um,Surface,3,1000224460,224705,
5.84606,um,Surface,3,1000224462,224706,
10.6251,um,Surface,3,1000224463,224707,
7.51875,um,Surface,3,1000224473,224708,
6.14128,um,Surface,3,1000224469,224709,
8.63518,um,Surface,3,1000224468,224710,
6.14328,um,Surface,3,1000224477,224711,
7.40479,um,Surface,3,1000224472,224712,
7.36269,um,Surface,3,1000224471,224713,
7.38419,um,Surface,3,1000224474,224714,
7.51505,um,Surface,3,1000224475,224715,
8.4135,um,Surface,3,1000224479,224716,
6.73916,um,Surface,3,1000224480,224717,
6.98224,um,Surface,3,1000224476,224718,
6.78513,um,Surface,3,1000224484,224719,
7.3165,um,Surface,3,1000224478,224720,
6.22561,um,Surface,3,1000224486,224721,
6.664,um,Surface,3,1000224482,224722,
6.60314,um,Surface,3,1000224483,224723,
7.16838,um,Surface,3,1000224488,224724,
7.61207,um,Surface,3,1000224485,224725,
6.32866,um,Surface,3,1000224481,224726,
6.86472,um,Surface,3,1000224490,224727,
6.64143,um,Surface,3,1000224487,224728,
6.60103,um,Surface,3,1000224491,224729,
8.83013,um,Surface,3,1000224489,224730,
10.6238,um,Surface,3,1000224492,224731,
6.09757,um,Surface,3,1000224493,224732,
5.93899,um,Surface,3,1000224496,224733,
6.47787,um,Surface,3,1000224494,224734,
10.0947,um,Surface,3,1000224500,224735,
7.58434,um,Surface,3,1000224499,224736,
7.12056,um,Surface,3,1000224502,224737,
7.39398,um,Surface,3,1000224497,224738,
6.61462,um,Surface,3,1000224495,224739,
6.94106,um,Surface,3,1000224506,224740,
6.40119,um,Surface,3,1000224501,224741,
6.11504,um,Surface,3,1000224498,224742,
7.02669,um,Surface,3,1000224503,224743,
6.54259,um,Surface,3,1000224504,224744,
7.07233,um,Surface,3,1000224505,224745,
11.0778,um,Surface,3,1000224509,224746,
6.79367,um,Surface,3,1000224508,224747,
6.70299,um,Surface,3,1000224511,224748,
10.2184,um,Surface,3,1000224515,224749,
6.25878,um,Surface,3,1000224512,224750,
7.9233,um,Surface,3,1000224507,224751,
6.62204,um,Surface,3,1000224519,224752,
6.72317,um,Surface,3,1000224514,224753,
6.44423,um,Surface,3,1000224510,224754,
6.33878,um,Surface,3,1000224517,224755,
6.64384,um,Surface,3,1000224513,224756,
6.57215,um,Surface,3,1000224520,224757,
6.66217,um,Surface,3,1000224522,224758,
7.48932,um,Surface,3,1000224516,224759,
6.54099,um,Surface,3,1000224518,224760,
7.1253,um,Surface,3,1000224523,224761,
6.67334,um,Surface,3,1000224524,224762,
12.8896,um,Surface,3,1000224521,224763,
7.02104,um,Surface,3,1000224525,224764,
6.69687,um,Surface,3,1000224526,224765,
10.042,um,Surface,3,1000224528,224766,
6.30623,um,Surface,3,1000224527,224767,
7.93765,um,Surface,3,1000224531,224768,
6.0809,um,Surface,3,1000224530,224769,
6.60383,um,Surface,3,1000224532,224770,
7.42301,um,Surface,3,1000224771,224771,
6.8228,um,Surface,3,1000224534,224772,
7.10914,um,Surface,3,1000224529,224773,
6.89712,um,Surface,3,1000224535,224774,
7.1012,um,Surface,3,1000224533,224775,
6.33655,um,Surface,3,1000224538,224776,
7.67276,um,Surface,3,1000224537,224777,
8.37184,um,Surface,3,1000224539,224778,
6.6323,um,Surface,3,1000224543,224779,
5.66789,um,Surface,3,1000224541,224780,
7.079,um,Surface,3,1000224536,224781,
6.76017,um,Surface,3,1000224546,224782,
7.6288,um,Surface,3,1000224542,224783,
6.84967,um,Surface,3,1000224540,224784,
6.62228,um,Surface,3,1000224549,224785,
6.20263,um,Surface,3,1000224548,224786,
7.41989,um,Surface,3,1000224545,224787,
6.6319,um,Surface,3,1000224544,224788,
6.59817,um,Surface,3,1000224552,224789,
6.58444,um,Surface,3,1000224553,224790,
6.98442,um,Surface,3,1000224547,224791,
6.34836,um,Surface,3,1000224550,224792,
6.42837,um,Surface,3,1000224551,224793,
7.20472,um,Surface,3,1000224557,224794,
6.51528,um,Surface,3,1000224554,224795,
7.20962,um,Surface,3,1000224555,224796,
7.17602,um,Surface,3,1000224558,224797,
4.47889,um,Surface,3,1000224798,224798,
6.75572,um,Surface,3,1000224556,224799,
8.57442,um,Surface,3,1000224562,224800,
6.06538,um,Surface,3,1000224563,224801,
6.80142,um,Surface,3,1000224802,224802,
8.14179,um,Surface,3,1000224559,224803,
6.16824,um,Surface,3,1000224561,224804,
6.33708,um,Surface,3,1000224805,224805,
6.84334,um,Surface,3,1000224560,224806,
6.06725,um,Surface,3,1000224565,224807,
8.98494,um,Surface,3,1000224564,224808,
6.02334,um,Surface,3,1000224566,224809,
7.14921,um,Surface,3,1000224567,224810,
7.41483,um,Surface,3,1000224569,224811,
7.17849,um,Surface,3,1000224570,224812,
9.19962,um,Surface,3,1000224674,224813,
6.08954,um,Surface,3,1000224814,224814,
6.77255,um,Surface,3,1000224573,224815,
7.72128,um,Surface,3,1000224568,224816,
5.91937,um,Surface,3,1000224571,224817,
6.77595,um,Surface,3,1000224572,224818,
8.30208,um,Surface,3,1000224693,224819,
6.91173,um,Surface,3,1000224575,224820,
6.7912,um,Surface,4,1000224471,224821,
7.55742,um,Surface,4,1000224472,224822,
6.20261,um,Surface,4,1000224473,224823,
6.07854,um,Surface,4,1000224469,224824,
7.18636,um,Surface,4,1000224701,224825,
8.0922,um,Surface,4,1000224468,224826,
7.01278,um,Surface,4,1000224470,224827,
6.19854,um,Surface,4,1000224464,224828,
6.93763,um,Surface,4,1000224466,224829,
7.53536,um,Surface,4,1000224465,224830,
7.37175,um,Surface,4,1000224467,224831,
6.35911,um,Surface,4,1000224458,224832,
6.59016,um,Surface,4,1000224459,224833,
7.47933,um,Surface,4,1000224461,224834,
6.25069,um,Surface,4,1000224460,224835,
6.24858,um,Surface,4,1000224462,224836,
10.5117,um,Surface,4,1000224463,224837,
7.16974,um,Surface,4,1000224477,224838,
7.61102,um,Surface,4,1000224475,224839,
10.121,um,Surface,4,1000224840,224840,
6.86795,um,Surface,4,1000224476,224841,
6.97183,um,Surface,4,1000224474,224842,
6.88739,um,Surface,4,1000224480,224843,
6.46716,um,Surface,4,1000224484,224844,
7.27057,um,Surface,4,1000224478,224845,
8.2697,um,Surface,4,1000224479,224846,
6.9635,um,Surface,4,1000224483,224847,
6.83729,um,Surface,4,1000224482,224848,
6.76277,um,Surface,4,1000224485,224849,
6.28309,um,Surface,4,1000224486,224850,
6.19425,um,Surface,4,1000224481,224851,
7.18912,um,Surface,4,1000224487,224852,
6.54421,um,Surface,4,1000224491,224853,
7.26662,um,Surface,4,1000224489,224854,
7.73158,um,Surface,4,1000224488,224855,
8.01191,um,Surface,4,1000224492,224856,
6.99723,um,Surface,4,1000224490,224857,
7.2161,um,Surface,4,1000224497,224858,
6.44459,um,Surface,4,1000224496,224859,
6.74424,um,Surface,4,1000224495,224860,
6.60466,um,Surface,4,1000224493,224861,
6.19175,um,Surface,4,1000224498,224862,
6.75533,um,Surface,4,1000224502,224863,
6.21358,um,Surface,4,1000224494,224864,
6.49798,um,Surface,4,1000224506,224865,
6.32896,um,Surface,4,1000224501,224866,
10.4641,um,Surface,4,1000224499,224867,
10.5254,um,Surface,4,1000224500,224868,
6.90963,um,Surface,4,1000224505,224869,
7.16009,um,Surface,4,1000224508,224870,
6.79412,um,Surface,4,1000224503,224871,
7.02119,um,Surface,4,1000224504,224872,
6.75674,um,Surface,4,1000224510,224873,
5.86234,um,Surface,4,1000224515,224874,
13.4191,um,Surface,4,1000224509,224875,
7.20072,um,Surface,4,1000224511,224876,
6.0215,um,Surface,4,1000224512,224877,
7.15993,um,Surface,4,1000224507,224878,
6.60189,um,Surface,4,1000224514,224879,
6.22695,um,Surface,4,1000224519,224880,
6.17535,um,Surface,4,1000224513,224881,
6.6782,um,Surface,4,1000224518,224882,
6.57904,um,Surface,4,1000224517,224883,
5.94254,um,Surface,4,1000224520,224884,
7.10504,um,Surface,4,1000224525,224885,
7.56648,um,Surface,4,1000224516,224886,
6.92478,um,Surface,4,1000224524,224887,
6.79086,um,Surface,4,1000224522,224888,
14.5699,um,Surface,4,1000224521,224889,
6.77204,um,Surface,4,1000224523,224890,
6.44374,um,Surface,4,1000224531,224891,
6.46698,um,Surface,4,1000224526,224892,
10.6431,um,Surface,4,1000224528,224893,
6.40047,um,Surface,4,1000224527,224894,
7.17659,um,Surface,4,1000224529,224895,
6.66793,um,Surface,4,1000224530,224896,
6.72343,um,Surface,4,1000224532,224897,
7.32969,um,Surface,4,1000224771,224898,
7.4182,um,Surface,4,1000224533,224899,
7.22411,um,Surface,4,1000224534,224900,
6.44378,um,Surface,4,1000224535,224901,
6.32198,um,Surface,4,1000224538,224902,
6.62813,um,Surface,4,1000224539,224903,
7.31121,um,Surface,4,1000224536,224904,
6.03003,um,Surface,4,1000224905,224905,
7.43733,um,Surface,4,1000224537,224906,
6.60507,um,Surface,4,1000224540,224907,
7.23169,um,Surface,4,1000224543,224908,
6.21764,um,Surface,4,1000224541,224909,
6.61181,um,Surface,4,1000224545,224910,
7.23474,um,Surface,4,1000224546,224911,
6.2779,um,Surface,4,1000224542,224912,
6.42122,um,Surface,4,1000224547,224913,
6.56069,um,Surface,4,1000224553,224914,
6.25859,um,Surface,4,1000224549,224915,
6.54338,um,Surface,4,1000224544,224916,
6.42864,um,Surface,4,1000224551,224917,
6.61658,um,Surface,4,1000224552,224918,
7.05168,um,Surface,4,1000224548,224919,
6.15268,um,Surface,4,1000224554,224920,
6.27937,um,Surface,4,1000224550,224921,
8.45121,um,Surface,4,1000224559,224922,
7.45951,um,Surface,4,1000224557,224923,
7.39439,um,Surface,4,1000224558,224924,
7.64475,um,Surface,4,1000224555,224925,
7.7124,um,Surface,4,1000224562,224926,
6.57154,um,Surface,4,1000224556,224927,
6.22492,um,Surface,4,1000224560,224928,
7.25199,um,Surface,4,1000224805,224929,
6.16021,um,Surface,4,1000224563,224930,
7.15138,um,Surface,4,1000224566,224931,
7.74309,um,Surface,4,1000224798,224932,
7.31326,um,Surface,4,1000224802,224933,
6.3163,um,Surface,4,1000224561,224934,
6.95408,um,Surface,4,1000224674,224935,
6.73584,um,Surface,4,1000224565,224936,
6.70813,um,Surface,4,1000224567,224937,
8.40118,um,Surface,4,1000224564,224938,
7.4618,um,Surface,4,1000224569,224939,
7.75664,um,Surface,4,1000224940,224940,
6.98458,um,Surface,4,1000224570,224941,
6.68779,um,Surface,4,1000224572,224942,
6.71387,um,Surface,4,1000224573,224943,
7.70405,um,Surface,4,1000224568,224944,
4.86859,um,Surface,4,1000224693,224945,
5.95902,um,Surface,4,1000224571,224946,
6.95208,um,Surface,4,1000224814,224947,
6.96587,um,Surface,4,1000224575,224948,
7.99532,um,Surface,5,1000224468,224949,
6.49278,um,Surface,5,1000224470,224950,
7.33019,um,Surface,5,1000224465,224951,
6.8204,um,Surface,5,1000224464,224952,
6.89926,um,Surface,5,1000224466,224953,
7.03733,um,Surface,5,1000224467,224954,
6.60145,um,Surface,5,1000224458,224955,
6.51914,um,Surface,5,1000224459,224956,
7.62763,um,Surface,5,1000224461,224957,
6.14506,um,Surface,5,1000224460,224958,
6.47749,um,Surface,5,1000224462,224959,
12.1751,um,Surface,5,1000224463,224960,
6.35768,um,Surface,5,1000224473,224961,
6.19805,um,Surface,5,1000224469,224962,
7.34315,um,Surface,5,1000224701,224963,
7.16859,um,Surface,5,1000224477,224964,
7.21935,um,Surface,5,1000224471,224965,
7.99538,um,Surface,5,1000224472,224966,
7.37161,um,Surface,5,1000224474,224967,
6.70694,um,Surface,5,1000224475,224968,
7.61241,um,Surface,5,1000224478,224969,
7.31871,um,Surface,5,1000224476,224970,
8.43384,um,Surface,5,1000224479,224971,
6.74629,um,Surface,5,1000224484,224972,
10.6306,um,Surface,5,1000224840,224973,
6.83626,um,Surface,5,1000224480,224974,
6.47244,um,Surface,5,1000224482,224975,
6.63562,um,Surface,5,1000224483,224976,
7.45507,um,Surface,5,1000224488,224977,
6.7569,um,Surface,5,1000224485,224978,
6.22041,um,Surface,5,1000224481,224979,
6.87678,um,Surface,5,1000224486,224980,
7.29431,um,Surface,5,1000224490,224981,
7.02026,um,Surface,5,1000224487,224982,
6.10914,um,Surface,5,1000224491,224983,
7.95909,um,Surface,5,1000224489,224984,
6.4869,um,Surface,5,1000224495,224985,
6.94994,um,Surface,5,1000224494,224986,
6.4286,um,Surface,5,1000224493,224987,
5.96911,um,Surface,5,1000224496,224988,
6.50472,um,Surface,5,1000224502,224989,
6.84116,um,Surface,5,1000224497,224990,
15.6266,um,Surface,5,1000224492,224991,
6.17926,um,Surface,5,1000224501,224992,
5.87396,um,Surface,5,1000224498,224993,
11.3907,um,Surface,5,1000224500,224994,
9.46706,um,Surface,5,1000224499,224995,
7.61543,um,Surface,5,1000224504,224996,
6.72009,um,Surface,5,1000224505,224997,
6.26239,um,Surface,5,1000224506,224998,
6.65987,um,Surface,5,1000224503,224999,
6.57698,um,Surface,5,1000224508,225000,
6.31351,um,Surface,5,1000224512,225001,
6.44867,um,Surface,5,1000224510,225002,
10.2729,um,Surface,5,1000224509,225003,
6.97277,um,Surface,5,1000224511,225004,
10.5844,um,Surface,5,1000224515,225005,
6.51541,um,Surface,5,1000224507,225006,
6.43117,um,Surface,5,1000224514,225007,
7.39715,um,Surface,5,1000225008,225008,
7.09645,um,Surface,5,1000224519,225009,
6.47019,um,Surface,5,1000224517,225010,
6.67034,um,Surface,5,1000224513,225011,
6.08327,um,Surface,5,1000224520,225012,
10.4031,um,Surface,5,1000224521,225013,
7.49986,um,Surface,5,1000224516,225014,
6.52048,um,Surface,5,1000224518,225015,
7.38569,um,Surface,5,1000224523,225016,
7.54687,um,Surface,5,1000224522,225017,
6.97112,um,Surface,5,1000224524,225018,
7.26256,um,Surface,5,1000224525,225019,
6.48114,um,Surface,5,1000224526,225020,
10.5522,um,Surface,5,1000224528,225021,
6.58636,um,Surface,5,1000224527,225022,
8.0117,um,Surface,5,1000224530,225023,
6.59755,um,Surface,5,1000224771,225024,
6.29765,um,Surface,5,1000224532,225025,
7.21176,um,Surface,5,1000224533,225026,
7.17934,um,Surface,5,1000224529,225027,
6.89903,um,Surface,5,1000225028,225028,
7.28737,um,Surface,5,1000224534,225029,
6.2949,um,Surface,5,1000224535,225030,
7.50382,um,Surface,5,1000224536,225031,
7.37566,um,Surface,5,1000224537,225032,
6.18561,um,Surface,5,1000224538,225033,
6.65019,um,Surface,5,1000224540,225034,
6.29893,um,Surface,5,1000224543,225035,
6.1289,um,Surface,5,1000224541,225036,
7.6395,um,Surface,5,1000224539,225037,
6.32703,um,Surface,5,1000224545,225038,
7.55282,um,Surface,5,1000224542,225039,
6.26678,um,Surface,5,1000224546,225040,
7.01965,um,Surface,5,1000224553,225041,
6.44677,um,Surface,5,1000224905,225042,
6.40414,um,Surface,5,1000224544,225043,
6.66348,um,Surface,5,1000224548,225044,
6.75829,um,Surface,5,1000224547,225045,
6.16453,um,Surface,5,1000224551,225046,
6.39305,um,Surface,5,1000224552,225047,
6.66727,um,Surface,5,1000224549,225048,
6.94285,um,Surface,5,1000224557,225049,
6.31396,um,Surface,5,1000224554,225050,
6.42387,um,Surface,5,1000224550,225051,
8.96631,um,Surface,5,1000224559,225052,
7.08747,um,Surface,5,1000224558,225053,
7.602,um,Surface,5,1000224555,225054,
7.9048,um,Surface,5,1000224562,225055,
6.83743,um,Surface,5,1000224556,225056,
6.11663,um,Surface,5,1000224560,225057,
6.30108,um,Surface,5,1000224561,225058,
6.77062,um,Surface,5,1000224805,225059,
6.10615,um,Surface,5,1000224563,225060,
9.53343,um,Surface,5,1000224564,225061,
6.99095,um,Surface,5,1000224566,225062,
7.45665,um,Surface,5,1000224802,225063,
6.95016,um,Surface,5,1000224798,225064,
8.72747,um,Surface,5,1000224674,225065,
6.51037,um,Surface,5,1000224565,225066,
6.90121,um,Surface,5,1000224567,225067,
7.30289,um,Surface,5,1000224568,225068,
7.0934,um,Surface,5,1000224569,225069,
7.55743,um,Surface,5,1000224940,225070,
7.38122,um,Surface,5,1000224570,225071,
7.02467,um,Surface,5,1000224814,225072,
6.35992,um,Surface,5,1000224572,225073,
6.85769,um,Surface,5,1000224573,225074,
6.42543,um,Surface,5,1000224575,225075,
5.50838,um,Surface,5,1000224693,225076,
5.89766,um,Surface,5,1000224571,225077,
5.44284,um,Surface,5,1000224574,225078,
7.37162,um,Surface,6,1000224701,225079,
8.29976,um,Surface,6,1000224468,225080,
6.48229,um,Surface,6,1000224464,225081,
6.86441,um,Surface,6,1000224470,225082,
7.51185,um,Surface,6,1000224465,225083,
6.94398,um,Surface,6,1000224466,225084,
7.14241,um,Surface,6,1000224467,225085,
6.63178,um,Surface,6,1000224458,225086,
6.67665,um,Surface,6,1000224459,225087,
7.4222,um,Surface,6,1000224461,225088,
