
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,TrackID,ID,
0.220577,,Surface,1,1000224458,224458,
0.224384,,Surface,1,1000224459,224459,
0.167216,,Surface,1,1000224460,224460,
0.322443,,Surface,1,1000224461,224461,
0.288266,,Surface,1,1000224462,224462,
0.333793,,Surface,1,1000224463,224463,
0.474498,,Surface,1,1000224464,224464,
0.276239,,Surface,1,1000224465,224465,
0.362859,,Surface,1,1000224466,224466,
0.316814,,Surface,1,1000224467,224467,
0.361258,,Surface,1,1000224468,224468,
0.554702,,Surface,1,1000224469,224469,
0.171779,,Surface,1,1000224470,224470,
0.321227,,Surface,1,1000224471,224471,
0.407113,,Surface,1,1000224472,224472,
0.291974,,Surface,1,1000224473,224473,
0.301319,,Surface,1,1000224474,224474,
0.277882,,Surface,1,1000224475,224475,
0.122438,,Surface,1,1000224476,224476,
0.289362,,Surface,1,1000224477,224477,
0.328786,,Surface,1,1000224478,224478,
0.198348,,Surface,1,1000224479,224479,
0.271641,,Surface,1,1000224480,224480,
0.236541,,Surface,1,1000224481,224481,
0.262741,,Surface,1,1000224482,224482,
0.338994,,Surface,1,1000224483,224483,
0.29033,,Surface,1,1000224484,224484,
0.439934,,Surface,1,1000224485,224485,
0.245902,,Surface,1,1000224486,224486,
0.296574,,Surface,1,1000224487,224487,
0.300951,,Surface,1,1000224488,224488,
0.267913,,Surface,1,1000224489,224489,
0.243817,,Surface,1,1000224490,224490,
0.206092,,Surface,1,1000224491,224491,
0.300432,,Surface,1,1000224492,224492,
0.244082,,Surface,1,1000224493,224493,
0.402312,,Surface,1,1000224494,224494,
0.313538,,Surface,1,1000224495,224495,
0.214079,,Surface,1,1000224496,224496,
0.247045,,Surface,1,1000224497,224497,
0.242276,,Surface,1,1000224498,224498,
0.438999,,Surface,1,1000224499,224499,
0.325272,,Surface,1,1000224500,224500,
0.286284,,Surface,1,1000224501,224501,
0.343084,,Surface,1,1000224502,224502,
0.127693,,Surface,1,1000224503,224503,
0.264133,,Surface,1,1000224504,224504,
0.154138,,Surface,1,1000224505,224505,
0.251561,,Surface,1,1000224506,224506,
0.296106,,Surface,1,1000224507,224507,
0.216315,,Surface,1,1000224508,224508,
0.674531,,Surface,1,1000224509,224509,
0.234999,,Surface,1,1000224510,224510,
0.274813,,Surface,1,1000224511,224511,
0.186173,,Surface,1,1000224512,224512,
0.304009,,Surface,1,1000224513,224513,
0.255619,,Surface,1,1000224514,224514,
0.313663,,Surface,1,1000224515,224515,
0.250669,,Surface,1,1000224516,224516,
0.270006,,Surface,1,1000224517,224517,
0.111382,,Surface,1,1000224518,224518,
0.428505,,Surface,1,1000224519,224519,
0.21236,,Surface,1,1000224520,224520,
0.524855,,Surface,1,1000224521,224521,
0.32975,,Surface,1,1000224522,224522,
0.283326,,Surface,1,1000224523,224523,
0.33167,,Surface,1,1000224524,224524,
0.357068,,Surface,1,1000224525,224525,
0.236597,,Surface,1,1000224526,224526,
0.292132,,Surface,1,1000224527,224527,
0.380393,,Surface,1,1000224528,224528,
0.172752,,Surface,1,1000224529,224529,
0.52682,,Surface,1,1000224530,224530,
0.269027,,Surface,1,1000224531,224531,
0.290637,,Surface,1,1000224532,224532,
0.351429,,Surface,1,1000224533,224533,
0.307359,,Surface,1,1000224534,224534,
0.636418,,Surface,1,1000224535,224535,
0.3198,,Surface,1,1000224536,224536,
0.39703,,Surface,1,1000224537,224537,
0.195197,,Surface,1,1000224538,224538,
0.298204,,Surface,1,1000224539,224539,
0.266051,,Surface,1,1000224540,224540,
0.536885,,Surface,1,1000224541,224541,
0.206923,,Surface,1,1000224542,224542,
0.223934,,Surface,1,1000224543,224543,
0.335584,,Surface,1,1000224544,224544,
0.174864,,Surface,1,1000224545,224545,
0.310428,,Surface,1,1000224546,224546,
0.213963,,Surface,1,1000224547,224547,
0.228336,,Surface,1,1000224548,224548,
0.318291,,Surface,1,1000224549,224549,
0.178388,,Surface,1,1000224550,224550,
0.406445,,Surface,1,1000224551,224551,
0.242761,,Surface,1,1000224552,224552,
0.228525,,Surface,1,1000224553,224553,
0.19558,,Surface,1,1000224554,224554,
0.146605,,Surface,1,1000224555,224555,
0.325951,,Surface,1,1000224556,224556,
0.350207,,Surface,1,1000224557,224557,
0.287345,,Surface,1,1000224558,224558,
0.642151,,Surface,1,1000224559,224559,
0.151611,,Surface,1,1000224560,224560,
0.307672,,Surface,1,1000224561,224561,
0.393534,,Surface,1,1000224562,224562,
0.576893,,Surface,1,1000224563,224563,
0.271471,,Surface,1,1000224564,224564,
0.303413,,Surface,1,1000224565,224565,
0.239916,,Surface,1,1000224566,224566,
0.212593,,Surface,1,1000224567,224567,
0.39624,,Surface,1,1000224568,224568,
0.361248,,Surface,1,1000224569,224569,
0.327237,,Surface,1,1000224570,224570,
0.123734,,Surface,1,1000224571,224571,
0.234643,,Surface,1,1000224572,224572,
0.271778,,Surface,1,1000224573,224573,
0.0907124,,Surface,1,1000224574,224574,
0.243498,,Surface,1,1000224575,224575,
0.359416,,Surface,2,1000224466,224576,
0.157279,,Surface,2,1000224467,224577,
0.238687,,Surface,2,1000224458,224578,
0.289763,,Surface,2,1000224459,224579,
0.428282,,Surface,2,1000224461,224580,
0.260407,,Surface,2,1000224460,224581,
0.285327,,Surface,2,1000224462,224582,
0.590702,,Surface,2,1000224463,224583,
0.235185,,Surface,2,1000224468,224584,
0.263667,,Surface,2,1000224470,224585,
0.234618,,Surface,2,1000224464,224586,
0.211593,,Surface,2,1000224465,224587,
0.368982,,Surface,2,1000224471,224588,
0.219467,,Surface,2,1000224473,224589,
0.201475,,Surface,2,1000224469,224590,
0.261297,,Surface,2,1000224474,224591,
0.458275,,Surface,2,1000224475,224592,
0.251199,,Surface,2,1000224472,224593,
0.207824,,Surface,2,1000224477,224594,
0.268448,,Surface,2,1000224478,224595,
0.178711,,Surface,2,1000224479,224596,
0.32463,,Surface,2,1000224480,224597,
0.208066,,Surface,2,1000224476,224598,
0.322603,,Surface,2,1000224482,224599,
0.108462,,Surface,2,1000224483,224600,
0.137175,,Surface,2,1000224484,224601,
0.381971,,Surface,2,1000224481,224602,
0.269286,,Surface,2,1000224486,224603,
0.254878,,Surface,2,1000224485,224604,
0.135166,,Surface,2,1000224491,224605,
0.531522,,Surface,2,1000224489,224606,
0.24957,,Surface,2,1000224488,224607,
0.354602,,Surface,2,1000224493,224608,
0.280601,,Surface,2,1000224490,224609,
0.249745,,Surface,2,1000224487,224610,
0.135775,,Surface,2,1000224494,224611,
0.17456,,Surface,2,1000224495,224612,
0.302452,,Surface,2,1000224496,224613,
0.319389,,Surface,2,1000224492,224614,
0.317462,,Surface,2,1000224502,224615,
0.206209,,Surface,2,1000224497,224616,
0.39609,,Surface,2,1000224499,224617,
0.199332,,Surface,2,1000224501,224618,
0.4171,,Surface,2,1000224500,224619,
0.190663,,Surface,2,1000224498,224620,
0.345301,,Surface,2,1000224504,224621,
0.234693,,Surface,2,1000224506,224622,
0.254642,,Surface,2,1000224503,224623,
0.167119,,Surface,2,1000224505,224624,
0.387088,,Surface,2,1000224507,224625,
0.598005,,Surface,2,1000224509,224626,
0.256919,,Surface,2,1000224508,224627,
0.277414,,Surface,2,1000224510,224628,
0.322465,,Surface,2,1000224512,224629,
0.232034,,Surface,2,1000224511,224630,
0.406836,,Surface,2,1000224519,224631,
0.372147,,Surface,2,1000224515,224632,
0.154673,,Surface,2,1000224517,224633,
0.234706,,Surface,2,1000224513,224634,
0.398021,,Surface,2,1000224514,224635,
0.549181,,Surface,2,1000224521,224636,
0.291108,,Surface,2,1000224520,224637,
0.195204,,Surface,2,1000224516,224638,
0.259928,,Surface,2,1000224518,224639,
0.232297,,Surface,2,1000224523,224640,
0.17213,,Surface,2,1000224525,224641,
