
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,TrackID,ID,
10.4832,10.9978,11.1883,um,Surface,BoundingBoxOO Length,79,1000224569,237060,
8.99091,11.6784,21.5571,um,Surface,BoundingBoxOO Length,79,1000224693,237061,
9.49277,11.9845,13.8026,um,Surface,BoundingBoxOO Length,79,1000224575,237062,
9.15562,9.74102,11.4139,um,Surface,BoundingBoxOO Length,79,1000225475,237063,
10.7666,12.9677,16.7625,um,Surface,BoundingBoxOO Length,79,1000227057,237064,
10.97,10.7535,13.6445,um,Surface,BoundingBoxOO Length,79,1000224574,237065,
8.23028,9.48023,13.4373,um,Surface,BoundingBoxOO Length,79,1000229769,237066,
10.966,14.3339,19.1278,um,Surface,BoundingBoxOO Length,79,1000234508,237067,
9.36241,10.8116,13.1329,um,Surface,BoundingBoxOO Length,80,1000228485,237068,
10.4516,10.2089,12.6401,um,Surface,BoundingBoxOO Length,80,1000224464,237069,
10.9031,12.3293,13.261,um,Surface,BoundingBoxOO Length,80,1000224467,237070,
9.76706,10.4057,13.9953,um,Surface,BoundingBoxOO Length,80,1000226467,237071,
10.6838,11.4722,11.6595,um,Surface,BoundingBoxOO Length,80,1000224466,237072,
11.3632,12.0426,12.9853,um,Surface,BoundingBoxOO Length,80,1000224470,237073,
11.8505,12.6577,14.0836,um,Surface,BoundingBoxOO Length,80,1000224465,237074,
9.93478,9.67386,14.3247,um,Surface,BoundingBoxOO Length,80,1000224469,237075,
9.55969,10.6926,11.7719,um,Surface,BoundingBoxOO Length,80,1000224459,237076,
8.15076,9.67181,13.2222,um,Surface,BoundingBoxOO Length,80,1000224458,237077,
12.9917,14.1996,23.7413,um,Surface,BoundingBoxOO Length,80,1000224463,237078,
10.6671,11.0201,12.7811,um,Surface,BoundingBoxOO Length,80,1000224460,237079,
7.45064,9.07624,22.3092,um,Surface,BoundingBoxOO Length,80,1000227528,237080,
5.93185,7.44581,6.82315,um,Surface,BoundingBoxOO Length,80,1000224462,237081,
9.77492,10.7558,11.8565,um,Surface,BoundingBoxOO Length,80,1000228809,237082,
9.24063,9.60603,11.0185,um,Surface,BoundingBoxOO Length,80,1000225091,237083,
10.5039,12.4839,12.0609,um,Surface,BoundingBoxOO Length,80,1000224473,237084,
10.7584,12.0454,12.3565,um,Surface,BoundingBoxOO Length,80,1000225210,237085,
9.88318,11.5133,11.1293,um,Surface,BoundingBoxOO Length,80,1000224701,237086,
11.8598,12.0994,13.5284,um,Surface,BoundingBoxOO Length,80,1000226759,237087,
11.2348,11.4621,13.415,um,Surface,BoundingBoxOO Length,80,1000224468,237088,
12.5947,14.7062,21.8674,um,Surface,BoundingBoxOO Length,80,1000236414,237089,
9.628,10.4313,15.6882,um,Surface,BoundingBoxOO Length,80,1000224472,237090,
6.41817,10.0232,10.6754,um,Surface,BoundingBoxOO Length,80,1000224477,237091,
10.1822,10.4643,11.2765,um,Surface,BoundingBoxOO Length,80,1000225621,237092,
11.692,12.9188,18.2568,um,Surface,BoundingBoxOO Length,80,1000234024,237093,
6.59037,8.92025,23.9975,um,Surface,BoundingBoxOO Length,80,1000224475,237094,
10.1535,13.2781,19.6339,um,Surface,BoundingBoxOO Length,80,1000224474,237095,
6.22775,7.65519,13.6781,um,Surface,BoundingBoxOO Length,80,1000229314,237096,
9.94834,10.2406,11.5653,um,Surface,BoundingBoxOO Length,80,1000224478,237097,
6.60712,7.90691,12.5516,um,Surface,BoundingBoxOO Length,80,1000232319,237098,
10.0418,12.6651,15.5852,um,Surface,BoundingBoxOO Length,80,1000236085,237099,
9.86752,10.7714,12.537,um,Surface,BoundingBoxOO Length,80,1000224486,237100,
11.9753,13.2809,17.8702,um,Surface,BoundingBoxOO Length,80,1000224476,237101,
10.0399,10.6497,11.4295,um,Surface,BoundingBoxOO Length,80,1000224480,237102,
5.46804,8.44479,11.5452,um,Surface,BoundingBoxOO Length,80,1000229808,237103,
11.991,13.4951,14.0861,um,Surface,BoundingBoxOO Length,80,1000227400,237104,
9.39818,10.5221,13.6812,um,Surface,BoundingBoxOO Length,80,1000224483,237105,
10.2451,10.6271,11.5967,um,Surface,BoundingBoxOO Length,80,1000224481,237106,
9.77299,11.4012,12.4748,um,Surface,BoundingBoxOO Length,80,1000226336,237107,
8.31681,9.10437,9.68368,um,Surface,BoundingBoxOO Length,80,1000230137,237108,
8.90782,11.0245,13.5082,um,Surface,BoundingBoxOO Length,80,1000235919,237109,
10.4874,10.7916,10.9631,um,Surface,BoundingBoxOO Length,80,1000224485,237110,
10.6322,10.4339,12.4934,um,Surface,BoundingBoxOO Length,80,1000224491,237111,
10.7364,11.0057,12.5586,um,Surface,BoundingBoxOO Length,80,1000226044,237112,
12.4553,12.82,21.2519,um,Surface,BoundingBoxOO Length,80,1000227233,237113,
11.9845,12.6569,14.1224,um,Surface,BoundingBoxOO Length,80,1000224482,237114,
8.25524,9.40296,10.4113,um,Surface,BoundingBoxOO Length,80,1000231813,237115,
11.88,15.2096,16.8495,um,Surface,BoundingBoxOO Length,80,1000224490,237116,
8.20756,11.3892,11.3393,um,Surface,BoundingBoxOO Length,80,1000224488,237117,
8.33388,16.8069,18.5065,um,Surface,BoundingBoxOO Length,80,1000224489,237118,
10.4092,14.0541,25.4565,um,Surface,BoundingBoxOO Length,80,1000234726,237119,
11.1549,10.5738,12.7457,um,Surface,BoundingBoxOO Length,80,1000224493,237120,
13.0974,12.4033,17.4624,um,Surface,BoundingBoxOO Length,80,1000224487,237121,
7.35414,8.64491,10.7983,um,Surface,BoundingBoxOO Length,80,1000231654,237122,
10.4745,10.7772,13.002,um,Surface,BoundingBoxOO Length,80,1000230629,237123,
8.42516,10.3001,14.2038,um,Surface,BoundingBoxOO Length,80,1000224496,237124,
10.3227,10.933,11.4326,um,Surface,BoundingBoxOO Length,80,1000224510,237125,
10.5441,11.6286,11.4236,um,Surface,BoundingBoxOO Length,80,1000224495,237126,
10.0028,11.0234,11.2246,um,Surface,BoundingBoxOO Length,80,1000224502,237127,
9.33747,14.666,19.7797,um,Surface,BoundingBoxOO Length,80,1000224492,237128,
12.8476,13.6077,16.018,um,Surface,BoundingBoxOO Length,80,1000224505,237129,
10.3268,10.5456,11.8692,um,Surface,BoundingBoxOO Length,80,1000226074,237130,
9.73707,10.3127,12.6243,um,Surface,BoundingBoxOO Length,80,1000228532,237131,
8.35708,9.32887,15.8001,um,Surface,BoundingBoxOO Length,80,1000224494,237132,
9.03854,10.0913,12.8796,um,Surface,BoundingBoxOO Length,80,1000226826,237133,
11.2406,11.3936,12.2211,um,Surface,BoundingBoxOO Length,80,1000224501,237134,
8.14399,9.13331,9.62848,um,Surface,BoundingBoxOO Length,80,1000224506,237135,
8.13016,11.5978,21.6058,um,Surface,BoundingBoxOO Length,80,1000236626,237136,
12.5682,17.7524,31.302,um,Surface,BoundingBoxOO Length,80,1000228208,237137,
12.452,11.3356,13.4429,um,Surface,BoundingBoxOO Length,80,1000224512,237138,
10.7235,11.7954,13.3109,um,Surface,BoundingBoxOO Length,80,1000224507,237139,
7.92226,9.78499,10.3941,um,Surface,BoundingBoxOO Length,80,1000224508,237140,
8.8196,11.4442,14.259,um,Surface,BoundingBoxOO Length,80,1000237141,237141,
8.76866,10.557,10.365,um,Surface,BoundingBoxOO Length,80,1000225008,237142,
10.3907,11.7505,12.7577,um,Surface,BoundingBoxOO Length,80,1000234078,237143,
10.1693,10.8739,18.679,um,Surface,BoundingBoxOO Length,80,1000224515,237144,
10.9977,10.5659,13.225,um,Surface,BoundingBoxOO Length,80,1000224513,237145,
10.072,12.2823,13.197,um,Surface,BoundingBoxOO Length,80,1000226515,237146,
11.3674,11.3822,13.1431,um,Surface,BoundingBoxOO Length,80,1000224511,237147,
11.7761,11.6702,13.4841,um,Surface,BoundingBoxOO Length,80,1000224518,237148,
10.3251,10.6658,13.9976,um,Surface,BoundingBoxOO Length,80,1000224514,237149,
9.71873,18.2063,28.6112,um,Surface,BoundingBoxOO Length,80,1000224503,237150,
8.32127,9.26226,10.0494,um,Surface,BoundingBoxOO Length,80,1000224522,237151,
11.7248,10.8247,13.3754,um,Surface,BoundingBoxOO Length,80,1000224517,237152,
11.9456,13.9634,14.464,um,Surface,BoundingBoxOO Length,80,1000224525,237153,
8.36497,9.81295,12.9932,um,Surface,BoundingBoxOO Length,80,1000224520,237154,
7.94362,9.18311,17.6694,um,Surface,BoundingBoxOO Length,80,1000229855,237155,
9.75728,11.9827,11.6018,um,Surface,BoundingBoxOO Length,80,1000224528,237156,
10.4007,10.3046,12.0585,um,Surface,BoundingBoxOO Length,80,1000224524,237157,
10.1545,10.3919,11.1066,um,Surface,BoundingBoxOO Length,80,1000226996,237158,
9.96377,16.7125,23.681,um,Surface,BoundingBoxOO Length,80,1000224771,237159,
10.0088,10.2903,13.5471,um,Surface,BoundingBoxOO Length,80,1000224531,237160,
11.0627,11.8068,12.1351,um,Surface,BoundingBoxOO Length,80,1000227755,237161,
8.56356,9.77892,12.6868,um,Surface,BoundingBoxOO Length,80,1000225970,237162,
10.5373,10.9641,11.5985,um,Surface,BoundingBoxOO Length,80,1000224535,237163,
12.4514,13.2813,14.2352,um,Surface,BoundingBoxOO Length,80,1000224529,237164,
10.1275,11.3201,13.3086,um,Surface,BoundingBoxOO Length,80,1000224532,237165,
10.2668,11.52,12.5596,um,Surface,BoundingBoxOO Length,80,1000224526,237166,
10.0038,10.1039,10.7883,um,Surface,BoundingBoxOO Length,80,1000224527,237167,
7.33772,10.1295,10.627,um,Surface,BoundingBoxOO Length,80,1000224519,237168,
10.1906,10.9321,11.6238,um,Surface,BoundingBoxOO Length,80,1000224533,237169,
10.5291,11.083,11.4192,um,Surface,BoundingBoxOO Length,80,1000224534,237170,
10.251,12.4775,12.619,um,Surface,BoundingBoxOO Length,80,1000234804,237171,
9.8069,10.1222,16.4706,um,Surface,BoundingBoxOO Length,80,1000226120,237172,
7.44784,8.09723,11.6991,um,Surface,BoundingBoxOO Length,80,1000224530,237173,
10.6025,11.0026,12.0773,um,Surface,BoundingBoxOO Length,80,1000226406,237174,
10.784,11.6023,16.9004,um,Surface,BoundingBoxOO Length,80,1000225028,237175,
10.2238,10.213,11.094,um,Surface,BoundingBoxOO Length,80,1000224539,237176,
10.3939,11.4021,12.1177,um,Surface,BoundingBoxOO Length,80,1000224538,237177,
6.01757,8.88207,9.53019,um,Surface,BoundingBoxOO Length,80,1000224905,237178,
10.2459,11.3501,12.7059,um,Surface,BoundingBoxOO Length,80,1000224537,237179,
11.404,12.0834,13.0702,um,Surface,BoundingBoxOO Length,80,1000224536,237180,
8.81112,8.88317,10.6953,um,Surface,BoundingBoxOO Length,80,1000224550,237181,
10.4061,10.8464,11,um,Surface,BoundingBoxOO Length,80,1000225699,237182,
9.88437,10.9526,13.1173,um,Surface,BoundingBoxOO Length,80,1000224549,237183,
11.4163,11.9967,12.8554,um,Surface,BoundingBoxOO Length,80,1000224541,237184,
10.4803,12.4304,13.0028,um,Surface,BoundingBoxOO Length,80,1000224540,237185,
10.2844,10.4191,11.9172,um,Surface,BoundingBoxOO Length,80,1000224543,237186,
7.25488,6.93042,7.62242,um,Surface,BoundingBoxOO Length,80,1000224544,237187,
10.7829,12.5828,13.6795,um,Surface,BoundingBoxOO Length,80,1000235321,237188,
10.8755,11.1448,11.7584,um,Surface,BoundingBoxOO Length,80,1000224547,237189,
11.009,12.1679,13.0124,um,Surface,BoundingBoxOO Length,80,1000224546,237190,
8.05526,9.64737,15.7075,um,Surface,BoundingBoxOO Length,80,1000229407,237191,
6.64642,8.62402,11.1694,um,Surface,BoundingBoxOO Length,80,1000224553,237192,
10.1233,10.8397,11.871,um,Surface,BoundingBoxOO Length,80,1000234294,237193,
6.38754,10.7323,11.8335,um,Surface,BoundingBoxOO Length,80,1000224548,237194,
10.2521,11.7316,13.404,um,Surface,BoundingBoxOO Length,80,1000226574,237195,
10.3918,11.7286,11.9274,um,Surface,BoundingBoxOO Length,80,1000225444,237196,
9.45447,11.2222,12.6563,um,Surface,BoundingBoxOO Length,80,1000224555,237197,
6.349,7.29586,9.44143,um,Surface,BoundingBoxOO Length,80,1000224552,237198,
8.59144,10.4412,15.0151,um,Surface,BoundingBoxOO Length,80,1000224798,237199,
6.72384,6.90809,7.87841,um,Surface,BoundingBoxOO Length,80,1000224551,237200,
11.6947,11.7312,12.2467,um,Surface,BoundingBoxOO Length,80,1000224562,237201,
7.69525,13.2143,19.1216,um,Surface,BoundingBoxOO Length,80,1000224554,237202,
9.74685,10.761,11.3665,um,Surface,BoundingBoxOO Length,80,1000224563,237203,
10.8746,11.9684,13.2413,um,Surface,BoundingBoxOO Length,80,1000224556,237204,
10.6633,11.2642,11.9403,um,Surface,BoundingBoxOO Length,80,1000224558,237205,
9.53805,10.4135,15.7405,um,Surface,BoundingBoxOO Length,80,1000224561,237206,
10.5029,11.0292,17.728,um,Surface,BoundingBoxOO Length,80,1000224542,237207,
10.1565,10.2749,11.0902,um,Surface,BoundingBoxOO Length,80,1000224805,237208,
9.59147,10.4054,12.2255,um,Surface,BoundingBoxOO Length,80,1000224560,237209,
10.9029,12.4191,16.6517,um,Surface,BoundingBoxOO Length,80,1000224557,237210,
11.0381,11.9264,14.0024,um,Surface,BoundingBoxOO Length,80,1000224570,237211,
8.90209,9.96952,10.4699,um,Surface,BoundingBoxOO Length,80,1000224567,237212,
10.3521,10.8294,12.2665,um,Surface,BoundingBoxOO Length,80,1000224566,237213,
8.97381,10.3539,10.8049,um,Surface,BoundingBoxOO Length,80,1000224565,237214,
9.80312,11.6767,11.9328,um,Surface,BoundingBoxOO Length,80,1000224802,237215,
9.72477,10.4501,11.3737,um,Surface,BoundingBoxOO Length,80,1000226740,237216,
7.65666,9.48775,11.3703,um,Surface,BoundingBoxOO Length,80,1000224564,237217,
9.73707,9.92492,12.5611,um,Surface,BoundingBoxOO Length,80,1000224814,237218,
11.3183,12.3224,14.149,um,Surface,BoundingBoxOO Length,80,1000224568,237219,
7.30546,9.1422,12.219,um,Surface,BoundingBoxOO Length,80,1000232264,237220,
11.591,12.3561,14.1751,um,Surface,BoundingBoxOO Length,80,1000224559,237221,
11.0367,12.0623,12.9506,um,Surface,BoundingBoxOO Length,80,1000224674,237222,
9.76378,10.4578,12.034,um,Surface,BoundingBoxOO Length,80,1000224571,237223,
10.2033,10.9337,15.0589,um,Surface,BoundingBoxOO Length,80,1000224572,237224,
11.2803,11.2553,12.9504,um,Surface,BoundingBoxOO Length,80,1000224573,237225,
10.7115,11.9763,13.3116,um,Surface,BoundingBoxOO Length,80,1000224569,237226,
12.6051,13.5958,13.8153,um,Surface,BoundingBoxOO Length,80,1000224940,237227,
11.1303,11.7593,13.6791,um,Surface,BoundingBoxOO Length,80,1000224575,237228,
10.4595,12.7353,16.3279,um,Surface,BoundingBoxOO Length,80,1000234508,237229,
9.8631,11.5964,11.3371,um,Surface,BoundingBoxOO Length,80,1000225475,237230,
11.2317,12.1934,17.4093,um,Surface,BoundingBoxOO Length,80,1000227057,237231,
10.5324,10.7142,11.1427,um,Surface,BoundingBoxOO Length,80,1000227515,237232,
9.96398,10.9463,11.5515,um,Surface,BoundingBoxOO Length,80,1000224574,237233,
8.70755,11.5377,13.8948,um,Surface,BoundingBoxOO Length,80,1000229769,237234,
8.72753,16.1515,21.4492,um,Surface,BoundingBoxOO Length,80,1000224693,237235,
6.50036,10.3393,9.81653,um,Surface,BoundingBoxOO Length,81,1000224477,237236,
10.1214,11.0056,12.9719,um,Surface,BoundingBoxOO Length,81,1000225621,237237,
12.5019,11.8186,13.8607,um,Surface,BoundingBoxOO Length,81,1000234024,237238,
13.2418,13.709,21.6219,um,Surface,BoundingBoxOO Length,81,1000236414,237239,
9.15705,10.1619,17.2959,um,Surface,BoundingBoxOO Length,81,1000224472,237240,
10.7489,12.3494,11.0261,um,Surface,BoundingBoxOO Length,81,1000224473,237241,
10.799,11.8659,12.7681,um,Surface,BoundingBoxOO Length,81,1000225210,237242,
10.5514,10.837,11.2002,um,Surface,BoundingBoxOO Length,81,1000224701,237243,
12.0749,13.8209,13.0855,um,Surface,BoundingBoxOO Length,81,1000226759,237244,
10.2892,10.6812,13.242,um,Surface,BoundingBoxOO Length,81,1000228485,237245,
10.9888,11.5654,12.6869,um,Surface,BoundingBoxOO Length,81,1000224468,237246,
9.5183,11.9452,12.5417,um,Surface,BoundingBoxOO Length,81,1000224464,237247,
10.9473,11.8375,16.1499,um,Surface,BoundingBoxOO Length,81,1000224467,237248,
11.0413,12.3709,13.8455,um,Surface,BoundingBoxOO Length,81,1000224470,237249,
11.999,13.6693,19.4211,um,Surface,BoundingBoxOO Length,81,1000224465,237250,
10.5429,10.9629,13.0001,um,Surface,BoundingBoxOO Length,81,1000224466,237251,
7.26724,7.94595,17.4977,um,Surface,BoundingBoxOO Length,81,1000224458,237252,
10.4207,10.8282,13.1392,um,Surface,BoundingBoxOO Length,81,1000226467,237253,
10.6508,11.2756,11.8589,um,Surface,BoundingBoxOO Length,81,1000224459,237254,
12.0384,14.3468,18.0786,um,Surface,BoundingBoxOO Length,81,1000224463,237255,
10.067,10.8533,13.609,um,Surface,BoundingBoxOO Length,81,1000224461,237256,
9.91155,12.1998,12.6171,um,Surface,BoundingBoxOO Length,81,1000224460,237257,
10.3229,11.5688,14.3531,um,Surface,BoundingBoxOO Length,81,1000227528,237258,
5.17005,6.29765,6.44679,um,Surface,BoundingBoxOO Length,81,1000224462,237259,
9.94337,10.2333,11.1789,um,Surface,BoundingBoxOO Length,81,1000228809,237260,
10.1635,10.1592,10.6694,um,Surface,BoundingBoxOO Length,81,1000225091,237261,
10.9199,11.3619,12.2937,um,Surface,BoundingBoxOO Length,81,1000224478,237262,
11.1135,13.6548,16.5403,um,Surface,BoundingBoxOO Length,81,1000224474,237263,
5.42444,6.12012,7.94786,um,Surface,BoundingBoxOO Length,81,1000229314,237264,
6.0488,8.04797,11.753,um,Surface,BoundingBoxOO Length,81,1000232319,237265,
10.4106,10.4192,10.7676,um,Surface,BoundingBoxOO Length,81,1000224480,237266,
10.4217,14.8019,16.7895,um,Surface,BoundingBoxOO Length,81,1000224476,237267,
9.18513,11.7581,12.1443,um,Surface,BoundingBoxOO Length,81,1000224486,237268,
6.74054,8.93196,16.9396,um,Surface,BoundingBoxOO Length,81,1000224475,237269,
12.0489,13.9508,14.624,um,Surface,BoundingBoxOO Length,81,1000227400,237270,
10.3604,10.8564,13.3936,um,Surface,BoundingBoxOO Length,81,1000224483,237271,
9.89538,14.3128,17.5031,um,Surface,BoundingBoxOO Length,81,1000236085,237272,
10.283,9.84025,11.5181,um,Surface,BoundingBoxOO Length,81,1000226336,237273,
10.2888,11.0779,11.3005,um,Surface,BoundingBoxOO Length,81,1000226044,237274,
10.7871,11.4141,13.4197,um,Surface,BoundingBoxOO Length,81,1000224481,237275,
5.93609,13.7452,17.6185,um,Surface,BoundingBoxOO Length,81,1000229808,237276,
8.68976,9.66513,10.4697,um,Surface,BoundingBoxOO Length,81,1000224485,237277,
6.83284,9.71429,9.02536,um,Surface,BoundingBoxOO Length,81,1000230137,237278,
9.60079,10.9133,14.5941,um,Surface,BoundingBoxOO Length,81,1000224491,237279,
11.0931,12.7381,18.6155,um,Surface,BoundingBoxOO Length,81,1000224490,237280,
12.5372,15.621,18.0357,um,Surface,BoundingBoxOO Length,81,1000227233,237281,
7.77251,10.4789,15.1283,um,Surface,BoundingBoxOO Length,81,1000235919,237282,
8.19229,15.6017,20.1519,um,Surface,BoundingBoxOO Length,81,1000224489,237283,
9.13577,9.28295,9.79392,um,Surface,BoundingBoxOO Length,81,1000224488,237284,
7.67958,8.12376,11.3191,um,Surface,BoundingBoxOO Length,81,1000231813,237285,
10.3401,13.1693,17.9802,um,Surface,BoundingBoxOO Length,81,1000224482,237286,
9.77078,13.6522,18.8308,um,Surface,BoundingBoxOO Length,81,1000234726,237287,
6.85221,9.31495,10.3235,um,Surface,BoundingBoxOO Length,81,1000231654,237288,
9.96625,10.3886,13.2843,um,Surface,BoundingBoxOO Length,81,1000230629,237289,
3.4304,6.57519,7.94041,um,Surface,BoundingBoxOO Length,81,1000225093,237290,
12.8563,14.2245,18.8525,um,Surface,BoundingBoxOO Length,81,1000224487,237291,
10.0988,12.1391,11.6705,um,Surface,BoundingBoxOO Length,81,1000224493,237292,
9.90109,10.04,11.7721,um,Surface,BoundingBoxOO Length,81,1000224496,237293,
10.4209,12.3672,11.5872,um,Surface,BoundingBoxOO Length,81,1000224510,237294,
11.4325,11.8012,12.7999,um,Surface,BoundingBoxOO Length,81,1000224495,237295,
10.7531,10.7784,10.9854,um,Surface,BoundingBoxOO Length,81,1000224502,237296,
8.15084,11.39,15.7952,um,Surface,BoundingBoxOO Length,81,1000224504,237297,
10.9934,11.3599,11.9952,um,Surface,BoundingBoxOO Length,81,1000226074,237298,
12.6672,14.1197,15.9609,um,Surface,BoundingBoxOO Length,81,1000224505,237299,
9.19038,10.4483,10.2005,um,Surface,BoundingBoxOO Length,81,1000228532,237300,
9.58539,15.7514,19.5077,um,Surface,BoundingBoxOO Length,81,1000224492,237301,
10.4213,12.2247,12.3792,um,Surface,BoundingBoxOO Length,81,1000224501,237302,
9.28205,11.8486,18.9335,um,Surface,BoundingBoxOO Length,81,1000236626,237303,
13.4925,15.2726,22.0437,um,Surface,BoundingBoxOO Length,81,1000228208,237304,
8.24504,9.1601,13.0961,um,Surface,BoundingBoxOO Length,81,1000224494,237305,
8.47964,10.5684,9.93216,um,Surface,BoundingBoxOO Length,81,1000224508,237306,
8.10951,9.75484,12.5983,um,Surface,BoundingBoxOO Length,81,1000226826,237307,
8.04973,9.09084,9.85797,um,Surface,BoundingBoxOO Length,81,1000224506,237308,
10.787,11.8822,11.6033,um,Surface,BoundingBoxOO Length,81,1000224513,237309,
10.9163,12.2936,13.4978,um,Surface,BoundingBoxOO Length,81,1000224512,237310,
10.7598,12.8319,13.8025,um,Surface,BoundingBoxOO Length,81,1000224516,237311,
8.56993,10.425,22.736,um,Surface,BoundingBoxOO Length,81,1000237141,237312,
11.3904,11.4398,13.2379,um,Surface,BoundingBoxOO Length,81,1000224507,237313,
9.44103,11.2044,11.8206,um,Surface,BoundingBoxOO Length,81,1000234078,237314,
9.95609,10.835,12.7808,um,Surface,BoundingBoxOO Length,81,1000225008,237315,
10.5483,11.5447,18.1934,um,Surface,BoundingBoxOO Length,81,1000224515,237316,
10.3247,12.2517,13.5827,um,Surface,BoundingBoxOO Length,81,1000226515,237317,
9.32944,9.727,16.0984,um,Surface,BoundingBoxOO Length,81,1000224514,237318,
7.83931,11.9706,21.2634,um,Surface,BoundingBoxOO Length,81,1000224503,237319,
10.6129,11.6339,12.9703,um,Surface,BoundingBoxOO Length,81,1000224518,237320,
10.2463,14.177,26.285,um,Surface,BoundingBoxOO Length,81,1000224509,237321,
7.54924,11.2342,17.5208,um,Surface,BoundingBoxOO Length,81,1000229855,237322,
8.95119,9.47101,9.87449,um,Surface,BoundingBoxOO Length,81,1000224522,237323,
10.1004,12.6309,13.5887,um,Surface,BoundingBoxOO Length,81,1000224517,237324,
11.0722,10.7935,11.3378,um,Surface,BoundingBoxOO Length,81,1000224511,237325,
10.6851,17.5587,24.362,um,Surface,BoundingBoxOO Length,81,1000224771,237326,
12.2798,12.9897,14.0754,um,Surface,BoundingBoxOO Length,81,1000224525,237327,
7.94268,8.13496,9.21968,um,Surface,BoundingBoxOO Length,81,1000224520,237328,
10.3439,10.4497,12.0668,um,Surface,BoundingBoxOO Length,81,1000224524,237329,
8.30176,11.0468,12.6888,um,Surface,BoundingBoxOO Length,81,1000224528,237330,
9.82586,10.3739,11.4746,um,Surface,BoundingBoxOO Length,81,1000226996,237331,
10.1586,11.7079,13.929,um,Surface,BoundingBoxOO Length,81,1000224526,237332,
10.0426,11.5928,13.4292,um,Surface,BoundingBoxOO Length,81,1000224531,237333,
10.4688,10.1656,10.61,um,Surface,BoundingBoxOO Length,81,1000224527,237334,
11.2981,11.0657,13.1419,um,Surface,BoundingBoxOO Length,81,1000227755,237335,
8.55476,11.5582,13.1739,um,Surface,BoundingBoxOO Length,81,1000225970,237336,
10.3758,10.4413,10.7142,um,Surface,BoundingBoxOO Length,81,1000224533,237337,
12.1648,15.0124,14.2416,um,Surface,BoundingBoxOO Length,81,1000224529,237338,
10.526,12.0352,13.5424,um,Surface,BoundingBoxOO Length,81,1000224532,237339,
8.58501,10.514,10.6829,um,Surface,BoundingBoxOO Length,81,1000224519,237340,
10.2807,11.2926,12.071,um,Surface,BoundingBoxOO Length,81,1000224534,237341,
10.6659,11.4411,11.8064,um,Surface,BoundingBoxOO Length,81,1000224535,237342,
11.3738,12.917,13.1341,um,Surface,BoundingBoxOO Length,81,1000224538,237343,
9.96116,9.68153,11.7043,um,Surface,BoundingBoxOO Length,81,1000234804,237344,
7.82061,9.02773,10.7683,um,Surface,BoundingBoxOO Length,81,1000224530,237345,
11.5071,10.4057,13.0629,um,Surface,BoundingBoxOO Length,81,1000226406,237346,
10.9749,11.592,12.8351,um,Surface,BoundingBoxOO Length,81,1000225028,237347,
8.65857,9.01784,13.5304,um,Surface,BoundingBoxOO Length,81,1000224539,237348,
7.71943,9.01628,9.34862,um,Surface,BoundingBoxOO Length,81,1000224905,237349,
10.4941,11.7074,17.62,um,Surface,BoundingBoxOO Length,81,1000226120,237350,
10.8479,11.667,12.279,um,Surface,BoundingBoxOO Length,81,1000224537,237351,
11.1055,12.3614,13.964,um,Surface,BoundingBoxOO Length,81,1000224536,237352,
10.6487,10.5512,11.7691,um,Surface,BoundingBoxOO Length,81,1000225699,237353,
9.25013,10.2743,11.5616,um,Surface,BoundingBoxOO Length,81,1000224541,237354,
9.44366,10.0372,10.9918,um,Surface,BoundingBoxOO Length,81,1000224550,237355,
10.3345,10.4836,13.9573,um,Surface,BoundingBoxOO Length,81,1000224543,237356,
7.04589,9.54026,10.4244,um,Surface,BoundingBoxOO Length,81,1000224549,237357,
11.3256,12.1274,13.4387,um,Surface,BoundingBoxOO Length,81,1000224540,237358,
10.5398,12.0582,13.9999,um,Surface,BoundingBoxOO Length,81,1000235321,237359,
10.9082,11.2354,11.5893,um,Surface,BoundingBoxOO Length,81,1000224546,237360,
6.63435,9.02245,9.32133,um,Surface,BoundingBoxOO Length,81,1000224544,237361,
8.70486,11.5751,13.5075,um,Surface,BoundingBoxOO Length,81,1000224548,237362,
10.0379,11.5231,13.2313,um,Surface,BoundingBoxOO Length,81,1000224547,237363,
11.0919,10.8765,13.5949,um,Surface,BoundingBoxOO Length,81,1000234294,237364,
10.2326,11.3583,13.1664,um,Surface,BoundingBoxOO Length,81,1000224555,237365,
7.1405,8.31901,8.87129,um,Surface,BoundingBoxOO Length,81,1000224552,237366,
6.57489,10.1231,10.2336,um,Surface,BoundingBoxOO Length,81,1000224553,237367,
7.89905,8.8477,11.3186,um,Surface,BoundingBoxOO Length,81,1000229407,237368,
11.8215,11.8469,13.34,um,Surface,BoundingBoxOO Length,81,1000224562,237369,
7.78988,9.57271,13.3365,um,Surface,BoundingBoxOO Length,81,1000224798,237370,
9.88946,11.0416,18.2696,um,Surface,BoundingBoxOO Length,81,1000224554,237371,
10.2173,12.4858,13.2144,um,Surface,BoundingBoxOO Length,81,1000225444,237372,
10.4122,11.5802,13.097,um,Surface,BoundingBoxOO Length,81,1000226574,237373,
10.295,11.6713,13.487,um,Surface,BoundingBoxOO Length,81,1000224556,237374,
10.6686,12.4551,12.6816,um,Surface,BoundingBoxOO Length,81,1000224542,237375,
6.41048,7.11581,8.57741,um,Surface,BoundingBoxOO Length,81,1000224551,237376,
10.5671,11.8842,11.7915,um,Surface,BoundingBoxOO Length,81,1000224563,237377,
