
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,TrackID,ID,
10.3223,11.094,12.6876,um,Surface,BoundingBoxOO Length,206,1000224458,257189,
8.02806,9.36037,9.0014,um,Surface,BoundingBoxOO Length,206,1000226467,257190,
10.5273,11.1977,13.0351,um,Surface,BoundingBoxOO Length,206,1000224463,257191,
4.98745,6.04841,8.21364,um,Surface,BoundingBoxOO Length,206,1000224462,257192,
8.31154,9.14881,11.9482,um,Surface,BoundingBoxOO Length,206,1000249926,257193,
6.76668,8.08778,13.6803,um,Surface,BoundingBoxOO Length,206,1000238432,257194,
7.93602,11.7781,18.6715,um,Surface,BoundingBoxOO Length,206,1000224466,257195,
2.80291,3.79217,6.67235,um,Surface,BoundingBoxOO Length,206,1000238256,257196,
9.37451,9.39484,9.93359,um,Surface,BoundingBoxOO Length,206,1000224473,257197,
10.5942,11.6939,12.7511,um,Surface,BoundingBoxOO Length,206,1000241014,257198,
4.6313,4.93115,8.2832,um,Surface,BoundingBoxOO Length,206,1000224701,257199,
11.7197,11.6176,11.9012,um,Surface,BoundingBoxOO Length,206,1000224474,257200,
8.6691,10.7134,11.7099,um,Surface,BoundingBoxOO Length,206,1000243967,257201,
9.84889,10.3135,10.4918,um,Surface,BoundingBoxOO Length,206,1000225621,257202,
10.6699,14.009,18.7152,um,Surface,BoundingBoxOO Length,206,1000227400,257203,
7.12496,9.57039,10.5419,um,Surface,BoundingBoxOO Length,206,1000257204,257204,
9.49481,10.5605,18.5029,um,Surface,BoundingBoxOO Length,206,1000241552,257205,
10.3972,11.0844,12.4194,um,Surface,BoundingBoxOO Length,206,1000241906,257206,
9.79058,10.7521,10.8465,um,Surface,BoundingBoxOO Length,206,1000226044,257207,
8.78587,8.62807,12.3936,um,Surface,BoundingBoxOO Length,206,1000236085,257208,
6.48463,7.76282,8.29698,um,Surface,BoundingBoxOO Length,206,1000238294,257209,
5.29796,6.50419,5.79558,um,Surface,BoundingBoxOO Length,206,1000239472,257210,
6.16321,7.65458,11.8781,um,Surface,BoundingBoxOO Length,206,1000253488,257211,
9.06655,9.38582,11.3015,um,Surface,BoundingBoxOO Length,206,1000224486,257212,
6.07583,7.34615,8.39829,um,Surface,BoundingBoxOO Length,206,1000252419,257213,
6.718,10.6956,16.7231,um,Surface,BoundingBoxOO Length,206,1000224483,257214,
6.48487,7.17199,8.66425,um,Surface,BoundingBoxOO Length,206,1000224481,257215,
8.7475,9.05536,9.426,um,Surface,BoundingBoxOO Length,206,1000234024,257216,
8.12405,9.10458,15.07,um,Surface,BoundingBoxOO Length,206,1000253792,257217,
5.13681,8.05521,7.79811,um,Surface,BoundingBoxOO Length,206,1000224488,257218,
9.32442,9.19929,11.011,um,Surface,BoundingBoxOO Length,206,1000243664,257219,
12.181,12.659,18.2952,um,Surface,BoundingBoxOO Length,206,1000230629,257220,
7.99152,7.81786,11.1561,um,Surface,BoundingBoxOO Length,206,1000235919,257221,
9.81665,9.54813,14.4532,um,Surface,BoundingBoxOO Length,206,1000227233,257222,
7.66265,8.9788,13.8228,um,Surface,BoundingBoxOO Length,206,1000240703,257223,
5.74324,7.18805,8.03655,um,Surface,BoundingBoxOO Length,206,1000231813,257224,
3.98329,9.32458,9.15241,um,Surface,BoundingBoxOO Length,206,1000256074,257225,
9.52533,10.9527,16.9879,um,Surface,BoundingBoxOO Length,206,1000254226,257226,
8.41476,12.9587,16.6086,um,Surface,BoundingBoxOO Length,206,1000248831,257227,
8.11841,8.25757,9.19475,um,Surface,BoundingBoxOO Length,206,1000255934,257228,
7.03435,9.09194,10.6933,um,Surface,BoundingBoxOO Length,206,1000250439,257229,
10.3959,10.2967,12.1684,um,Surface,BoundingBoxOO Length,206,1000226074,257230,
12.3936,13.608,14.7236,um,Surface,BoundingBoxOO Length,206,1000224505,257231,
9.10443,14.1057,24.4076,um,Surface,BoundingBoxOO Length,206,1000244837,257232,
6.89757,8.63177,8.94344,um,Surface,BoundingBoxOO Length,206,1000226515,257233,
9.74065,10.7708,11.4155,um,Surface,BoundingBoxOO Length,206,1000224513,257234,
9.94211,10.9363,12.7237,um,Surface,BoundingBoxOO Length,206,1000251530,257235,
5.78538,7.90916,13.4029,um,Surface,BoundingBoxOO Length,206,1000236626,257236,
6.9631,8.62309,12.3908,um,Surface,BoundingBoxOO Length,206,1000228532,257237,
7.61744,8.33276,13.4223,um,Surface,BoundingBoxOO Length,206,1000252001,257238,
7.171,10.5095,12.8544,um,Surface,BoundingBoxOO Length,206,1000226826,257239,
8.3428,8.99392,9.619,um,Surface,BoundingBoxOO Length,206,1000224507,257240,
8.28305,8.89635,9.29606,um,Surface,BoundingBoxOO Length,206,1000224522,257241,
5.84984,6.70802,8.065,um,Surface,BoundingBoxOO Length,206,1000224512,257242,
4.21712,6.82312,7.59855,um,Surface,BoundingBoxOO Length,206,1000256620,257243,
10.2713,10.7709,12.3371,um,Surface,BoundingBoxOO Length,206,1000224518,257244,
7.76437,8.84923,9.83652,um,Surface,BoundingBoxOO Length,206,1000234078,257245,
8.06293,8.97762,9.21512,um,Surface,BoundingBoxOO Length,206,1000224525,257246,
10.5155,11.3377,15.6871,um,Surface,BoundingBoxOO Length,206,1000224524,257247,
10.3485,10.8361,18.8501,um,Surface,BoundingBoxOO Length,206,1000224506,257248,
5.81193,8.25807,8.685,um,Surface,BoundingBoxOO Length,206,1000224543,257249,
10.1614,11.0986,11.8563,um,Surface,BoundingBoxOO Length,206,1000224517,257250,
4.40514,8.33772,8.95739,um,Surface,BoundingBoxOO Length,206,1000224511,257251,
9.45783,8.42072,9.92796,um,Surface,BoundingBoxOO Length,206,1000224534,257252,
9.64622,10.5019,11.0387,um,Surface,BoundingBoxOO Length,206,1000250170,257253,
4.97612,7.02304,8.58516,um,Surface,BoundingBoxOO Length,206,1000224527,257254,
9.57921,11.2358,17.8158,um,Surface,BoundingBoxOO Length,206,1000238489,257255,
5.09581,7.31988,10.6866,um,Surface,BoundingBoxOO Length,206,1000224528,257256,
6.44299,7.62627,8.69396,um,Surface,BoundingBoxOO Length,206,1000255008,257257,
6.95406,7.58901,8.61889,um,Surface,BoundingBoxOO Length,206,1000245053,257258,
9.66479,11.9339,12.8646,um,Surface,BoundingBoxOO Length,206,1000224526,257259,
10.1717,11.0843,11.9272,um,Surface,BoundingBoxOO Length,206,1000224535,257260,
6.95285,9.049,14.8566,um,Surface,BoundingBoxOO Length,206,1000226406,257261,
10.2532,10.5021,12.0857,um,Surface,BoundingBoxOO Length,206,1000224533,257262,
9.56128,9.82276,11.4166,um,Surface,BoundingBoxOO Length,206,1000238683,257263,
7.76041,9.02995,10.5368,um,Surface,BoundingBoxOO Length,206,1000225028,257264,
9.50019,10.0677,11.7776,um,Surface,BoundingBoxOO Length,206,1000224539,257265,
8.34874,10.3554,10.266,um,Surface,BoundingBoxOO Length,206,1000239718,257266,
5.86027,6.52051,7.70709,um,Surface,BoundingBoxOO Length,206,1000224537,257267,
10.7792,11.3238,12.2291,um,Surface,BoundingBoxOO Length,206,1000235321,257268,
10.1492,12.289,12.9118,um,Surface,BoundingBoxOO Length,206,1000224540,257269,
3.16557,4.60899,9.05947,um,Surface,BoundingBoxOO Length,206,1000224549,257270,
6.45399,8.56441,9.18794,um,Surface,BoundingBoxOO Length,206,1000224546,257271,
10.2579,9.94979,10.7129,um,Surface,BoundingBoxOO Length,206,1000224541,257272,
4.2575,5.03433,6.74072,um,Surface,BoundingBoxOO Length,206,1000234294,257273,
5.77168,7.38311,7.57203,um,Surface,BoundingBoxOO Length,206,1000248563,257274,
6.42216,6.02351,9.0459,um,Surface,BoundingBoxOO Length,206,1000234804,257275,
4.43202,6.61413,6.32368,um,Surface,BoundingBoxOO Length,206,1000224547,257276,
3.44183,5.46473,7.62417,um,Surface,BoundingBoxOO Length,206,1000226574,257277,
6.12629,8.86381,11.0092,um,Surface,BoundingBoxOO Length,206,1000252188,257278,
5.18683,5.38077,9.1612,um,Surface,BoundingBoxOO Length,206,1000224905,257279,
6.34897,6.39782,8.72633,um,Surface,BoundingBoxOO Length,206,1000224553,257280,
8.18413,10.5864,14.9723,um,Surface,BoundingBoxOO Length,206,1000251125,257281,
8.70588,9.57921,9.72837,um,Surface,BoundingBoxOO Length,206,1000240279,257282,
6.87421,6.62303,9.56824,um,Surface,BoundingBoxOO Length,206,1000243383,257283,
13.1518,13.699,15.0481,um,Surface,BoundingBoxOO Length,206,1000252058,257284,
10.5129,11.4155,13.7865,um,Surface,BoundingBoxOO Length,206,1000244239,257285,
3.72636,7.38752,7.96101,um,Surface,BoundingBoxOO Length,206,1000224558,257286,
10.543,12.7333,17.9606,um,Surface,BoundingBoxOO Length,206,1000240984,257287,
9.59677,12.8966,15.6919,um,Surface,BoundingBoxOO Length,206,1000238387,257288,
10.0484,9.98142,10.8871,um,Surface,BoundingBoxOO Length,206,1000224550,257289,
3.59489,4.65043,6.01972,um,Surface,BoundingBoxOO Length,206,1000246114,257290,
6.14437,6.28595,8.59875,um,Surface,BoundingBoxOO Length,206,1000224567,257291,
10.2919,12.3091,14.7849,um,Surface,BoundingBoxOO Length,206,1000248583,257292,
9.8853,11.7024,18.0884,um,Surface,BoundingBoxOO Length,206,1000224560,257293,
5.72953,6.47299,13.7604,um,Surface,BoundingBoxOO Length,206,1000225444,257294,
8.5501,9.27319,12.5022,um,Surface,BoundingBoxOO Length,206,1000224562,257295,
8.66821,10.2362,16.0934,um,Surface,BoundingBoxOO Length,206,1000224566,257296,
6.32092,7.99401,9.03514,um,Surface,BoundingBoxOO Length,206,1000255599,257297,
5.36833,6.43534,8.48335,um,Surface,BoundingBoxOO Length,206,1000226740,257298,
6.41832,7.69198,8.4008,um,Surface,BoundingBoxOO Length,206,1000251299,257299,
6.91123,8.60566,8.94045,um,Surface,BoundingBoxOO Length,206,1000224940,257300,
6.00365,6.84702,7.53761,um,Surface,BoundingBoxOO Length,206,1000232264,257301,
10.1295,11.854,11.8145,um,Surface,BoundingBoxOO Length,206,1000224568,257302,
10.2079,12.5336,12.9251,um,Surface,BoundingBoxOO Length,206,1000224559,257303,
8.30035,8.65287,16.195,um,Surface,BoundingBoxOO Length,206,1000257304,257304,
5.24768,8.848,11.4395,um,Surface,BoundingBoxOO Length,206,1000247113,257305,
9.11864,9.8161,12.9115,um,Surface,BoundingBoxOO Length,206,1000244079,257306,
10.2301,11.3131,15.7109,um,Surface,BoundingBoxOO Length,206,1000248436,257307,
7.3576,9.43647,12.4561,um,Surface,BoundingBoxOO Length,206,1000250231,257308,
9.41226,9.92318,10.1896,um,Surface,BoundingBoxOO Length,206,1000224574,257309,
10.2388,10.862,11.1226,um,Surface,BoundingBoxOO Length,206,1000248444,257310,
7.83451,10.5389,9.87149,um,Surface,BoundingBoxOO Length,206,1000250532,257311,
6.06599,8.33678,9.04157,um,Surface,BoundingBoxOO Length,206,1000224575,257312,
9.77576,10.604,11.8686,um,Surface,BoundingBoxOO Length,207,1000248284,257313,
7.97433,8.61356,9.161,um,Surface,BoundingBoxOO Length,207,1000226467,257314,
10.2647,10.7273,12.8564,um,Surface,BoundingBoxOO Length,207,1000224463,257315,
9.36765,12.2659,12.8316,um,Surface,BoundingBoxOO Length,207,1000249926,257316,
10.4228,10.0133,10.3256,um,Surface,BoundingBoxOO Length,207,1000226759,257317,
6.96406,8.17132,8.12945,um,Surface,BoundingBoxOO Length,207,1000228485,257318,
5.41815,8.11577,9.05591,um,Surface,BoundingBoxOO Length,207,1000224465,257319,
10.7284,11.4919,12.6207,um,Surface,BoundingBoxOO Length,207,1000224458,257320,
4.9907,5.36624,7.40162,um,Surface,BoundingBoxOO Length,207,1000238256,257321,
8.0268,11.9594,18.8739,um,Surface,BoundingBoxOO Length,207,1000224466,257322,
5.39112,8.49849,9.57552,um,Surface,BoundingBoxOO Length,207,1000224468,257323,
11.2927,11.8952,13.0478,um,Surface,BoundingBoxOO Length,207,1000241014,257324,
5.50467,6.65845,8.53723,um,Surface,BoundingBoxOO Length,207,1000224701,257325,
6.99329,7.51422,13.1241,um,Surface,BoundingBoxOO Length,207,1000238432,257326,
11.1257,11.6821,12.4697,um,Surface,BoundingBoxOO Length,207,1000224474,257327,
9.60229,9.68811,12.5834,um,Surface,BoundingBoxOO Length,207,1000225621,257328,
9.64601,10.2307,10.5642,um,Surface,BoundingBoxOO Length,207,1000224473,257329,
7.90742,8.67236,11.0003,um,Surface,BoundingBoxOO Length,207,1000241552,257330,
8.52098,9.54765,12.4893,um,Surface,BoundingBoxOO Length,207,1000243967,257331,
11.0632,14.3778,15.1581,um,Surface,BoundingBoxOO Length,207,1000227400,257332,
7.57968,9.49562,9.57197,um,Surface,BoundingBoxOO Length,207,1000257204,257333,
7.18619,10.586,16.6275,um,Surface,BoundingBoxOO Length,207,1000224483,257334,
8.99226,9.69875,11.0466,um,Surface,BoundingBoxOO Length,207,1000224486,257335,
10.0211,10.4506,11.5628,um,Surface,BoundingBoxOO Length,207,1000226044,257336,
10.7594,10.9654,11.8526,um,Surface,BoundingBoxOO Length,207,1000241906,257337,
6.68773,7.87395,15.5943,um,Surface,BoundingBoxOO Length,207,1000236085,257338,
8.31762,9.27025,9.62663,um,Surface,BoundingBoxOO Length,207,1000234024,257339,
5.23263,5.68813,7.27806,um,Surface,BoundingBoxOO Length,207,1000239472,257340,
6.28507,8.49096,8.64913,um,Surface,BoundingBoxOO Length,207,1000238294,257341,
5.61339,6.2744,9.72058,um,Surface,BoundingBoxOO Length,207,1000252419,257342,
6.46174,6.62777,8.81016,um,Surface,BoundingBoxOO Length,207,1000224481,257343,
5.6275,7.22742,8.78316,um,Surface,BoundingBoxOO Length,207,1000224488,257344,
9.21276,9.73761,13.8182,um,Surface,BoundingBoxOO Length,207,1000257345,257345,
9.41336,9.3925,10.8286,um,Surface,BoundingBoxOO Length,207,1000243664,257346,
7.77045,8.41278,10.6406,um,Surface,BoundingBoxOO Length,207,1000235919,257347,
7.43809,8.30221,15.4907,um,Surface,BoundingBoxOO Length,207,1000253792,257348,
6.16156,7.12107,10.0175,um,Surface,BoundingBoxOO Length,207,1000254226,257349,
6.87847,9.16934,14.2664,um,Surface,BoundingBoxOO Length,207,1000240703,257350,
11.1176,13.7986,14.4041,um,Surface,BoundingBoxOO Length,207,1000230629,257351,
10.376,10.5642,19.5665,um,Surface,BoundingBoxOO Length,207,1000227233,257352,
3.6611,6.31332,11.6602,um,Surface,BoundingBoxOO Length,207,1000256074,257353,
6.62422,7.44516,9.20993,um,Surface,BoundingBoxOO Length,207,1000255934,257354,
5.81515,6.47572,12.774,um,Surface,BoundingBoxOO Length,207,1000231813,257355,
4.32181,4.87652,7.50715,um,Surface,BoundingBoxOO Length,207,1000224501,257356,
13.6782,13.485,13.939,um,Surface,BoundingBoxOO Length,207,1000224505,257357,
8.86297,8.93757,10.3627,um,Surface,BoundingBoxOO Length,207,1000250439,257358,
9.94569,9.99239,10.3136,um,Surface,BoundingBoxOO Length,207,1000226074,257359,
7.73545,13.2562,21.456,um,Surface,BoundingBoxOO Length,207,1000244837,257360,
7.18003,8.84049,9.16147,um,Surface,BoundingBoxOO Length,207,1000226515,257361,
3.58292,6.92964,7.51379,um,Surface,BoundingBoxOO Length,207,1000252001,257362,
9.05544,10.1976,11.7963,um,Surface,BoundingBoxOO Length,207,1000224513,257363,
7.34887,7.31221,12.0403,um,Surface,BoundingBoxOO Length,207,1000228532,257364,
5.67767,7.56255,13.1312,um,Surface,BoundingBoxOO Length,207,1000236626,257365,
6.96964,8.88491,18.0331,um,Surface,BoundingBoxOO Length,207,1000226826,257366,
9.23137,11.0315,12.5054,um,Surface,BoundingBoxOO Length,207,1000224522,257367,
8.64899,9.83512,10.3707,um,Surface,BoundingBoxOO Length,207,1000224507,257368,
10.4276,10.4606,13.5622,um,Surface,BoundingBoxOO Length,207,1000251530,257369,
6.44629,8.22011,8.6112,um,Surface,BoundingBoxOO Length,207,1000224512,257370,
4.99225,5.79111,8.3009,um,Surface,BoundingBoxOO Length,207,1000256620,257371,
10.0844,11.4115,12.3587,um,Surface,BoundingBoxOO Length,207,1000224518,257372,
8.2074,8.92454,10.9533,um,Surface,BoundingBoxOO Length,207,1000234078,257373,
7.15256,7.23912,9.05377,um,Surface,BoundingBoxOO Length,207,1000224511,257374,
9.96923,12.2301,19.1161,um,Surface,BoundingBoxOO Length,207,1000224524,257375,
10.293,11.1272,16.2542,um,Surface,BoundingBoxOO Length,207,1000224506,257376,
6.17641,8.95876,9.54549,um,Surface,BoundingBoxOO Length,207,1000224525,257377,
9.15495,12.301,16.919,um,Surface,BoundingBoxOO Length,207,1000238489,257378,
5.94291,8.59028,8.70253,um,Surface,BoundingBoxOO Length,207,1000224543,257379,
9.65464,10.6857,11.5278,um,Surface,BoundingBoxOO Length,207,1000224517,257380,
9.75892,12.1521,12.9078,um,Surface,BoundingBoxOO Length,207,1000224526,257381,
7.96702,9.23611,9.866,um,Surface,BoundingBoxOO Length,207,1000224534,257382,
6.33815,6.65098,9.65707,um,Surface,BoundingBoxOO Length,207,1000224527,257383,
9.57868,10.0402,10.5597,um,Surface,BoundingBoxOO Length,207,1000224533,257384,
10.815,11.1533,12.0828,um,Surface,BoundingBoxOO Length,207,1000250170,257385,
3.97232,6.28835,7.60016,um,Surface,BoundingBoxOO Length,207,1000255008,257386,
6.72703,7.31671,7.78976,um,Surface,BoundingBoxOO Length,207,1000245053,257387,
6.86243,7.36435,9.71478,um,Surface,BoundingBoxOO Length,207,1000225028,257388,
10.7217,10.0923,12.2453,um,Surface,BoundingBoxOO Length,207,1000224535,257389,
6.42352,10.1207,14.7807,um,Surface,BoundingBoxOO Length,207,1000226406,257390,
9.69997,9.52095,11.2931,um,Surface,BoundingBoxOO Length,207,1000238683,257391,
4.80019,6.46417,7.76115,um,Surface,BoundingBoxOO Length,207,1000224537,257392,
9.11856,10.287,11.6701,um,Surface,BoundingBoxOO Length,207,1000224539,257393,
4.93732,5.38332,8.08658,um,Surface,BoundingBoxOO Length,207,1000224549,257394,
8.42786,10.0282,11.2801,um,Surface,BoundingBoxOO Length,207,1000239718,257395,
9.86207,9.9712,10.0273,um,Surface,BoundingBoxOO Length,207,1000224541,257396,
6.92682,8.36375,16.8617,um,Surface,BoundingBoxOO Length,207,1000234294,257397,
10.2713,10.7545,10.468,um,Surface,BoundingBoxOO Length,207,1000224540,257398,
9.60195,12.4588,13.0322,um,Surface,BoundingBoxOO Length,207,1000235321,257399,
4.07456,6.69539,8.62412,um,Surface,BoundingBoxOO Length,207,1000224547,257400,
5.9994,10.6841,10.4418,um,Surface,BoundingBoxOO Length,207,1000252188,257401,
6.86939,7.62661,9.03559,um,Surface,BoundingBoxOO Length,207,1000224546,257402,
6.38539,6.02664,8.64202,um,Surface,BoundingBoxOO Length,207,1000224553,257403,
3.44133,6.56778,7.13325,um,Surface,BoundingBoxOO Length,207,1000248563,257404,
7.08162,7.7191,8.25167,um,Surface,BoundingBoxOO Length,207,1000234804,257405,
3.78982,5.91487,8.47673,um,Surface,BoundingBoxOO Length,207,1000226574,257406,
10.3537,9.93016,11.5347,um,Surface,BoundingBoxOO Length,207,1000244239,257407,
4.95784,6.89939,8.81156,um,Surface,BoundingBoxOO Length,207,1000224905,257408,
8.30482,11.618,15.0867,um,Surface,BoundingBoxOO Length,207,1000251125,257409,
5.14382,5.21605,5.3109,um,Surface,BoundingBoxOO Length,207,1000225444,257410,
6.2742,7.41796,9.10473,um,Surface,BoundingBoxOO Length,207,1000243383,257411,
13.0509,13.491,14.8315,um,Surface,BoundingBoxOO Length,207,1000252058,257412,
9.93856,10.9303,16.722,um,Surface,BoundingBoxOO Length,207,1000240984,257413,
9.21449,12.6068,15.6451,um,Surface,BoundingBoxOO Length,207,1000238387,257414,
8.595,8.6784,9.65047,um,Surface,BoundingBoxOO Length,207,1000240279,257415,
9.53686,9.81246,10.9763,um,Surface,BoundingBoxOO Length,207,1000224550,257416,
6.37844,6.48756,8.81758,um,Surface,BoundingBoxOO Length,207,1000224567,257417,
3.0704,5.66342,6.9846,um,Surface,BoundingBoxOO Length,207,1000246114,257418,
11.2463,11.9643,12.6986,um,Surface,BoundingBoxOO Length,207,1000248583,257419,
9.89933,12.211,19.8478,um,Surface,BoundingBoxOO Length,207,1000224560,257420,
5.16367,7.94452,8.77919,um,Surface,BoundingBoxOO Length,207,1000224558,257421,
6.19078,9.43065,10.2951,um,Surface,BoundingBoxOO Length,207,1000255599,257422,
9.438,10.9685,13.1436,um,Surface,BoundingBoxOO Length,207,1000224566,257423,
7.48938,8.16051,11.9415,um,Surface,BoundingBoxOO Length,207,1000224562,257424,
9.72437,10.297,14.0488,um,Surface,BoundingBoxOO Length,207,1000224559,257425,
11.4595,11.62,12.089,um,Surface,BoundingBoxOO Length,207,1000224568,257426,
5.10088,5.20591,6.47065,um,Surface,BoundingBoxOO Length,207,1000226740,257427,
6.4901,7.52359,10.9696,um,Surface,BoundingBoxOO Length,207,1000251299,257428,
7.96826,9.31619,16.7943,um,Surface,BoundingBoxOO Length,207,1000257304,257429,
4.16311,7.79943,11.5799,um,Surface,BoundingBoxOO Length,207,1000247113,257430,
9.68356,11.6059,12.6826,um,Surface,BoundingBoxOO Length,207,1000244079,257431,
6.59014,8.18211,8.11677,um,Surface,BoundingBoxOO Length,207,1000224940,257432,
10.3598,11.2263,14.8619,um,Surface,BoundingBoxOO Length,207,1000248436,257433,
4.85727,7.55826,8.37684,um,Surface,BoundingBoxOO Length,207,1000224814,257434,
6.34305,9.57861,12.344,um,Surface,BoundingBoxOO Length,207,1000250231,257435,
9.95416,10.374,11.0421,um,Surface,BoundingBoxOO Length,207,1000224574,257436,
10.3417,10.6221,12.2709,um,Surface,BoundingBoxOO Length,207,1000248444,257437,
5.19884,6.29569,8.09047,um,Surface,BoundingBoxOO Length,207,1000224575,257438,
7.97066,9.44606,12.5402,um,Surface,BoundingBoxOO Length,207,1000250532,257439,
5.42578,5.62632,8.13112,um,Surface,BoundingBoxOO Length,208,1000239472,257440,
5.70852,6.74681,10.1022,um,Surface,BoundingBoxOO Length,208,1000238294,257441,
10.632,10.5911,11.4972,um,Surface,BoundingBoxOO Length,208,1000241906,257442,
10.2982,10.6422,12.4495,um,Surface,BoundingBoxOO Length,208,1000226044,257443,
7.70056,8.48871,9.91976,um,Surface,BoundingBoxOO Length,208,1000224486,257444,
6.92236,8.46446,14.9654,um,Surface,BoundingBoxOO Length,208,1000236085,257445,
10.7941,13.3892,15.5245,um,Surface,BoundingBoxOO Length,208,1000227400,257446,
9.67064,8.47599,11.1558,um,Surface,BoundingBoxOO Length,208,1000257204,257447,
8.07175,9.96301,13.1291,um,Surface,BoundingBoxOO Length,208,1000241552,257448,
9.424,10.778,12.837,um,Surface,BoundingBoxOO Length,208,1000243967,257449,
10.9788,12.0557,12.1669,um,Surface,BoundingBoxOO Length,208,1000224474,257450,
9.74493,10.5849,11.3934,um,Surface,BoundingBoxOO Length,208,1000225621,257451,
10.484,10.5559,12.4688,um,Surface,BoundingBoxOO Length,208,1000224473,257452,
10.4201,12.0984,12.8806,um,Surface,BoundingBoxOO Length,208,1000241014,257453,
4.90218,6.5043,9.77793,um,Surface,BoundingBoxOO Length,208,1000238432,257454,
6.99228,10.7541,18.4931,um,Surface,BoundingBoxOO Length,208,1000224466,257455,
6.1906,8.57586,9.45574,um,Surface,BoundingBoxOO Length,208,1000224468,257456,
8.81648,10.2777,12.302,um,Surface,BoundingBoxOO Length,208,1000226759,257457,
7.24778,7.75129,8.73238,um,Surface,BoundingBoxOO Length,208,1000228485,257458,
6.02029,7.63316,8.93629,um,Surface,BoundingBoxOO Length,208,1000224465,257459,
10.0266,11.1627,12.1166,um,Surface,BoundingBoxOO Length,208,1000248284,257460,
10.8396,10.7576,13.0123,um,Surface,BoundingBoxOO Length,208,1000224458,257461,
5.82823,8.34858,10.041,um,Surface,BoundingBoxOO Length,208,1000226467,257462,
9.1998,10.4659,12.2336,um,Surface,BoundingBoxOO Length,208,1000224463,257463,
9.39977,10.3586,11.0008,um,Surface,BoundingBoxOO Length,208,1000249926,257464,
8.45104,8.9398,9.51874,um,Surface,BoundingBoxOO Length,208,1000234024,257465,
4.66487,5.62873,9.0515,um,Surface,BoundingBoxOO Length,208,1000253488,257466,
6.34277,6.89596,9.25884,um,Surface,BoundingBoxOO Length,208,1000224481,257467,
7.91712,9.76441,26.0707,um,Surface,BoundingBoxOO Length,208,1000224483,257468,
5.65869,5.79682,8.4306,um,Surface,BoundingBoxOO Length,208,1000254226,257469,
7.07679,6.7156,9.38821,um,Surface,BoundingBoxOO Length,208,1000224488,257470,
6.9226,8.40007,8.83591,um,Surface,BoundingBoxOO Length,208,1000252419,257471,
10.1248,10.356,15.08,um,Surface,BoundingBoxOO Length,208,1000227233,257472,
7.45547,8.76373,12.3492,um,Surface,BoundingBoxOO Length,208,1000253792,257473,
7.75629,9.1628,10.1116,um,Surface,BoundingBoxOO Length,208,1000235919,257474,
8.05974,9.68456,15.3191,um,Surface,BoundingBoxOO Length,208,1000240703,257475,
7.76574,10.5865,10.3029,um,Surface,BoundingBoxOO Length,208,1000243664,257476,
6.90588,7.90745,15.3924,um,Surface,BoundingBoxOO Length,208,1000255934,257477,
13.564,15.1155,21.0208,um,Surface,BoundingBoxOO Length,208,1000257345,257478,
9.32226,7.76346,11.0968,um,Surface,BoundingBoxOO Length,208,1000231813,257479,
7.58761,9.39,9.54875,um,Surface,BoundingBoxOO Length,208,1000250439,257480,
7.63762,8.35931,24.8523,um,Surface,BoundingBoxOO Length,208,1000248831,257481,
12.1387,14.3603,14.7713,um,Surface,BoundingBoxOO Length,208,1000224505,257482,
7.53189,11.6984,22.707,um,Surface,BoundingBoxOO Length,208,1000244837,257483,
4.39647,8.24721,12.0863,um,Surface,BoundingBoxOO Length,208,1000249175,257484,
9.41759,10.3497,10.4916,um,Surface,BoundingBoxOO Length,208,1000226074,257485,
6.19715,8.94108,9.75379,um,Surface,BoundingBoxOO Length,208,1000226515,257486,
8.94394,10.3146,12.356,um,Surface,BoundingBoxOO Length,208,1000224513,257487,
6.18783,9.56306,9.66329,um,Surface,BoundingBoxOO Length,208,1000252001,257488,
6.21519,8.22997,10.3561,um,Surface,BoundingBoxOO Length,208,1000224512,257489,
8.68034,8.89987,13.6824,um,Surface,BoundingBoxOO Length,208,1000236626,257490,
10.5024,11.663,12.5414,um,Surface,BoundingBoxOO Length,208,1000251530,257491,
7.74193,6.85498,12.356,um,Surface,BoundingBoxOO Length,208,1000228532,257492,
7.60531,8.94809,14.9104,um,Surface,BoundingBoxOO Length,208,1000226826,257493,
8.96972,9.24204,9.84687,um,Surface,BoundingBoxOO Length,208,1000224522,257494,
8.33794,9.57227,9.4514,um,Surface,BoundingBoxOO Length,208,1000224507,257495,
4.94426,5.74392,7.92056,um,Surface,BoundingBoxOO Length,208,1000256620,257496,
8.92585,9.43168,10.0905,um,Surface,BoundingBoxOO Length,208,1000234078,257497,
9.78245,10.254,12.3906,um,Surface,BoundingBoxOO Length,208,1000224518,257498,
11.0119,11.3133,15.9269,um,Surface,BoundingBoxOO Length,208,1000224524,257499,
11.6619,13.114,14.809,um,Surface,BoundingBoxOO Length,208,1000224506,257500,
5.65528,8.69578,8.76327,um,Surface,BoundingBoxOO Length,208,1000224525,257501,
10.2865,10.7052,10.6722,um,Surface,BoundingBoxOO Length,208,1000224517,257502,
6.64911,7.97129,8.56499,um,Surface,BoundingBoxOO Length,208,1000224527,257503,
9.82758,12.2333,15.8885,um,Surface,BoundingBoxOO Length,208,1000238489,257504,
6.88492,9.00239,9.23751,um,Surface,BoundingBoxOO Length,208,1000224543,257505,
