
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,TrackID,ID,
10.6274,17.7123,12.6,um,Surface,BoundingBoxAA Length,68,1000224514,235109,
14.1698,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000224517,235110,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224511,235111,
21.2548,17.7124,14.7,um,Surface,BoundingBoxAA Length,68,1000224516,235112,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000224518,235113,
14.1699,17.7123,15.75,um,Surface,BoundingBoxAA Length,68,1000224771,235114,
14.1699,21.2548,15.75,um,Surface,BoundingBoxAA Length,68,1000226081,235115,
21.2548,17.7123,9.45,um,Surface,BoundingBoxAA Length,68,1000229855,235116,
14.1698,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224522,235117,
21.2548,28.3398,9.45,um,Surface,BoundingBoxAA Length,68,1000224509,235118,
14.1698,17.7123,11.55,um,Surface,BoundingBoxAA Length,68,1000224524,235119,
14.1698,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000224520,235120,
14.1699,17.7124,13.65,um,Surface,BoundingBoxAA Length,68,1000224525,235121,
17.7123,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224523,235122,
14.1698,17.7123,12.6,um,Surface,BoundingBoxAA Length,68,1000227755,235123,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224531,235124,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000226996,235125,
14.1699,10.6274,13.65,um,Surface,BoundingBoxAA Length,68,1000224528,235126,
14.1699,10.6274,12.6,um,Surface,BoundingBoxAA Length,68,1000225970,235127,
10.6274,14.1698,11.55,um,Surface,BoundingBoxAA Length,68,1000225699,235128,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224526,235129,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000224533,235130,
10.6274,14.1698,12.6,um,Surface,BoundingBoxAA Length,68,1000224535,235131,
10.6274,14.1699,14.7,um,Surface,BoundingBoxAA Length,68,1000224529,235132,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000224532,235133,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,68,1000224527,235134,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000226120,235135,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000224530,235136,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224519,235137,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000226406,235138,
14.1699,14.1698,12.6,um,Surface,BoundingBoxAA Length,68,1000224534,235139,
14.1698,14.1699,14.7,um,Surface,BoundingBoxAA Length,68,1000224539,235140,
10.6274,14.1699,15.75,um,Surface,BoundingBoxAA Length,68,1000234804,235141,
10.6274,14.1699,10.5,um,Surface,BoundingBoxAA Length,68,1000224905,235142,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224538,235143,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000225028,235144,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224540,235145,
10.6274,14.1698,11.55,um,Surface,BoundingBoxAA Length,68,1000224541,235146,
17.7124,14.1698,12.6,um,Surface,BoundingBoxAA Length,68,1000224536,235147,
14.1698,17.7123,11.55,um,Surface,BoundingBoxAA Length,68,1000224537,235148,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,68,1000224546,235149,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224543,235150,
17.7123,17.7123,12.6,um,Surface,BoundingBoxAA Length,68,1000224549,235151,
14.1699,10.6274,13.65,um,Surface,BoundingBoxAA Length,68,1000224548,235152,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224544,235153,
14.1699,10.6274,10.5,um,Surface,BoundingBoxAA Length,68,1000229407,235154,
10.6274,17.7123,9.45,um,Surface,BoundingBoxAA Length,68,1000224550,235155,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000226574,235156,
7.08492,10.6274,9.45,um,Surface,BoundingBoxAA Length,68,1000224552,235157,
14.1698,7.08493,11.55,um,Surface,BoundingBoxAA Length,68,1000224553,235158,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,68,1000224547,235159,
10.6274,21.2548,10.5,um,Surface,BoundingBoxAA Length,68,1000234294,235160,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224562,235161,
10.6274,10.6274,7.35,um,Surface,BoundingBoxAA Length,68,1000224551,235162,
21.2548,17.7123,8.4,um,Surface,BoundingBoxAA Length,68,1000224554,235163,
14.1699,14.1698,11.55,um,Surface,BoundingBoxAA Length,68,1000225444,235164,
17.7123,17.7123,16.8,um,Surface,BoundingBoxAA Length,68,1000224555,235165,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224556,235166,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224542,235167,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224798,235168,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224557,235169,
14.1698,17.7123,12.6,um,Surface,BoundingBoxAA Length,68,1000224561,235170,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224558,235171,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224566,235172,
10.6274,14.1699,10.5,um,Surface,BoundingBoxAA Length,68,1000224565,235173,
14.1699,10.6274,10.5,um,Surface,BoundingBoxAA Length,68,1000224560,235174,
14.1699,14.1699,10.5,um,Surface,BoundingBoxAA Length,68,1000224805,235175,
14.1699,14.1698,13.65,um,Surface,BoundingBoxAA Length,68,1000224563,235176,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224570,235177,
14.1698,14.1699,10.5,um,Surface,BoundingBoxAA Length,68,1000224567,235178,
24.7973,24.7972,12.6,um,Surface,BoundingBoxAA Length,68,1000224802,235179,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000232264,235180,
14.1699,14.1699,14.7,um,Surface,BoundingBoxAA Length,68,1000224559,235181,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,68,1000226740,235182,
14.1699,14.1699,8.4,um,Surface,BoundingBoxAA Length,68,1000224564,235183,
14.1699,17.7123,12.6,um,Surface,BoundingBoxAA Length,68,1000224814,235184,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,68,1000224569,235185,
14.1698,14.1699,16.8,um,Surface,BoundingBoxAA Length,68,1000224568,235186,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,68,1000224571,235187,
14.1699,10.6274,12.6,um,Surface,BoundingBoxAA Length,68,1000224572,235188,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224573,235189,
14.1699,17.7123,15.75,um,Surface,BoundingBoxAA Length,68,1000224940,235190,
14.1699,17.7123,10.5,um,Surface,BoundingBoxAA Length,68,1000224693,235191,
21.2548,14.1699,10.5,um,Surface,BoundingBoxAA Length,68,1000225475,235192,
17.7123,17.7123,11.55,um,Surface,BoundingBoxAA Length,68,1000227057,235193,
14.1699,14.1699,9.45,um,Surface,BoundingBoxAA Length,68,1000227515,235194,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000224574,235195,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,68,1000229769,235196,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,68,1000234508,235197,
14.1699,17.7123,14.7,um,Surface,BoundingBoxAA Length,68,1000224575,235198,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224464,235199,
14.1699,17.7123,13.65,um,Surface,BoundingBoxAA Length,69,1000224467,235200,
28.3397,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000226467,235201,
14.1699,14.1699,14.7,um,Surface,BoundingBoxAA Length,69,1000224470,235202,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224465,235203,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224466,235204,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,69,1000224459,235205,
14.1699,24.7973,7.35,um,Surface,BoundingBoxAA Length,69,1000224458,235206,
17.7123,14.1699,14.7,um,Surface,BoundingBoxAA Length,69,1000224463,235207,
14.1699,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000224461,235208,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224460,235209,
14.1699,14.1698,11.55,um,Surface,BoundingBoxAA Length,69,1000224462,235210,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000228809,235211,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,69,1000225091,235212,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224701,235213,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000228485,235214,
14.1699,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000224468,235215,
14.1699,17.7123,13.65,um,Surface,BoundingBoxAA Length,69,1000226759,235216,
17.7123,10.6274,13.65,um,Surface,BoundingBoxAA Length,69,1000224469,235217,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224473,235218,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000225210,235219,
17.7124,21.2548,17.85,um,Surface,BoundingBoxAA Length,69,1000234024,235220,
10.6274,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224477,235221,
14.1699,14.1698,13.65,um,Surface,BoundingBoxAA Length,69,1000224472,235222,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000225621,235223,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,69,1000224480,235224,
10.6274,14.1698,11.55,um,Surface,BoundingBoxAA Length,69,1000224486,235225,
21.2548,17.7123,9.45,um,Surface,BoundingBoxAA Length,69,1000224475,235226,
14.1698,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000229314,235227,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224478,235228,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224483,235229,
10.6274,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000226336,235230,
17.7123,17.7124,13.65,um,Surface,BoundingBoxAA Length,69,1000224476,235231,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224474,235232,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,69,1000224484,235233,
10.6274,14.1699,8.4,um,Surface,BoundingBoxAA Length,69,1000229808,235234,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000230137,235235,
10.6274,17.7123,12.6,um,Surface,BoundingBoxAA Length,69,1000224481,235236,
17.7124,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000232319,235237,
10.6274,14.1698,13.65,um,Surface,BoundingBoxAA Length,69,1000227400,235238,
14.1698,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224482,235239,
14.1699,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000231813,235240,
14.1698,10.6274,13.65,um,Surface,BoundingBoxAA Length,69,1000224840,235241,
10.6274,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000224491,235242,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000226044,235243,
17.7123,17.7124,9.45,um,Surface,BoundingBoxAA Length,69,1000224489,235244,
14.1699,17.7123,12.6,um,Surface,BoundingBoxAA Length,69,1000224490,235245,
14.1698,14.1698,10.5,um,Surface,BoundingBoxAA Length,69,1000224488,235246,
21.2548,21.2548,14.7,um,Surface,BoundingBoxAA Length,69,1000227233,235247,
14.1699,14.1698,11.55,um,Surface,BoundingBoxAA Length,69,1000224485,235248,
14.1699,14.1699,15.75,um,Surface,BoundingBoxAA Length,69,1000231654,235249,
17.7124,31.8822,12.6,um,Surface,BoundingBoxAA Length,69,1000225093,235250,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000230629,235251,
14.1699,21.2548,14.7,um,Surface,BoundingBoxAA Length,69,1000224487,235252,
14.1699,17.7123,13.65,um,Surface,BoundingBoxAA Length,69,1000225660,235253,
10.6274,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000224494,235254,
17.7123,17.7124,12.6,um,Surface,BoundingBoxAA Length,69,1000224502,235255,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224495,235256,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224493,235257,
17.7123,14.1698,13.65,um,Surface,BoundingBoxAA Length,69,1000224505,235258,
10.6274,14.1698,11.55,um,Surface,BoundingBoxAA Length,69,1000226074,235259,
17.7123,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000224496,235260,
17.7123,24.7973,10.5,um,Surface,BoundingBoxAA Length,69,1000224492,235261,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000228208,235262,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224506,235263,
21.2548,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224510,235264,
14.1699,17.7123,12.6,um,Surface,BoundingBoxAA Length,69,1000224504,235265,
10.6274,10.6274,13.65,um,Surface,BoundingBoxAA Length,69,1000226826,235266,
10.6274,10.6274,10.5,um,Surface,BoundingBoxAA Length,69,1000224508,235267,
17.7123,14.1699,18.9,um,Surface,BoundingBoxAA Length,69,1000224521,235268,
7.08497,17.7123,8.4,um,Surface,BoundingBoxAA Length,69,1000224500,235269,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224501,235270,
14.1698,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000226515,235271,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224512,235272,
14.1699,17.7124,12.6,um,Surface,BoundingBoxAA Length,69,1000224503,235273,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224507,235274,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000228532,235275,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224514,235276,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000225008,235277,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000234078,235278,
10.6274,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000224517,235279,
10.6274,17.7123,12.6,um,Surface,BoundingBoxAA Length,69,1000224511,235280,
17.7123,17.7123,12.6,um,Surface,BoundingBoxAA Length,69,1000224515,235281,
17.7123,21.2548,12.6,um,Surface,BoundingBoxAA Length,69,1000224513,235282,
17.7123,28.3398,10.5,um,Surface,BoundingBoxAA Length,69,1000224509,235283,
17.7123,14.1699,14.7,um,Surface,BoundingBoxAA Length,69,1000224516,235284,
14.1699,21.2548,13.65,um,Surface,BoundingBoxAA Length,69,1000224771,235285,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224518,235286,
17.7123,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224523,235287,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000226081,235288,
21.2548,14.1699,9.45,um,Surface,BoundingBoxAA Length,69,1000229855,235289,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224522,235290,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224528,235291,
14.1698,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224524,235292,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224520,235293,
17.7123,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224525,235294,
14.1699,17.7123,12.6,um,Surface,BoundingBoxAA Length,69,1000224531,235295,
14.1698,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000227755,235296,
14.1698,21.2548,12.6,um,Surface,BoundingBoxAA Length,69,1000226996,235297,
14.1699,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000225970,235298,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000225699,235299,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224527,235300,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224526,235301,
10.6274,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000224534,235302,
10.6274,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224533,235303,
10.6274,14.1698,11.55,um,Surface,BoundingBoxAA Length,69,1000224535,235304,
10.6274,17.7124,13.65,um,Surface,BoundingBoxAA Length,69,1000224529,235305,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224532,235306,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000226120,235307,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000226406,235308,
14.1699,17.7123,11.55,um,Surface,BoundingBoxAA Length,69,1000224519,235309,
10.6274,14.1699,14.7,um,Surface,BoundingBoxAA Length,69,1000224530,235310,
10.6274,17.7123,12.6,um,Surface,BoundingBoxAA Length,69,1000225028,235311,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224905,235312,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224538,235313,
17.7124,14.1698,12.6,um,Surface,BoundingBoxAA Length,69,1000224536,235314,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224539,235315,
14.1698,14.1698,11.55,um,Surface,BoundingBoxAA Length,69,1000224537,235316,
10.6274,10.6274,15.75,um,Surface,BoundingBoxAA Length,69,1000234804,235317,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224540,235318,
17.7123,14.1699,8.4,um,Surface,BoundingBoxAA Length,69,1000224549,235319,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224541,235320,
14.1699,17.7123,13.65,um,Surface,BoundingBoxAA Length,69,1000235321,235321,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224548,235322,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224543,235323,
17.7123,14.1699,9.45,um,Surface,BoundingBoxAA Length,69,1000224544,235324,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224546,235325,
14.1699,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000224550,235326,
10.6274,10.6274,8.4,um,Surface,BoundingBoxAA Length,69,1000224552,235327,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000226574,235328,
17.7123,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000229407,235329,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000234294,235330,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224547,235331,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224798,235332,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224562,235333,
21.2548,17.7123,11.55,um,Surface,BoundingBoxAA Length,69,1000224554,235334,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000225444,235335,
17.7123,17.7123,15.75,um,Surface,BoundingBoxAA Length,69,1000224555,235336,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224556,235337,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224542,235338,
10.6274,10.6274,8.4,um,Surface,BoundingBoxAA Length,69,1000224551,235339,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,69,1000224563,235340,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224557,235341,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224558,235342,
10.6274,17.7123,11.55,um,Surface,BoundingBoxAA Length,69,1000224561,235343,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224566,235344,
10.6274,10.6274,10.5,um,Surface,BoundingBoxAA Length,69,1000224560,235345,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224805,235346,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,69,1000224570,235347,
28.3397,24.7972,14.7,um,Surface,BoundingBoxAA Length,69,1000224802,235348,
14.1699,14.1699,10.5,um,Surface,BoundingBoxAA Length,69,1000224567,235349,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224565,235350,
7.08493,10.6274,10.5,um,Surface,BoundingBoxAA Length,69,1000232264,235351,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000224559,235352,
7.08493,10.6274,9.45,um,Surface,BoundingBoxAA Length,69,1000224674,235353,
14.1699,14.1698,11.55,um,Surface,BoundingBoxAA Length,69,1000226740,235354,
10.6274,14.1699,9.45,um,Surface,BoundingBoxAA Length,69,1000224564,235355,
14.1699,17.7123,13.65,um,Surface,BoundingBoxAA Length,69,1000224940,235356,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224569,235357,
14.1699,17.7123,10.5,um,Surface,BoundingBoxAA Length,69,1000224814,235358,
10.6274,14.1699,15.75,um,Surface,BoundingBoxAA Length,69,1000224568,235359,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224571,235360,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000224572,235361,
14.1698,17.7123,11.55,um,Surface,BoundingBoxAA Length,69,1000224573,235362,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224693,235363,
14.1699,10.6274,9.45,um,Surface,BoundingBoxAA Length,69,1000225475,235364,
21.2548,17.7123,11.55,um,Surface,BoundingBoxAA Length,69,1000227057,235365,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000227515,235366,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,69,1000224574,235367,
14.1699,10.6274,11.55,um,Surface,BoundingBoxAA Length,69,1000229769,235368,
17.7123,14.1699,13.65,um,Surface,BoundingBoxAA Length,69,1000234508,235369,
17.7123,17.7123,15.75,um,Surface,BoundingBoxAA Length,69,1000224575,235370,
14.1699,17.7124,13.65,um,Surface,BoundingBoxAA Length,70,1000225210,235371,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000228485,235372,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,70,1000226759,235373,
14.1699,14.1698,12.6,um,Surface,BoundingBoxAA Length,70,1000224468,235374,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,70,1000224464,235375,
14.1699,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000224469,235376,
24.7973,14.1699,12.6,um,Surface,BoundingBoxAA Length,70,1000226467,235377,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,70,1000224467,235378,
14.1698,14.1699,14.7,um,Surface,BoundingBoxAA Length,70,1000224470,235379,
14.1699,14.1699,13.65,um,Surface,BoundingBoxAA Length,70,1000224466,235380,
14.1699,14.1699,14.7,um,Surface,BoundingBoxAA Length,70,1000224465,235381,
10.6274,38.9671,7.35,um,Surface,BoundingBoxAA Length,70,1000224458,235382,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000224459,235383,
10.6274,17.7123,14.7,um,Surface,BoundingBoxAA Length,70,1000224463,235384,
14.1699,14.1699,10.5,um,Surface,BoundingBoxAA Length,70,1000224461,235385,
10.6274,17.7124,10.5,um,Surface,BoundingBoxAA Length,70,1000224460,235386,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,70,1000224462,235387,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000228809,235388,
10.6274,14.1699,9.45,um,Surface,BoundingBoxAA Length,70,1000227528,235389,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,70,1000225091,235390,
10.6274,14.1699,13.65,um,Surface,BoundingBoxAA Length,70,1000224473,235391,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000224701,235392,
17.7124,21.2548,16.8,um,Surface,BoundingBoxAA Length,70,1000234024,235393,
7.08491,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000224477,235394,
14.1699,14.1699,12.6,um,Surface,BoundingBoxAA Length,70,1000225621,235395,
17.7123,14.1698,11.55,um,Surface,BoundingBoxAA Length,70,1000224472,235396,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,70,1000224480,235397,
14.1699,14.1698,12.6,um,Surface,BoundingBoxAA Length,70,1000224486,235398,
17.7123,21.2548,9.45,um,Surface,BoundingBoxAA Length,70,1000224475,235399,
14.1698,14.1699,13.65,um,Surface,BoundingBoxAA Length,70,1000229314,235400,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000224478,235401,
17.7123,21.2548,14.7,um,Surface,BoundingBoxAA Length,70,1000224476,235402,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,70,1000226336,235403,
14.1699,17.7123,13.65,um,Surface,BoundingBoxAA Length,70,1000224474,235404,
14.1699,10.6274,12.6,um,Surface,BoundingBoxAA Length,70,1000224481,235405,
17.7124,10.6274,10.5,um,Surface,BoundingBoxAA Length,70,1000232319,235406,
14.1698,14.1698,13.65,um,Surface,BoundingBoxAA Length,70,1000227400,235407,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,70,1000229808,235408,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,70,1000224483,235409,
14.1698,10.6274,12.6,um,Surface,BoundingBoxAA Length,70,1000224840,235410,
10.6274,14.1699,10.5,um,Surface,BoundingBoxAA Length,70,1000226044,235411,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000224491,235412,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,70,1000230137,235413,
14.1698,10.6274,9.45,um,Surface,BoundingBoxAA Length,70,1000224488,235414,
17.7123,14.1699,13.65,um,Surface,BoundingBoxAA Length,70,1000224482,235415,
10.6274,10.6274,12.6,um,Surface,BoundingBoxAA Length,70,1000231813,235416,
10.6274,10.6274,10.5,um,Surface,BoundingBoxAA Length,70,1000224485,235417,
21.2548,21.2548,9.45,um,Surface,BoundingBoxAA Length,70,1000224489,235418,
17.7123,21.2548,13.65,um,Surface,BoundingBoxAA Length,70,1000224487,235419,
17.7123,17.7123,13.65,um,Surface,BoundingBoxAA Length,70,1000224490,235420,
21.2548,21.2548,16.8,um,Surface,BoundingBoxAA Length,70,1000227233,235421,
14.1698,14.1699,12.6,um,Surface,BoundingBoxAA Length,70,1000224493,235422,
10.6274,14.1699,9.45,um,Surface,BoundingBoxAA Length,70,1000231654,235423,
10.6274,14.1699,12.6,um,Surface,BoundingBoxAA Length,70,1000230629,235424,
14.1699,28.3397,11.55,um,Surface,BoundingBoxAA Length,70,1000225093,235425,
14.1699,17.7123,11.55,um,Surface,BoundingBoxAA Length,70,1000225660,235426,
10.6274,10.6274,11.55,um,Surface,BoundingBoxAA Length,70,1000224494,235427,
17.7123,17.7124,12.6,um,Surface,BoundingBoxAA Length,70,1000224502,235428,
10.6274,14.1699,11.55,um,Surface,BoundingBoxAA Length,70,1000224495,235429,
21.2548,21.2548,11.55,um,Surface,BoundingBoxAA Length,70,1000224496,235430,
14.1699,17.7123,13.65,um,Surface,BoundingBoxAA Length,70,1000224504,235431,
