
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,TrackID,ID,
148.115,82.6081,-985.514,um,Surface,Ellipsoid Axis B,106,1000224467,241536,
230.334,-972.156,43.1179,um,Surface,Ellipsoid Axis B,106,1000226759,241537,
187.411,42.6552,-981.355,um,Surface,Ellipsoid Axis B,106,1000224468,241538,
814.509,577.223,58.2015,um,Surface,Ellipsoid Axis B,106,1000224470,241539,
242.646,-916.251,-318.758,um,Surface,Ellipsoid Axis B,106,1000224466,241540,
-413.745,-459.05,786.185,um,Surface,Ellipsoid Axis B,106,1000224465,241541,
289.882,-947.994,-131.439,um,Surface,Ellipsoid Axis B,106,1000224458,241542,
70.3761,297.537,952.113,um,Surface,Ellipsoid Axis B,106,1000238256,241543,
-281.422,-865.79,-413.775,um,Surface,Ellipsoid Axis B,106,1000226467,241544,
-401.917,-26.9207,-915.28,um,Surface,Ellipsoid Axis B,106,1000241014,241545,
-190.168,-919.848,-343.097,um,Surface,Ellipsoid Axis B,106,1000224461,241546,
390.836,-225.995,892.286,um,Surface,Ellipsoid Axis B,106,1000224463,241547,
87.1187,-80.9193,992.906,um,Surface,Ellipsoid Axis B,106,1000224460,241548,
490.771,-107.295,-864.657,um,Surface,Ellipsoid Axis B,106,1000224462,241549,
90.6846,-687.403,-720.592,um,Surface,Ellipsoid Axis B,106,1000228809,241550,
-4.53056e-08,-741.714,-670.716,um,Surface,Ellipsoid Axis B,106,1000225091,241551,
2.99215e-08,858.218,513.285,um,Surface,Ellipsoid Axis B,106,1000241552,241552,
-285.253,-195.407,938.321,um,Surface,Ellipsoid Axis B,106,1000225621,241553,
-1.04567e-08,-363.428,931.622,um,Surface,Ellipsoid Axis B,106,1000236414,241554,
883.097,-69.2854,-464.046,um,Surface,Ellipsoid Axis B,106,1000224483,241555,
-96.095,-872.184,-479.647,um,Surface,Ellipsoid Axis B,106,1000224474,241556,
594.391,-782.635,184.882,um,Surface,Ellipsoid Axis B,106,1000224477,241557,
-33.3615,-855.349,516.978,um,Surface,Ellipsoid Axis B,106,1000234024,241558,
-377.563,-732.941,565.901,um,Surface,Ellipsoid Axis B,106,1000224478,241559,
-959.994,7.23111e-09,-280.021,um,Surface,Ellipsoid Axis B,106,1000227400,241560,
-161.607,-965.891,202.329,um,Surface,Ellipsoid Axis B,106,1000224480,241561,
1000,-2.50983e-05,-3.25943e-07,um,Surface,Ellipsoid Axis B,106,1000224486,241562,
-620.153,-678.323,-394.065,um,Surface,Ellipsoid Axis B,106,1000224475,241563,
306.608,922.41,-234.844,um,Surface,Ellipsoid Axis B,106,1000224476,241564,
669.481,728.394,-145.73,um,Surface,Ellipsoid Axis B,106,1000230137,241565,
269.854,92.777,-958.421,um,Surface,Ellipsoid Axis B,106,1000226336,241566,
60.4095,-359.686,-931.116,um,Surface,Ellipsoid Axis B,106,1000232319,241567,
833.476,59.665,549.325,um,Surface,Ellipsoid Axis B,106,1000224481,241568,
-831.274,218.363,511.176,um,Surface,Ellipsoid Axis B,106,1000236085,241569,
57.0368,-457.305,-887.479,um,Surface,Ellipsoid Axis B,106,1000226044,241570,
654.036,666.867,357.107,um,Surface,Ellipsoid Axis B,106,1000234726,241571,
70.3094,-150.915,986.043,um,Surface,Ellipsoid Axis B,106,1000224491,241572,
-63.2584,990.544,121.738,um,Surface,Ellipsoid Axis B,106,1000239472,241573,
-161.519,-3.13343,986.865,um,Surface,Ellipsoid Axis B,106,1000224485,241574,
-398.632,146.443,-905.344,um,Surface,Ellipsoid Axis B,106,1000224488,241575,
-648.802,700.453,297.358,um,Surface,Ellipsoid Axis B,106,1000227233,241576,
640.126,714.086,283.408,um,Surface,Ellipsoid Axis B,106,1000224489,241577,
375.893,-146.409,-915.024,um,Surface,Ellipsoid Axis B,106,1000229808,241578,
94.8289,-327.511,940.077,um,Surface,Ellipsoid Axis B,106,1000235919,241579,
-255.208,963.369,82.3964,um,Surface,Ellipsoid Axis B,106,1000230629,241580,
386.777,-440.009,-810.429,um,Surface,Ellipsoid Axis B,106,1000224487,241581,
78.8789,982.324,169.756,um,Surface,Ellipsoid Axis B,106,1000231813,241582,
37.8441,-289.296,956.491,um,Surface,Ellipsoid Axis B,106,1000229314,241583,
670.792,-701.957,-239.362,um,Surface,Ellipsoid Axis B,106,1000224482,241584,
600.972,578.093,551.944,um,Surface,Ellipsoid Axis B,106,1000224493,241585,
-172.444,831.774,-527.651,um,Surface,Ellipsoid Axis B,106,1000231654,241586,
493.715,399.237,-772.564,um,Surface,Ellipsoid Axis B,106,1000238294,241587,
39.0203,-845.864,-531.969,um,Surface,Ellipsoid Axis B,106,1000240703,241588,
293.113,-477.586,828.249,um,Surface,Ellipsoid Axis B,106,1000224510,241589,
286.074,-432.116,855.241,um,Surface,Ellipsoid Axis B,106,1000224502,241590,
-129.574,-742.343,-657.371,um,Surface,Ellipsoid Axis B,106,1000224495,241591,
34.7525,30.8544,-998.92,um,Surface,Ellipsoid Axis B,106,1000224505,241592,
684.643,722.362,97.2494,um,Surface,Ellipsoid Axis B,106,1000228532,241593,
596.794,-798.925,-74.53,um,Surface,Ellipsoid Axis B,106,1000224492,241594,
-706.104,-706.104,53.2519,um,Surface,Ellipsoid Axis B,106,1000224501,241595,
-484.54,358.404,797.977,um,Surface,Ellipsoid Axis B,106,1000224515,241596,
-32.0285,985.626,165.881,um,Surface,Ellipsoid Axis B,106,1000228208,241597,
324.26,-273.084,-905.694,um,Surface,Ellipsoid Axis B,106,1000226074,241598,
820.284,532.48,208.806,um,Surface,Ellipsoid Axis B,106,1000224508,241599,
48.4058,-586.833,-808.26,um,Surface,Ellipsoid Axis B,106,1000224496,241600,
-705.293,-705.263,-71.8809,um,Surface,Ellipsoid Axis B,106,1000224507,241601,
24.2647,-569.657,-821.524,um,Surface,Ellipsoid Axis B,106,1000224513,241602,
109.885,-876.491,468.709,um,Surface,Ellipsoid Axis B,106,1000224512,241603,
-871.427,402.905,279.789,um,Surface,Ellipsoid Axis B,106,1000226826,241604,
743.932,-563.41,-359.352,um,Surface,Ellipsoid Axis B,106,1000224506,241605,
940.172,91.9534,328.058,um,Surface,Ellipsoid Axis B,106,1000234078,241606,
717.041,-307.904,-625.337,um,Surface,Ellipsoid Axis B,106,1000226515,241607,
691.541,-714.083,108.892,um,Surface,Ellipsoid Axis B,106,1000225008,241608,
923.708,-283.248,257.943,um,Surface,Ellipsoid Axis B,106,1000224511,241609,
-225.939,-679.645,-697.879,um,Surface,Ellipsoid Axis B,106,1000224516,241610,
76.7816,321.366,943.837,um,Surface,Ellipsoid Axis B,106,1000224522,241611,
879.801,-398.643,-258.91,um,Surface,Ellipsoid Axis B,106,1000224518,241612,
654.052,85.5676,-751.595,um,Surface,Ellipsoid Axis B,106,1000238489,241613,
-58.8531,-109.645,992.227,um,Surface,Ellipsoid Axis B,106,1000224771,241614,
198.322,-878.653,434.324,um,Surface,Ellipsoid Axis B,106,1000224517,241615,
201.844,-934.808,-292.221,um,Surface,Ellipsoid Axis B,106,1000224514,241616,
450.619,-839.102,304.713,um,Surface,Ellipsoid Axis B,106,1000225970,241617,
137.66,-55.9369,-988.899,um,Surface,Ellipsoid Axis B,106,1000224520,241618,
-368.349,-706.313,604.517,um,Surface,Ellipsoid Axis B,106,1000237141,241619,
847.376,-524.7,-81.5131,um,Surface,Ellipsoid Axis B,106,1000238319,241620,
179.42,-10.6681,-983.715,um,Surface,Ellipsoid Axis B,106,1000229855,241621,
0.000407452,-1000,0.00682353,um,Surface,Ellipsoid Axis B,106,1000226996,241622,
989.693,-1.17896,143.202,um,Surface,Ellipsoid Axis B,106,1000224525,241623,
321.895,-898.156,-299.499,um,Surface,Ellipsoid Axis B,106,1000224531,241624,
158.046,-948.25,275.398,um,Surface,Ellipsoid Axis B,106,1000237992,241625,
-214.436,-859.904,463.23,um,Surface,Ellipsoid Axis B,106,1000227755,241626,
-410.576,308.582,-858.024,um,Surface,Ellipsoid Axis B,106,1000224524,241627,
-184.702,212.374,959.574,um,Surface,Ellipsoid Axis B,106,1000224528,241628,
179.524,-801.81,569.975,um,Surface,Ellipsoid Axis B,106,1000224535,241629,
164.393,-963.695,210.397,um,Surface,Ellipsoid Axis B,106,1000224526,241630,
610.801,736.03,291.861,um,Surface,Ellipsoid Axis B,106,1000224532,241631,
303.466,-642.231,-703.881,um,Surface,Ellipsoid Axis B,106,1000238332,241632,
-28.5946,-175.164,-984.124,um,Surface,Ellipsoid Axis B,106,1000224527,241633,
836.724,194.627,-511.873,um,Surface,Ellipsoid Axis B,106,1000238683,241634,
-634.714,485.697,601.03,um,Surface,Ellipsoid Axis B,106,1000224533,241635,
1000,-6.40308e-05,-1.74692e-06,um,Surface,Ellipsoid Axis B,106,1000224543,241636,
46.8775,-511.432,858.044,um,Surface,Ellipsoid Axis B,106,1000224529,241637,
588.346,-792.052,-162.796,um,Surface,Ellipsoid Axis B,106,1000234804,241638,
905.815,-422.398,32.8575,um,Surface,Ellipsoid Axis B,106,1000226406,241639,
452.966,884.759,109.653,um,Surface,Ellipsoid Axis B,106,1000224534,241640,
732.663,678.957,-47.1369,um,Surface,Ellipsoid Axis B,106,1000224530,241641,
-21.1196,-456.047,-889.705,um,Surface,Ellipsoid Axis B,106,1000226120,241642,
-226.71,-290.571,929.608,um,Surface,Ellipsoid Axis B,106,1000224539,241643,
-83.8555,816.878,-570.682,um,Surface,Ellipsoid Axis B,106,1000225028,241644,
8.69213,-217.374,976.05,um,Surface,Ellipsoid Axis B,106,1000224519,241645,
-225.074,-972.462,-60.5012,um,Surface,Ellipsoid Axis B,106,1000224905,241646,
372.788,479.203,-794.603,um,Surface,Ellipsoid Axis B,106,1000224538,241647,
968.552,-243.718,-50.0939,um,Surface,Ellipsoid Axis B,106,1000239718,241648,
863.401,-382.515,-328.969,um,Surface,Ellipsoid Axis B,106,1000235321,241649,
-9.97686e-10,-7.69925e-06,1000,um,Surface,Ellipsoid Axis B,106,1000225699,241650,
-413.688,-522.259,745.726,um,Surface,Ellipsoid Axis B,106,1000224537,241651,
111.08,1.72286,-993.81,um,Surface,Ellipsoid Axis B,106,1000224536,241652,
460.883,524.291,-716.035,um,Surface,Ellipsoid Axis B,106,1000224540,241653,
532.492,-154.094,832.29,um,Surface,Ellipsoid Axis B,106,1000224550,241654,
31.5867,-432.323,-901.166,um,Surface,Ellipsoid Axis B,106,1000224546,241655,
272.795,192.642,942.588,um,Surface,Ellipsoid Axis B,106,1000224541,241656,
855.287,515.867,48.6448,um,Surface,Ellipsoid Axis B,106,1000229407,241657,
281.494,-414.348,865.492,um,Surface,Ellipsoid Axis B,106,1000224549,241658,
-14.7243,55.4068,-998.355,um,Surface,Ellipsoid Axis B,106,1000224547,241659,
197.756,-518.656,-831.798,um,Surface,Ellipsoid Axis B,106,1000226574,241660,
1.93265e-05,7.46044e-05,1000,um,Surface,Ellipsoid Axis B,106,1000224544,241661,
708.4,697.494,108.034,um,Surface,Ellipsoid Axis B,106,1000238535,241662,
-1.12129e-08,965.139,261.739,um,Surface,Ellipsoid Axis B,106,1000224551,241663,
597.441,-50.194,800.34,um,Surface,Ellipsoid Axis B,106,1000224555,241664,
0.000165989,-3.00701e-12,1000,um,Surface,Ellipsoid Axis B,106,1000224553,241665,
-33.2527,-378.267,-925.099,um,Surface,Ellipsoid Axis B,106,1000234294,241666,
-37.8299,254.831,966.245,um,Surface,Ellipsoid Axis B,106,1000224798,241667,
-478.779,212.691,-851.782,um,Surface,Ellipsoid Axis B,106,1000225444,241668,
-129.986,53.4321,-990.075,um,Surface,Ellipsoid Axis B,106,1000224554,241669,
43.7016,-514.148,-856.588,um,Surface,Ellipsoid Axis B,106,1000240279,241670,
525.86,-818.997,-229.597,um,Surface,Ellipsoid Axis B,106,1000224556,241671,
540.15,-750.431,-380.909,um,Surface,Ellipsoid Axis B,106,1000224562,241672,
84.2613,-255.711,-963.074,um,Surface,Ellipsoid Axis B,106,1000238387,241673,
746.984,-27.4172,-664.276,um,Surface,Ellipsoid Axis B,106,1000224560,241674,
-454.202,-886.457,-88.8557,um,Surface,Ellipsoid Axis B,106,1000224565,241675,
-114.859,-988.058,102.709,um,Surface,Ellipsoid Axis B,106,1000224557,241676,
360.393,-106.936,-926.651,um,Surface,Ellipsoid Axis B,106,1000224563,241677,
852.263,-409.442,-325.586,um,Surface,Ellipsoid Axis B,106,1000224558,241678,
-511.836,-532.009,674.53,um,Surface,Ellipsoid Axis B,106,1000224567,241679,
940.441,-60.6868,-334.495,um,Surface,Ellipsoid Axis B,106,1000240984,241680,
99.8862,-13.3777,994.909,um,Surface,Ellipsoid Axis B,106,1000224566,241681,
-704.464,-704.399,-86.9054,um,Surface,Ellipsoid Axis B,106,1000224570,241682,
53.5042,-102.834,-993.259,um,Surface,Ellipsoid Axis B,106,1000224805,241683,
1000,-9.06556e-06,-4.74068e-18,um,Surface,Ellipsoid Axis B,106,1000232264,241684,
984.658,-139.631,104.651,um,Surface,Ellipsoid Axis B,106,1000226740,241685,
992.527,83.8176,-88.684,um,Surface,Ellipsoid Axis B,106,1000224802,241686,
-25.3873,266.329,963.548,um,Surface,Ellipsoid Axis B,106,1000224564,241687,
829.907,-494.23,258.824,um,Surface,Ellipsoid Axis B,106,1000224814,241688,
313.746,266.414,-911.365,um,Surface,Ellipsoid Axis B,106,1000224940,241689,
-530.583,96.0445,-842.174,um,Surface,Ellipsoid Axis B,106,1000224569,241690,
-110.442,-929.454,352.019,um,Surface,Ellipsoid Axis B,106,1000224568,241691,
135.823,-101.844,-985.485,um,Surface,Ellipsoid Axis B,106,1000224559,241692,
763.716,-619.504,-181.528,um,Surface,Ellipsoid Axis B,106,1000225475,241693,
-533.617,804.094,262.081,um,Surface,Ellipsoid Axis B,106,1000224571,241694,
-45.7969,-668.957,741.889,um,Surface,Ellipsoid Axis B,106,1000224573,241695,
-600.632,196.213,-775.075,um,Surface,Ellipsoid Axis B,106,1000224575,241696,
189.226,879.507,436.648,um,Surface,Ellipsoid Axis B,106,1000239432,241697,
369.586,928.875,-24.4173,um,Surface,Ellipsoid Axis B,106,1000227057,241698,
248.535,-709.805,659.096,um,Surface,Ellipsoid Axis B,106,1000224572,241699,
-1.0181e-10,-183.17,983.081,um,Surface,Ellipsoid Axis B,106,1000224574,241700,
-102.116,762.563,638.803,um,Surface,Ellipsoid Axis B,106,1000229769,241701,
901.871,118.365,415.473,um,Surface,Ellipsoid Axis B,106,1000234508,241702,
662.506,269.687,698.824,um,Surface,Ellipsoid Axis B,106,1000224693,241703,
561.718,-180.567,807.384,um,Surface,Ellipsoid Axis B,107,1000238432,241704,
-176.635,79.8571,981.032,um,Surface,Ellipsoid Axis B,107,1000225210,241705,
-161.152,-227.209,960.42,um,Surface,Ellipsoid Axis B,107,1000224701,241706,
737.73,106.502,666.642,um,Surface,Ellipsoid Axis B,107,1000228485,241707,
255.161,120.218,-959.396,um,Surface,Ellipsoid Axis B,107,1000224467,241708,
-508.956,195.019,838.41,um,Surface,Ellipsoid Axis B,107,1000224464,241709,
724.864,-688.232,-30.1508,um,Surface,Ellipsoid Axis B,107,1000224468,241710,
430.906,0.00111379,902.397,um,Surface,Ellipsoid Axis B,107,1000226759,241711,
-259.281,-78.4319,962.612,um,Surface,Ellipsoid Axis B,107,1000224470,241712,
738.523,-394.878,546.494,um,Surface,Ellipsoid Axis B,107,1000224466,241713,
437.143,393.939,-808.528,um,Surface,Ellipsoid Axis B,107,1000224465,241714,
26.7861,-320.722,-946.795,um,Surface,Ellipsoid Axis B,107,1000224458,241715,
349.331,-396.424,849.008,um,Surface,Ellipsoid Axis B,107,1000238256,241716,
-134.19,-601.166,-787.777,um,Surface,Ellipsoid Axis B,107,1000241014,241717,
108.647,474.883,873.317,um,Surface,Ellipsoid Axis B,107,1000226467,241718,
16.2268,986.292,164.211,um,Surface,Ellipsoid Axis B,107,1000224461,241719,
-226.369,59.9525,972.195,um,Surface,Ellipsoid Axis B,107,1000224463,241720,
-64.52,38.5291,997.172,um,Surface,Ellipsoid Axis B,107,1000224460,241721,
3.86236e-08,450.743,-892.654,um,Surface,Ellipsoid Axis B,107,1000224462,241722,
10.3559,995.928,89.5585,um,Surface,Ellipsoid Axis B,107,1000228809,241723,
1.55659e-08,1.10623e-08,1000,um,Surface,Ellipsoid Axis B,107,1000225091,241724,
756.408,653.17,34.8591,um,Surface,Ellipsoid Axis B,107,1000236414,241725,
-19.737,-362.84,931.642,um,Surface,Ellipsoid Axis B,107,1000224483,241726,
59.974,-201.473,977.656,um,Surface,Ellipsoid Axis B,107,1000224473,241727,
-87.7477,-848.939,521.155,um,Surface,Ellipsoid Axis B,107,1000237909,241728,
-265.457,-927.524,263.12,um,Surface,Ellipsoid Axis B,107,1000234024,241729,
649.555,-30.2438,759.713,um,Surface,Ellipsoid Axis B,107,1000241552,241730,
613.819,-197.648,764.305,um,Surface,Ellipsoid Axis B,107,1000225621,241731,
791.675,-536.74,291.823,um,Surface,Ellipsoid Axis B,107,1000224474,241732,
180.176,130.527,974.935,um,Surface,Ellipsoid Axis B,107,1000224486,241733,
-125.844,-747.068,-652.727,um,Surface,Ellipsoid Axis B,107,1000224476,241734,
-514.986,-845.917,138.613,um,Surface,Ellipsoid Axis B,107,1000224475,241735,
1.35021e-06,0.00039392,1000,um,Surface,Ellipsoid Axis B,107,1000224477,241736,
103.022,39.1948,-993.906,um,Surface,Ellipsoid Axis B,107,1000224481,241737,
-1000,1.27397e-08,-0.000431102,um,Surface,Ellipsoid Axis B,107,1000227400,241738,
724.239,-507.71,-466.592,um,Surface,Ellipsoid Axis B,107,1000236085,241739,
223.965,972.774,59.5829,um,Surface,Ellipsoid Axis B,107,1000224480,241740,
270.215,-521.488,809.342,um,Surface,Ellipsoid Axis B,107,1000230137,241741,
-260.319,-927.834,-267.129,um,Surface,Ellipsoid Axis B,107,1000239472,241742,
619.931,708.623,336.955,um,Surface,Ellipsoid Axis B,107,1000234726,241743,
69.1492,-222.555,972.465,um,Surface,Ellipsoid Axis B,107,1000226336,241744,
5.79097e-08,-584.814,-811.168,um,Surface,Ellipsoid Axis B,107,1000232319,241745,
364.775,-192.71,910.935,um,Surface,Ellipsoid Axis B,107,1000226044,241746,
479.236,23.5048,877.372,um,Surface,Ellipsoid Axis B,107,1000224491,241747,
-216.531,971.736,94.0436,um,Surface,Ellipsoid Axis B,107,1000227233,241748,
159.642,-282.169,945.989,um,Surface,Ellipsoid Axis B,107,1000235919,241749,
305.106,232.446,-923.515,um,Surface,Ellipsoid Axis B,107,1000229808,241750,
670.627,330.14,664.279,um,Surface,Ellipsoid Axis B,107,1000224485,241751,
-515.373,-309.577,799.095,um,Surface,Ellipsoid Axis B,107,1000229314,241752,
222.196,-839.655,495.589,um,Surface,Ellipsoid Axis B,107,1000224482,241753,
325.943,-524.145,786.786,um,Surface,Ellipsoid Axis B,107,1000231813,241754,
-916.069,42.6796,-398.743,um,Surface,Ellipsoid Axis B,107,1000224488,241755,
618.258,-693.201,370.444,um,Surface,Ellipsoid Axis B,107,1000224489,241756,
387.703,399.716,830.61,um,Surface,Ellipsoid Axis B,107,1000238294,241757,
619.621,-778.722,98.2927,um,Surface,Ellipsoid Axis B,107,1000240703,241758,
-575.487,-778.108,251.72,um,Surface,Ellipsoid Axis B,107,1000231654,241759,
96.1575,20.4225,995.157,um,Surface,Ellipsoid Axis B,107,1000230629,241760,
-110.3,510.99,852.48,um,Surface,Ellipsoid Axis B,107,1000224495,241761,
-187.444,929.933,316.37,um,Surface,Ellipsoid Axis B,107,1000224502,241762,
-132.018,-572.655,-809.097,um,Surface,Ellipsoid Axis B,107,1000224493,241763,
538.098,-7.40207e-10,842.882,um,Surface,Ellipsoid Axis B,107,1000224487,241764,
683.551,-727.094,63.9694,um,Surface,Ellipsoid Axis B,107,1000224505,241765,
781.837,-618.286,-80.3388,um,Surface,Ellipsoid Axis B,107,1000224492,241766,
-908.955,-63.6334,412.009,um,Surface,Ellipsoid Axis B,107,1000224510,241767,
-147.473,-882.607,-446.382,um,Surface,Ellipsoid Axis B,107,1000224507,241768,
-233.495,133.754,963.115,um,Surface,Ellipsoid Axis B,107,1000228208,241769,
953.86,286.457,-89.963,um,Surface,Ellipsoid Axis B,107,1000228532,241770,
933.277,-349.399,-83.1582,um,Surface,Ellipsoid Axis B,107,1000226074,241771,
606.699,-788.251,102.843,um,Surface,Ellipsoid Axis B,107,1000224508,241772,
530.117,81.4064,-844.008,um,Surface,Ellipsoid Axis B,107,1000226826,241773,
-15.9213,-87.699,996.02,um,Surface,Ellipsoid Axis B,107,1000224506,241774,
152.763,-986.092,-65.4625,um,Surface,Ellipsoid Axis B,107,1000224501,241775,
410.713,834.681,366.91,um,Surface,Ellipsoid Axis B,107,1000224515,241776,
-746.615,-369.417,553.261,um,Surface,Ellipsoid Axis B,107,1000226515,241777,
663.78,535.425,-522.223,um,Surface,Ellipsoid Axis B,107,1000225008,241778,
387.136,833.805,-393.567,um,Surface,Ellipsoid Axis B,107,1000224513,241779,
519.204,-831.525,-197.468,um,Surface,Ellipsoid Axis B,107,1000224512,241780,
4.29139,-489.218,872.151,um,Surface,Ellipsoid Axis B,107,1000224496,241781,
551.445,-805.221,-218.008,um,Surface,Ellipsoid Axis B,107,1000224516,241782,
595.563,803.22,-11.9271,um,Surface,Ellipsoid Axis B,107,1000224522,241783,
-266.258,-932.669,243.384,um,Surface,Ellipsoid Axis B,107,1000224518,241784,
-79.1546,-288.714,-954.138,um,Surface,Ellipsoid Axis B,107,1000224511,241785,
-520.957,-172.322,-836.008,um,Surface,Ellipsoid Axis B,107,1000224514,241786,
-77.3542,819.014,568.536,um,Surface,Ellipsoid Axis B,107,1000224517,241787,
669.915,412.103,617.564,um,Surface,Ellipsoid Axis B,107,1000234078,241788,
903.326,-427.602,-34.0285,um,Surface,Ellipsoid Axis B,107,1000238319,241789,
974.775,-203.412,-91.855,um,Surface,Ellipsoid Axis B,107,1000224771,241790,
659.797,-4.01104,751.434,um,Surface,Ellipsoid Axis B,107,1000229855,241791,
16.4978,-589.555,807.56,um,Surface,Ellipsoid Axis B,107,1000237141,241792,
257.807,-943.581,-207.824,um,Surface,Ellipsoid Axis B,107,1000238489,241793,
-122.117,-235.639,964.138,um,Surface,Ellipsoid Axis B,107,1000224528,241794,
142.012,-5.08202,989.852,um,Surface,Ellipsoid Axis B,107,1000224525,241795,
-368.582,-452.444,812.06,um,Surface,Ellipsoid Axis B,107,1000225970,241796,
-417.046,250.88,-873.574,um,Surface,Ellipsoid Axis B,107,1000224520,241797,
105.467,-287.542,-951.944,um,Surface,Ellipsoid Axis B,107,1000224531,241798,
-28.0013,-888.53,457.963,um,Surface,Ellipsoid Axis B,107,1000227755,241799,
975.238,-47.0317,216.101,um,Surface,Ellipsoid Axis B,107,1000224524,241800,
868.981,-491.798,-54.8313,um,Surface,Ellipsoid Axis B,107,1000237992,241801,
49.6485,-962.755,-265.778,um,Surface,Ellipsoid Axis B,107,1000226996,241802,
-950.757,-70.4689,301.821,um,Surface,Ellipsoid Axis B,107,1000224526,241803,
2.17442e-09,-733.905,-679.253,um,Surface,Ellipsoid Axis B,107,1000224529,241804,
591.819,158.345,-790.365,um,Surface,Ellipsoid Axis B,107,1000224527,241805,
209.273,-977.318,32.4711,um,Surface,Ellipsoid Axis B,107,1000238332,241806,
861.432,-432.675,265.946,um,Surface,Ellipsoid Axis B,107,1000224532,241807,
-790.264,-612.766,8.45816e-05,um,Surface,Ellipsoid Axis B,107,1000226406,241808,
-85.0955,-378.537,-921.666,um,Surface,Ellipsoid Axis B,107,1000224533,241809,
151.05,-113.139,-982.03,um,Surface,Ellipsoid Axis B,107,1000224535,241810,
-133.381,-815.541,563.118,um,Surface,Ellipsoid Axis B,107,1000224519,241811,
164.617,-875.245,454.805,um,Surface,Ellipsoid Axis B,107,1000224530,241812,
-348.739,-789.584,504.915,um,Surface,Ellipsoid Axis B,107,1000224534,241813,
739.489,314.363,595.258,um,Surface,Ellipsoid Axis B,107,1000238683,241814,
900.255,392.809,187.726,um,Surface,Ellipsoid Axis B,107,1000239718,241815,
412.027,-881.137,232.015,um,Surface,Ellipsoid Axis B,107,1000225028,241816,
-176.293,-976.504,-123.937,um,Surface,Ellipsoid Axis B,107,1000234804,241817,
837.93,-537.254,-96.0786,um,Surface,Ellipsoid Axis B,107,1000226120,241818,
494.164,-852.746,-169.191,um,Surface,Ellipsoid Axis B,107,1000224539,241819,
504.132,-860.097,77.9997,um,Surface,Ellipsoid Axis B,107,1000224905,241820,
-102.249,980.277,169.122,um,Surface,Ellipsoid Axis B,107,1000224538,241821,
50.5897,-736.403,674.648,um,Surface,Ellipsoid Axis B,107,1000224546,241822,
784.986,-96.034,-612.025,um,Surface,Ellipsoid Axis B,107,1000224537,241823,
575.629,-353.721,-737.247,um,Surface,Ellipsoid Axis B,107,1000235321,241824,
599.806,706.933,374.805,um,Surface,Ellipsoid Axis B,107,1000224536,241825,
77.641,-359.176,930.035,um,Surface,Ellipsoid Axis B,107,1000225699,241826,
270.513,-961.547,-47.4261,um,Surface,Ellipsoid Axis B,107,1000224549,241827,
-8.47664,-700.781,713.326,um,Surface,Ellipsoid Axis B,107,1000224550,241828,
999.403,30.1151,-16.9418,um,Surface,Ellipsoid Axis B,107,1000224541,241829,
121.142,30.4082,-992.169,um,Surface,Ellipsoid Axis B,107,1000224540,241830,
912.847,-357.074,-198.012,um,Surface,Ellipsoid Axis B,107,1000238535,241831,
-3.12469e-10,-0.000334113,1000,um,Surface,Ellipsoid Axis B,107,1000224544,241832,
390.613,-608.76,-690.531,um,Surface,Ellipsoid Axis B,107,1000229407,241833,
252.746,-465.982,847.927,um,Surface,Ellipsoid Axis B,107,1000224555,241834,
-330.762,-3.79985e-11,943.714,um,Surface,Ellipsoid Axis B,107,1000224553,241835,
853.288,-115.693,508.444,um,Surface,Ellipsoid Axis B,107,1000234294,241836,
5.26626e-08,-906.269,-422.702,um,Surface,Ellipsoid Axis B,107,1000224547,241837,
124.506,-819.522,-559.359,um,Surface,Ellipsoid Axis B,107,1000226574,241838,
886,447.448,-121.629,um,Surface,Ellipsoid Axis B,107,1000224552,241839,
956.499,-222.924,-188.185,um,Surface,Ellipsoid Axis B,107,1000225444,241840,
-108.278,-993.213,42.4747,um,Surface,Ellipsoid Axis B,107,1000224554,241841,
-336.253,12.727,-941.686,um,Surface,Ellipsoid Axis B,107,1000224551,241842,
452.558,-376.562,808.327,um,Surface,Ellipsoid Axis B,107,1000224556,241843,
-222.966,-657.123,720.053,um,Surface,Ellipsoid Axis B,107,1000238387,241844,
385.175,-877.263,-286.443,um,Surface,Ellipsoid Axis B,107,1000224798,241845,
-495.193,-856.224,147.189,um,Surface,Ellipsoid Axis B,107,1000224557,241846,
612.856,83.9567,-785.722,um,Surface,Ellipsoid Axis B,107,1000224562,241847,
-822.527,-452.277,-344.81,um,Surface,Ellipsoid Axis B,107,1000240279,241848,
-614.862,-54.8651,786.724,um,Surface,Ellipsoid Axis B,107,1000224563,241849,
301.127,-738.364,603.441,um,Surface,Ellipsoid Axis B,107,1000224558,241850,
131.496,789.647,599.305,um,Surface,Ellipsoid Axis B,107,1000240984,241851,
-21.5701,471.837,-881.422,um,Surface,Ellipsoid Axis B,107,1000224805,241852,
710.248,-2.31796,703.948,um,Surface,Ellipsoid Axis B,107,1000224560,241853,
461.563,884.964,-61.6326,um,Surface,Ellipsoid Axis B,107,1000224565,241854,
520.519,827.963,-208.654,um,Surface,Ellipsoid Axis B,107,1000224564,241855,
174.684,-194.853,965.152,um,Surface,Ellipsoid Axis B,107,1000224567,241856,
625.041,505.209,595.053,um,Surface,Ellipsoid Axis B,107,1000224570,241857,
