
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,TrackID,ID,
12.7574,-970.333,-241.435,um,Surface,Ellipsoid Axis C,7,1000224467,225219,
-515.914,-602.906,608.553,um,Surface,Ellipsoid Axis C,7,1000224458,225220,
294.6,409.645,863.367,um,Surface,Ellipsoid Axis C,7,1000224459,225221,
84.7187,-121.801,988.932,um,Surface,Ellipsoid Axis C,7,1000224461,225222,
38.5658,906.622,-420.177,um,Surface,Ellipsoid Axis C,7,1000224460,225223,
-35.7971,-443.468,895.575,um,Surface,Ellipsoid Axis C,7,1000224462,225224,
-17.24,855.061,518.241,um,Surface,Ellipsoid Axis C,7,1000225091,225225,
-952.675,-177.044,247.113,um,Surface,Ellipsoid Axis C,7,1000224471,225226,
289.446,350.51,890.71,um,Surface,Ellipsoid Axis C,7,1000224472,225227,
31.5734,-73.2935,996.81,um,Surface,Ellipsoid Axis C,7,1000225093,225228,
113.213,816.16,566.627,um,Surface,Ellipsoid Axis C,7,1000224474,225229,
-288.325,-172.506,941.865,um,Surface,Ellipsoid Axis C,7,1000224475,225230,
73.9465,-33.0982,996.713,um,Surface,Ellipsoid Axis C,7,1000224477,225231,
115.299,-332.793,935.925,um,Surface,Ellipsoid Axis C,7,1000224480,225232,
825.165,-335.52,454.455,um,Surface,Ellipsoid Axis C,7,1000224479,225233,
-639.943,-358.676,679.577,um,Surface,Ellipsoid Axis C,7,1000224476,225234,
-86.2943,-54.0563,994.802,um,Surface,Ellipsoid Axis C,7,1000224840,225235,
-368.674,232.258,-900.075,um,Surface,Ellipsoid Axis C,7,1000224478,225236,
9.96862,-233.899,972.21,um,Surface,Ellipsoid Axis C,7,1000224484,225237,
-578.084,-809.17,-105.177,um,Surface,Ellipsoid Axis C,7,1000224483,225238,
122.178,406.529,905.432,um,Surface,Ellipsoid Axis C,7,1000224485,225239,
746.334,-462.61,-478.516,um,Surface,Ellipsoid Axis C,7,1000224481,225240,
71.4058,5.4932e-09,997.447,um,Surface,Ellipsoid Axis C,7,1000224486,225241,
5.31963,345.318,938.471,um,Surface,Ellipsoid Axis C,7,1000224482,225242,
57.6035,-171.188,983.553,um,Surface,Ellipsoid Axis C,7,1000224487,225243,
-36.4882,-891.119,452.301,um,Surface,Ellipsoid Axis C,7,1000224491,225244,
456.605,356.216,815.244,um,Surface,Ellipsoid Axis C,7,1000224489,225245,
-159.675,-203.131,966.044,um,Surface,Ellipsoid Axis C,7,1000224488,225246,
42.195,-42.1945,998.218,um,Surface,Ellipsoid Axis C,7,1000224494,225247,
695.271,-695.26,-182.238,um,Surface,Ellipsoid Axis C,7,1000224493,225248,
636.898,-692.424,338.983,um,Surface,Ellipsoid Axis C,7,1000224490,225249,
90.3269,286.888,953.696,um,Surface,Ellipsoid Axis C,7,1000224497,225250,
-992.842,81.0419,-87.7268,um,Surface,Ellipsoid Axis C,7,1000224496,225251,
-1.77799,284.933,958.546,um,Surface,Ellipsoid Axis C,7,1000224495,225252,
-104.83,-620.572,777.111,um,Surface,Ellipsoid Axis C,7,1000224500,225253,
-70.9825,-988.141,136.159,um,Surface,Ellipsoid Axis C,7,1000224498,225254,
-709.11,411.942,572.247,um,Surface,Ellipsoid Axis C,7,1000224499,225255,
92.498,486.628,868.698,um,Surface,Ellipsoid Axis C,7,1000224502,225256,
470.308,-872.155,134.743,um,Surface,Ellipsoid Axis C,7,1000224509,225257,
217.957,966.865,132.918,um,Surface,Ellipsoid Axis C,7,1000224505,225258,
111.385,-92.4233,-989.47,um,Surface,Ellipsoid Axis C,7,1000224506,225259,
239.87,741.264,626.889,um,Surface,Ellipsoid Axis C,7,1000224501,225260,
211.725,12.7454,977.246,um,Surface,Ellipsoid Axis C,7,1000224508,225261,
447.416,79.1214,890.819,um,Surface,Ellipsoid Axis C,7,1000224503,225262,
-516.677,722.193,459.872,um,Surface,Ellipsoid Axis C,7,1000224504,225263,
18.3301,-923.631,382.845,um,Surface,Ellipsoid Axis C,7,1000224512,225264,
80.3641,288.97,953.959,um,Surface,Ellipsoid Axis C,7,1000224507,225265,
-754.747,-406.092,515.215,um,Surface,Ellipsoid Axis C,7,1000224510,225266,
-59.0782,-48.749,997.062,um,Surface,Ellipsoid Axis C,7,1000224511,225267,
-804.009,399.143,440.743,um,Surface,Ellipsoid Axis C,7,1000224515,225268,
-409.776,530.523,742.044,um,Surface,Ellipsoid Axis C,7,1000224513,225269,
45.7865,-646.116,761.865,um,Surface,Ellipsoid Axis C,7,1000225008,225270,
386.57,-508.583,-769.355,um,Surface,Ellipsoid Axis C,7,1000224514,225271,
-708.495,-693.581,-130.308,um,Surface,Ellipsoid Axis C,7,1000224521,225272,
-5.26308,-999.986,-0.000794439,um,Surface,Ellipsoid Axis C,7,1000224518,225273,
233.687,-542.993,806.566,um,Surface,Ellipsoid Axis C,7,1000224519,225274,
241.428,966.41,88.1125,um,Surface,Ellipsoid Axis C,7,1000224525,225275,
3.58334,785.335,619.061,um,Surface,Ellipsoid Axis C,7,1000224520,225276,
-212.593,356.365,-909.84,um,Surface,Ellipsoid Axis C,7,1000224516,225277,
-163.462,-975.309,148.504,um,Surface,Ellipsoid Axis C,7,1000224517,225278,
-17.0674,939.5,342.124,um,Surface,Ellipsoid Axis C,7,1000224531,225279,
395.234,-138.513,908.077,um,Surface,Ellipsoid Axis C,7,1000224522,225280,
404.18,621.706,-670.91,um,Surface,Ellipsoid Axis C,7,1000224523,225281,
262.952,-220.906,-939.179,um,Surface,Ellipsoid Axis C,7,1000224524,225282,
480.207,607.803,632.437,um,Surface,Ellipsoid Axis C,7,1000224527,225283,
417.916,-658.483,625.897,um,Surface,Ellipsoid Axis C,7,1000224532,225284,
462.54,-105.188,880.337,um,Surface,Ellipsoid Axis C,7,1000224771,225285,
867.009,-409.703,-283.618,um,Surface,Ellipsoid Axis C,7,1000224526,225286,
266.51,-194.865,943.928,um,Surface,Ellipsoid Axis C,7,1000224528,225287,
354.701,270.657,894.948,um,Surface,Ellipsoid Axis C,7,1000224533,225288,
70.7387,151.234,985.964,um,Surface,Ellipsoid Axis C,7,1000225028,225289,
177.393,844.415,505.464,um,Surface,Ellipsoid Axis C,7,1000224529,225290,
475.047,230.1,849.343,um,Surface,Ellipsoid Axis C,7,1000224530,225291,
149.929,-54.6123,-987.187,um,Surface,Ellipsoid Axis C,7,1000224535,225292,
-10.9393,105.777,994.33,um,Surface,Ellipsoid Axis C,7,1000224534,225293,
-0.392367,237.232,971.453,um,Surface,Ellipsoid Axis C,7,1000224536,225294,
4.08246,-29.236,999.564,um,Surface,Ellipsoid Axis C,7,1000224537,225295,
-94.089,108.058,989.682,um,Surface,Ellipsoid Axis C,7,1000224538,225296,
93.6286,197.277,-975.867,um,Surface,Ellipsoid Axis C,7,1000224539,225297,
-878.337,139.93,-457.104,um,Surface,Ellipsoid Axis C,7,1000224541,225298,
170.296,398.51,901.215,um,Surface,Ellipsoid Axis C,7,1000224543,225299,
249.549,-772.302,584.187,um,Surface,Ellipsoid Axis C,7,1000224542,225300,
-218.57,152.846,963.777,um,Surface,Ellipsoid Axis C,7,1000224546,225301,
32.1699,445.578,894.665,um,Surface,Ellipsoid Axis C,7,1000224540,225302,
42.1949,-42.195,998.218,um,Surface,Ellipsoid Axis C,7,1000224548,225303,
114.823,219.365,-968.863,um,Surface,Ellipsoid Axis C,7,1000224905,225304,
-301.206,-197.879,932.802,um,Surface,Ellipsoid Axis C,7,1000224545,225305,
-563.634,164,809.58,um,Surface,Ellipsoid Axis C,7,1000224553,225306,
3.8783,-11.3274,999.928,um,Surface,Ellipsoid Axis C,7,1000224549,225307,
34.4315,292.023,955.791,um,Surface,Ellipsoid Axis C,7,1000224544,225308,
-85.7105,-175.971,980.657,um,Surface,Ellipsoid Axis C,7,1000224551,225309,
88.4103,-233.032,-968.442,um,Surface,Ellipsoid Axis C,7,1000224552,225310,
-661.79,643.549,384.549,um,Surface,Ellipsoid Axis C,7,1000224550,225311,
-121.993,417.861,900.283,um,Surface,Ellipsoid Axis C,7,1000224547,225312,
-182.284,774.185,606.143,um,Surface,Ellipsoid Axis C,7,1000224554,225313,
-1.13445e-10,-342.579,939.489,um,Surface,Ellipsoid Axis C,7,1000224557,225314,
-36.3947,-261.467,964.526,um,Surface,Ellipsoid Axis C,7,1000224556,225315,
26.3672,95.956,995.036,um,Surface,Ellipsoid Axis C,7,1000224555,225316,
-10.4206,-826.036,-563.521,um,Surface,Ellipsoid Axis C,7,1000224558,225317,
-360.456,-21.4483,932.53,um,Surface,Ellipsoid Axis C,7,1000224563,225318,
957.959,281.536,55.251,um,Surface,Ellipsoid Axis C,7,1000224562,225319,
-52.4787,222.911,973.425,um,Surface,Ellipsoid Axis C,7,1000224559,225320,
615.698,-202.876,761.417,um,Surface,Ellipsoid Axis C,7,1000224561,225321,
-662.094,-606.359,440.409,um,Surface,Ellipsoid Axis C,7,1000224805,225322,
-61.4582,-106.877,992.371,um,Surface,Ellipsoid Axis C,7,1000224560,225323,
-33.8819,140.243,989.537,um,Surface,Ellipsoid Axis C,7,1000224798,225324,
-41.9345,38.1299,998.393,um,Surface,Ellipsoid Axis C,7,1000224567,225325,
601.165,157.41,783.468,um,Surface,Ellipsoid Axis C,7,1000224566,225326,
38.0395,146.768,988.439,um,Surface,Ellipsoid Axis C,7,1000224802,225327,
-354.981,-847.301,395.056,um,Surface,Ellipsoid Axis C,7,1000224674,225328,
-119.095,325.998,937.839,um,Surface,Ellipsoid Axis C,7,1000224570,225329,
733.066,657.223,175.132,um,Surface,Ellipsoid Axis C,7,1000224565,225330,
2.287,150.573,988.596,um,Surface,Ellipsoid Axis C,7,1000224568,225331,
-21.8257,-33.2341,999.209,um,Surface,Ellipsoid Axis C,7,1000224569,225332,
157.007,121.512,980.094,um,Surface,Ellipsoid Axis C,7,1000224940,225333,
-30.4771,814.112,579.907,um,Surface,Ellipsoid Axis C,7,1000224571,225334,
738.866,-424.466,-523.36,um,Surface,Ellipsoid Axis C,7,1000224572,225335,
-210.849,-2.44388e-12,977.519,um,Surface,Ellipsoid Axis C,7,1000224573,225336,
442.185,98.5455,891.494,um,Surface,Ellipsoid Axis C,7,1000224693,225337,
-215.527,290.566,932.266,um,Surface,Ellipsoid Axis C,7,1000224814,225338,
-88.4998,580.416,809.497,um,Surface,Ellipsoid Axis C,7,1000224574,225339,
-370.947,-480.211,-794.856,um,Surface,Ellipsoid Axis C,7,1000224575,225340,
-510.513,-380.824,770.941,um,Surface,Ellipsoid Axis C,8,1000224475,225341,
121.664,151.028,981.014,um,Surface,Ellipsoid Axis C,8,1000224477,225342,
228.899,23.0954,973.176,um,Surface,Ellipsoid Axis C,8,1000225093,225343,
291.506,224.567,929.836,um,Surface,Ellipsoid Axis C,8,1000224472,225344,
333.452,727.184,600.01,um,Surface,Ellipsoid Axis C,8,1000224471,225345,
-36.8584,291.432,955.881,um,Surface,Ellipsoid Axis C,8,1000225210,225346,
1000,0.00745347,-0.00322414,um,Surface,Ellipsoid Axis C,8,1000224473,225347,
852.534,455.419,256.474,um,Surface,Ellipsoid Axis C,8,1000224469,225348,
45.72,82.0114,995.582,um,Surface,Ellipsoid Axis C,8,1000224701,225349,
201.907,879.818,430.296,um,Surface,Ellipsoid Axis C,8,1000224468,225350,
243.284,-418.504,875.024,um,Surface,Ellipsoid Axis C,8,1000224465,225351,
-12.696,-305.454,952.122,um,Surface,Ellipsoid Axis C,8,1000224464,225352,
-99.2765,221.633,-970.063,um,Surface,Ellipsoid Axis C,8,1000224470,225353,
-212.499,491.559,844.52,um,Surface,Ellipsoid Axis C,8,1000224466,225354,
99.3712,26.633,-994.694,um,Surface,Ellipsoid Axis C,8,1000224467,225355,
-401.571,-238.965,-884.102,um,Surface,Ellipsoid Axis C,8,1000224458,225356,
140.884,232.027,962.453,um,Surface,Ellipsoid Axis C,8,1000224459,225357,
217.941,-46.2998,974.863,um,Surface,Ellipsoid Axis C,8,1000224461,225358,
662.674,43.5883,747.638,um,Surface,Ellipsoid Axis C,8,1000224460,225359,
-182.78,399.822,898.184,um,Surface,Ellipsoid Axis C,8,1000224462,225360,
-174.866,-125.144,976.607,um,Surface,Ellipsoid Axis C,8,1000224463,225361,
176.887,-784.007,595.016,um,Surface,Ellipsoid Axis C,8,1000225091,225362,
913.247,-407.403,-1.55034,um,Surface,Ellipsoid Axis C,8,1000224479,225363,
446.955,-823.901,348.452,um,Surface,Ellipsoid Axis C,8,1000224476,225364,
-28.2904,-324.236,945.553,um,Surface,Ellipsoid Axis C,8,1000224474,225365,
703.358,709.354,-45.8776,um,Surface,Ellipsoid Axis C,8,1000224483,225366,
2.96759,-615.854,787.855,um,Surface,Ellipsoid Axis C,8,1000224484,225367,
40.8629,-382.351,923.113,um,Surface,Ellipsoid Axis C,8,1000224480,225368,
197.615,82.1159,976.834,um,Surface,Ellipsoid Axis C,8,1000224478,225369,
-5.1269,82.4789,996.58,um,Surface,Ellipsoid Axis C,8,1000224482,225370,
57.2889,569.885,819.725,um,Surface,Ellipsoid Axis C,8,1000224486,225371,
136.588,10.7487,990.57,um,Surface,Ellipsoid Axis C,8,1000224840,225372,
717.883,-682.563,136.938,um,Surface,Ellipsoid Axis C,8,1000224491,225373,
-281.086,19.5864,959.483,um,Surface,Ellipsoid Axis C,8,1000224488,225374,
-543.582,-3.55489,839.349,um,Surface,Ellipsoid Axis C,8,1000224485,225375,
-252.195,666.728,701.335,um,Surface,Ellipsoid Axis C,8,1000224481,225376,
226.832,-165.16,959.828,um,Surface,Ellipsoid Axis C,8,1000224490,225377,
166.269,-939.993,297.939,um,Surface,Ellipsoid Axis C,8,1000224487,225378,
310.115,380.212,871.359,um,Surface,Ellipsoid Axis C,8,1000224489,225379,
297.538,-226.995,927.332,um,Surface,Ellipsoid Axis C,8,1000224494,225380,
-70.5808,-232.39,970.058,um,Surface,Ellipsoid Axis C,8,1000224500,225381,
38.354,38.354,998.528,um,Surface,Ellipsoid Axis C,8,1000224497,225382,
573.438,-73.2703,815.966,um,Surface,Ellipsoid Axis C,8,1000224493,225383,
55.7194,-45.8968,997.391,um,Surface,Ellipsoid Axis C,8,1000224499,225384,
-3.28985,764.265,644.894,um,Surface,Ellipsoid Axis C,8,1000224496,225385,
-81.1794,-221.391,971.8,um,Surface,Ellipsoid Axis C,8,1000224492,225386,
79.8143,-549.508,831.667,um,Surface,Ellipsoid Axis C,8,1000224495,225387,
-110.732,-991.022,74.9228,um,Surface,Ellipsoid Axis C,8,1000224498,225388,
344.131,-51.5607,937.505,um,Surface,Ellipsoid Axis C,8,1000224502,225389,
-589.047,803.917,82.1064,um,Surface,Ellipsoid Axis C,8,1000224509,225390,
394.916,497.413,772.413,um,Surface,Ellipsoid Axis C,8,1000224501,225391,
-26.2034,-949.019,314.128,um,Surface,Ellipsoid Axis C,8,1000224506,225392,
-281.345,-264.2,-922.52,um,Surface,Ellipsoid Axis C,8,1000224505,225393,
43.9303,-196.32,979.555,um,Surface,Ellipsoid Axis C,8,1000224508,225394,
763.559,313.943,564.285,um,Surface,Ellipsoid Axis C,8,1000224503,225395,
113.793,719.671,684.927,um,Surface,Ellipsoid Axis C,8,1000224504,225396,
446.621,-598.997,-664.63,um,Surface,Ellipsoid Axis C,8,1000224512,225397,
-259.521,369.838,892.114,um,Surface,Ellipsoid Axis C,8,1000224507,225398,
-150.166,-782.581,-604.167,um,Surface,Ellipsoid Axis C,8,1000224510,225399,
123.219,21.8313,992.139,um,Surface,Ellipsoid Axis C,8,1000224511,225400,
-581.972,679.265,447.111,um,Surface,Ellipsoid Axis C,8,1000224515,225401,
-916.561,19.1386,399.438,um,Surface,Ellipsoid Axis C,8,1000224513,225402,
-9.65102,73.9873,997.212,um,Surface,Ellipsoid Axis C,8,1000224514,225403,
199.485,148.965,968.512,um,Surface,Ellipsoid Axis C,8,1000225008,225404,
-36.9728,997.361,62.4773,um,Surface,Ellipsoid Axis C,8,1000224517,225405,
-438.505,-529.525,726.166,um,Surface,Ellipsoid Axis C,8,1000224519,225406,
-420.018,91.9265,-902.848,um,Surface,Ellipsoid Axis C,8,1000224520,225407,
-825.813,-538.437,167.686,um,Surface,Ellipsoid Axis C,8,1000224521,225408,
7.00423,-266.233,963.883,um,Surface,Ellipsoid Axis C,8,1000224516,225409,
-837.243,-539.262,-90.6702,um,Surface,Ellipsoid Axis C,8,1000224518,225410,
27.878,-886.376,462.125,um,Surface,Ellipsoid Axis C,8,1000224522,225411,
-297.926,850.909,432.659,um,Surface,Ellipsoid Axis C,8,1000224525,225412,
-242.718,-142.458,959.58,um,Surface,Ellipsoid Axis C,8,1000224524,225413,
-31.679,-556.934,829.953,um,Surface,Ellipsoid Axis C,8,1000224527,225414,
6.85701,-79.9585,996.775,um,Surface,Ellipsoid Axis C,8,1000224531,225415,
700.63,-713.259,19.4876,um,Surface,Ellipsoid Axis C,8,1000224523,225416,
-184.095,-774.714,604.919,um,Surface,Ellipsoid Axis C,8,1000224532,225417,
-166.552,-174.179,970.527,um,Surface,Ellipsoid Axis C,8,1000224771,225418,
-395.389,-844.566,361.077,um,Surface,Ellipsoid Axis C,8,1000224526,225419,
386.469,-286.983,876.517,um,Surface,Ellipsoid Axis C,8,1000224528,225420,
687.404,89.2207,720.774,um,Surface,Ellipsoid Axis C,8,1000225028,225421,
1.84868,-148.728,988.876,um,Surface,Ellipsoid Axis C,8,1000224533,225422,
437.66,514.479,737.404,um,Surface,Ellipsoid Axis C,8,1000224530,225423,
71.1364,806.231,587.308,um,Surface,Ellipsoid Axis C,8,1000224535,225424,
50.3985,139.052,989.002,um,Surface,Ellipsoid Axis C,8,1000224534,225425,
350.163,100.616,931.269,um,Surface,Ellipsoid Axis C,8,1000224529,225426,
579.976,15.984,814.477,um,Surface,Ellipsoid Axis C,8,1000224538,225427,
-139.483,679.739,720.069,um,Surface,Ellipsoid Axis C,8,1000224543,225428,
124.691,-193.867,973.071,um,Surface,Ellipsoid Axis C,8,1000224537,225429,
27.1315,244.657,969.23,um,Surface,Ellipsoid Axis C,8,1000224540,225430,
823.995,-209.248,-526.542,um,Surface,Ellipsoid Axis C,8,1000224541,225431,
117.333,6.05807,993.074,um,Surface,Ellipsoid Axis C,8,1000224536,225432,
131.012,23.3608,991.105,um,Surface,Ellipsoid Axis C,8,1000224546,225433,
407.453,-721.955,559.252,um,Surface,Ellipsoid Axis C,8,1000224542,225434,
-164.348,965.036,204.194,um,Surface,Ellipsoid Axis C,8,1000224539,225435,
-72.7914,622.842,778.954,um,Surface,Ellipsoid Axis C,8,1000224545,225436,
-803.168,77.739,590.659,um,Surface,Ellipsoid Axis C,8,1000224544,225437,
453.144,842.194,292.181,um,Surface,Ellipsoid Axis C,8,1000224905,225438,
42.9289,-38.4494,998.338,um,Surface,Ellipsoid Axis C,8,1000224553,225439,
129.08,-641.736,755.985,um,Surface,Ellipsoid Axis C,8,1000224548,225440,
-17.6991,88.4607,995.922,um,Surface,Ellipsoid Axis C,8,1000224552,225441,
-26.4745,-124.915,-991.814,um,Surface,Ellipsoid Axis C,8,1000224547,225442,
410.241,-152.814,899.083,um,Surface,Ellipsoid Axis C,8,1000224549,225443,
502.652,-647.9,-572.335,um,Surface,Ellipsoid Axis C,8,1000225444,225444,
-55.5866,-279.861,958.43,um,Surface,Ellipsoid Axis C,8,1000224551,225445,
-410.734,670.254,618.108,um,Surface,Ellipsoid Axis C,8,1000224550,225446,
150.225,-988.486,18.1215,um,Surface,Ellipsoid Axis C,8,1000224557,225447,
63.6944,430.09,900.536,um,Surface,Ellipsoid Axis C,8,1000224558,225448,
116.571,245.104,962.463,um,Surface,Ellipsoid Axis C,8,1000224555,225449,
-33.4536,925.061,378.342,um,Surface,Ellipsoid Axis C,8,1000224554,225450,
633.576,730.843,-253.87,um,Surface,Ellipsoid Axis C,8,1000224562,225451,
60.6597,327.061,943.054,um,Surface,Ellipsoid Axis C,8,1000224559,225452,
278.987,-104.727,954.567,um,Surface,Ellipsoid Axis C,8,1000224556,225453,
5.72219,-86.4369,996.241,um,Surface,Ellipsoid Axis C,8,1000224802,225454,
910.424,288.283,296.684,um,Surface,Ellipsoid Axis C,8,1000224563,225455,
-520.847,-494.212,696.041,um,Surface,Ellipsoid Axis C,8,1000224805,225456,
-406.517,303.718,861.684,um,Surface,Ellipsoid Axis C,8,1000224561,225457,
-74.535,-705.291,704.989,um,Surface,Ellipsoid Axis C,8,1000224566,225458,
-758.013,-308.874,574.469,um,Surface,Ellipsoid Axis C,8,1000224560,225459,
-130.735,-985.112,111.636,um,Surface,Ellipsoid Axis C,8,1000224565,225460,
-104.515,206.322,972.886,um,Surface,Ellipsoid Axis C,8,1000224567,225461,
-398.431,222.283,889.856,um,Surface,Ellipsoid Axis C,8,1000224798,225462,
144.721,245.415,958.555,um,Surface,Ellipsoid Axis C,8,1000224569,225463,
-48.5661,136.188,989.492,um,Surface,Ellipsoid Axis C,8,1000224940,225464,
420.981,-858.187,293.751,um,Surface,Ellipsoid Axis C,8,1000224674,225465,
-40.7062,434.283,899.856,um,Surface,Ellipsoid Axis C,8,1000224570,225466,
8.30518e-06,2.96906e-06,1000,um,Surface,Ellipsoid Axis C,8,1000224573,225467,
270.155,-7.86634,962.785,um,Surface,Ellipsoid Axis C,8,1000224568,225468,
322.842,247.635,913.482,um,Surface,Ellipsoid Axis C,8,1000224814,225469,
110.539,-982.581,-149.388,um,Surface,Ellipsoid Axis C,8,1000224571,225470,
-103.033,901.633,420.05,um,Surface,Ellipsoid Axis C,8,1000224572,225471,
-208.223,683.921,699.211,um,Surface,Ellipsoid Axis C,8,1000224575,225472,
908.57,341.151,-241.075,um,Surface,Ellipsoid Axis C,8,1000224693,225473,
-85.5225,986.841,-137.227,um,Surface,Ellipsoid Axis C,8,1000224574,225474,
537.778,4.73967e-12,843.086,um,Surface,Ellipsoid Axis C,8,1000225475,225475,
791.276,-610.446,35.1799,um,Surface,Ellipsoid Axis C,9,1000224479,225476,
209.156,292.674,-933.057,um,Surface,Ellipsoid Axis C,9,1000224474,225477,
2.29223e-06,2.29238e-06,1000,um,Surface,Ellipsoid Axis C,9,1000224477,225478,
-86.4679,-94.5515,991.758,um,Surface,Ellipsoid Axis C,9,1000224475,225479,
90.8657,45.058,994.843,um,Surface,Ellipsoid Axis C,9,1000224471,225480,
236.244,-71.1537,969.085,um,Surface,Ellipsoid Axis C,9,1000224472,225481,
110.542,-450.555,885.878,um,Surface,Ellipsoid Axis C,9,1000225210,225482,
639.012,49.1499,-767.625,um,Surface,Ellipsoid Axis C,9,1000224473,225483,
-98.0253,24.4998,994.882,um,Surface,Ellipsoid Axis C,9,1000224701,225484,
107.568,-638.487,762.078,um,Surface,Ellipsoid Axis C,9,1000224469,225485,
287.674,937.759,194.554,um,Surface,Ellipsoid Axis C,9,1000224468,225486,
223.364,40.608,973.889,um,Surface,Ellipsoid Axis C,9,1000224464,225487,
114.212,248.237,961.943,um,Surface,Ellipsoid Axis C,9,1000224465,225488,
47.3027,-849.314,525.764,um,Surface,Ellipsoid Axis C,9,1000224470,225489,
162.322,-530.496,832.001,um,Surface,Ellipsoid Axis C,9,1000224466,225490,
604.078,-541.117,585.049,um,Surface,Ellipsoid Axis C,9,1000224467,225491,
442.384,-341.08,829.434,um,Surface,Ellipsoid Axis C,9,1000224458,225492,
-550.926,-521.303,-651.708,um,Surface,Ellipsoid Axis C,9,1000224459,225493,
121.835,20.7197,992.334,um,Surface,Ellipsoid Axis C,9,1000224461,225494,
-665.984,239.997,-706.305,um,Surface,Ellipsoid Axis C,9,1000224460,225495,
416.865,574.285,704.571,um,Surface,Ellipsoid Axis C,9,1000224462,225496,
337.407,186.719,922.655,um,Surface,Ellipsoid Axis C,9,1000224463,225497,
616.286,326.919,716.46,um,Surface,Ellipsoid Axis C,9,1000225091,225498,
-844.079,-452.84,-287.169,um,Surface,Ellipsoid Axis C,9,1000224483,225499,
0.00648868,-637.15,770.74,um,Surface,Ellipsoid Axis C,9,1000224480,225500,
177.589,-522.621,833.864,um,Surface,Ellipsoid Axis C,9,1000225093,225501,
-27.2137,-426.054,904.288,um,Surface,Ellipsoid Axis C,9,1000224476,225502,
29.4951,21.4363,999.335,um,Surface,Ellipsoid Axis C,9,1000224478,225503,
80.8749,-662.412,744.761,um,Surface,Ellipsoid Axis C,9,1000224484,225504,
274.917,-135.36,951.892,um,Surface,Ellipsoid Axis C,9,1000224840,225505,
-759.372,518.489,-393.094,um,Surface,Ellipsoid Axis C,9,1000224481,225506,
-26.2493,257.157,966.013,um,Surface,Ellipsoid Axis C,9,1000224486,225507,
-63.8131,36.3865,-997.298,um,Surface,Ellipsoid Axis C,9,1000224482,225508,
648.887,624.9,434.103,um,Surface,Ellipsoid Axis C,9,1000224491,225509,
199.201,-297.953,933.565,um,Surface,Ellipsoid Axis C,9,1000224488,225510,
111.904,236.908,965.066,um,Surface,Ellipsoid Axis C,9,1000224485,225511,
-55.6908,208.253,976.488,um,Surface,Ellipsoid Axis C,9,1000224490,225512,
24.4583,-538.643,842.179,um,Surface,Ellipsoid Axis C,9,1000224487,225513,
277.436,434.463,856.896,um,Surface,Ellipsoid Axis C,9,1000224489,225514,
-124.907,56.1375,990.579,um,Surface,Ellipsoid Axis C,9,1000224492,225515,
-239.666,-123.23,963.003,um,Surface,Ellipsoid Axis C,9,1000224495,225516,
-93.9623,-9.86685,995.527,um,Surface,Ellipsoid Axis C,9,1000224496,225517,
-619.634,-495.987,608.318,um,Surface,Ellipsoid Axis C,9,1000224493,225518,
606.631,137.576,782.989,um,Surface,Ellipsoid Axis C,9,1000224502,225519,
93.2749,-993.446,66.0642,um,Surface,Ellipsoid Axis C,9,1000224498,225520,
268.709,350.41,897.222,um,Surface,Ellipsoid Axis C,9,1000224497,225521,
-69.0458,-25.5024,-997.287,um,Surface,Ellipsoid Axis C,9,1000224494,225522,
-381.562,582.703,717.543,um,Surface,Ellipsoid Axis C,9,1000224501,225523,
-26.7946,-998.763,-41.8918,um,Surface,Ellipsoid Axis C,9,1000224505,225524,
340.247,-176.237,923.673,um,Surface,Ellipsoid Axis C,9,1000224500,225525,
-180.838,-316.492,931.198,um,Surface,Ellipsoid Axis C,9,1000224499,225526,
429.236,-222.855,875.267,um,Surface,Ellipsoid Axis C,9,1000224504,225527,
990.777,132.728,-27.2645,um,Surface,Ellipsoid Axis C,9,1000224509,225528,
414.884,396.706,818.838,um,Surface,Ellipsoid Axis C,9,1000224506,225529,
80.5653,154.383,984.721,um,Surface,Ellipsoid Axis C,9,1000224508,225530,
-141.934,-250.752,-957.59,um,Surface,Ellipsoid Axis C,9,1000224503,225531,
153.099,631.969,-759.721,um,Surface,Ellipsoid Axis C,9,1000224512,225532,
-545.29,-67.0282,835.563,um,Surface,Ellipsoid Axis C,9,1000224507,225533,
524.839,-227.69,820.184,um,Surface,Ellipsoid Axis C,9,1000224510,225534,
-505.286,-645.793,572.396,um,Surface,Ellipsoid Axis C,9,1000224515,225535,
-108.991,-83.4868,990.531,um,Surface,Ellipsoid Axis C,9,1000224513,225536,
11.3969,997.407,71.0654,um,Surface,Ellipsoid Axis C,9,1000224517,225537,
-81.1732,88.8243,992.734,um,Surface,Ellipsoid Axis C,9,1000224511,225538,
-128.126,539.605,832.112,um,Surface,Ellipsoid Axis C,9,1000224519,225539,
-12.6564,-843.471,537.026,um,Surface,Ellipsoid Axis C,9,1000224514,225540,
-171.565,334.56,926.626,um,Surface,Ellipsoid Axis C,9,1000225008,225541,
-44.2917,477.862,877.317,um,Surface,Ellipsoid Axis C,9,1000224524,225542,
44.5166,-176.904,983.221,um,Surface,Ellipsoid Axis C,9,1000224516,225543,
112.03,-714.276,690.84,um,Surface,Ellipsoid Axis C,9,1000224518,225544,
