
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,TrackID,ID,
-16.6444,972.961,-230.371,um,Surface,Ellipsoid Axis C,167,1000234024,251656,
72.6056,63.4217,995.342,um,Surface,Ellipsoid Axis C,167,1000224485,251657,
538.246,-766.711,349.922,um,Surface,Ellipsoid Axis C,167,1000227400,251658,
-114.482,114.481,986.807,um,Surface,Ellipsoid Axis C,167,1000248831,251659,
550.282,793.92,-258.613,um,Surface,Ellipsoid Axis C,167,1000235919,251660,
496.184,867.89,-23.8508,um,Surface,Ellipsoid Axis C,167,1000224493,251661,
815.199,47.8889,577.198,um,Surface,Ellipsoid Axis C,167,1000227233,251662,
6.25427,999.528,30.0806,um,Surface,Ellipsoid Axis C,167,1000230629,251663,
-392.766,-269.774,879.18,um,Surface,Ellipsoid Axis C,167,1000243664,251664,
2.72996e-08,-1000,0.000334122,um,Surface,Ellipsoid Axis C,167,1000224502,251665,
588.268,-66.9973,805.886,um,Surface,Ellipsoid Axis C,167,1000231813,251666,
146.185,748.755,646.526,um,Surface,Ellipsoid Axis C,167,1000224495,251667,
171.995,-50.6775,983.793,um,Surface,Ellipsoid Axis C,167,1000238294,251668,
-3.7421e-09,-974.957,-222.394,um,Surface,Ellipsoid Axis C,167,1000224492,251669,
196.431,246.336,949.07,um,Surface,Ellipsoid Axis C,167,1000226826,251670,
194.788,182.085,963.796,um,Surface,Ellipsoid Axis C,167,1000224514,251671,
141.662,-648.843,747.619,um,Surface,Ellipsoid Axis C,167,1000249175,251672,
-293.902,797.027,527.607,um,Surface,Ellipsoid Axis C,167,1000224505,251673,
-349.277,-651.964,-673.015,um,Surface,Ellipsoid Axis C,167,1000244837,251674,
763.14,-577.628,-289.764,um,Surface,Ellipsoid Axis C,167,1000228208,251675,
942.205,316.355,110.311,um,Surface,Ellipsoid Axis C,167,1000250439,251676,
-727.169,556.081,402.49,um,Surface,Ellipsoid Axis C,167,1000236626,251677,
985.313,-148.99,83.425,um,Surface,Ellipsoid Axis C,167,1000224501,251678,
880.322,-79.7716,467.622,um,Surface,Ellipsoid Axis C,167,1000226074,251679,
75.4448,96.2532,992.494,um,Surface,Ellipsoid Axis C,167,1000224513,251680,
77.9484,-386.483,918.997,um,Surface,Ellipsoid Axis C,167,1000228532,251681,
-43.8366,-270.575,961.7,um,Surface,Ellipsoid Axis C,167,1000224512,251682,
5.29274e-08,-388.812,921.317,um,Surface,Ellipsoid Axis C,167,1000226515,251683,
-128.849,-988.334,81.1998,um,Surface,Ellipsoid Axis C,167,1000224506,251684,
603.916,-785.636,-134.393,um,Surface,Ellipsoid Axis C,167,1000224515,251685,
-6.83941e-10,-1.36788e-09,1000,um,Surface,Ellipsoid Axis C,167,1000229855,251686,
36.7447,993.268,109.859,um,Surface,Ellipsoid Axis C,167,1000224518,251687,
251.921,671.684,696.69,um,Surface,Ellipsoid Axis C,167,1000238319,251688,
86.6415,381.07,920.478,um,Surface,Ellipsoid Axis C,167,1000224522,251689,
-9.36613,-999.956,0.972527,um,Surface,Ellipsoid Axis C,167,1000251530,251690,
522.594,638.055,565.492,um,Surface,Ellipsoid Axis C,167,1000224507,251691,
87.3147,-75.0962,993.346,um,Surface,Ellipsoid Axis C,167,1000246704,251692,
854.767,518.76,-16.1646,um,Surface,Ellipsoid Axis C,167,1000234078,251693,
-633.42,-698.832,-332.284,um,Surface,Ellipsoid Axis C,167,1000245198,251694,
-950.084,-231.326,-209.353,um,Surface,Ellipsoid Axis C,167,1000224511,251695,
-698.829,-633.425,332.282,um,Surface,Ellipsoid Axis C,167,1000224516,251696,
-931.622,-3.97601e-09,363.429,um,Surface,Ellipsoid Axis C,167,1000224520,251697,
1.77234e-10,670.732,741.7,um,Surface,Ellipsoid Axis C,167,1000224527,251698,
-0.301396,87.2513,996.186,um,Surface,Ellipsoid Axis C,167,1000224529,251699,
-331.503,-936.215,116.652,um,Surface,Ellipsoid Axis C,167,1000224525,251700,
-793.9,-556.125,-245.86,um,Surface,Ellipsoid Axis C,167,1000224517,251701,
939.093,-186.217,-288.84,um,Surface,Ellipsoid Axis C,167,1000238489,251702,
932.234,208.886,295.476,um,Surface,Ellipsoid Axis C,167,1000237992,251703,
-639.385,62.6205,766.332,um,Surface,Ellipsoid Axis C,167,1000224532,251704,
110.082,992.895,-45.1763,um,Surface,Ellipsoid Axis C,167,1000237141,251705,
643.798,765.149,8.46024,um,Surface,Ellipsoid Axis C,167,1000224543,251706,
709.201,-705.005,-1.50638,um,Surface,Ellipsoid Axis C,167,1000224526,251707,
-868.326,-56.9279,-492.716,um,Surface,Ellipsoid Axis C,167,1000250170,251708,
411.664,-94.7885,906.393,um,Surface,Ellipsoid Axis C,167,1000224533,251709,
146.992,489.508,859.521,um,Surface,Ellipsoid Axis C,167,1000224534,251710,
3.41971e-10,8.54928e-11,1000,um,Surface,Ellipsoid Axis C,167,1000226406,251711,
177.195,765.13,619.014,um,Surface,Ellipsoid Axis C,167,1000239718,251712,
68.6186,-984.466,-161.614,um,Surface,Ellipsoid Axis C,167,1000224519,251713,
-672.251,-672.242,310.113,um,Surface,Ellipsoid Axis C,167,1000224528,251714,
996.709,-36.419,72.4175,um,Surface,Ellipsoid Axis C,167,1000224535,251715,
960.58,-268.988,70.2311,um,Surface,Ellipsoid Axis C,167,1000224538,251716,
0,799.033,-601.287,um,Surface,Ellipsoid Axis C,167,1000226120,251717,
178.656,147.747,972.755,um,Surface,Ellipsoid Axis C,167,1000225028,251718,
-902.543,-343.168,260.099,um,Surface,Ellipsoid Axis C,167,1000245053,251719,
268.922,240.806,932.574,um,Surface,Ellipsoid Axis C,167,1000224549,251720,
-14.4724,622.704,782.324,um,Surface,Ellipsoid Axis C,167,1000224539,251721,
-397.314,-365.937,841.565,um,Surface,Ellipsoid Axis C,167,1000234804,251722,
-21.6782,-994.46,102.856,um,Surface,Ellipsoid Axis C,167,1000224540,251723,
-658.429,703.577,267.304,um,Surface,Ellipsoid Axis C,167,1000238683,251724,
703.132,699.659,126.817,um,Surface,Ellipsoid Axis C,167,1000235321,251725,
-355.378,-934.723,-0.00541695,um,Surface,Ellipsoid Axis C,167,1000224537,251726,
-726.957,-2.31721e-09,686.683,um,Surface,Ellipsoid Axis C,167,1000224544,251727,
-78.5597,314.898,945.869,um,Surface,Ellipsoid Axis C,167,1000224546,251728,
280.987,-580.166,764.496,um,Surface,Ellipsoid Axis C,167,1000224541,251729,
774.621,-434.696,459.35,um,Surface,Ellipsoid Axis C,167,1000238535,251730,
-589.641,110.347,-800.092,um,Surface,Ellipsoid Axis C,167,1000224905,251731,
-756.511,-463.234,461.632,um,Surface,Ellipsoid Axis C,167,1000226574,251732,
-408.279,695.742,590.975,um,Surface,Ellipsoid Axis C,167,1000224547,251733,
-71.651,-626.296,776.286,um,Surface,Ellipsoid Axis C,167,1000224553,251734,
-80.9922,985.604,-148.405,um,Surface,Ellipsoid Axis C,167,1000234294,251735,
226.277,-3.20701,974.058,um,Surface,Ellipsoid Axis C,167,1000248563,251736,
675.131,-737.566,-13.9267,um,Surface,Ellipsoid Axis C,167,1000240984,251737,
-7.25808e-10,611.408,791.316,um,Surface,Ellipsoid Axis C,167,1000224551,251738,
888.846,-452.758,-70.4536,um,Surface,Ellipsoid Axis C,167,1000251125,251739,
656.125,-605.129,450.908,um,Surface,Ellipsoid Axis C,167,1000243383,251740,
-200.793,-958.399,202.864,um,Surface,Ellipsoid Axis C,167,1000224550,251741,
815.623,436.511,379.759,um,Surface,Ellipsoid Axis C,167,1000224558,251742,
963.067,-268.766,16.3005,um,Surface,Ellipsoid Axis C,167,1000240279,251743,
-6.89887e-10,-407.618,913.153,um,Surface,Ellipsoid Axis C,167,1000244239,251744,
601.526,798.254,-30.9388,um,Surface,Ellipsoid Axis C,167,1000224556,251745,
-84.1899,-996.207,-22.013,um,Surface,Ellipsoid Axis C,167,1000224563,251746,
182.488,-151.358,971.488,um,Surface,Ellipsoid Axis C,167,1000224560,251747,
530.571,847.6,8.25169,um,Surface,Ellipsoid Axis C,167,1000238387,251748,
707.125,707.088,-0.00920693,um,Surface,Ellipsoid Axis C,167,1000224567,251749,
-60.71,923.481,378.809,um,Surface,Ellipsoid Axis C,167,1000251299,251750,
9.41423e-10,-5.12524e-05,1000,um,Surface,Ellipsoid Axis C,167,1000225444,251751,
-59.283,776.443,627.393,um,Surface,Ellipsoid Axis C,167,1000248583,251752,
119.598,119.598,985.593,um,Surface,Ellipsoid Axis C,167,1000232264,251753,
832.257,-546.913,90.7419,um,Surface,Ellipsoid Axis C,167,1000224562,251754,
898.401,337.652,-280.831,um,Surface,Ellipsoid Axis C,167,1000224564,251755,
540.617,-540.613,644.57,um,Surface,Ellipsoid Axis C,167,1000244079,251756,
61.2977,-58.97,996.376,um,Surface,Ellipsoid Axis C,167,1000224566,251757,
685.425,538.787,-489.798,um,Surface,Ellipsoid Axis C,167,1000247113,251758,
25.8654,-71.0584,997.137,um,Surface,Ellipsoid Axis C,167,1000224568,251759,
233.948,-870.84,-432.326,um,Surface,Ellipsoid Axis C,167,1000224559,251760,
-6.28699e-10,-495.482,868.618,um,Surface,Ellipsoid Axis C,167,1000226740,251761,
-1.55614e-09,-799.032,601.288,um,Surface,Ellipsoid Axis C,167,1000224571,251762,
17.1161,953.32,301.475,um,Surface,Ellipsoid Axis C,167,1000224569,251763,
936.007,316.906,153.172,um,Surface,Ellipsoid Axis C,167,1000239432,251764,
137.937,422.924,895.605,um,Surface,Ellipsoid Axis C,167,1000224940,251765,
-1.77328e-11,-871.082,491.137,um,Surface,Ellipsoid Axis C,167,1000245277,251766,
278.552,-960.421,-0.000420225,um,Surface,Ellipsoid Axis C,167,1000248436,251767,
49.9152,-986.36,156.85,um,Surface,Ellipsoid Axis C,167,1000246114,251768,
370.528,663.451,650.032,um,Surface,Ellipsoid Axis C,167,1000224814,251769,
528.528,-784.73,-323.815,um,Surface,Ellipsoid Axis C,167,1000224575,251770,
3.03355e-11,923.928,382.565,um,Surface,Ellipsoid Axis C,167,1000224693,251771,
1.24209,-985.339,170.602,um,Surface,Ellipsoid Axis C,167,1000250532,251772,
968.949,233.326,81.828,um,Surface,Ellipsoid Axis C,167,1000250231,251773,
1.40246e-11,-705.932,-708.28,um,Surface,Ellipsoid Axis C,167,1000224574,251774,
-455.566,-652.851,-605.182,um,Surface,Ellipsoid Axis C,167,1000248444,251775,
120.267,120.267,985.43,um,Surface,Ellipsoid Axis C,168,1000226759,251776,
-741.846,-543.631,392.593,um,Surface,Ellipsoid Axis C,168,1000224465,251777,
-647.772,-700.883,-298.587,um,Surface,Ellipsoid Axis C,168,1000224458,251778,
-526.481,410.109,744.734,um,Surface,Ellipsoid Axis C,168,1000226467,251779,
37.2721,-970.947,236.374,um,Surface,Ellipsoid Axis C,168,1000224463,251780,
-112.461,-151.366,982.06,um,Surface,Ellipsoid Axis C,168,1000249926,251781,
448.254,-888.526,-97.9308,um,Surface,Ellipsoid Axis C,168,1000224466,251782,
642.759,-341.572,685.704,um,Surface,Ellipsoid Axis C,168,1000224468,251783,
-416.696,-905.624,-78.8053,um,Surface,Ellipsoid Axis C,168,1000241014,251784,
4.69527e-10,2.34763e-10,1000,um,Surface,Ellipsoid Axis C,168,1000224464,251785,
437.55,-898.014,-46.0512,um,Surface,Ellipsoid Axis C,168,1000224701,251786,
812.64,-541.765,214.726,um,Surface,Ellipsoid Axis C,168,1000248284,251787,
707.107,-707.107,-7.85279e-09,um,Surface,Ellipsoid Axis C,168,1000238256,251788,
-829.773,118.641,545.345,um,Surface,Ellipsoid Axis C,168,1000228485,251789,
-526.716,-848.75,46.8298,um,Surface,Ellipsoid Axis C,168,1000224467,251790,
196.059,964.881,174.831,um,Surface,Ellipsoid Axis C,168,1000241552,251791,
-617.901,-329.906,713.695,um,Surface,Ellipsoid Axis C,168,1000225621,251792,
231.01,25.9998,972.604,um,Surface,Ellipsoid Axis C,168,1000224473,251793,
911.042,352.207,214.364,um,Surface,Ellipsoid Axis C,168,1000241891,251794,
-590.824,-713.541,-376.545,um,Surface,Ellipsoid Axis C,168,1000238432,251795,
-3.53874e-08,1000,1.92712e-19,um,Surface,Ellipsoid Axis C,168,1000237909,251796,
301.788,-827.918,472.732,um,Surface,Ellipsoid Axis C,168,1000224474,251797,
-336.895,-941.542,-3.39681e-05,um,Surface,Ellipsoid Axis C,168,1000224491,251798,
85.0026,407.355,909.305,um,Surface,Ellipsoid Axis C,168,1000243967,251799,
900.852,415.023,-127.367,um,Surface,Ellipsoid Axis C,168,1000236085,251800,
293.957,901.784,316.82,um,Surface,Ellipsoid Axis C,168,1000224476,251801,
-982.187,-184.974,33.0784,um,Surface,Ellipsoid Axis C,168,1000241906,251802,
-623.583,257.805,738.025,um,Surface,Ellipsoid Axis C,168,1000224481,251803,
76.7069,-274.382,958.557,um,Surface,Ellipsoid Axis C,168,1000224475,251804,
47.6914,-996.617,66.9272,um,Surface,Ellipsoid Axis C,168,1000224486,251805,
-120.058,987.804,-99.1475,um,Surface,Ellipsoid Axis C,168,1000239472,251806,
952.872,283.303,108.513,um,Surface,Ellipsoid Axis C,168,1000226044,251807,
68.4342,-981.115,-180.913,um,Surface,Ellipsoid Axis C,168,1000234024,251808,
828.976,-196.227,-523.731,um,Surface,Ellipsoid Axis C,168,1000226336,251809,
5.10594e-09,-629.575,776.94,um,Surface,Ellipsoid Axis C,168,1000224488,251810,
238.236,79.4957,967.948,um,Surface,Ellipsoid Axis C,168,1000248831,251811,
-172.957,-707.93,684.778,um,Surface,Ellipsoid Axis C,168,1000227400,251812,
395.543,-238.711,886.883,um,Surface,Ellipsoid Axis C,168,1000224485,251813,
-230.333,-740.468,631.39,um,Surface,Ellipsoid Axis C,168,1000235919,251814,
-6.21266,833.418,552.609,um,Surface,Ellipsoid Axis C,168,1000224483,251815,
-795.006,575.661,-191.261,um,Surface,Ellipsoid Axis C,168,1000240703,251816,
-618.392,-78.7094,-781.918,um,Surface,Ellipsoid Axis C,168,1000227233,251817,
-48.0446,-919.866,389.278,um,Surface,Ellipsoid Axis C,168,1000230629,251818,
123.136,103.818,986.944,um,Surface,Ellipsoid Axis C,168,1000243664,251819,
229.813,207.411,950.877,um,Surface,Ellipsoid Axis C,168,1000238294,251820,
133.72,176.264,975.218,um,Surface,Ellipsoid Axis C,168,1000231813,251821,
-2.0563e-09,-994.662,-103.19,um,Surface,Ellipsoid Axis C,168,1000224492,251822,
707.1,-707.114,1.30781e-09,um,Surface,Ellipsoid Axis C,168,1000224493,251823,
168.599,-2.6389e-09,985.685,um,Surface,Ellipsoid Axis C,168,1000224514,251824,
-661.502,-736.437,-141.691,um,Surface,Ellipsoid Axis C,168,1000224502,251825,
196.36,353.607,914.552,um,Surface,Ellipsoid Axis C,168,1000224495,251826,
823.617,-557.409,-104.644,um,Surface,Ellipsoid Axis C,168,1000228208,251827,
14.9556,1.70643,999.887,um,Surface,Ellipsoid Axis C,168,1000224505,251828,
900.684,-317.956,296.096,um,Surface,Ellipsoid Axis C,168,1000226074,251829,
-773.682,-380.635,506.491,um,Surface,Ellipsoid Axis C,168,1000250439,251830,
-1.14923e-10,209.762,977.753,um,Surface,Ellipsoid Axis C,168,1000226826,251831,
574.576,-802.271,161.937,um,Surface,Ellipsoid Axis C,168,1000244837,251832,
130.572,-917.053,376.782,um,Surface,Ellipsoid Axis C,168,1000249175,251833,
1000,0.000998525,0.000315689,um,Surface,Ellipsoid Axis C,168,1000224501,251834,
-309.711,-928.157,-206.408,um,Surface,Ellipsoid Axis C,168,1000228532,251835,
-895.937,-1.36714e-08,-444.18,um,Surface,Ellipsoid Axis C,168,1000229855,251836,
680.971,-164.307,-713.639,um,Surface,Ellipsoid Axis C,168,1000236626,251837,
-160.251,-984.504,71.2139,um,Surface,Ellipsoid Axis C,168,1000224513,251838,
-4.41619,994.25,106.991,um,Surface,Ellipsoid Axis C,168,1000224515,251839,
9.94716e-10,-1.24339e-10,1000,um,Surface,Ellipsoid Axis C,168,1000224512,251840,
-284.617,-284.617,915.416,um,Surface,Ellipsoid Axis C,168,1000226515,251841,
-476.228,-627.642,615.851,um,Surface,Ellipsoid Axis C,168,1000224506,251842,
109.555,-72.5928,991.326,um,Surface,Ellipsoid Axis C,168,1000246704,251843,
260.657,-289.574,920.981,um,Surface,Ellipsoid Axis C,168,1000224522,251844,
-982.554,-46.5922,-180.049,um,Surface,Ellipsoid Axis C,168,1000234078,251845,
-366.754,-921.229,129.723,um,Surface,Ellipsoid Axis C,168,1000251530,251846,
-383.18,7.74018e-09,923.674,um,Surface,Ellipsoid Axis C,168,1000224507,251847,
-4.47482e-09,945.228,326.41,um,Surface,Ellipsoid Axis C,168,1000224520,251848,
-607.168,-664.026,436.367,um,Surface,Ellipsoid Axis C,168,1000224518,251849,
-157.622,272.512,949.154,um,Surface,Ellipsoid Axis C,168,1000238319,251850,
-135.545,-931.051,338.779,um,Surface,Ellipsoid Axis C,168,1000224517,251851,
-9.61291,-950.016,-312.054,um,Surface,Ellipsoid Axis C,168,1000224524,251852,
902.865,407.466,137.139,um,Surface,Ellipsoid Axis C,168,1000245198,251853,
1.43949,-462.146,-886.802,um,Surface,Ellipsoid Axis C,168,1000224511,251854,
817.332,233.118,-526.901,um,Surface,Ellipsoid Axis C,168,1000224516,251855,
707.11,-707.103,-0.00478709,um,Surface,Ellipsoid Axis C,168,1000224543,251856,
348.333,-291.472,890.903,um,Surface,Ellipsoid Axis C,168,1000250170,251857,
997.075,56.4748,51.4908,um,Surface,Ellipsoid Axis C,168,1000224525,251858,
5.06794e-12,-1.14056e-05,1000,um,Surface,Ellipsoid Axis C,168,1000224529,251859,
893.919,361.782,-264.618,um,Surface,Ellipsoid Axis C,168,1000238489,251860,
-9.19208e-10,543.713,839.271,um,Surface,Ellipsoid Axis C,168,1000237992,251861,
676.301,613.515,407.698,um,Surface,Ellipsoid Axis C,168,1000237141,251862,
652.922,-294.851,-697.679,um,Surface,Ellipsoid Axis C,168,1000224527,251863,
112.392,659.772,743.013,um,Surface,Ellipsoid Axis C,168,1000224534,251864,
-1.02942e-09,-407.613,913.155,um,Surface,Ellipsoid Axis C,168,1000226406,251865,
618.639,-785.572,12.7908,um,Surface,Ellipsoid Axis C,168,1000224526,251866,
-8.52892,982.452,186.32,um,Surface,Ellipsoid Axis C,168,1000224519,251867,
184.338,-29.8506,982.409,um,Surface,Ellipsoid Axis C,168,1000224535,251868,
77.4307,-97.1349,-992.255,um,Surface,Ellipsoid Axis C,168,1000224533,251869,
-71.9698,-575.757,814.447,um,Surface,Ellipsoid Axis C,168,1000245053,251870,
273.952,126.23,953.423,um,Surface,Ellipsoid Axis C,168,1000225028,251871,
-182.751,868.964,459.895,um,Surface,Ellipsoid Axis C,168,1000239718,251872,
-661.717,-51.3827,747.991,um,Surface,Ellipsoid Axis C,168,1000224528,251873,
-19.4937,999.645,18.1696,um,Surface,Ellipsoid Axis C,168,1000234804,251874,
996.702,64.5051,-49.2408,um,Surface,Ellipsoid Axis C,168,1000224538,251875,
11.1483,510.577,859.76,um,Surface,Ellipsoid Axis C,168,1000224539,251876,
1.11022e-13,-1000,3.40384e-10,um,Surface,Ellipsoid Axis C,168,1000226120,251877,
-350.351,936.184,28.5363,um,Surface,Ellipsoid Axis C,168,1000224540,251878,
-226.829,972.124,59.3623,um,Surface,Ellipsoid Axis C,168,1000238683,251879,
-425.29,-545.362,722.294,um,Surface,Ellipsoid Axis C,168,1000235321,251880,
-524.702,821.152,224.493,um,Surface,Ellipsoid Axis C,168,1000224537,251881,
528.654,-171.41,-831.35,um,Surface,Ellipsoid Axis C,168,1000224549,251882,
-71.1874,779.633,622.178,um,Surface,Ellipsoid Axis C,168,1000224546,251883,
544.554,-476.228,690.412,um,Surface,Ellipsoid Axis C,168,1000238535,251884,
-321.88,872.698,367.141,um,Surface,Ellipsoid Axis C,168,1000224541,251885,
707.108,-707.105,-0.000919784,um,Surface,Ellipsoid Axis C,168,1000224547,251886,
-923.929,-3.7825e-09,382.565,um,Surface,Ellipsoid Axis C,168,1000224544,251887,
-89.8353,-991.2,-97.2199,um,Surface,Ellipsoid Axis C,168,1000224553,251888,
-2.37316e-05,-4.24339e-05,1000,um,Surface,Ellipsoid Axis C,168,1000224905,251889,
-831.974,-433.451,346.322,um,Surface,Ellipsoid Axis C,168,1000226574,251890,
209.668,930.8,299.417,um,Surface,Ellipsoid Axis C,168,1000234294,251891,
-447.21,894.429,4.45971e-10,um,Surface,Ellipsoid Axis C,168,1000224551,251892,
624.761,-779.332,48.1206,um,Surface,Ellipsoid Axis C,168,1000251125,251893,
-606.719,606.713,-513.606,um,Surface,Ellipsoid Axis C,168,1000243383,251894,
991.476,1.00961e-09,-130.289,um,Surface,Ellipsoid Axis C,168,1000248563,251895,
-14.5674,-918.115,-396.047,um,Surface,Ellipsoid Axis C,168,1000224550,251896,
402.963,915.129,-12.6448,um,Surface,Ellipsoid Axis C,168,1000238387,251897,
576.66,-810.482,-102.874,um,Surface,Ellipsoid Axis C,168,1000240279,251898,
-870.679,-420.222,-255.6,um,Surface,Ellipsoid Axis C,168,1000240984,251899,
-7.16063e-12,-876.462,-481.471,um,Surface,Ellipsoid Axis C,168,1000244239,251900,
945.726,-204.397,252.634,um,Surface,Ellipsoid Axis C,168,1000248583,251901,
350.95,519.779,778.886,um,Surface,Ellipsoid Axis C,168,1000224556,251902,
-30.6172,-61.4886,997.638,um,Surface,Ellipsoid Axis C,168,1000224560,251903,
-882.064,209.608,-421.933,um,Surface,Ellipsoid Axis C,168,1000224563,251904,
-709.62,-394.336,-583.899,um,Surface,Ellipsoid Axis C,168,1000224558,251905,
390.851,-654.124,647.577,um,Surface,Ellipsoid Axis C,168,1000224567,251906,
-680.343,-659.77,-319.118,um,Surface,Ellipsoid Axis C,168,1000224566,251907,
-144.309,961.792,232.662,um,Surface,Ellipsoid Axis C,168,1000251299,251908,
-224.29,120.443,967.051,um,Surface,Ellipsoid Axis C,168,1000225444,251909,
8.54939e-11,-739.225,673.459,um,Surface,Ellipsoid Axis C,168,1000226740,251910,
879.563,-444.763,-168.984,um,Surface,Ellipsoid Axis C,168,1000224562,251911,
-813.759,-569.318,116.936,um,Surface,Ellipsoid Axis C,168,1000224564,251912,
-756.908,-556.938,341.922,um,Surface,Ellipsoid Axis C,168,1000244079,251913,
-62.4493,-980.442,186.637,um,Surface,Ellipsoid Axis C,168,1000224940,251914,
462.34,875.318,141.634,um,Surface,Ellipsoid Axis C,168,1000247113,251915,
79.6163,134.669,987.687,um,Surface,Ellipsoid Axis C,168,1000224568,251916,
-450.668,882.136,136.873,um,Surface,Ellipsoid Axis C,168,1000224559,251917,
-5.84846e-11,1000,9.85666e-10,um,Surface,Ellipsoid Axis C,168,1000232264,251918,
281.908,-925.828,251.736,um,Surface,Ellipsoid Axis C,168,1000224571,251919,
283.622,832.383,476.127,um,Surface,Ellipsoid Axis C,168,1000224814,251920,
59.6025,54.1195,996.754,um,Surface,Ellipsoid Axis C,168,1000224569,251921,
320.204,-793.977,516.789,um,Surface,Ellipsoid Axis C,168,1000239432,251922,
-150.591,10.4155,-988.541,um,Surface,Ellipsoid Axis C,168,1000245277,251923,
53.9497,-988.992,137.785,um,Surface,Ellipsoid Axis C,168,1000248436,251924,
-4.36937e-10,0.000150125,1000,um,Surface,Ellipsoid Axis C,168,1000224572,251925,
-53.199,-998.584,2.29358e-05,um,Surface,Ellipsoid Axis C,168,1000246114,251926,
-453.808,-859.311,235.89,um,Surface,Ellipsoid Axis C,168,1000224693,251927,
-536.766,842.305,-49.0287,um,Surface,Ellipsoid Axis C,168,1000250231,251928,
-269.751,-835.694,478.383,um,Surface,Ellipsoid Axis C,168,1000250532,251929,
-21.9634,170.356,985.138,um,Surface,Ellipsoid Axis C,168,1000224574,251930,
-141.069,-873.284,-466.341,um,Surface,Ellipsoid Axis C,168,1000248444,251931,
-166.222,142.648,975.716,um,Surface,Ellipsoid Axis C,169,1000224468,251932,
-380.357,-879.623,-285.642,um,Surface,Ellipsoid Axis C,169,1000224464,251933,
731.839,225.016,643.257,um,Surface,Ellipsoid Axis C,169,1000226759,251934,
336.147,927,-166.361,um,Surface,Ellipsoid Axis C,169,1000224465,251935,
313.185,923.239,222.588,um,Surface,Ellipsoid Axis C,169,1000224458,251936,
-518.789,520.914,677.869,um,Surface,Ellipsoid Axis C,169,1000226467,251937,
-113.077,991.101,-70.2266,um,Surface,Ellipsoid Axis C,169,1000224463,251938,
-457.826,0,889.042,um,Surface,Ellipsoid Axis C,169,1000224462,251939,
-923.249,173.189,342.953,um,Surface,Ellipsoid Axis C,169,1000249926,251940,
109.306,987.153,-116.542,um,Surface,Ellipsoid Axis C,169,1000248284,251941,
180.677,22.6212,983.282,um,Surface,Ellipsoid Axis C,169,1000228485,251942,
402.137,-524.785,750.257,um,Surface,Ellipsoid Axis C,169,1000238256,251943,
-546.203,835.833,55.1813,um,Surface,Ellipsoid Axis C,169,1000224467,251944,
367.581,929.957,8.01761,um,Surface,Ellipsoid Axis C,169,1000241014,251945,
-178.14,-981.839,-65.2591,um,Surface,Ellipsoid Axis C,169,1000225621,251946,
433.76,38.5983,900.201,um,Surface,Ellipsoid Axis C,169,1000224473,251947,
834.877,347.212,427.112,um,Surface,Ellipsoid Axis C,169,1000241891,251948,
808.36,164.337,565.285,um,Surface,Ellipsoid Axis C,169,1000224701,251949,
-498.171,-866.14,-40.3389,um,Surface,Ellipsoid Axis C,169,1000238432,251950,
172.787,-949.623,261.458,um,Surface,Ellipsoid Axis C,169,1000237909,251951,
292.008,-181.158,939.102,um,Surface,Ellipsoid Axis C,169,1000224474,251952,
-98.5008,-950.998,293.089,um,Surface,Ellipsoid Axis C,169,1000241552,251953,
239.244,595.361,767.012,um,Surface,Ellipsoid Axis C,169,1000243967,251954,
-612.474,-756.718,228.59,um,Surface,Ellipsoid Axis C,169,1000241906,251955,
161.008,-161.006,973.732,um,Surface,Ellipsoid Axis C,169,1000239472,251956,
-92.3293,-124.302,987.939,um,Surface,Ellipsoid Axis C,169,1000224491,251957,
-628.701,-540.792,-558.82,um,Surface,Ellipsoid Axis C,169,1000236085,251958,
-112.781,48.4486,992.438,um,Surface,Ellipsoid Axis C,169,1000224476,251959,
49.0304,-457.23,887.996,um,Surface,Ellipsoid Axis C,169,1000224475,251960,
-799.747,-491.412,-344.845,um,Surface,Ellipsoid Axis C,169,1000226336,251961,
65.5304,-963.508,259.535,um,Surface,Ellipsoid Axis C,169,1000224486,251962,
77.549,-984.039,160.168,um,Surface,Ellipsoid Axis C,169,1000234024,251963,
-177.768,-955.301,236.219,um,Surface,Ellipsoid Axis C,169,1000227400,251964,
187.884,47.635,981.035,um,Surface,Ellipsoid Axis C,169,1000224481,251965,
473.298,-592.639,651.742,um,Surface,Ellipsoid Axis C,169,1000224488,251966,
-110.316,990.642,-80.362,um,Surface,Ellipsoid Axis C,169,1000224483,251967,
11.3067,-175.15,984.477,um,Surface,Ellipsoid Axis C,169,1000248831,251968,
937.7,346.647,23.5772,um,Surface,Ellipsoid Axis C,169,1000226044,251969,
-911.029,-324.382,254.563,um,Surface,Ellipsoid Axis C,169,1000235919,251970,
790.166,-526.625,313.534,um,Surface,Ellipsoid Axis C,169,1000240703,251971,
623.607,-709.489,328.237,um,Surface,Ellipsoid Axis C,169,1000224485,251972,
0,-582.429,812.881,um,Surface,Ellipsoid Axis C,169,1000224493,251973,
784.735,-528.523,323.813,um,Surface,Ellipsoid Axis C,169,1000224514,251974,
-508.229,-804.173,308.234,um,Surface,Ellipsoid Axis C,169,1000243664,251975,
640.283,-379.794,667.678,um,Surface,Ellipsoid Axis C,169,1000227233,251976,
