
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,TrackID,ID,
5.75383,um,Surface,1,1000224458,224458,
6.38511,um,Surface,1,1000224459,224459,
5.85975,um,Surface,1,1000224460,224460,
5.93121,um,Surface,1,1000224461,224461,
5.69821,um,Surface,1,1000224462,224462,
6.64532,um,Surface,1,1000224463,224463,
5.28674,um,Surface,1,1000224464,224464,
6.57542,um,Surface,1,1000224465,224465,
5.695,um,Surface,1,1000224466,224466,
6.41898,um,Surface,1,1000224467,224467,
6.64538,um,Surface,1,1000224468,224468,
4.33094,um,Surface,1,1000224469,224469,
5.88266,um,Surface,1,1000224470,224470,
6.20244,um,Surface,1,1000224471,224471,
6.08378,um,Surface,1,1000224472,224472,
5.80927,um,Surface,1,1000224473,224473,
6.23949,um,Surface,1,1000224474,224474,
6.08894,um,Surface,1,1000224475,224475,
6.0429,um,Surface,1,1000224476,224476,
5.97842,um,Surface,1,1000224477,224477,
5.74229,um,Surface,1,1000224478,224478,
7.79556,um,Surface,1,1000224479,224479,
6.25727,um,Surface,1,1000224480,224480,
5.4332,um,Surface,1,1000224481,224481,
5.92484,um,Surface,1,1000224482,224482,
5.3946,um,Surface,1,1000224483,224483,
6.22098,um,Surface,1,1000224484,224484,
5.65897,um,Surface,1,1000224485,224485,
5.82684,um,Surface,1,1000224486,224486,
6.01585,um,Surface,1,1000224487,224487,
6.70887,um,Surface,1,1000224488,224488,
6.77921,um,Surface,1,1000224489,224489,
6.16981,um,Surface,1,1000224490,224490,
5.75078,um,Surface,1,1000224491,224491,
7.09405,um,Surface,1,1000224492,224492,
5.967,um,Surface,1,1000224493,224493,
5.49548,um,Surface,1,1000224494,224494,
6.0978,um,Surface,1,1000224495,224495,
6.01988,um,Surface,1,1000224496,224496,
6.14075,um,Surface,1,1000224497,224497,
5.40404,um,Surface,1,1000224498,224498,
7.33125,um,Surface,1,1000224499,224499,
8.31862,um,Surface,1,1000224500,224500,
5.57979,um,Surface,1,1000224501,224501,
5.84047,um,Surface,1,1000224502,224502,
5.98555,um,Surface,1,1000224503,224503,
6.33401,um,Surface,1,1000224504,224504,
6.93892,um,Surface,1,1000224505,224505,
5.7086,um,Surface,1,1000224506,224506,
6.42904,um,Surface,1,1000224507,224507,
6.40413,um,Surface,1,1000224508,224508,
5.93926,um,Surface,1,1000224509,224509,
5.88712,um,Surface,1,1000224510,224510,
6.12924,um,Surface,1,1000224511,224511,
6.01734,um,Surface,1,1000224512,224512,
5.69404,um,Surface,1,1000224513,224513,
5.82408,um,Surface,1,1000224514,224514,
6.11334,um,Surface,1,1000224515,224515,
6.70416,um,Surface,1,1000224516,224516,
5.83746,um,Surface,1,1000224517,224517,
6.20137,um,Surface,1,1000224518,224518,
5.21966,um,Surface,1,1000224519,224519,
5.89319,um,Surface,1,1000224520,224520,
6.66486,um,Surface,1,1000224521,224521,
6.01572,um,Surface,1,1000224522,224522,
6.16603,um,Surface,1,1000224523,224523,
6.36783,um,Surface,1,1000224524,224524,
6.43365,um,Surface,1,1000224525,224525,
6.65823,um,Surface,1,1000224526,224526,
5.87929,um,Surface,1,1000224527,224527,
7.71323,um,Surface,1,1000224528,224528,
6.23103,um,Surface,1,1000224529,224529,
5.4184,um,Surface,1,1000224530,224530,
5.79977,um,Surface,1,1000224531,224531,
6.13706,um,Surface,1,1000224532,224532,
5.9961,um,Surface,1,1000224533,224533,
5.71516,um,Surface,1,1000224534,224534,
4.3867,um,Surface,1,1000224535,224535,
6.14637,um,Surface,1,1000224536,224536,
6.07671,um,Surface,1,1000224537,224537,
6.0755,um,Surface,1,1000224538,224538,
6.03901,um,Surface,1,1000224539,224539,
6.38467,um,Surface,1,1000224540,224540,
4.35476,um,Surface,1,1000224541,224541,
5.52281,um,Surface,1,1000224542,224542,
5.89454,um,Surface,1,1000224543,224543,
5.84914,um,Surface,1,1000224544,224544,
5.84508,um,Surface,1,1000224545,224545,
5.97452,um,Surface,1,1000224546,224546,
6.05079,um,Surface,1,1000224547,224547,
4.56648,um,Surface,1,1000224548,224548,
5.94673,um,Surface,1,1000224549,224549,
6.0935,um,Surface,1,1000224550,224550,
5.00662,um,Surface,1,1000224551,224551,
5.90482,um,Surface,1,1000224552,224552,
6.03524,um,Surface,1,1000224553,224553,
5.86754,um,Surface,1,1000224554,224554,
7.09333,um,Surface,1,1000224555,224555,
5.86956,um,Surface,1,1000224556,224556,
6.09723,um,Surface,1,1000224557,224557,
6.7152,um,Surface,1,1000224558,224558,
5.8063,um,Surface,1,1000224559,224559,
5.80616,um,Surface,1,1000224560,224560,
5.85529,um,Surface,1,1000224561,224561,
6.34454,um,Surface,1,1000224562,224562,
4.39112,um,Surface,1,1000224563,224563,
7.28085,um,Surface,1,1000224564,224564,
5.58526,um,Surface,1,1000224565,224565,
5.94013,um,Surface,1,1000224566,224566,
6.04677,um,Surface,1,1000224567,224567,
6.11822,um,Surface,1,1000224568,224568,
5.99738,um,Surface,1,1000224569,224569,
6.10798,um,Surface,1,1000224570,224570,
5.62452,um,Surface,1,1000224571,224571,
5.72563,um,Surface,1,1000224572,224572,
4.41017,um,Surface,1,1000224573,224573,
6.63397,um,Surface,1,1000224574,224574,
5.86959,um,Surface,1,1000224575,224575,
5.68659,um,Surface,2,1000224466,224576,
6.45142,um,Surface,2,1000224467,224577,
5.76016,um,Surface,2,1000224458,224578,
5.71555,um,Surface,2,1000224459,224579,
5.79849,um,Surface,2,1000224461,224580,
5.87644,um,Surface,2,1000224460,224581,
5.29129,um,Surface,2,1000224462,224582,
7.14172,um,Surface,2,1000224463,224583,
7.25741,um,Surface,2,1000224468,224584,
5.83979,um,Surface,2,1000224470,224585,
5.85802,um,Surface,2,1000224464,224586,
6.64696,um,Surface,2,1000224465,224587,
5.69093,um,Surface,2,1000224471,224588,
5.94286,um,Surface,2,1000224473,224589,
5.951,um,Surface,2,1000224469,224590,
6.6044,um,Surface,2,1000224474,224591,
5.90055,um,Surface,2,1000224475,224592,
6.46442,um,Surface,2,1000224472,224593,
6.08937,um,Surface,2,1000224477,224594,
6.05223,um,Surface,2,1000224478,224595,
8.0143,um,Surface,2,1000224479,224596,
5.94002,um,Surface,2,1000224480,224597,
5.97404,um,Surface,2,1000224476,224598,
6.13118,um,Surface,2,1000224482,224599,
5.74361,um,Surface,2,1000224483,224600,
6.44957,um,Surface,2,1000224484,224601,
5.36812,um,Surface,2,1000224481,224602,
5.98229,um,Surface,2,1000224486,224603,
6.02641,um,Surface,2,1000224485,224604,
5.77157,um,Surface,2,1000224491,224605,
5.43391,um,Surface,2,1000224489,224606,
6.89735,um,Surface,2,1000224488,224607,
5.33574,um,Surface,2,1000224493,224608,
6.36922,um,Surface,2,1000224490,224609,
6.12235,um,Surface,2,1000224487,224610,
5.7698,um,Surface,2,1000224494,224611,
6.50924,um,Surface,2,1000224495,224612,
5.52644,um,Surface,2,1000224496,224613,
7.21516,um,Surface,2,1000224492,224614,
6.04109,um,Surface,2,1000224502,224615,
6.27543,um,Surface,2,1000224497,224616,
6.46255,um,Surface,2,1000224499,224617,
6.17584,um,Surface,2,1000224501,224618,
7.80775,um,Surface,2,1000224500,224619,
6.13239,um,Surface,2,1000224498,224620,
6.01981,um,Surface,2,1000224504,224621,
5.81814,um,Surface,2,1000224506,224622,
5.96499,um,Surface,2,1000224503,224623,
6.41211,um,Surface,2,1000224505,224624,
5.97054,um,Surface,2,1000224507,224625,
6.29518,um,Surface,2,1000224509,224626,
6.24574,um,Surface,2,1000224508,224627,
5.84791,um,Surface,2,1000224510,224628,
5.62884,um,Surface,2,1000224512,224629,
6.48579,um,Surface,2,1000224511,224630,
6.10658,um,Surface,2,1000224519,224631,
6.25209,um,Surface,2,1000224515,224632,
6.02488,um,Surface,2,1000224517,224633,
6.20555,um,Surface,2,1000224513,224634,
5.46677,um,Surface,2,1000224514,224635,
6.22726,um,Surface,2,1000224521,224636,
5.44348,um,Surface,2,1000224520,224637,
6.97415,um,Surface,2,1000224516,224638,
6.00692,um,Surface,2,1000224518,224639,
6.17104,um,Surface,2,1000224523,224640,
6.46612,um,Surface,2,1000224525,224641,
6.0218,um,Surface,2,1000224524,224642,
6.23166,um,Surface,2,1000224522,224643,
6.30279,um,Surface,2,1000224526,224644,
6.2259,um,Surface,2,1000224527,224645,
7.07464,um,Surface,2,1000224528,224646,
6.07307,um,Surface,2,1000224531,224647,
5.84951,um,Surface,2,1000224530,224648,
6.08674,um,Surface,2,1000224532,224649,
5.92508,um,Surface,2,1000224534,224650,
6.58532,um,Surface,2,1000224529,224651,
6.21875,um,Surface,2,1000224535,224652,
6.39512,um,Surface,2,1000224533,224653,
5.55478,um,Surface,2,1000224538,224654,
5.96816,um,Surface,2,1000224537,224655,
5.8352,um,Surface,2,1000224539,224656,
5.89097,um,Surface,2,1000224541,224657,
6.29251,um,Surface,2,1000224536,224658,
5.71157,um,Surface,2,1000224542,224659,
5.77467,um,Surface,2,1000224543,224660,
6.32764,um,Surface,2,1000224540,224661,
3.33451,um,Surface,2,1000224548,224662,
5.74395,um,Surface,2,1000224545,224663,
5.61766,um,Surface,2,1000224546,224664,
5.47526,um,Surface,2,1000224552,224665,
5.82644,um,Surface,2,1000224547,224666,
5.51447,um,Surface,2,1000224549,224667,
6.29392,um,Surface,2,1000224544,224668,
4.93251,um,Surface,2,1000224550,224669,
4.38243,um,Surface,2,1000224551,224670,
6.12151,um,Surface,2,1000224553,224671,
6.58956,um,Surface,2,1000224558,224672,
5.7498,um,Surface,2,1000224554,224673,
4.33014,um,Surface,2,1000224674,224674,
6.28077,um,Surface,2,1000224557,224675,
6.93032,um,Surface,2,1000224555,224676,
5.96016,um,Surface,2,1000224563,224677,
6.81817,um,Surface,2,1000224559,224678,
6.26652,um,Surface,2,1000224556,224679,
6.06299,um,Surface,2,1000224561,224680,
5.81023,um,Surface,2,1000224560,224681,
7.22931,um,Surface,2,1000224562,224682,
5.44541,um,Surface,2,1000224565,224683,
7.60437,um,Surface,2,1000224564,224684,
5.86665,um,Surface,2,1000224566,224685,
6.27022,um,Surface,2,1000224567,224686,
6.01955,um,Surface,2,1000224569,224687,
6.25976,um,Surface,2,1000224570,224688,
5.43122,um,Surface,2,1000224571,224689,
5.11837,um,Surface,2,1000224572,224690,
6.21737,um,Surface,2,1000224573,224691,
7.19485,um,Surface,2,1000224568,224692,
1.9803,um,Surface,2,1000224693,224693,
6.38433,um,Surface,2,1000224574,224694,
5.57031,um,Surface,2,1000224575,224695,
6.11944,um,Surface,3,1000224470,224696,
5.65032,um,Surface,3,1000224464,224697,
6.43438,um,Surface,3,1000224465,224698,
5.72777,um,Surface,3,1000224466,224699,
6.22479,um,Surface,3,1000224467,224700,
5.23684,um,Surface,3,1000224701,224701,
5.94223,um,Surface,3,1000224458,224702,
5.91146,um,Surface,3,1000224459,224703,
5.80382,um,Surface,3,1000224461,224704,
5.67062,um,Surface,3,1000224460,224705,
5.04532,um,Surface,3,1000224462,224706,
7.2416,um,Surface,3,1000224463,224707,
5.70336,um,Surface,3,1000224473,224708,
5.69733,um,Surface,3,1000224469,224709,
7.30288,um,Surface,3,1000224468,224710,
5.87873,um,Surface,3,1000224477,224711,
6.12539,um,Surface,3,1000224472,224712,
6.04376,um,Surface,3,1000224471,224713,
6.39663,um,Surface,3,1000224474,224714,
6.00563,um,Surface,3,1000224475,224715,
7.63442,um,Surface,3,1000224479,224716,
5.74495,um,Surface,3,1000224480,224717,
6.33551,um,Surface,3,1000224476,224718,
6.15073,um,Surface,3,1000224484,224719,
6.40107,um,Surface,3,1000224478,224720,
5.32937,um,Surface,3,1000224486,224721,
6.15488,um,Surface,3,1000224482,224722,
5.30505,um,Surface,3,1000224483,224723,
6.33614,um,Surface,3,1000224488,224724,
5.83376,um,Surface,3,1000224485,224725,
5.70806,um,Surface,3,1000224481,224726,
5.80728,um,Surface,3,1000224490,224727,
6.23965,um,Surface,3,1000224487,224728,
5.63358,um,Surface,3,1000224491,224729,
5.4201,um,Surface,3,1000224489,224730,
6.70641,um,Surface,3,1000224492,224731,
5.44576,um,Surface,3,1000224493,224732,
5.64294,um,Surface,3,1000224496,224733,
5.79225,um,Surface,3,1000224494,224734,
6.59114,um,Surface,3,1000224500,224735,
7.09061,um,Surface,3,1000224499,224736,
6.04167,um,Surface,3,1000224502,224737,
6.37151,um,Surface,3,1000224497,224738,
6.02877,um,Surface,3,1000224495,224739,
6.05641,um,Surface,3,1000224506,224740,
5.97934,um,Surface,3,1000224501,224741,
4.34119,um,Surface,3,1000224498,224742,
5.98396,um,Surface,3,1000224503,224743,
6.1995,um,Surface,3,1000224504,224744,
6.63063,um,Surface,3,1000224505,224745,
6.24252,um,Surface,3,1000224509,224746,
6.75446,um,Surface,3,1000224508,224747,
6.07035,um,Surface,3,1000224511,224748,
6.11604,um,Surface,3,1000224515,224749,
5.96917,um,Surface,3,1000224512,224750,
5.94364,um,Surface,3,1000224507,224751,
6.29991,um,Surface,3,1000224519,224752,
5.99469,um,Surface,3,1000224514,224753,
5.95149,um,Surface,3,1000224510,224754,
6.20473,um,Surface,3,1000224517,224755,
5.84611,um,Surface,3,1000224513,224756,
5.59216,um,Surface,3,1000224520,224757,
6.18237,um,Surface,3,1000224522,224758,
6.88204,um,Surface,3,1000224516,224759,
5.99291,um,Surface,3,1000224518,224760,
5.94671,um,Surface,3,1000224523,224761,
6.18956,um,Surface,3,1000224524,224762,
5.97174,um,Surface,3,1000224521,224763,
6.25123,um,Surface,3,1000224525,224764,
6.38513,um,Surface,3,1000224526,224765,
7.44284,um,Surface,3,1000224528,224766,
5.53448,um,Surface,3,1000224527,224767,
5.11496,um,Surface,3,1000224531,224768,
5.49304,um,Surface,3,1000224530,224769,
5.97427,um,Surface,3,1000224532,224770,
5.97782,um,Surface,3,1000224771,224771,
