
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,TrackID,ID,
543.006,-801.691,-249.873,um,Surface,Ellipsoid Axis A,68,1000224491,235072,
516.711,-108.826,-849.215,um,Surface,Ellipsoid Axis A,68,1000227233,235073,
827.489,-76.7536,556.211,um,Surface,Ellipsoid Axis A,68,1000234726,235074,
624.397,760.9,-176.519,um,Surface,Ellipsoid Axis A,68,1000224490,235075,
976.328,-144.705,160.763,um,Surface,Ellipsoid Axis A,68,1000224488,235076,
461.388,-821.091,-336.053,um,Surface,Ellipsoid Axis A,68,1000231654,235077,
987.199,4.2717e-05,159.495,um,Surface,Ellipsoid Axis A,68,1000230629,235078,
-952.324,-251.836,172.213,um,Surface,Ellipsoid Axis A,68,1000224487,235079,
-30.6933,-25.7132,999.198,um,Surface,Ellipsoid Axis A,68,1000224489,235080,
774.265,585.537,-240.125,um,Surface,Ellipsoid Axis A,68,1000225093,235081,
-703.924,-704.058,-93.77,um,Surface,Ellipsoid Axis A,68,1000224494,235082,
-420.896,-900.013,-113.239,um,Surface,Ellipsoid Axis A,68,1000224502,235083,
927.209,-369.908,-58.7546,um,Surface,Ellipsoid Axis A,68,1000224495,235084,
979.44,-197.536,-40.9447,um,Surface,Ellipsoid Axis A,68,1000224493,235085,
794.811,171.663,582.072,um,Surface,Ellipsoid Axis A,68,1000224492,235086,
974.671,-223.31,-12.177,um,Surface,Ellipsoid Axis A,68,1000226074,235087,
-304.798,-908.983,284.337,um,Surface,Ellipsoid Axis A,68,1000224496,235088,
-298.496,-152.085,-942.216,um,Surface,Ellipsoid Axis A,68,1000225660,235089,
817.12,553.619,-160.688,um,Surface,Ellipsoid Axis A,68,1000224501,235090,
971.924,74.6485,223.14,um,Surface,Ellipsoid Axis A,68,1000224506,235091,
992.496,121.763,11.1545,um,Surface,Ellipsoid Axis A,68,1000228208,235092,
595.885,110.759,795.396,um,Surface,Ellipsoid Axis A,68,1000224504,235093,
-762.09,-590.162,266.322,um,Surface,Ellipsoid Axis A,68,1000224505,235094,
984.157,177.172,6.6469,um,Surface,Ellipsoid Axis A,68,1000228532,235095,
-851.494,-380.401,-360.907,um,Surface,Ellipsoid Axis A,68,1000224521,235096,
1000,1.71754e-09,7.17975e-10,um,Surface,Ellipsoid Axis A,68,1000224500,235097,
237.88,-961.202,139.654,um,Surface,Ellipsoid Axis A,68,1000226826,235098,
985.958,-166.942,4.0923,um,Surface,Ellipsoid Axis A,68,1000224510,235099,
722.123,-277.502,-633.664,um,Surface,Ellipsoid Axis A,68,1000226515,235100,
997.917,54.3734,-34.72,um,Surface,Ellipsoid Axis A,68,1000224512,235101,
0.0065441,-1000,0.000110448,um,Surface,Ellipsoid Axis A,68,1000224508,235102,
-805.92,-534.181,255.232,um,Surface,Ellipsoid Axis A,68,1000224507,235103,
149.488,988.711,-10.2288,um,Surface,Ellipsoid Axis A,68,1000224503,235104,
-127.635,-160.253,978.789,um,Surface,Ellipsoid Axis A,68,1000234078,235105,
407.704,-847.863,-338.977,um,Surface,Ellipsoid Axis A,68,1000224515,235106,
795.787,604.955,-27.4434,um,Surface,Ellipsoid Axis A,68,1000224513,235107,
-33.4609,999.436,-3.00138,um,Surface,Ellipsoid Axis A,68,1000225008,235108,
995.29,74.4904,-62.0454,um,Surface,Ellipsoid Axis A,68,1000224514,235109,
-791.37,-203.918,576.325,um,Surface,Ellipsoid Axis A,68,1000224517,235110,
-355.136,675.346,646.364,um,Surface,Ellipsoid Axis A,68,1000224511,235111,
352.853,-933.054,-70.04,um,Surface,Ellipsoid Axis A,68,1000224516,235112,
755.842,-649.72,-81.0338,um,Surface,Ellipsoid Axis A,68,1000224518,235113,
991.983,-96.0534,82.1173,um,Surface,Ellipsoid Axis A,68,1000224771,235114,
633.351,481.033,-606.197,um,Surface,Ellipsoid Axis A,68,1000226081,235115,
-98.5236,-8.76012,-995.096,um,Surface,Ellipsoid Axis A,68,1000229855,235116,
995.551,-12.335,-93.4183,um,Surface,Ellipsoid Axis A,68,1000224522,235117,
-168.768,64.5583,983.539,um,Surface,Ellipsoid Axis A,68,1000224509,235118,
184.005,-832.822,522.062,um,Surface,Ellipsoid Axis A,68,1000224524,235119,
875.872,269.192,-400.479,um,Surface,Ellipsoid Axis A,68,1000224520,235120,
778.932,565.855,270.32,um,Surface,Ellipsoid Axis A,68,1000224525,235121,
-261.795,816.245,514.983,um,Surface,Ellipsoid Axis A,68,1000224523,235122,
725.773,33.2748,687.129,um,Surface,Ellipsoid Axis A,68,1000227755,235123,
990.466,25.8194,-135.318,um,Surface,Ellipsoid Axis A,68,1000224531,235124,
995.97,-61.0694,-65.6818,um,Surface,Ellipsoid Axis A,68,1000226996,235125,
394.219,912.441,109.743,um,Surface,Ellipsoid Axis A,68,1000224528,235126,
-351.793,-932.395,82.9565,um,Surface,Ellipsoid Axis A,68,1000225970,235127,
981.619,-37.3997,187.152,um,Surface,Ellipsoid Axis A,68,1000225699,235128,
990.396,112.645,80.1718,um,Surface,Ellipsoid Axis A,68,1000224526,235129,
-686.989,716.194,122.927,um,Surface,Ellipsoid Axis A,68,1000224533,235130,
-978.005,83.9984,-190.921,um,Surface,Ellipsoid Axis A,68,1000224535,235131,
963.495,267.703,3.55747,um,Surface,Ellipsoid Axis A,68,1000224529,235132,
946.59,67.1865,315.363,um,Surface,Ellipsoid Axis A,68,1000224532,235133,
-318.186,-939.817,124.506,um,Surface,Ellipsoid Axis A,68,1000224527,235134,
981.902,168.414,86.6271,um,Surface,Ellipsoid Axis A,68,1000226120,235135,
987.784,155.652,7.4585,um,Surface,Ellipsoid Axis A,68,1000224530,235136,
741.901,529.245,-411.683,um,Surface,Ellipsoid Axis A,68,1000224519,235137,
-867.85,5.76453,496.794,um,Surface,Ellipsoid Axis A,68,1000226406,235138,
-416.16,902.177,113.526,um,Surface,Ellipsoid Axis A,68,1000224534,235139,
800.741,-575.414,-166.468,um,Surface,Ellipsoid Axis A,68,1000224539,235140,
985.541,150.013,-78.7752,um,Surface,Ellipsoid Axis A,68,1000234804,235141,
842.431,495.731,-211.097,um,Surface,Ellipsoid Axis A,68,1000224905,235142,
632.258,686.036,360.007,um,Surface,Ellipsoid Axis A,68,1000224538,235143,
982.675,141.048,-120.229,um,Surface,Ellipsoid Axis A,68,1000225028,235144,
-896.93,372.929,-237.572,um,Surface,Ellipsoid Axis A,68,1000224540,235145,
-998.769,11.8052,48.1733,um,Surface,Ellipsoid Axis A,68,1000224541,235146,
475.54,874.308,97.1954,um,Surface,Ellipsoid Axis A,68,1000224536,235147,
384.027,-375.428,843.55,um,Surface,Ellipsoid Axis A,68,1000224537,235148,
981.153,15.263,192.628,um,Surface,Ellipsoid Axis A,68,1000224546,235149,
935.036,353.981,-20.1271,um,Surface,Ellipsoid Axis A,68,1000224543,235150,
654.479,-705.983,270.639,um,Surface,Ellipsoid Axis A,68,1000224549,235151,
21.1628,-999.774,1.80417,um,Surface,Ellipsoid Axis A,68,1000224548,235152,
422.876,-723.182,546.063,um,Surface,Ellipsoid Axis A,68,1000224544,235153,
401.03,907.489,125.055,um,Surface,Ellipsoid Axis A,68,1000229407,235154,
850.13,-182.3,494.01,um,Surface,Ellipsoid Axis A,68,1000224550,235155,
953.665,-300.858,-2.61788,um,Surface,Ellipsoid Axis A,68,1000226574,235156,
1000,2.18348e-09,-2.57371e-10,um,Surface,Ellipsoid Axis A,68,1000224552,235157,
1.5245e-11,-1000,-1.82078e-13,um,Surface,Ellipsoid Axis A,68,1000224553,235158,
34.671,-975.69,216.395,um,Surface,Ellipsoid Axis A,68,1000224547,235159,
-972.268,-194.931,129.214,um,Surface,Ellipsoid Axis A,68,1000234294,235160,
830.829,531.91,163.693,um,Surface,Ellipsoid Axis A,68,1000224562,235161,
632.497,-632.496,-447.097,um,Surface,Ellipsoid Axis A,68,1000224551,235162,
125.295,-103.223,986.735,um,Surface,Ellipsoid Axis A,68,1000224554,235163,
797.138,559.086,228.023,um,Surface,Ellipsoid Axis A,68,1000225444,235164,
374.566,-885.045,276.397,um,Surface,Ellipsoid Axis A,68,1000224555,235165,
998.317,-56.8257,-11.5425,um,Surface,Ellipsoid Axis A,68,1000224556,235166,
-944.848,-319.349,-72.6521,um,Surface,Ellipsoid Axis A,68,1000224542,235167,
-36.3623,820.76,-570.114,um,Surface,Ellipsoid Axis A,68,1000224798,235168,
-235.068,957.834,165.22,um,Surface,Ellipsoid Axis A,68,1000224557,235169,
834.226,-543.537,-92.9189,um,Surface,Ellipsoid Axis A,68,1000224561,235170,
953.286,-45.8812,-298.566,um,Surface,Ellipsoid Axis A,68,1000224558,235171,
-975.938,-214.152,41.04,um,Surface,Ellipsoid Axis A,68,1000224566,235172,
949.779,293.62,108.201,um,Surface,Ellipsoid Axis A,68,1000224565,235173,
558.736,-826.216,-71.9758,um,Surface,Ellipsoid Axis A,68,1000224560,235174,
273.413,-715.518,-642.869,um,Surface,Ellipsoid Axis A,68,1000224805,235175,
22.8226,925.174,-378.856,um,Surface,Ellipsoid Axis A,68,1000224563,235176,
965.34,-259.327,-29.4705,um,Surface,Ellipsoid Axis A,68,1000224570,235177,
-128.039,-657.83,742.203,um,Surface,Ellipsoid Axis A,68,1000224567,235178,
221.745,40.1611,-974.277,um,Surface,Ellipsoid Axis A,68,1000224802,235179,
999.527,10.7629,-28.7963,um,Surface,Ellipsoid Axis A,68,1000232264,235180,
-950.858,205.004,-232.039,um,Surface,Ellipsoid Axis A,68,1000224559,235181,
6.0944e-08,-994.774,102.098,um,Surface,Ellipsoid Axis A,68,1000226740,235182,
500.114,245.617,830.397,um,Surface,Ellipsoid Axis A,68,1000224564,235183,
736.12,-579.406,-349.88,um,Surface,Ellipsoid Axis A,68,1000224814,235184,
999.336,-18.6013,31.3245,um,Surface,Ellipsoid Axis A,68,1000224569,235185,
798.232,-437.134,414.416,um,Surface,Ellipsoid Axis A,68,1000224568,235186,
-530.036,-824.608,197.696,um,Surface,Ellipsoid Axis A,68,1000224571,235187,
-264.373,-959.874,93.5324,um,Surface,Ellipsoid Axis A,68,1000224572,235188,
161.72,390.52,906.279,um,Surface,Ellipsoid Axis A,68,1000224573,235189,
907.433,-419.577,-22.8069,um,Surface,Ellipsoid Axis A,68,1000224940,235190,
528.891,263.902,-806.616,um,Surface,Ellipsoid Axis A,68,1000224693,235191,
-258.112,872.607,-414.65,um,Surface,Ellipsoid Axis A,68,1000225475,235192,
-202.391,-99.6927,-974.217,um,Surface,Ellipsoid Axis A,68,1000227057,235193,
-764.11,-446.861,465.243,um,Surface,Ellipsoid Axis A,68,1000227515,235194,
-799.221,-385.174,461.397,um,Surface,Ellipsoid Axis A,68,1000224574,235195,
707.11,707.104,0.0010052,um,Surface,Ellipsoid Axis A,68,1000229769,235196,
298.538,-948.208,108.52,um,Surface,Ellipsoid Axis A,68,1000234508,235197,
-986.008,-134.573,98.3761,um,Surface,Ellipsoid Axis A,68,1000224575,235198,
943.869,330.319,0.295445,um,Surface,Ellipsoid Axis A,69,1000224464,235199,
837.208,-134.648,-530.049,um,Surface,Ellipsoid Axis A,69,1000224467,235200,
144.307,983.172,-112.02,um,Surface,Ellipsoid Axis A,69,1000226467,235201,
100.128,994.974,-0.759772,um,Surface,Ellipsoid Axis A,69,1000224470,235202,
-976.594,-51.4819,208.838,um,Surface,Ellipsoid Axis A,69,1000224465,235203,
-984.623,16.3566,173.925,um,Surface,Ellipsoid Axis A,69,1000224466,235204,
776.965,-629.541,-1.70582,um,Surface,Ellipsoid Axis A,69,1000224459,235205,
-476.304,-102.359,873.302,um,Surface,Ellipsoid Axis A,69,1000224458,235206,
533.875,-841.243,-85.3717,um,Surface,Ellipsoid Axis A,69,1000224463,235207,
-857.738,-288.022,425.828,um,Surface,Ellipsoid Axis A,69,1000224461,235208,
985.21,-56.7653,161.676,um,Surface,Ellipsoid Axis A,69,1000224460,235209,
705.63,-603.093,371.975,um,Surface,Ellipsoid Axis A,69,1000224462,235210,
857.763,436.367,271.71,um,Surface,Ellipsoid Axis A,69,1000228809,235211,
901.996,-430.045,-38.2695,um,Surface,Ellipsoid Axis A,69,1000225091,235212,
-59.4835,-982.743,-175.153,um,Surface,Ellipsoid Axis A,69,1000224701,235213,
994.706,57.0095,85.4917,um,Surface,Ellipsoid Axis A,69,1000228485,235214,
556.576,216.579,802.071,um,Surface,Ellipsoid Axis A,69,1000224468,235215,
428.628,-691.954,580.928,um,Surface,Ellipsoid Axis A,69,1000226759,235216,
-306.004,847.651,433.416,um,Surface,Ellipsoid Axis A,69,1000224469,235217,
-886.82,-413.227,-206.867,um,Surface,Ellipsoid Axis A,69,1000224473,235218,
-968.483,152.564,196.889,um,Surface,Ellipsoid Axis A,69,1000225210,235219,
859.145,436.846,-266.524,um,Surface,Ellipsoid Axis A,69,1000234024,235220,
-968.57,221.409,113.363,um,Surface,Ellipsoid Axis A,69,1000224477,235221,
456.886,549.684,-699.359,um,Surface,Ellipsoid Axis A,69,1000224472,235222,
-783.342,-206.338,586.345,um,Surface,Ellipsoid Axis A,69,1000225621,235223,
706.983,707.231,-0.0122242,um,Surface,Ellipsoid Axis A,69,1000224480,235224,
997.314,-54.2027,-49.2662,um,Surface,Ellipsoid Axis A,69,1000224486,235225,
89.8761,-329.047,-940.027,um,Surface,Ellipsoid Axis A,69,1000224475,235226,
735.839,-672.655,77.9529,um,Surface,Ellipsoid Axis A,69,1000229314,235227,
-594.673,772.547,-222.563,um,Surface,Ellipsoid Axis A,69,1000224478,235228,
500.687,303.496,810.681,um,Surface,Ellipsoid Axis A,69,1000224483,235229,
949.418,-314.004,2.55005,um,Surface,Ellipsoid Axis A,69,1000226336,235230,
-737.566,376.872,-560.325,um,Surface,Ellipsoid Axis A,69,1000224476,235231,
994.08,61.8639,89.3175,um,Surface,Ellipsoid Axis A,69,1000224474,235232,
-121.466,-970.89,206.442,um,Surface,Ellipsoid Axis A,69,1000224484,235233,
817.68,-423.212,390.244,um,Surface,Ellipsoid Axis A,69,1000229808,235234,
862.168,-455.495,-221.791,um,Surface,Ellipsoid Axis A,69,1000230137,235235,
993.852,25.434,-107.758,um,Surface,Ellipsoid Axis A,69,1000224481,235236,
509.165,-768.125,-388.246,um,Surface,Ellipsoid Axis A,69,1000232319,235237,
996.69,-24.2967,77.5799,um,Surface,Ellipsoid Axis A,69,1000227400,235238,
-524.935,-761.272,380.669,um,Surface,Ellipsoid Axis A,69,1000224482,235239,
-455.806,-47.7133,888.799,um,Surface,Ellipsoid Axis A,69,1000231813,235240,
163.342,941.774,293.906,um,Surface,Ellipsoid Axis A,69,1000224840,235241,
949.507,-312.205,31.058,um,Surface,Ellipsoid Axis A,69,1000224491,235242,
546.642,820.431,167.557,um,Surface,Ellipsoid Axis A,69,1000226044,235243,
46.6105,118.694,991.836,um,Surface,Ellipsoid Axis A,69,1000224489,235244,
566.847,820.978,-68.4095,um,Surface,Ellipsoid Axis A,69,1000224490,235245,
-351.327,3.39632,936.247,um,Surface,Ellipsoid Axis A,69,1000224488,235246,
731.529,-677.195,79.196,um,Surface,Ellipsoid Axis A,69,1000227233,235247,
873.758,-138.775,-466.143,um,Surface,Ellipsoid Axis A,69,1000224485,235248,
659.933,-751.149,16.2316,um,Surface,Ellipsoid Axis A,69,1000231654,235249,
918.24,227.513,-324.151,um,Surface,Ellipsoid Axis A,69,1000225093,235250,
996.302,-10.9833,-85.2209,um,Surface,Ellipsoid Axis A,69,1000230629,235251,
998.421,-3.035,56.0907,um,Surface,Ellipsoid Axis A,69,1000224487,235252,
831.656,-399.127,-386.064,um,Surface,Ellipsoid Axis A,69,1000225660,235253,
971.867,-229.399,-53.4005,um,Surface,Ellipsoid Axis A,69,1000224494,235254,
446.428,709.577,545.163,um,Surface,Ellipsoid Axis A,69,1000224502,235255,
-983.328,25.9779,179.978,um,Surface,Ellipsoid Axis A,69,1000224495,235256,
955.753,270.631,115.302,um,Surface,Ellipsoid Axis A,69,1000224493,235257,
-410.585,-889.316,-201.338,um,Surface,Ellipsoid Axis A,69,1000224505,235258,
996.703,-67.7663,44.6171,um,Surface,Ellipsoid Axis A,69,1000226074,235259,
324.179,-417.175,-849.042,um,Surface,Ellipsoid Axis A,69,1000224496,235260,
38.3823,-7.05423,-999.238,um,Surface,Ellipsoid Axis A,69,1000224492,235261,
826.705,222.02,-516.978,um,Surface,Ellipsoid Axis A,69,1000228208,235262,
695.945,-718.083,-4.2537,um,Surface,Ellipsoid Axis A,69,1000224506,235263,
-53.8337,998.057,-31.3731,um,Surface,Ellipsoid Axis A,69,1000224510,235264,
930.525,-276.502,240.148,um,Surface,Ellipsoid Axis A,69,1000224504,235265,
929.863,360.301,-74.4203,um,Surface,Ellipsoid Axis A,69,1000226826,235266,
857.059,486.221,-170.409,um,Surface,Ellipsoid Axis A,69,1000224508,235267,
243.838,-966.502,-80.1045,um,Surface,Ellipsoid Axis A,69,1000224521,235268,
1000,-1.15065e-08,-1.07245e-08,um,Surface,Ellipsoid Axis A,69,1000224500,235269,
313.657,-949.505,7.71629,um,Surface,Ellipsoid Axis A,69,1000224501,235270,
521.914,382.727,-762.316,um,Surface,Ellipsoid Axis A,69,1000226515,235271,
779.115,-514.655,-357.924,um,Surface,Ellipsoid Axis A,69,1000224512,235272,
665.05,-190.368,-722.128,um,Surface,Ellipsoid Axis A,69,1000224503,235273,
-885.997,-234.406,-400.08,um,Surface,Ellipsoid Axis A,69,1000224507,235274,
-689.681,-551.827,468.857,um,Surface,Ellipsoid Axis A,69,1000228532,235275,
701.478,-668.328,-247.52,um,Surface,Ellipsoid Axis A,69,1000224514,235276,
328.182,-911.801,246.81,um,Surface,Ellipsoid Axis A,69,1000225008,235277,
193.692,-144.924,970.299,um,Surface,Ellipsoid Axis A,69,1000234078,235278,
948.181,317.701,-4.3129,um,Surface,Ellipsoid Axis A,69,1000224517,235279,
999.899,-7.77983,11.8552,um,Surface,Ellipsoid Axis A,69,1000224511,235280,
-798.509,353.049,487.585,um,Surface,Ellipsoid Axis A,69,1000224515,235281,
847.874,417.555,326.738,um,Surface,Ellipsoid Axis A,69,1000224513,235282,
-400.836,82.211,912.454,um,Surface,Ellipsoid Axis A,69,1000224509,235283,
588.081,-808.371,-26.4165,um,Surface,Ellipsoid Axis A,69,1000224516,235284,
958.25,239.341,156.436,um,Surface,Ellipsoid Axis A,69,1000224771,235285,
407.357,896.366,174.896,um,Surface,Ellipsoid Axis A,69,1000224518,235286,
188.526,-771.093,608.172,um,Surface,Ellipsoid Axis A,69,1000224523,235287,
585.672,785.384,-200.401,um,Surface,Ellipsoid Axis A,69,1000226081,235288,
-127.163,-128.181,-983.565,um,Surface,Ellipsoid Axis A,69,1000229855,235289,
997.664,-9.52994,-67.6389,um,Surface,Ellipsoid Axis A,69,1000224522,235290,
376.018,-925.993,33.872,um,Surface,Ellipsoid Axis A,69,1000224528,235291,
584.675,365.829,-724.102,um,Surface,Ellipsoid Axis A,69,1000224524,235292,
-856.547,-206.1,473.128,um,Surface,Ellipsoid Axis A,69,1000224520,235293,
185.907,-982.553,-5.33774,um,Surface,Ellipsoid Axis A,69,1000224525,235294,
981.067,186.183,53.3289,um,Surface,Ellipsoid Axis A,69,1000224531,235295,
664.13,-741.521,-95.2766,um,Surface,Ellipsoid Axis A,69,1000227755,235296,
927.448,358.003,-108.051,um,Surface,Ellipsoid Axis A,69,1000226996,235297,
771.759,-109.182,-626.472,um,Surface,Ellipsoid Axis A,69,1000225970,235298,
707.109,-707.104,-7.92653e-11,um,Surface,Ellipsoid Axis A,69,1000225699,235299,
-821.141,-548.341,158.272,um,Surface,Ellipsoid Axis A,69,1000224527,235300,
-505.359,-458.507,731.015,um,Surface,Ellipsoid Axis A,69,1000224526,235301,
978.01,-208.439,6.98367,um,Surface,Ellipsoid Axis A,69,1000224534,235302,
995.489,-33.1423,-88.9045,um,Surface,Ellipsoid Axis A,69,1000224533,235303,
978.845,19.1335,203.704,um,Surface,Ellipsoid Axis A,69,1000224535,235304,
994.13,-59.8561,90.1299,um,Surface,Ellipsoid Axis A,69,1000224529,235305,
-667.531,-382.062,639.086,um,Surface,Ellipsoid Axis A,69,1000224532,235306,
963.204,215.841,-160.158,um,Surface,Ellipsoid Axis A,69,1000226120,235307,
-620.794,-753.944,214.903,um,Surface,Ellipsoid Axis A,69,1000226406,235308,
-554.707,-649.292,520.308,um,Surface,Ellipsoid Axis A,69,1000224519,235309,
997.642,65.7432,-19.6837,um,Surface,Ellipsoid Axis A,69,1000224530,235310,
953.654,-281.336,106.747,um,Surface,Ellipsoid Axis A,69,1000225028,235311,
991.903,101.488,76.3454,um,Surface,Ellipsoid Axis A,69,1000224905,235312,
-767.726,-628.203,126.329,um,Surface,Ellipsoid Axis A,69,1000224538,235313,
-431.468,-765.22,477.78,um,Surface,Ellipsoid Axis A,69,1000224536,235314,
991.228,34.3857,-127.614,um,Surface,Ellipsoid Axis A,69,1000224539,235315,
-696.217,701.132,153.93,um,Surface,Ellipsoid Axis A,69,1000224537,235316,
674.168,-730.326,-110.099,um,Surface,Ellipsoid Axis A,69,1000234804,235317,
640.306,-768.12,-0.312163,um,Surface,Ellipsoid Axis A,69,1000224540,235318,
532.3,-772.566,-346.118,um,Surface,Ellipsoid Axis A,69,1000224549,235319,
-260.892,843.385,-469.721,um,Surface,Ellipsoid Axis A,69,1000224541,235320,
-966.849,31.8892,253.348,um,Surface,Ellipsoid Axis A,69,1000235321,235321,
717.312,-679.615,-153.581,um,Surface,Ellipsoid Axis A,69,1000224548,235322,
696.12,-715.381,60.3827,um,Surface,Ellipsoid Axis A,69,1000224543,235323,
354.676,-413.382,838.642,um,Surface,Ellipsoid Axis A,69,1000224544,235324,
-131.199,-881.484,453.622,um,Surface,Ellipsoid Axis A,69,1000224546,235325,
196.53,2.27859,980.495,um,Surface,Ellipsoid Axis A,69,1000224550,235326,
554.652,825.364,-105.528,um,Surface,Ellipsoid Axis A,69,1000224552,235327,
-627.044,-778.405,-30.0092,um,Surface,Ellipsoid Axis A,69,1000226574,235328,
671.94,-737.205,-70.8887,um,Surface,Ellipsoid Axis A,69,1000229407,235329,
661.261,-226.044,-715.288,um,Surface,Ellipsoid Axis A,69,1000234294,235330,
939.537,-341.446,-26.1626,um,Surface,Ellipsoid Axis A,69,1000224547,235331,
546.951,-828.162,-122.442,um,Surface,Ellipsoid Axis A,69,1000224798,235332,
952.948,-71.2487,294.64,um,Surface,Ellipsoid Axis A,69,1000224562,235333,
-280.856,73.1911,-956.955,um,Surface,Ellipsoid Axis A,69,1000224554,235334,
997.604,37.7467,57.9848,um,Surface,Ellipsoid Axis A,69,1000225444,235335,
647.88,-672.55,357.669,um,Surface,Ellipsoid Axis A,69,1000224555,235336,
469.487,-852.402,230.203,um,Surface,Ellipsoid Axis A,69,1000224556,235337,
-302.672,950.813,-65.9152,um,Surface,Ellipsoid Axis A,69,1000224542,235338,
512.973,-853.537,91.2842,um,Surface,Ellipsoid Axis A,69,1000224551,235339,
707.142,-707.071,-1.05566e-05,um,Surface,Ellipsoid Axis A,69,1000224563,235340,
-389.148,918.599,68.8433,um,Surface,Ellipsoid Axis A,69,1000224557,235341,
603.073,794.868,-66.9844,um,Surface,Ellipsoid Axis A,69,1000224558,235342,
983.324,-63.362,-170.47,um,Surface,Ellipsoid Axis A,69,1000224561,235343,
999.616,11.741,-25.0909,um,Surface,Ellipsoid Axis A,69,1000224566,235344,
621.578,-755.575,206.754,um,Surface,Ellipsoid Axis A,69,1000224560,235345,
392.241,-885.741,248.214,um,Surface,Ellipsoid Axis A,69,1000224805,235346,
-801.344,-326.546,501.215,um,Surface,Ellipsoid Axis A,69,1000224570,235347,
271.638,-97.5959,-957.438,um,Surface,Ellipsoid Axis A,69,1000224802,235348,
779.128,481.792,-401.044,um,Surface,Ellipsoid Axis A,69,1000224567,235349,
919.834,-385.08,74.9626,um,Surface,Ellipsoid Axis A,69,1000224565,235350,
1000,-1.09309e-10,1.90053e-11,um,Surface,Ellipsoid Axis A,69,1000232264,235351,
-65.1968,-846.644,528.151,um,Surface,Ellipsoid Axis A,69,1000224559,235352,
1000,-1.37981e-09,-4.76203e-10,um,Surface,Ellipsoid Axis A,69,1000224674,235353,
779.938,-504.843,369.906,um,Surface,Ellipsoid Axis A,69,1000226740,235354,
939.426,285.337,-189.899,um,Surface,Ellipsoid Axis A,69,1000224564,235355,
987.153,100.784,123.984,um,Surface,Ellipsoid Axis A,69,1000224940,235356,
992.15,74.4714,100.461,um,Surface,Ellipsoid Axis A,69,1000224569,235357,
931.274,-270.569,243.971,um,Surface,Ellipsoid Axis A,69,1000224814,235358,
989.7,103.119,99.296,um,Surface,Ellipsoid Axis A,69,1000224568,235359,
602.102,-794.729,76.6695,um,Surface,Ellipsoid Axis A,69,1000224571,235360,
-107.604,-993.886,24.7178,um,Surface,Ellipsoid Axis A,69,1000224572,235361,
-579.138,-93.3814,809.863,um,Surface,Ellipsoid Axis A,69,1000224573,235362,
-969.886,-94.9839,224.274,um,Surface,Ellipsoid Axis A,69,1000224693,235363,
330.175,-937.888,-106.536,um,Surface,Ellipsoid Axis A,69,1000225475,235364,
33.2404,341.522,-939.286,um,Surface,Ellipsoid Axis A,69,1000227057,235365,
995.887,79.6568,43.1646,um,Surface,Ellipsoid Axis A,69,1000227515,235366,
964.03,226.77,-138.64,um,Surface,Ellipsoid Axis A,69,1000224574,235367,
-378.779,-887.077,263.858,um,Surface,Ellipsoid Axis A,69,1000229769,235368,
-393.674,-271.11,878.362,um,Surface,Ellipsoid Axis A,69,1000234508,235369,
908.382,-381.372,-171.457,um,Surface,Ellipsoid Axis A,69,1000224575,235370,
-720.237,-658.049,219.614,um,Surface,Ellipsoid Axis A,70,1000225210,235371,
993.886,-14.0159,-109.52,um,Surface,Ellipsoid Axis A,70,1000228485,235372,
544.538,-440.101,-713.995,um,Surface,Ellipsoid Axis A,70,1000226759,235373,
260.287,-130.718,956.642,um,Surface,Ellipsoid Axis A,70,1000224468,235374,
991.138,-115.541,65.5418,um,Surface,Ellipsoid Axis A,70,1000224464,235375,
154.746,-625.024,-765.114,um,Surface,Ellipsoid Axis A,70,1000224469,235376,
-70.1191,789.072,610.286,um,Surface,Ellipsoid Axis A,70,1000226467,235377,
999.611,-27.8347,-1.47907,um,Surface,Ellipsoid Axis A,70,1000224467,235378,
-65.281,-971.883,-226.236,um,Surface,Ellipsoid Axis A,70,1000224470,235379,
767.412,-602.486,-219.294,um,Surface,Ellipsoid Axis A,70,1000224466,235380,
997.859,-53.5952,37.4871,um,Surface,Ellipsoid Axis A,70,1000224465,235381,
985.167,166.533,-41.3748,um,Surface,Ellipsoid Axis A,70,1000224458,235382,
-965.633,114.897,233.134,um,Surface,Ellipsoid Axis A,70,1000224459,235383,
-999.294,-7.72404,36.7653,um,Surface,Ellipsoid Axis A,70,1000224463,235384,
-414.301,270.587,868.986,um,Surface,Ellipsoid Axis A,70,1000224461,235385,
956.602,-286.977,-50.5629,um,Surface,Ellipsoid Axis A,70,1000224460,235386,
-918.857,361.042,159.217,um,Surface,Ellipsoid Axis A,70,1000224462,235387,
986.409,-141.084,-84.2195,um,Surface,Ellipsoid Axis A,70,1000228809,235388,
823.962,-551.882,-128.5,um,Surface,Ellipsoid Axis A,70,1000227528,235389,
744.749,-649.833,-151.872,um,Surface,Ellipsoid Axis A,70,1000225091,235390,
993.969,109.482,-6.22985,um,Surface,Ellipsoid Axis A,70,1000224473,235391,
980.969,55.9042,-185.94,um,Surface,Ellipsoid Axis A,70,1000224701,235392,
974.257,205.727,92.1987,um,Surface,Ellipsoid Axis A,70,1000234024,235393,
1000,-3.97006e-09,9.53387e-10,um,Surface,Ellipsoid Axis A,70,1000224477,235394,
