
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,TrackID,ID,
0.934543,,Surface,1,1000224458,224458,
0.909603,,Surface,1,1000224459,224459,
0.930227,,Surface,1,1000224460,224460,
0.947441,,Surface,1,1000224461,224461,
0.911048,,Surface,1,1000224462,224462,
0.919464,,Surface,1,1000224463,224463,
0.938207,,Surface,1,1000224464,224464,
0.932161,,Surface,1,1000224465,224465,
0.94523,,Surface,1,1000224466,224466,
0.935904,,Surface,1,1000224467,224467,
0.916374,,Surface,1,1000224468,224468,
0.939491,,Surface,1,1000224469,224469,
0.944586,,Surface,1,1000224470,224470,
0.931453,,Surface,1,1000224471,224471,
0.949692,,Surface,1,1000224472,224472,
0.948607,,Surface,1,1000224473,224473,
0.938192,,Surface,1,1000224474,224474,
0.942562,,Surface,1,1000224475,224475,
0.948596,,Surface,1,1000224476,224476,
0.923579,,Surface,1,1000224477,224477,
0.928608,,Surface,1,1000224478,224478,
0.942387,,Surface,1,1000224479,224479,
0.938243,,Surface,1,1000224480,224480,
0.944182,,Surface,1,1000224481,224481,
0.938834,,Surface,1,1000224482,224482,
0.947937,,Surface,1,1000224483,224483,
0.928286,,Surface,1,1000224484,224484,
0.936042,,Surface,1,1000224485,224485,
0.936215,,Surface,1,1000224486,224486,
0.952002,,Surface,1,1000224487,224487,
0.960157,,Surface,1,1000224488,224488,
0.825326,,Surface,1,1000224489,224489,
0.949394,,Surface,1,1000224490,224490,
0.9378,,Surface,1,1000224491,224491,
0.782497,,Surface,1,1000224492,224492,
0.94725,,Surface,1,1000224493,224493,
0.867642,,Surface,1,1000224494,224494,
0.930218,,Surface,1,1000224495,224495,
0.953004,,Surface,1,1000224496,224496,
0.947578,,Surface,1,1000224497,224497,
0.951433,,Surface,1,1000224498,224498,
0.826984,,Surface,1,1000224499,224499,
0.720121,,Surface,1,1000224500,224500,
0.928323,,Surface,1,1000224501,224501,
0.936647,,Surface,1,1000224502,224502,
0.940231,,Surface,1,1000224503,224503,
0.940095,,Surface,1,1000224504,224504,
0.945401,,Surface,1,1000224505,224505,
0.934044,,Surface,1,1000224506,224506,
0.948035,,Surface,1,1000224507,224507,
0.941511,,Surface,1,1000224508,224508,
0.806215,,Surface,1,1000224509,224509,
0.922352,,Surface,1,1000224510,224510,
0.949315,,Surface,1,1000224511,224511,
0.930231,,Surface,1,1000224512,224512,
0.935806,,Surface,1,1000224513,224513,
0.946405,,Surface,1,1000224514,224514,
0.940399,,Surface,1,1000224515,224515,
0.936147,,Surface,1,1000224516,224516,
0.93391,,Surface,1,1000224517,224517,
0.952734,,Surface,1,1000224518,224518,
0.941397,,Surface,1,1000224519,224519,
0.935256,,Surface,1,1000224520,224520,
0.835195,,Surface,1,1000224521,224521,
0.938653,,Surface,1,1000224522,224522,
0.93768,,Surface,1,1000224523,224523,
0.928718,,Surface,1,1000224524,224524,
0.951892,,Surface,1,1000224525,224525,
0.923432,,Surface,1,1000224526,224526,
0.941155,,Surface,1,1000224527,224527,
0.788534,,Surface,1,1000224528,224528,
0.906014,,Surface,1,1000224529,224529,
0.924927,,Surface,1,1000224530,224530,
0.932395,,Surface,1,1000224531,224531,
0.953723,,Surface,1,1000224532,224532,
0.935155,,Surface,1,1000224533,224533,
0.936511,,Surface,1,1000224534,224534,
0.956579,,Surface,1,1000224535,224535,
0.940739,,Surface,1,1000224536,224536,
0.946671,,Surface,1,1000224537,224537,
0.954312,,Surface,1,1000224538,224538,
0.93772,,Surface,1,1000224539,224539,
0.953779,,Surface,1,1000224540,224540,
0.950736,,Surface,1,1000224541,224541,
0.907722,,Surface,1,1000224542,224542,
0.946855,,Surface,1,1000224543,224543,
0.94124,,Surface,1,1000224544,224544,
0.932564,,Surface,1,1000224545,224545,
0.944514,,Surface,1,1000224546,224546,
0.949241,,Surface,1,1000224547,224547,
0.908479,,Surface,1,1000224548,224548,
0.927908,,Surface,1,1000224549,224549,
0.935402,,Surface,1,1000224550,224550,
0.945886,,Surface,1,1000224551,224551,
0.945176,,Surface,1,1000224552,224552,
0.936097,,Surface,1,1000224553,224553,
0.946623,,Surface,1,1000224554,224554,
0.943569,,Surface,1,1000224555,224555,
0.930454,,Surface,1,1000224556,224556,
0.942413,,Surface,1,1000224557,224557,
0.921329,,Surface,1,1000224558,224558,
0.853888,,Surface,1,1000224559,224559,
0.9396,,Surface,1,1000224560,224560,
0.949939,,Surface,1,1000224561,224561,
0.901713,,Surface,1,1000224562,224562,
0.926654,,Surface,1,1000224563,224563,
0.820561,,Surface,1,1000224564,224564,
0.940393,,Surface,1,1000224565,224565,
0.922858,,Surface,1,1000224566,224566,
