
Displacement
 ==================== 
Displacement X,Displacement Y,Displacement Z,Unit,Category,Collection,Time,TrackID,ID,
0,0,0,um,Surface,Displacement,1,1000224573,224573,
0,0,0,um,Surface,Displacement,1,1000224574,224574,
0,0,0,um,Surface,Displacement,1,1000224575,224575,
0.681221,-0.272512,0.706729,um,Surface,Displacement,2,1000224466,224576,
2.1469,-0.318766,0.197095,um,Surface,Displacement,2,1000224467,224577,
-0.849068,0.632763,0.182222,um,Surface,Displacement,2,1000224458,224578,
-1.98931,0.43875,0.963429,um,Surface,Displacement,2,1000224459,224579,
2.31409,-0.304818,0.277657,um,Surface,Displacement,2,1000224461,224580,
9.4645,0.72515,0.147071,um,Surface,Displacement,2,1000224460,224581,
1.18279,-0.258684,0.498662,um,Surface,Displacement,2,1000224462,224582,
-7.7579,7.60448,-1.10898,um,Surface,Displacement,2,1000224463,224583,
0.909001,-0.481844,-0.477195,um,Surface,Displacement,2,1000224468,224584,
1.3307,0.317931,0.247693,um,Surface,Displacement,2,1000224470,224585,
2.29359,-1.72156,0.0692438,um,Surface,Displacement,2,1000224464,224586,
-2.4029,1.04976,0.162762,um,Surface,Displacement,2,1000224465,224587,
-2.2037,2.34771,0.30754,um,Surface,Displacement,2,1000224471,224588,
-2.8947,4.24337,0.1335,um,Surface,Displacement,2,1000224473,224589,
-3.38149,-3.97182,-0.0397721,um,Surface,Displacement,2,1000224469,224590,
-3.65376,5.34251,0.486237,um,Surface,Displacement,2,1000224474,224591,
-0.789762,2.88811,0.363382,um,Surface,Displacement,2,1000224475,224592,
-0.229776,0.0953078,-0.22944,um,Surface,Displacement,2,1000224472,224593,
5.61845,6.21247,-0.1208,um,Surface,Displacement,2,1000224477,224594,
1.07273,1.11493,0.199479,um,Surface,Displacement,2,1000224478,224595,
2.09823,0.232756,0.00893231,um,Surface,Displacement,2,1000224479,224596,
-0.218004,0.550449,0.5565,um,Surface,Displacement,2,1000224480,224597,
1.64384,-0.492036,0.214843,um,Surface,Displacement,2,1000224476,224598,
-3.85451,-0.217974,0.621922,um,Surface,Displacement,2,1000224482,224599,
0.725001,-3.32105,-0.398897,um,Surface,Displacement,2,1000224483,224600,
-1.41442,1.20652,0.12326,um,Surface,Displacement,2,1000224484,224601,
-0.618458,-1.40575,-0.171667,um,Surface,Displacement,2,1000224481,224602,
0.228286,-1.36974,0.0925548,um,Surface,Displacement,2,1000224486,224603,
-0.0305176,0.954181,0.4375,um,Surface,Displacement,2,1000224485,224604,
2.44752,1.86789,0.553636,um,Surface,Displacement,2,1000224491,224605,
-1.50415,0.38892,0.548609,um,Surface,Displacement,2,1000224489,224606,
4.33451,1.2162,-0.140917,um,Surface,Displacement,2,1000224488,224607,
-0.662148,1.15812,0.575883,um,Surface,Displacement,2,1000224493,224608,
1.04365,-0.224888,-0.114,um,Surface,Displacement,2,1000224490,224609,
-4.80764,-4.28605,0.396923,um,Surface,Displacement,2,1000224487,224610,
0.963598,-3.06129,0.115667,um,Surface,Displacement,2,1000224494,224611,
1.43322,-0.781476,0.236089,um,Surface,Displacement,2,1000224495,224612,
3.39893,0.699222,0.00823569,um,Surface,Displacement,2,1000224496,224613,
-0.291705,-1.92976,-0.255188,um,Surface,Displacement,2,1000224492,224614,
0.35128,-0.229239,0.658235,um,Surface,Displacement,2,1000224502,224615,
-0.369728,-2.4474,0.459583,um,Surface,Displacement,2,1000224497,224616,
-1.07664,-0.500113,-0.302646,um,Surface,Displacement,2,1000224499,224617,
5.34841,2.67485,-0.280749,um,Surface,Displacement,2,1000224501,224618,
-2.15709,2.23327,-1.29964,um,Surface,Displacement,2,1000224500,224619,
-2.79158,-1.79845,0.585128,um,Surface,Displacement,2,1000224498,224620,
3.23498,2.7414,0.455389,um,Surface,Displacement,2,1000224504,224621,
-3.9846,-1.20413,0.237825,um,Surface,Displacement,2,1000224506,224622,
0.738531,-0.385135,0.445968,um,Surface,Displacement,2,1000224503,224623,
0.398532,-2.22212,0.0787498,um,Surface,Displacement,2,1000224505,224624,
1.28113,2.62594,0.199762,um,Surface,Displacement,2,1000224507,224625,
-0.71758,-0.16135,1.67949,um,Surface,Displacement,2,1000224509,224626,
-1.09762,1.3264,-0.0407174,um,Surface,Displacement,2,1000224508,224627,
1.53953,0.799313,0.0363458,um,Surface,Displacement,2,1000224510,224628,
1.7345,0.45228,0.383019,um,Surface,Displacement,2,1000224512,224629,
5.5359,1.77123,0.4375,um,Surface,Displacement,2,1000224511,224630,
3.92902,4.83012,0.181668,um,Surface,Displacement,2,1000224519,224631,
1.2598,1.04302,0.364258,um,Surface,Displacement,2,1000224515,224632,
-1.12012,-0.362217,0.534481,um,Surface,Displacement,2,1000224517,224633,
1.96113,-4.39185,0.839182,um,Surface,Displacement,2,1000224513,224634,
0.592768,-0.421941,0.366234,um,Surface,Displacement,2,1000224514,224635,
4.1391,-5.07128,1.03895,um,Surface,Displacement,2,1000224521,224636,
1.13791,-0.779793,0.59717,um,Surface,Displacement,2,1000224520,224637,
-0.1688,0.353992,-0.0545159,um,Surface,Displacement,2,1000224516,224638,
0.490498,-0.38147,-0.0161529,um,Surface,Displacement,2,1000224518,224639,
1.30126,0.520647,0.013357,um,Surface,Displacement,2,1000224523,224640,
2.75293,-1.32203,0.425491,um,Surface,Displacement,2,1000224525,224641,
2.25452,1.13675,0.738038,um,Surface,Displacement,2,1000224524,224642,
-0.678658,0.0654049,-0.657475,um,Surface,Displacement,2,1000224522,224643,
0.849172,0.202954,0.160594,um,Surface,Displacement,2,1000224526,224644,
0.613108,-1.03161,0.310096,um,Surface,Displacement,2,1000224527,224645,
-0.287354,-0.756189,0.938447,um,Surface,Displacement,2,1000224528,224646,
-3.01179,0.276446,0.132176,um,Surface,Displacement,2,1000224531,224647,
4.97174,0.551638,2.56728,um,Surface,Displacement,2,1000224530,224648,
1.15061,1.86184,-0.0607343,um,Surface,Displacement,2,1000224532,224649,
4.30432,0.104189,0.215212,um,Surface,Displacement,2,1000224534,224650,
-1.90184,-2.02423,0.519219,um,Surface,Displacement,2,1000224529,224651,
3.60495,8.18288,0.849179,um,Surface,Displacement,2,1000224535,224652,
-1.56996,4.58016,0.326136,um,Surface,Displacement,2,1000224533,224653,
-0.175029,0.341743,0.409294,um,Surface,Displacement,2,1000224538,224654,
2.11447,-1.21433,0.402093,um,Surface,Displacement,2,1000224537,224655,
0.163496,-0.980988,0.290768,um,Surface,Displacement,2,1000224539,224656,
0.0136793,1.94022,0.347491,um,Surface,Displacement,2,1000224541,224657,
0.678778,0.164181,0.668181,um,Surface,Displacement,2,1000224536,224658,
-0.247147,-0.906199,1.09884,um,Surface,Displacement,2,1000224542,224659,
0.791728,5.87469,0.549138,um,Surface,Displacement,2,1000224543,224660,
1.37413,-2.54994,0.0755601,um,Surface,Displacement,2,1000224540,224661,
0,0.0466108,2.69408,um,Surface,Displacement,2,1000224548,224662,
1.22327,0.957012,0.30425,um,Surface,Displacement,2,1000224545,224663,
-0.818312,5.31025,0.79108,um,Surface,Displacement,2,1000224546,224664,
-0.280067,1.86358,0.511987,um,Surface,Displacement,2,1000224552,224665,
0,-1.5071,0.286447,um,Surface,Displacement,2,1000224547,224666,
-2.23,2.33105,0.30846,um,Surface,Displacement,2,1000224549,224667,
2.87566,1.36834,0.259412,um,Surface,Displacement,2,1000224544,224668,
-2.11748,-2.35054,0.413486,um,Surface,Displacement,2,1000224550,224669,
0.175014,-0.343382,0.557505,um,Surface,Displacement,2,1000224551,224670,
-1.24642,-1.18082,0.175001,um,Surface,Displacement,2,1000224553,224671,
0.61056,0.339806,0.339843,um,Surface,Displacement,2,1000224558,224672,
-0.465516,0.397384,0.205288,um,Surface,Displacement,2,1000224554,224673,
0,0,0,um,Surface,Displacement,2,1000224674,224674,
1.26913,2.38425,0.237999,um,Surface,Displacement,2,1000224557,224675,
2.43127,-3.15119,0.362914,um,Surface,Displacement,2,1000224555,224676,
0.652246,1.70141,0.128293,um,Surface,Displacement,2,1000224563,224677,
3.7027,2.27234,0.0805911,um,Surface,Displacement,2,1000224559,224678,
3.38021,2.45486,0.333624,um,Surface,Displacement,2,1000224556,224679,
0.894845,-0.244787,0.42746,um,Surface,Displacement,2,1000224561,224680,
-0.489205,-3.60993,-0.0912491,um,Surface,Displacement,2,1000224560,224681,
2.05903,1.38953,-0.123721,um,Surface,Displacement,2,1000224562,224682,
-3.39054,-2.35296,0.0604782,um,Surface,Displacement,2,1000224565,224683,
-0.0364035,2.18147,0.673993,um,Surface,Displacement,2,1000224564,224684,
3.27025,-4.58758,0.774441,um,Surface,Displacement,2,1000224566,224685,
2.22284,1.51027,0.533778,um,Surface,Displacement,2,1000224567,224686,
2.27503,-1.52916,0.650419,um,Surface,Displacement,2,1000224569,224687,
-0.809044,4.5879,0.310853,um,Surface,Displacement,2,1000224570,224688,
1.47089,-0.855789,0.818292,um,Surface,Displacement,2,1000224571,224689,
-0.234872,2.86062,0.311207,um,Surface,Displacement,2,1000224572,224690,
2.30499,0,0.382533,um,Surface,Displacement,2,1000224573,224691,
1.38156,-1.38156,0.464624,um,Surface,Displacement,2,1000224568,224692,
0,0,0,um,Surface,Displacement,2,1000224693,224693,
0,3.39076,0.164062,um,Surface,Displacement,2,1000224574,224694,
-4.7029,-2.98021,0.320066,um,Surface,Displacement,2,1000224575,224695,
3.10296,0.472307,0.412222,um,Surface,Displacement,3,1000224470,224696,
1.4773,0.930518,0.608065,um,Surface,Displacement,3,1000224464,224697,
-2.76303,1.31851,0.3665,um,Surface,Displacement,3,1000224465,224698,
-3.70955,-0.120819,0.832074,um,Surface,Displacement,3,1000224466,224699,
3.0849,2.85554,0.647093,um,Surface,Displacement,3,1000224467,224700,
0,0,0,um,Surface,Displacement,3,1000224701,224701,
-1.5735,0.298142,0.531442,um,Surface,Displacement,3,1000224458,224702,
-1.64706,-0.334859,0.750418,um,Surface,Displacement,3,1000224459,224703,
-0.950158,0.08744,0.844265,um,Surface,Displacement,3,1000224461,224704,
10.6151,-3.05444,0.0139512,um,Surface,Displacement,3,1000224460,224705,
-0.671685,1.20223,0.384239,um,Surface,Displacement,3,1000224462,224706,
-7.54499,10.0741,-0.377803,um,Surface,Displacement,3,1000224463,224707,
-6.78217,0.0579655,0.937364,um,Surface,Displacement,3,1000224473,224708,
-3.42441,-2.02709,0.0700001,um,Surface,Displacement,3,1000224469,224709,
2.3382,1.57303,-0.740875,um,Surface,Displacement,3,1000224468,224710,
5.31113,6.71655,0.147329,um,Surface,Displacement,3,1000224477,224711,
-2.22546,-0.0747442,0.493808,um,Surface,Displacement,3,1000224472,224712,
-3.33267,1.99074,0.354118,um,Surface,Displacement,3,1000224471,224713,
-4.33958,5.88936,0.551251,um,Surface,Displacement,3,1000224474,224714,
-4.87787,6.68007,0.498388,um,Surface,Displacement,3,1000224475,224715,
5.35268,-0.450909,0.587389,um,Surface,Displacement,3,1000224479,224716,
-0.333667,1.38468,0.530357,um,Surface,Displacement,3,1000224480,224717,
-4.02346,9.24283,0.573294,um,Surface,Displacement,3,1000224476,224718,
-1.39731,1.52522,0.317915,um,Surface,Displacement,3,1000224484,224719,
1.27694,2.6598,0.327549,um,Surface,Displacement,3,1000224478,224720,
1.69027,-2.08065,0.794142,um,Surface,Displacement,3,1000224486,224721,
-3.34299,-1.18077,0.690789,um,Surface,Displacement,3,1000224482,224722,
-0.865102,-5.31363,0.798261,um,Surface,Displacement,3,1000224483,224723,
4.18156,2.98297,-0.189969,um,Surface,Displacement,3,1000224488,224724,
-1.31232,-0.765324,1.22995,um,Surface,Displacement,3,1000224485,224725,
-0.459433,1.72636,-0.921808,um,Surface,Displacement,3,1000224481,224726,
1.92797,-0.751436,0.288272,um,Surface,Displacement,3,1000224490,224727,
-2.95465,-4.44955,0.687692,um,Surface,Displacement,3,1000224487,224728,
0.722796,3.72857,0.543029,um,Surface,Displacement,3,1000224491,224729,
-1.76151,0.0584126,0.351923,um,Surface,Displacement,3,1000224489,224730,
-4.35168,1.35425,-1.57146,um,Surface,Displacement,3,1000224492,224731,
-0.168264,3.09968,0.294875,um,Surface,Displacement,3,1000224493,224732,
2.36014,1.84071,0.234975,um,Surface,Displacement,3,1000224496,224733,
-0.649244,-0.378489,0.567227,um,Surface,Displacement,3,1000224494,224734,
-3.0899,2.26492,-0.56229,um,Surface,Displacement,3,1000224500,224735,
-0.575602,1.32756,-0.0433736,um,Surface,Displacement,3,1000224499,224736,
1.79356,-0.241876,0.725735,um,Surface,Displacement,3,1000224502,224737,
-2.42913,-1.12599,0.532501,um,Surface,Displacement,3,1000224497,224738,
-1.1948,0.429451,0.229122,um,Surface,Displacement,3,1000224495,224739,
-2.02768,1.5589,0.328787,um,Surface,Displacement,3,1000224506,224740,
5.02387,3.28484,0.171818,um,Surface,Displacement,3,1000224501,224741,
0.166118,-2.70939,0.608461,um,Surface,Displacement,3,1000224498,224742,
-0.00357628,-0.167847,0.599094,um,Surface,Displacement,3,1000224503,224743,
1.8754,0.781432,0.308823,um,Surface,Displacement,3,1000224504,224744,
1.12218,0.395894,0.792894,um,Surface,Displacement,3,1000224505,224745,
1.39794,-0.473619,0.989785,um,Surface,Displacement,3,1000224509,224746,
1.10418,-1.15015,-0.0409093,um,Surface,Displacement,3,1000224508,224747,
5.09506,0.15182,0.624999,um,Surface,Displacement,3,1000224511,224748,
6.85459,8.54462,0.235262,um,Surface,Displacement,3,1000224515,224749,
0.771582,1.37895,0.682202,um,Surface,Displacement,3,1000224512,224750,
-0.682756,3.42286,0.701346,um,Surface,Displacement,3,1000224507,224751,
0.323296,5.65249,-0.0620838,um,Surface,Displacement,3,1000224519,224752,
1.06275,0.85713,0.717745,um,Surface,Displacement,3,1000224514,224753,
5.24282,1.18081,-0.147,um,Surface,Displacement,3,1000224510,224754,
0.294775,2.34926,0.628059,um,Surface,Displacement,3,1000224517,224755,
4.93192,-1.05321,0.832238,um,Surface,Displacement,3,1000224513,224756,
-2.65026,-2.14031,0.502605,um,Surface,Displacement,3,1000224520,224757,
-4.2612,2.3103,-0.486957,um,Surface,Displacement,3,1000224522,224758,
-0.157744,0.572503,0.415182,um,Surface,Displacement,3,1000224516,224759,
1.70734,2.21854,0.535026,um,Surface,Displacement,3,1000224518,224760,
-0.0824332,1.68407,0.405082,um,Surface,Displacement,3,1000224523,224761,
-1.1481,0.171393,1.08281,um,Surface,Displacement,3,1000224524,224762,
5.71721,-7.30407,2.47852,um,Surface,Displacement,3,1000224521,224763,
4.00778,2.02572,0.185707,um,Surface,Displacement,3,1000224525,224764,
0.971325,-1.00529,0.575278,um,Surface,Displacement,3,1000224526,224765,
1.00386,-1.79899,2.42981,um,Surface,Displacement,3,1000224528,224766,
3.8182,1.45659,0.141346,um,Surface,Displacement,3,1000224527,224767,
1.20441,8.83585,-0.0512768,um,Surface,Displacement,3,1000224531,224768,
0.188887,-1.2989,4.9315,um,Surface,Displacement,3,1000224530,224769,
0.12216,3.30719,0.283621,um,Surface,Displacement,3,1000224532,224770,
0,0,0,um,Surface,Displacement,3,1000224771,224771,
4.72444,2.59969,0.398513,um,Surface,Displacement,3,1000224534,224772,
0.649153,-0.104725,1.17349,um,Surface,Displacement,3,1000224529,224773,
3.90756,7.36389,0.640987,um,Surface,Displacement,3,1000224535,224774,
-1.12712,5.47006,1.15168,um,Surface,Displacement,3,1000224533,224775,
1.53586,-1.34291,0.710294,um,Surface,Displacement,3,1000224538,224776,
3.46622,0.23064,0.623146,um,Surface,Displacement,3,1000224537,224777,
4.55424,-1.84509,0.45933,um,Surface,Displacement,3,1000224539,224778,
2.96319,10.6972,0.975532,um,Surface,Displacement,3,1000224543,224779,
-1.75138,2.15536,0.471357,um,Surface,Displacement,3,1000224541,224780,
1.18178,0.907958,0.72,um,Surface,Displacement,3,1000224536,224781,
0.825971,6.74712,0.833105,um,Surface,Displacement,3,1000224546,224782,
2.65307,-1.21221,2.53455,um,Surface,Displacement,3,1000224542,224783,
-0.0290275,-2.82757,-0.274518,um,Surface,Displacement,3,1000224540,224784,
-3.52196,-0.446647,0.525253,um,Surface,Displacement,3,1000224549,224785,
0,2.50664,1.90658,um,Surface,Displacement,3,1000224548,224786,
0.162929,1.66073,1.25102,um,Surface,Displacement,3,1000224545,224787,
2.98385,2.27535,0.306923,um,Surface,Displacement,3,1000224544,224788,
1.36521,1.35976,0.551654,um,Surface,Displacement,3,1000224552,224789,
2.13891,-2.18772,0.194445,um,Surface,Displacement,3,1000224553,224790,
-3.91534,2.53254,2.11013,um,Surface,Displacement,3,1000224547,224791,
-1.83584,-0.761777,0.815027,um,Surface,Displacement,3,1000224550,224792,
3.67206,1.52412,0.531659,um,Surface,Displacement,3,1000224551,224793,
1.5102,1.90026,0.818182,um,Surface,Displacement,3,1000224557,224794,
-1.77123,2.17998,0.181731,um,Surface,Displacement,3,1000224554,224795,
3.18572,-4.33762,0.524174,um,Surface,Displacement,3,1000224555,224796,
0.723749,1.13511,0.720283,um,Surface,Displacement,3,1000224558,224797,
0,0,0,um,Surface,Displacement,3,1000224798,224798,
5.62531,0.461265,0.700606,um,Surface,Displacement,3,1000224556,224799,
1.27061,8.66652,-0.32603,um,Surface,Displacement,3,1000224562,224800,
-0.130765,3.18283,0.548188,um,Surface,Displacement,3,1000224563,224801,
0,0,0,um,Surface,Displacement,3,1000224802,224802,
6.92081,2.51588,1.96505,um,Surface,Displacement,3,1000224559,224803,
-2.01771,1.00081,0.780156,um,Surface,Displacement,3,1000224561,224804,
0,0,0,um,Surface,Displacement,3,1000224805,224805,
1.45006,-1.96587,0.287019,um,Surface,Displacement,3,1000224560,224806,
-4.70842,1.54797,0.982352,um,Surface,Displacement,3,1000224565,224807,
-0.451315,3.05176,1.21031,um,Surface,Displacement,3,1000224564,224808,
7.96652,-3.82134,0.242859,um,Surface,Displacement,3,1000224566,224809,
2.00856,1.26275,0.719259,um,Surface,Displacement,3,1000224567,224810,
0.487477,-0.279311,0.435034,um,Surface,Displacement,3,1000224569,224811,
1.16986,5.17437,0.892166,um,Surface,Displacement,3,1000224570,224812,
-4.95492,-10.0686,-16.3699,um,Surface,Displacement,3,1000224674,224813,
0,0,0,um,Surface,Displacement,3,1000224814,224814,
3.39985,0.656012,0.312801,um,Surface,Displacement,3,1000224573,224815,
1.77124,-0.629771,0.479791,um,Surface,Displacement,3,1000224568,224816,
1.47852,-2.10861,0.605883,um,Surface,Displacement,3,1000224571,224817,
-0.50582,8.76655,0.510354,um,Surface,Displacement,3,1000224572,224818,
-1.89775,0,1.0125,um,Surface,Displacement,3,1000224693,224819,
-5.60628,-1.79495,0.787498,um,Surface,Displacement,3,1000224575,224820,
-1.31792,-0.813603,0.762113,um,Surface,Displacement,4,1000224471,224821,
-1.70255,-0.193328,0.438301,um,Surface,Displacement,4,1000224472,224822,
-8.01987,-0.959933,0.844529,um,Surface,Displacement,4,1000224473,224823,
-7.79349,-2.98154,0.0175005,um,Surface,Displacement,4,1000224469,224824,
2.36279,-1.02711,-22.2826,um,Surface,Displacement,4,1000224701,224825,
3.06669,0.11605,-1.15824,um,Surface,Displacement,4,1000224468,224826,
4.17608,0.410676,1.68105,um,Surface,Displacement,4,1000224470,224827,
1.63203,-1.73441,0.983862,um,Surface,Displacement,4,1000224464,224828,
-5.16611,0.607431,1.15937,um,Surface,Displacement,4,1000224466,224829,
-3.06636,1.85823,1.21219,um,Surface,Displacement,4,1000224465,224830,
2.60866,3.29792,0.899626,um,Surface,Displacement,4,1000224467,224831,
-0.675797,-1.43635,1.14227,um,Surface,Displacement,4,1000224458,224832,
-3.19356,-1.07473,1.30857,um,Surface,Displacement,4,1000224459,224833,
0.056386,-1.11324,1.31374,um,Surface,Displacement,4,1000224461,224834,
16.9546,-3.73572,0.272888,um,Surface,Displacement,4,1000224460,224835,
-0.770092,-3.54564,1.14986,um,Surface,Displacement,4,1000224462,224836,
-5.3739,6.83665,0.583713,um,Surface,Displacement,4,1000224463,224837,
8.00079,4.81409,0.886219,um,Surface,Displacement,4,1000224477,224838,
-1.21933,10.5546,0.452344,um,Surface,Displacement,4,1000224475,224839,
0,0,0,um,Surface,Displacement,4,1000224840,224840,
-8.60083,10.7131,0.741456,um,Surface,Displacement,4,1000224476,224841,
-7.81739,5.2323,0.39978,um,Surface,Displacement,4,1000224474,224842,
-0.0762939,-0.441492,1.5435,um,Surface,Displacement,4,1000224480,224843,
-1.00371,-0.0264049,0.542759,um,Surface,Displacement,4,1000224484,224844,
1.58769,0.36028,0.935445,um,Surface,Displacement,4,1000224478,224845,
4.15307,0.42361,0.759783,um,Surface,Displacement,4,1000224479,224846,
-1.79178,-3.68702,0.232353,um,Surface,Displacement,4,1000224483,224847,
-5.51087,-4.72325,1.34853,um,Surface,Displacement,4,1000224482,224848,
-2.18457,-3.42441,0.927501,um,Surface,Displacement,4,1000224485,224849,
2.82148,-2.37691,0.657587,um,Surface,Displacement,4,1000224486,224850,
3.94738,0.326127,-0.241667,um,Surface,Displacement,4,1000224481,224851,
-5.42322,-3.05218,0.516885,um,Surface,Displacement,4,1000224487,224852,
-0.0348985,5.43582,1.18324,um,Surface,Displacement,4,1000224491,224853,
-2.0552,-0.93621,-0.100834,um,Surface,Displacement,4,1000224489,224854,
3.51822,0.296384,0.545135,um,Surface,Displacement,4,1000224488,224855,
