
Displacement^2
 ==================== 
Displacement^2,Unit,Category,Time,TrackID,ID,
0,um^2,Surface,1,1000046961,46961,
0,um^2,Surface,1,1000046962,46962,
0,um^2,Surface,1,1000046963,46963,
0,um^2,Surface,1,1000046964,46964,
0,um^2,Surface,1,1000046965,46965,
0,um^2,Surface,1,1000046966,46966,
0,um^2,Surface,1,1000046967,46967,
0,um^2,Surface,1,1000046968,46968,
0,um^2,Surface,1,1000046969,46969,
0,um^2,Surface,1,1000046970,46970,
0,um^2,Surface,1,1000046971,46971,
0,um^2,Surface,1,1000046972,46972,
0,um^2,Surface,1,1000046973,46973,
0,um^2,Surface,1,1000046974,46974,
0,um^2,Surface,1,1000046975,46975,
0,um^2,Surface,1,1000046976,46976,
0,um^2,Surface,1,1000046977,46977,
0,um^2,Surface,1,1000046978,46978,
0,um^2,Surface,1,1000046979,46979,
0,um^2,Surface,1,1000046980,46980,
0,um^2,Surface,1,1000046981,46981,
0,um^2,Surface,1,1000046982,46982,
0,um^2,Surface,1,1000046983,46983,
0,um^2,Surface,1,1000046984,46984,
0,um^2,Surface,1,1000046985,46985,
0,um^2,Surface,1,1000046986,46986,
0,um^2,Surface,1,1000046987,46987,
0,um^2,Surface,1,1000046988,46988,
0,um^2,Surface,1,1000046989,46989,
0,um^2,Surface,1,1000046990,46990,
0,um^2,Surface,1,1000046991,46991,
0,um^2,Surface,1,1000046992,46992,
0,um^2,Surface,1,1000046993,46993,
0,um^2,Surface,1,1000046994,46994,
0,um^2,Surface,1,1000046995,46995,
0,um^2,Surface,1,1000046996,46996,
0,um^2,Surface,1,1000046997,46997,
0,um^2,Surface,1,1000046998,46998,
0,um^2,Surface,1,1000046999,46999,
0,um^2,Surface,1,1000047000,47000,
0,um^2,Surface,1,1000047001,47001,
0,um^2,Surface,1,1000047002,47002,
0,um^2,Surface,1,1000047003,47003,
0,um^2,Surface,1,1000047004,47004,
0,um^2,Surface,1,1000047005,47005,
0,um^2,Surface,1,1000047006,47006,
0,um^2,Surface,1,1000047007,47007,
0,um^2,Surface,1,1000047008,47008,
0,um^2,Surface,1,1000047009,47009,
0,um^2,Surface,1,1000047010,47010,
0,um^2,Surface,1,1000047011,47011,
0,um^2,Surface,1,1000047012,47012,
0,um^2,Surface,1,1000047013,47013,
0,um^2,Surface,1,1000047014,47014,
0,um^2,Surface,1,1000047015,47015,
0,um^2,Surface,1,1000047016,47016,
0,um^2,Surface,1,1000047017,47017,
0,um^2,Surface,1,1000047018,47018,
0,um^2,Surface,1,1000047019,47019,
0,um^2,Surface,1,1000047020,47020,
0,um^2,Surface,1,1000047021,47021,
0,um^2,Surface,1,1000047022,47022,
0,um^2,Surface,1,1000047023,47023,
0,um^2,Surface,1,1000047024,47024,
0,um^2,Surface,1,1000047025,47025,
0,um^2,Surface,1,1000047026,47026,
0,um^2,Surface,1,1000047027,47027,
0,um^2,Surface,1,1000047028,47028,
0,um^2,Surface,1,1000047029,47029,
0,um^2,Surface,1,1000047030,47030,
0,um^2,Surface,1,1000047031,47031,
0,um^2,Surface,1,1000047032,47032,
0,um^2,Surface,1,1000047033,47033,
0,um^2,Surface,1,1000047034,47034,
0,um^2,Surface,1,1000047035,47035,
0,um^2,Surface,1,1000047036,47036,
0,um^2,Surface,1,1000047037,47037,
0,um^2,Surface,1,1000047038,47038,
0,um^2,Surface,1,1000047039,47039,
