
Intensity Min Ch=8 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,75172,
0,,Surface,8,Image 1,1,75173,
0,,Surface,8,Image 1,1,75174,
0,,Surface,8,Image 1,1,75175,
0,,Surface,8,Image 1,1,75176,
0,,Surface,8,Image 1,1,75177,
0,,Surface,8,Image 1,1,75178,
0,,Surface,8,Image 1,1,75179,
0,,Surface,8,Image 1,1,75180,
0,,Surface,8,Image 1,1,75181,
0,,Surface,8,Image 1,1,75182,
0,,Surface,8,Image 1,1,75183,
0,,Surface,8,Image 1,1,75184,
0,,Surface,8,Image 1,1,75185,
0,,Surface,8,Image 1,1,75186,
0,,Surface,8,Image 1,1,75187,
0,,Surface,8,Image 1,1,75188,
0,,Surface,8,Image 1,1,75189,
0,,Surface,8,Image 1,1,75190,
0,,Surface,8,Image 1,1,75191,
0,,Surface,8,Image 1,1,75192,
0,,Surface,8,Image 1,1,75193,
0,,Surface,8,Image 1,1,75194,
0,,Surface,8,Image 1,1,75195,
0,,Surface,8,Image 1,1,75196,
0,,Surface,8,Image 1,1,75197,
0,,Surface,8,Image 1,1,75198,
0,,Surface,8,Image 1,1,75199,
0,,Surface,8,Image 1,1,75200,
0,,Surface,8,Image 1,1,75201,
0,,Surface,8,Image 1,1,75202,
0,,Surface,8,Image 1,1,75203,
0,,Surface,8,Image 1,1,75204,
0,,Surface,8,Image 1,1,75205,
0,,Surface,8,Image 1,2,75206,
0,,Surface,8,Image 1,2,75207,
0,,Surface,8,Image 1,2,75208,
0,,Surface,8,Image 1,2,75209,
0,,Surface,8,Image 1,2,75210,
0,,Surface,8,Image 1,2,75211,
0,,Surface,8,Image 1,2,75212,
0,,Surface,8,Image 1,2,75213,
0,,Surface,8,Image 1,2,75214,
0,,Surface,8,Image 1,2,75215,
0,,Surface,8,Image 1,2,75216,
0,,Surface,8,Image 1,2,75217,
0,,Surface,8,Image 1,2,75218,
0,,Surface,8,Image 1,2,75219,
0,,Surface,8,Image 1,2,75220,
0,,Surface,8,Image 1,2,75221,
0,,Surface,8,Image 1,2,75222,
0,,Surface,8,Image 1,2,75223,
0,,Surface,8,Image 1,2,75224,
0,,Surface,8,Image 1,2,75225,
0,,Surface,8,Image 1,2,75226,
0,,Surface,8,Image 1,2,75227,
0,,Surface,8,Image 1,2,75228,
0,,Surface,8,Image 1,2,75229,
0,,Surface,8,Image 1,2,75230,
0,,Surface,8,Image 1,2,75231,
0,,Surface,8,Image 1,2,75232,
0,,Surface,8,Image 1,2,75233,
0,,Surface,8,Image 1,2,75234,
0,,Surface,8,Image 1,2,75235,
0,,Surface,8,Image 1,2,75236,
0,,Surface,8,Image 1,2,75237,
0,,Surface,8,Image 1,2,75238,
0,,Surface,8,Image 1,2,75239,
0,,Surface,8,Image 1,3,75240,
0,,Surface,8,Image 1,3,75241,
0,,Surface,8,Image 1,3,75242,
0,,Surface,8,Image 1,3,75243,
0,,Surface,8,Image 1,3,75244,
0,,Surface,8,Image 1,3,75245,
0,,Surface,8,Image 1,3,75246,
0,,Surface,8,Image 1,3,75247,
0,,Surface,8,Image 1,3,75248,
0,,Surface,8,Image 1,3,75249,
0,,Surface,8,Image 1,3,75250,
0,,Surface,8,Image 1,3,75251,
0,,Surface,8,Image 1,3,75252,
0,,Surface,8,Image 1,3,75253,
0,,Surface,8,Image 1,3,75254,
0,,Surface,8,Image 1,3,75255,
0,,Surface,8,Image 1,3,75256,
0,,Surface,8,Image 1,3,75257,
0,,Surface,8,Image 1,3,75258,
0,,Surface,8,Image 1,3,75259,
0,,Surface,8,Image 1,3,75260,
0,,Surface,8,Image 1,3,75261,
0,,Surface,8,Image 1,3,75262,
0,,Surface,8,Image 1,3,75263,
0,,Surface,8,Image 1,3,75264,
0,,Surface,8,Image 1,3,75265,
0,,Surface,8,Image 1,3,75266,
0,,Surface,8,Image 1,3,75267,
0,,Surface,8,Image 1,3,75268,
0,,Surface,8,Image 1,3,75269,
0,,Surface,8,Image 1,3,75270,
0,,Surface,8,Image 1,3,75271,
0,,Surface,8,Image 1,3,75272,
0,,Surface,8,Image 1,3,75273,
0,,Surface,8,Image 1,4,75274,
0,,Surface,8,Image 1,4,75275,
0,,Surface,8,Image 1,4,75276,
0,,Surface,8,Image 1,4,75277,
0,,Surface,8,Image 1,4,75278,
0,,Surface,8,Image 1,4,75279,
0,,Surface,8,Image 1,4,75280,
0,,Surface,8,Image 1,4,75281,
0,,Surface,8,Image 1,4,75282,
0,,Surface,8,Image 1,4,75283,
0,,Surface,8,Image 1,4,75284,
0,,Surface,8,Image 1,4,75285,
0,,Surface,8,Image 1,4,75286,
0,,Surface,8,Image 1,4,75287,
0,,Surface,8,Image 1,4,75288,
0,,Surface,8,Image 1,4,75289,
0,,Surface,8,Image 1,4,75290,
0,,Surface,8,Image 1,4,75291,
0,,Surface,8,Image 1,4,75292,
0,,Surface,8,Image 1,4,75293,
0,,Surface,8,Image 1,4,75294,
0,,Surface,8,Image 1,4,75295,
0,,Surface,8,Image 1,4,75296,
0,,Surface,8,Image 1,4,75297,
0,,Surface,8,Image 1,4,75298,
0,,Surface,8,Image 1,4,75299,
0,,Surface,8,Image 1,4,75300,
0,,Surface,8,Image 1,4,75301,
0,,Surface,8,Image 1,4,75302,
0,,Surface,8,Image 1,4,75303,
0,,Surface,8,Image 1,4,75304,
0,,Surface,8,Image 1,4,75305,
0,,Surface,8,Image 1,4,75306,
0,,Surface,8,Image 1,4,75307,
0,,Surface,8,Image 1,4,75308,
0,,Surface,8,Image 1,4,75309,
0,,Surface,8,Image 1,5,75310,
0,,Surface,8,Image 1,5,75311,
0,,Surface,8,Image 1,5,75312,
0,,Surface,8,Image 1,5,75313,
0,,Surface,8,Image 1,5,75314,
0,,Surface,8,Image 1,5,75315,
0,,Surface,8,Image 1,5,75316,
0,,Surface,8,Image 1,5,75317,
0,,Surface,8,Image 1,5,75318,
0,,Surface,8,Image 1,5,75319,
0,,Surface,8,Image 1,5,75320,
0,,Surface,8,Image 1,5,75321,
0,,Surface,8,Image 1,5,75322,
0,,Surface,8,Image 1,5,75323,
0,,Surface,8,Image 1,5,75324,
0,,Surface,8,Image 1,5,75325,
0,,Surface,8,Image 1,5,75326,
0,,Surface,8,Image 1,5,75327,
0,,Surface,8,Image 1,5,75328,
0,,Surface,8,Image 1,5,75329,
0,,Surface,8,Image 1,5,75330,
0,,Surface,8,Image 1,5,75331,
0,,Surface,8,Image 1,5,75332,
0,,Surface,8,Image 1,5,75333,
0,,Surface,8,Image 1,5,75334,
0,,Surface,8,Image 1,5,75335,
0,,Surface,8,Image 1,5,75336,
0,,Surface,8,Image 1,5,75337,
0,,Surface,8,Image 1,5,75338,
0,,Surface,8,Image 1,5,75339,
0,,Surface,8,Image 1,5,75340,
0,,Surface,8,Image 1,5,75341,
0,,Surface,8,Image 1,5,75342,
0,,Surface,8,Image 1,5,75343,
0,,Surface,8,Image 1,5,75344,
0,,Surface,8,Image 1,6,75345,
0,,Surface,8,Image 1,6,75346,
0,,Surface,8,Image 1,6,75347,
0,,Surface,8,Image 1,6,75348,
0,,Surface,8,Image 1,6,75349,
0,,Surface,8,Image 1,6,75350,
0,,Surface,8,Image 1,6,75351,
0,,Surface,8,Image 1,6,75352,
0,,Surface,8,Image 1,6,75353,
0,,Surface,8,Image 1,6,75354,
0,,Surface,8,Image 1,6,75355,
0,,Surface,8,Image 1,6,75356,
0,,Surface,8,Image 1,6,75357,
0,,Surface,8,Image 1,6,75358,
0,,Surface,8,Image 1,6,75359,
0,,Surface,8,Image 1,6,75360,
0,,Surface,8,Image 1,6,75361,
0,,Surface,8,Image 1,6,75362,
0,,Surface,8,Image 1,6,75363,
0,,Surface,8,Image 1,6,75364,
0,,Surface,8,Image 1,6,75365,
0,,Surface,8,Image 1,6,75366,
0,,Surface,8,Image 1,6,75367,
0,,Surface,8,Image 1,6,75368,
0,,Surface,8,Image 1,6,75369,
0,,Surface,8,Image 1,6,75370,
0,,Surface,8,Image 1,6,75371,
0,,Surface,8,Image 1,6,75372,
0,,Surface,8,Image 1,6,75373,
0,,Surface,8,Image 1,6,75374,
