
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.240713,,Surface,9,75467,
0.307787,,Surface,9,75468,
0.706478,,Surface,9,75469,
0.55517,,Surface,9,75470,
0.449665,,Surface,9,75471,
0.38801,,Surface,9,75472,
0.306741,,Surface,9,75473,
0.338837,,Surface,9,75474,
0.373979,,Surface,9,75475,
0.473752,,Surface,9,75476,
0.460698,,Surface,9,75477,
0.344712,,Surface,9,75478,
0.420681,,Surface,9,75479,
0.279013,,Surface,9,75480,
0.181888,,Surface,9,75481,
0.253843,,Surface,10,75482,
0.548005,,Surface,10,75483,
0.256078,,Surface,10,75484,
0.218801,,Surface,10,75485,
0.358601,,Surface,10,75486,
0.402153,,Surface,10,75487,
0.342624,,Surface,10,75488,
0.524008,,Surface,10,75489,
0.37474,,Surface,10,75490,
0.271839,,Surface,10,75491,
0.271234,,Surface,10,75492,
0.287785,,Surface,10,75493,
0.31905,,Surface,10,75494,
0.514704,,Surface,10,75495,
0.2131,,Surface,10,75496,
0.391075,,Surface,10,75497,
0.307286,,Surface,10,75498,
0.319557,,Surface,10,75499,
0.398803,,Surface,10,75500,
0.277493,,Surface,10,75501,
0.293927,,Surface,10,75502,
0.701135,,Surface,10,75503,
0.574769,,Surface,10,75504,
0.286278,,Surface,10,75505,
0.318126,,Surface,10,75506,
0.3092,,Surface,10,75507,
0.28351,,Surface,10,75508,
0.379012,,Surface,10,75509,
0.43386,,Surface,10,75510,
0.480047,,Surface,10,75511,
0.345853,,Surface,10,75512,
0.43914,,Surface,10,75513,
0.27928,,Surface,10,75514,
0.199265,,Surface,10,75515,
0.25259,,Surface,11,75516,
0.335911,,Surface,11,75517,
0.387954,,Surface,11,75518,
0.46694,,Surface,11,75519,
0.245591,,Surface,11,75520,
0.274324,,Surface,11,75521,
0.256313,,Surface,11,75522,
0.562029,,Surface,11,75523,
0.359114,,Surface,11,75524,
0.299615,,Surface,11,75525,
0.339255,,Surface,11,75526,
0.314511,,Surface,11,75527,
0.24687,,Surface,11,75528,
0.518143,,Surface,11,75529,
0.21636,,Surface,11,75530,
0.400963,,Surface,11,75531,
0.311657,,Surface,11,75532,
0.300624,,Surface,11,75533,
0.417324,,Surface,11,75534,
0.209404,,Surface,11,75535,
0.709504,,Surface,11,75536,
0.326822,,Surface,11,75537,
0.580614,,Surface,11,75538,
0.210576,,Surface,11,75539,
0.292415,,Surface,11,75540,
0.267473,,Surface,11,75541,
0.293721,,Surface,11,75542,
0.375634,,Surface,11,75543,
0.482085,,Surface,11,75544,
0.479581,,Surface,11,75545,
0.347575,,Surface,11,75546,
0.434878,,Surface,11,75547,
0.316051,,Surface,11,75548,
0.275453,,Surface,11,75549,
0.194363,,Surface,11,75550,
0.26974,,Surface,12,75551,
0.327674,,Surface,12,75552,
0.366652,,Surface,12,75553,
0.456079,,Surface,12,75554,
0.31782,,Surface,12,75555,
0.251928,,Surface,12,75556,
0.289026,,Surface,12,75557,
0.452383,,Surface,12,75558,
0.373006,,Surface,12,75559,
0.27196,,Surface,12,75560,
0.305749,,Surface,12,75561,
0.2786,,Surface,12,75562,
0.368604,,Surface,12,75563,
0.514871,,Surface,12,75564,
0.220751,,Surface,12,75565,
0.383978,,Surface,12,75566,
0.365539,,Surface,12,75567,
0.310994,,Surface,12,75568,
0.414213,,Surface,12,75569,
0.663558,,Surface,12,75570,
0.24168,,Surface,12,75571,
0.349818,,Surface,12,75572,
0.608653,,Surface,12,75573,
0.317467,,Surface,12,75574,
0.264852,,Surface,12,75575,
0.290827,,Surface,12,75576,
0.3484,,Surface,12,75577,
0.385848,,Surface,12,75578,
0.473262,,Surface,12,75579,
0.469606,,Surface,12,75580,
0.356414,,Surface,12,75581,
0.448741,,Surface,12,75582,
0.267744,,Surface,12,75583,
0.301882,,Surface,12,75584,
0.193064,,Surface,12,75585,
0.475459,,Surface,13,75586,
0.28569,,Surface,13,75587,
0.273701,,Surface,13,75588,
0.332455,,Surface,13,75589,
0.386475,,Surface,13,75590,
0.402013,,Surface,13,75591,
0.532456,,Surface,13,75592,
0.331165,,Surface,13,75593,
0.38301,,Surface,13,75594,
0.290444,,Surface,13,75595,
0.328698,,Surface,13,75596,
0.309972,,Surface,13,75597,
0.269332,,Surface,13,75598,
0.506465,,Surface,13,75599,
0.199975,,Surface,13,75600,
0.421965,,Surface,13,75601,
0.289356,,Surface,13,75602,
0.366588,,Surface,13,75603,
0.428241,,Surface,13,75604,
0.623527,,Surface,13,75605,
0.202084,,Surface,13,75606,
0.349405,,Surface,13,75607,
0.646463,,Surface,13,75608,
0.3906,,Surface,13,75609,
0.327497,,Surface,13,75610,
0.322816,,Surface,13,75611,
0.302753,,Surface,13,75612,
0.382665,,Surface,13,75613,
0.494207,,Surface,13,75614,
0.380557,,Surface,13,75615,
0.47641,,Surface,13,75616,
0.303313,,Surface,13,75617,
0.441331,,Surface,13,75618,
0.200184,,Surface,13,75619,
0.234393,,Surface,13,75620,
0.234069,,Surface,14,75621,
0.442027,,Surface,14,75622,
0.0982186,,Surface,14,75623,
0.276829,,Surface,14,75624,
0.450841,,Surface,14,75625,
0.513318,,Surface,14,75626,
0.230206,,Surface,14,75627,
0.565063,,Surface,14,75628,
0.381477,,Surface,14,75629,
0.239926,,Surface,14,75630,
0.368006,,Surface,14,75631,
0.404383,,Surface,14,75632,
0.49944,,Surface,14,75633,
0.235893,,Surface,14,75634,
0.220993,,Surface,14,75635,
0.326115,,Surface,14,75636,
0.446805,,Surface,14,75637,
0.369812,,Surface,14,75638,
0.424726,,Surface,14,75639,
0.215828,,Surface,14,75640,
0.604608,,Surface,14,75641,
0.346113,,Surface,14,75642,
0.613217,,Surface,14,75643,
0.290436,,Surface,14,75644,
0.313659,,Surface,14,75645,
0.297992,,Surface,14,75646,
0.192195,,Surface,14,75647,
0.382234,,Surface,14,75648,
0.481551,,Surface,14,75649,
0.364822,,Surface,14,75650,
0.490346,,Surface,14,75651,
0.461192,,Surface,14,75652,
0.191661,,Surface,14,75653,
0.354895,,Surface,14,75654,
0.302749,,Surface,14,75655,
0.267667,,Surface,15,75656,
0.221278,,Surface,15,75657,
0.427532,,Surface,15,75658,
0.254075,,Surface,15,75659,
0.520776,,Surface,15,75660,
0.609652,,Surface,15,75661,
0.462143,,Surface,15,75662,
0.222708,,Surface,15,75663,
0.507251,,Surface,15,75664,
0.426104,,Surface,15,75665,
0.234798,,Surface,15,75666,
0.282013,,Surface,15,75667,
0.24765,,Surface,15,75668,
0.54313,,Surface,15,75669,
0.26455,,Surface,15,75670,
0.216599,,Surface,15,75671,
0.446621,,Surface,15,75672,
0.352679,,Surface,15,75673,
0.279277,,Surface,15,75674,
0.434482,,Surface,15,75675,
0.215368,,Surface,15,75676,
0.359082,,Surface,15,75677,
0.655647,,Surface,15,75678,
0.60134,,Surface,15,75679,
0.287093,,Surface,15,75680,
0.292063,,Surface,15,75681,
0.280921,,Surface,15,75682,
0.274989,,Surface,15,75683,
0.409472,,Surface,15,75684,
0.482255,,Surface,15,75685,
0.387087,,Surface,15,75686,
0.498366,,Surface,15,75687,
0.472853,,Surface,15,75688,
0.206126,,Surface,15,75689,
0.407524,,Surface,15,75690,
0.31616,,Surface,15,75691,
0.279417,,Surface,16,75692,
0.227559,,Surface,16,75693,
0.467308,,Surface,16,75694,
0.155854,,Surface,16,75695,
0.269845,,Surface,16,75696,
0.317806,,Surface,16,75697,
0.430992,,Surface,16,75698,
0.455052,,Surface,16,75699,
0.369591,,Surface,16,75700,
0.244792,,Surface,16,75701,
0.267146,,Surface,16,75702,
0.275636,,Surface,16,75703,
0.272756,,Surface,16,75704,
0.517203,,Surface,16,75705,
0.210417,,Surface,16,75706,
0.433654,,Surface,16,75707,
0.324281,,Surface,16,75708,
0.318774,,Surface,16,75709,
0.4124,,Surface,16,75710,
0.19794,,Surface,16,75711,
0.6465,,Surface,16,75712,
0.380694,,Surface,16,75713,
0.662871,,Surface,16,75714,
0.288588,,Surface,16,75715,
0.225422,,Surface,16,75716,
0.327857,,Surface,16,75717,
0.361061,,Surface,16,75718,
0.309568,,Surface,16,75719,
0.463335,,Surface,16,75720,
0.380608,,Surface,16,75721,
0.441798,,Surface,16,75722,
0.448212,,Surface,16,75723,
0.356189,,Surface,16,75724,
0.344777,,Surface,16,75725,
0.190336,,Surface,16,75726,
0.268119,,Surface,17,75727,
0.208747,,Surface,17,75728,
0.374844,,Surface,17,75729,
0.383855,,Surface,17,75730,
0.283057,,Surface,17,75731,
0.244058,,Surface,17,75732,
0.431336,,Surface,17,75733,
0.339764,,Surface,17,75734,
0.395297,,Surface,17,75735,
0.237766,,Surface,17,75736,
0.273747,,Surface,17,75737,
0.204122,,Surface,17,75738,
0.266238,,Surface,17,75739,
0.538827,,Surface,17,75740,
0.211552,,Surface,17,75741,
0.453894,,Surface,17,75742,
0.323004,,Surface,17,75743,
0.403378,,Surface,17,75744,
0.316991,,Surface,17,75745,
0.662231,,Surface,17,75746,
0.191179,,Surface,17,75747,
0.336695,,Surface,17,75748,
0.639743,,Surface,17,75749,
0.291333,,Surface,17,75750,
0.305252,,Surface,17,75751,
0.247068,,Surface,17,75752,
0.314596,,Surface,17,75753,
0.338715,,Surface,17,75754,
0.492135,,Surface,17,75755,
0.422139,,Surface,17,75756,
0.369074,,Surface,17,75757,
0.409236,,Surface,17,75758,
0.183533,,Surface,17,75759,
0.383888,,Surface,17,75760,
0.330407,,Surface,17,75761,
0.547046,,Surface,18,75762,
0.336712,,Surface,18,75763,
0.298448,,Surface,18,75764,
0.232457,,Surface,18,75765,
0.256247,,Surface,18,75766,
0.185157,,Surface,18,75767,
0.367247,,Surface,18,75768,
0.393831,,Surface,18,75769,
0.39077,,Surface,18,75770,
0.212297,,Surface,18,75771,
0.25815,,Surface,18,75772,
0.310358,,Surface,18,75773,
0.325054,,Surface,18,75774,
0.525271,,Surface,18,75775,
0.234216,,Surface,18,75776,
0.442765,,Surface,18,75777,
0.347215,,Surface,18,75778,
0.305498,,Surface,18,75779,
0.376603,,Surface,18,75780,
0.686056,,Surface,18,75781,
0.284895,,Surface,18,75782,
0.358806,,Surface,18,75783,
0.677477,,Surface,18,75784,
0.343643,,Surface,18,75785,
0.296315,,Surface,18,75786,
0.190956,,Surface,18,75787,
0.313465,,Surface,18,75788,
0.392782,,Surface,18,75789,
0.469967,,Surface,18,75790,
0.435736,,Surface,18,75791,
0.381272,,Surface,18,75792,
0.442447,,Surface,18,75793,
0.354918,,Surface,18,75794,
0.516342,,Surface,18,75795,
0.197869,,Surface,18,75796,
0.485153,,Surface,19,75797,
0.357963,,Surface,19,75798,
0.331902,,Surface,19,75799,
0.24339,,Surface,19,75800,
0.262855,,Surface,19,75801,
0.206582,,Surface,19,75802,
0.355276,,Surface,19,75803,
0.383484,,Surface,19,75804,
0.377907,,Surface,19,75805,
0.194868,,Surface,19,75806,
0.276906,,Surface,19,75807,
0.263401,,Surface,19,75808,
0.282662,,Surface,19,75809,
0.539916,,Surface,19,75810,
0.217485,,Surface,19,75811,
0.434699,,Surface,19,75812,
0.450687,,Surface,19,75813,
0.301454,,Surface,19,75814,
0.353786,,Surface,19,75815,
0.195298,,Surface,19,75816,
0.64753,,Surface,19,75817,
0.365662,,Surface,19,75818,
0.686019,,Surface,19,75819,
0.251102,,Surface,19,75820,
0.407221,,Surface,19,75821,
0.170489,,Surface,19,75822,
0.308428,,Surface,19,75823,
0.411548,,Surface,19,75824,
0.473085,,Surface,19,75825,
0.422924,,Surface,19,75826,
0.390831,,Surface,19,75827,
0.417444,,Surface,19,75828,
0.487301,,Surface,19,75829,
0.208507,,Surface,19,75830,
0.379538,,Surface,19,75831,
0.26026,,Surface,20,75832,
0.44261,,Surface,20,75833,
0.249127,,Surface,20,75834,
0.268312,,Surface,20,75835,
0.329734,,Surface,20,75836,
0.495957,,Surface,20,75837,
0.377684,,Surface,20,75838,
0.266246,,Surface,20,75839,
0.280409,,Surface,20,75840,
0.392221,,Surface,20,75841,
0.212036,,Surface,20,75842,
0.375511,,Surface,20,75843,
0.332136,,Surface,20,75844,
0.254154,,Surface,20,75845,
0.558405,,Surface,20,75846,
0.216448,,Surface,20,75847,
0.404246,,Surface,20,75848,
0.467747,,Surface,20,75849,
0.318559,,Surface,20,75850,
0.377028,,Surface,20,75851,
0.184711,,Surface,20,75852,
0.598957,,Surface,20,75853,
0.304956,,Surface,20,75854,
0.641885,,Surface,20,75855,
0.326932,,Surface,20,75856,
0.215199,,Surface,20,75857,
0.276745,,Surface,20,75858,
0.314824,,Surface,20,75859,
0.406674,,Surface,20,75860,
0.474944,,Surface,20,75861,
0.392738,,Surface,20,75862,
0.387185,,Surface,20,75863,
0.424862,,Surface,20,75864,
0.336889,,Surface,20,75865,
0.499231,,Surface,20,75866,
0.21809,,Surface,20,75867,
0.232507,,Surface,21,75868,
0.215075,,Surface,21,75869,
0.368262,,Surface,21,75870,
0.405621,,Surface,21,75871,
0.271359,,Surface,21,75872,
0.270664,,Surface,21,75873,
0.464381,,Surface,21,75874,
0.541983,,Surface,21,75875,
0.392907,,Surface,21,75876,
0.214726,,Surface,21,75877,
0.273048,,Surface,21,75878,
0.243858,,Surface,21,75879,
0.330064,,Surface,21,75880,
0.54713,,Surface,21,75881,
0.238904,,Surface,21,75882,
0.418822,,Surface,21,75883,
0.468939,,Surface,21,75884,
0.292343,,Surface,21,75885,
0.349026,,Surface,21,75886,
0.327616,,Surface,21,75887,
0.614676,,Surface,21,75888,
0.342393,,Surface,21,75889,
0.461218,,Surface,21,75890,
0.290256,,Surface,21,75891,
0.239396,,Surface,21,75892,
0.255074,,Surface,21,75893,
0.271207,,Surface,21,75894,
0.427061,,Surface,21,75895,
0.470988,,Surface,21,75896,
0.424839,,Surface,21,75897,
0.396612,,Surface,21,75898,
0.451456,,Surface,21,75899,
0.512302,,Surface,21,75900,
0.321669,,Surface,21,75901,
0.241551,,Surface,21,75902,
0.208966,,Surface,22,75903,
0.233436,,Surface,22,75904,
0.207592,,Surface,22,75905,
0.369154,,Surface,22,75906,
0.492764,,Surface,22,75907,
0.344113,,Surface,22,75908,
0.161676,,Surface,22,75909,
0.551119,,Surface,22,75910,
0.409076,,Surface,22,75911,
0.196636,,Surface,22,75912,
0.277686,,Surface,22,75913,
0.343436,,Surface,22,75914,
0.251838,,Surface,22,75915,
0.547244,,Surface,22,75916,
0.216625,,Surface,22,75917,
0.481051,,Surface,22,75918,
0.428032,,Surface,22,75919,
0.285475,,Surface,22,75920,
0.332285,,Surface,22,75921,
0.226856,,Surface,22,75922,
0.321101,,Surface,22,75923,
0.569758,,Surface,22,75924,
0.64065,,Surface,22,75925,
0.357239,,Surface,22,75926,
0.233119,,Surface,22,75927,
0.238549,,Surface,22,75928,
0.267194,,Surface,22,75929,
0.418215,,Surface,22,75930,
0.46762,,Surface,22,75931,
0.391692,,Surface,22,75932,
0.420893,,Surface,22,75933,
0.487203,,Surface,22,75934,
0.439536,,Surface,22,75935,
0.354119,,Surface,22,75936,
0.231231,,Surface,22,75937,
0.257221,,Surface,23,75938,
0.198664,,Surface,23,75939,
0.341122,,Surface,23,75940,
0.360805,,Surface,23,75941,
0.234763,,Surface,23,75942,
0.580065,,Surface,23,75943,
0.424908,,Surface,23,75944,
0.422217,,Surface,23,75945,
0.208207,,Surface,23,75946,
0.343076,,Surface,23,75947,
0.260273,,Surface,23,75948,
0.258528,,Surface,23,75949,
0.556557,,Surface,23,75950,
0.220594,,Surface,23,75951,
0.45515,,Surface,23,75952,
0.402919,,Surface,23,75953,
0.278294,,Surface,23,75954,
0.361648,,Surface,23,75955,
0.289842,,Surface,23,75956,
0.5865,,Surface,23,75957,
0.237885,,Surface,23,75958,
0.61158,,Surface,23,75959,
0.280196,,Surface,23,75960,
0.309529,,Surface,23,75961,
0.283124,,Surface,23,75962,
0.413602,,Surface,23,75963,
0.216301,,Surface,23,75964,
0.479692,,Surface,23,75965,
0.405084,,Surface,23,75966,
0.412657,,Surface,23,75967,
0.529605,,Surface,23,75968,
0.45388,,Surface,23,75969,
0.214257,,Surface,23,75970,
0.349854,,Surface,23,75971,
0.445592,,Surface,24,75972,
0.518525,,Surface,24,75973,
0.424159,,Surface,24,75974,
0.329547,,Surface,24,75975,
0.246504,,Surface,24,75976,
0.201557,,Surface,24,75977,
0.3071,,Surface,24,75978,
0.445056,,Surface,24,75979,
0.407255,,Surface,24,75980,
0.201815,,Surface,24,75981,
0.242428,,Surface,24,75982,
0.335723,,Surface,24,75983,
0.342739,,Surface,24,75984,
0.545946,,Surface,24,75985,
0.228057,,Surface,24,75986,
0.467358,,Surface,24,75987,
0.421616,,Surface,24,75988,
0.312246,,Surface,24,75989,
0.367047,,Surface,24,75990,
0.591581,,Surface,24,75991,
0.30323,,Surface,24,75992,
0.24689,,Surface,24,75993,
0.585883,,Surface,24,75994,
0.316082,,Surface,24,75995,
0.325077,,Surface,24,75996,
0.273489,,Surface,24,75997,
0.244792,,Surface,24,75998,
0.42116,,Surface,24,75999,
0.491468,,Surface,24,76000,
0.398761,,Surface,24,76001,
0.422237,,Surface,24,76002,
0.582229,,Surface,24,76003,
0.429111,,Surface,24,76004,
0.304779,,Surface,24,76005,
0.21571,,Surface,24,76006,
0.516584,,Surface,25,76007,
0.413254,,Surface,25,76008,
0.305479,,Surface,25,76009,
0.256638,,Surface,25,76010,
0.235246,,Surface,25,76011,
0.201336,,Surface,25,76012,
0.294159,,Surface,25,76013,
0.344062,,Surface,25,76014,
0.416572,,Surface,25,76015,
0.225515,,Surface,25,76016,
0.325341,,Surface,25,76017,
0.365928,,Surface,25,76018,
0.370582,,Surface,25,76019,
0.53946,,Surface,25,76020,
0.217994,,Surface,25,76021,
0.46525,,Surface,25,76022,
0.459764,,Surface,25,76023,
0.295371,,Surface,25,76024,
0.350804,,Surface,25,76025,
0.237928,,Surface,25,76026,
0.602238,,Surface,25,76027,
0.255765,,Surface,25,76028,
0.579886,,Surface,25,76029,
0.296514,,Surface,25,76030,
0.265214,,Surface,25,76031,
0.291811,,Surface,25,76032,
0.210048,,Surface,25,76033,
0.393257,,Surface,25,76034,
0.499472,,Surface,25,76035,
0.430702,,Surface,25,76036,
0.416136,,Surface,25,76037,
0.456987,,Surface,25,76038,
0.624955,,Surface,25,76039,
0.20463,,Surface,25,76040,
