
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
727,,Surface,1,Image 1,1,75172,
441,,Surface,1,Image 1,1,75173,
189,,Surface,1,Image 1,1,75174,
79,,Surface,1,Image 1,1,75175,
295,,Surface,1,Image 1,1,75176,
87,,Surface,1,Image 1,1,75177,
87,,Surface,1,Image 1,1,75178,
84,,Surface,1,Image 1,1,75179,
513,,Surface,1,Image 1,1,75180,
357,,Surface,1,Image 1,1,75181,
30,,Surface,1,Image 1,1,75182,
432,,Surface,1,Image 1,1,75183,
1390,,Surface,1,Image 1,1,75184,
521,,Surface,1,Image 1,1,75185,
349,,Surface,1,Image 1,1,75186,
578,,Surface,1,Image 1,1,75187,
311,,Surface,1,Image 1,1,75188,
238,,Surface,1,Image 1,1,75189,
1180,,Surface,1,Image 1,1,75190,
574,,Surface,1,Image 1,1,75191,
124,,Surface,1,Image 1,1,75192,
599,,Surface,1,Image 1,1,75193,
186,,Surface,1,Image 1,1,75194,
37,,Surface,1,Image 1,1,75195,
145,,Surface,1,Image 1,1,75196,
55,,Surface,1,Image 1,1,75197,
403,,Surface,1,Image 1,1,75198,
721,,Surface,1,Image 1,1,75199,
695,,Surface,1,Image 1,1,75200,
256,,Surface,1,Image 1,1,75201,
876,,Surface,1,Image 1,1,75202,
313,,Surface,1,Image 1,1,75203,
831,,Surface,1,Image 1,1,75204,
1080,,Surface,1,Image 1,1,75205,
96,,Surface,1,Image 1,2,75206,
86,,Surface,1,Image 1,2,75207,
59,,Surface,1,Image 1,2,75208,
269,,Surface,1,Image 1,2,75209,
853,,Surface,1,Image 1,2,75210,
566,,Surface,1,Image 1,2,75211,
159,,Surface,1,Image 1,2,75212,
32,,Surface,1,Image 1,2,75213,
629,,Surface,1,Image 1,2,75214,
376,,Surface,1,Image 1,2,75215,
42,,Surface,1,Image 1,2,75216,
364,,Surface,1,Image 1,2,75217,
455,,Surface,1,Image 1,2,75218,
1203,,Surface,1,Image 1,2,75219,
373,,Surface,1,Image 1,2,75220,
550,,Surface,1,Image 1,2,75221,
370,,Surface,1,Image 1,2,75222,
221,,Surface,1,Image 1,2,75223,
1383,,Surface,1,Image 1,2,75224,
555,,Surface,1,Image 1,2,75225,
101,,Surface,1,Image 1,2,75226,
185,,Surface,1,Image 1,2,75227,
416,,Surface,1,Image 1,2,75228,
58,,Surface,1,Image 1,2,75229,
56,,Surface,1,Image 1,2,75230,
202,,Surface,1,Image 1,2,75231,
418,,Surface,1,Image 1,2,75232,
652,,Surface,1,Image 1,2,75233,
723,,Surface,1,Image 1,2,75234,
614,,Surface,1,Image 1,2,75235,
