
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
636.942,508.355,21.8646,um,Surface,Position,1,75172,
658.713,569.19,17.4047,um,Surface,Position,1,75173,
633.681,677.675,18.7229,um,Surface,Position,1,75174,
704.893,636.84,22.8091,um,Surface,Position,1,75175,
390.624,676.523,18.9841,um,Surface,Position,1,75176,
689.01,332.562,19.0825,um,Surface,Position,1,75177,
598.431,454.998,18.7344,um,Surface,Position,1,75178,
499.488,524.86,15.8817,um,Surface,Position,1,75179,
566.713,406.951,23.1914,um,Surface,Position,1,75180,
376.641,525.762,20.0228,um,Surface,Position,1,75181,
476.919,340.114,12.3211,um,Surface,Position,1,75182,
391.117,444.498,22.7073,um,Surface,Position,1,75183,
551.511,302.745,19.3054,um,Surface,Position,1,75184,
226.02,610.387,19.8114,um,Surface,Position,1,75185,
625.163,155.766,20.3778,um,Surface,Position,1,75186,
246.025,500.09,25.715,um,Surface,Position,1,75187,
141.606,591.271,17.321,um,Surface,Position,1,75188,
606.959,100.998,18.8906,um,Surface,Position,1,75189,
637.804,30.0894,27.717,um,Surface,Position,1,75190,
488.257,185.888,19.7505,um,Surface,Position,1,75191,
394.873,222.674,17.6237,um,Surface,Position,1,75192,
254.092,351.971,19.9084,um,Surface,Position,1,75193,
533.873,76.6364,17.4953,um,Surface,Position,1,75194,
293.596,229.145,22.3562,um,Surface,Position,1,75195,
432.804,114.98,20.2789,um,Surface,Position,1,75196,
200.16,289.519,33.0836,um,Surface,Position,1,75197,
305.806,189.553,20.1287,um,Surface,Position,1,75198,
70.7341,379.757,26.0819,um,Surface,Position,1,75199,
146.544,254.82,23.7419,um,Surface,Position,1,75200,
54.7913,301.032,23.0649,um,Surface,Position,1,75201,
205.533,109.084,24.9789,um,Surface,Position,1,75202,
53.3728,233.476,22.4395,um,Surface,Position,1,75203,
268.076,15.0134,25.2481,um,Surface,Position,1,75204,
120.935,112.279,31.2004,um,Surface,Position,1,75205,
500.007,524.852,15.2315,um,Surface,Position,2,75206,
689.403,330.761,19.5691,um,Surface,Position,2,75207,
593.698,442.942,15.6646,um,Surface,Position,2,75208,
391.032,676.284,19.1028,um,Surface,Position,2,75209,
637.125,507.922,22.0336,um,Surface,Position,2,75210,
659.286,569.345,17.7164,um,Surface,Position,2,75211,
633.616,676.474,18.4094,um,Surface,Position,2,75212,
705.004,636.347,22.5554,um,Surface,Position,2,75213,
567.41,406.266,22.9791,um,Surface,Position,2,75214,
377.899,524.503,20.1157,um,Surface,Position,2,75215,
477.413,340.32,12.6847,um,Surface,Position,2,75216,
391.437,444.171,22.7596,um,Surface,Position,2,75217,
226.25,610.044,19.9388,um,Surface,Position,2,75218,
551.08,301.778,19.4725,um,Surface,Position,2,75219,
625.255,155.085,20.2587,um,Surface,Position,2,75220,
246.195,499.081,25.8226,um,Surface,Position,2,75221,
141.417,590.13,17.4004,um,Surface,Position,2,75222,
606.418,100.7,18.8375,um,Surface,Position,2,75223,
639.265,31.0668,27.4943,um,Surface,Position,2,75224,
489.721,184.814,19.4125,um,Surface,Position,2,75225,
394.836,220.982,17.875,um,Surface,Position,2,75226,
533.217,76.8436,17.9092,um,Surface,Position,2,75227,
255.024,351.085,19.8455,um,Surface,Position,2,75228,
200.17,289.84,33.1061,um,Surface,Position,2,75229,
294.584,226.926,22.4509,um,Surface,Position,2,75230,
432.725,115.204,20.491,um,Surface,Position,2,75231,
306.8,188.754,20.2774,um,Surface,Position,2,75232,
71.6556,378.876,26.5318,um,Surface,Position,2,75233,
146.834,254.888,23.9417,um,Surface,Position,2,75234,
54.9167,301.409,23.3773,um,Surface,Position,2,75235,
205.834,108.28,24.8895,um,Surface,Position,2,75236,
53.5984,232.555,22.7936,um,Surface,Position,2,75237,
268.351,15.2226,25.214,um,Surface,Position,2,75238,
120.45,111.697,30.8801,um,Surface,Position,2,75239,
499.073,523.43,15.9272,um,Surface,Position,3,75240,
689.276,328.743,20.6761,um,Surface,Position,3,75241,
594.218,445.061,16.2098,um,Surface,Position,3,75242,
390.819,676.184,19.4371,um,Surface,Position,3,75243,
637.049,507.995,21.8543,um,Surface,Position,3,75244,
659.643,569.415,18.1354,um,Surface,Position,3,75245,
633.042,675.97,18.1345,um,Surface,Position,3,75246,
704.774,635.954,23.385,um,Surface,Position,3,75247,
566.552,406.609,23.0484,um,Surface,Position,3,75248,
376.282,525.251,20.154,um,Surface,Position,3,75249,
391.213,443.57,22.8314,um,Surface,Position,3,75250,
477.513,339.933,12.5797,um,Surface,Position,3,75251,
550.953,302.181,19.5145,um,Surface,Position,3,75252,
225.683,610.17,19.9369,um,Surface,Position,3,75253,
625.229,155.403,20.4755,um,Surface,Position,3,75254,
245.319,498.345,25.8666,um,Surface,Position,3,75255,
141.1,589.528,17.3208,um,Surface,Position,3,75256,
606.26,100.217,18.9721,um,Surface,Position,3,75257,
639.016,29.518,27.7401,um,Surface,Position,3,75258,
394.648,221.012,18.2207,um,Surface,Position,3,75259,
533.916,76.6229,17.7112,um,Surface,Position,3,75260,
488.498,185.236,19.6118,um,Surface,Position,3,75261,
254.25,350.11,19.8562,um,Surface,Position,3,75262,
293.968,226.09,22.5145,um,Surface,Position,3,75263,
200.37,289.494,33.0047,um,Surface,Position,3,75264,
431.707,113.993,20.5315,um,Surface,Position,3,75265,
307.278,188.588,20.3942,um,Surface,Position,3,75266,
71.6328,377.538,26.4954,um,Surface,Position,3,75267,
146.677,254.674,24.1037,um,Surface,Position,3,75268,
54.9864,300.931,23.2829,um,Surface,Position,3,75269,
268.566,14.9571,25.5761,um,Surface,Position,3,75270,
205.608,107.506,24.8565,um,Surface,Position,3,75271,
53.3129,231.261,23.7371,um,Surface,Position,3,75272,
120.981,112.21,31.2128,um,Surface,Position,3,75273,
636.365,509.312,22.1457,um,Surface,Position,4,75274,
659.422,570.018,18.01,um,Surface,Position,4,75275,
633.722,676.374,18.4398,um,Surface,Position,4,75276,
704.572,636.791,23.8661,um,Surface,Position,4,75277,
616.786,449.074,25.3821,um,Surface,Position,4,75278,
400.009,629.253,16.7525,um,Surface,Position,4,75279,
594.419,445.063,16.8056,um,Surface,Position,4,75280,
390.21,676.122,19.4538,um,Surface,Position,4,75281,
499.488,524.089,16.0264,um,Surface,Position,4,75282,
688.223,331.077,20.0078,um,Surface,Position,4,75283,
565.782,405.609,23.2947,um,Surface,Position,4,75284,
376.397,526.352,20.2774,um,Surface,Position,4,75285,
476.796,340.513,12.3908,um,Surface,Position,4,75286,
549.991,302.408,19.4308,um,Surface,Position,4,75287,
391.218,443.9,22.8056,um,Surface,Position,4,75288,
225.553,610.181,20.0939,um,Surface,Position,4,75289,
625.112,155.172,20.3869,um,Surface,Position,4,75290,
245.658,498.933,25.8187,um,Surface,Position,4,75291,
140.938,589.823,16.8317,um,Surface,Position,4,75292,
605.471,101.029,19.0915,um,Surface,Position,4,75293,
640.431,30.5888,28.0186,um,Surface,Position,4,75294,
488.643,185.503,19.4637,um,Surface,Position,4,75295,
394.943,222.252,17.9284,um,Surface,Position,4,75296,
254.269,350.308,19.79,um,Surface,Position,4,75297,
533.892,76.6519,17.8945,um,Surface,Position,4,75298,
294.462,227.468,22.0895,um,Surface,Position,4,75299,
432.056,114.295,20.6477,um,Surface,Position,4,75300,
200.628,290.194,32.9103,um,Surface,Position,4,75301,
307.204,188.911,20.5453,um,Surface,Position,4,75302,
70.8069,378.172,26.759,um,Surface,Position,4,75303,
146.116,255.35,24.3594,um,Surface,Position,4,75304,
55.6957,300.806,23.2023,um,Surface,Position,4,75305,
205.136,107.565,24.9643,um,Surface,Position,4,75306,
268.439,15.1971,25.9348,um,Surface,Position,4,75307,
53.4198,231.031,24.1048,um,Surface,Position,4,75308,
120.978,113.527,31.0992,um,Surface,Position,4,75309,
499.918,523.091,16.8271,um,Surface,Position,5,75310,
688.176,331.686,19.9508,um,Surface,Position,5,75311,
390.331,676.068,19.6213,um,Surface,Position,5,75312,
603.383,450.107,17.6431,um,Surface,Position,5,75313,
397.591,629.872,17.4591,um,Surface,Position,5,75314,
637.365,510.777,22.052,um,Surface,Position,5,75315,
659.261,570.935,17.8281,um,Surface,Position,5,75316,
634.155,677.269,18.8289,um,Surface,Position,5,75317,
704.408,637.645,24.004,um,Surface,Position,5,75318,
566.125,406.815,23.3332,um,Surface,Position,5,75319,
377.083,527.715,20.3521,um,Surface,Position,5,75320,
391.57,444.657,22.6351,um,Surface,Position,5,75321,
476.345,340.992,12.9055,um,Surface,Position,5,75322,
550.089,302.978,19.4977,um,Surface,Position,5,75323,
225.765,612.706,20.2683,um,Surface,Position,5,75324,
625.663,155.638,20.6208,um,Surface,Position,5,75325,
245.962,499.546,26.0918,um,Surface,Position,5,75326,
141.294,589.923,16.7755,um,Surface,Position,5,75327,
605.747,102.135,19.1151,um,Surface,Position,5,75328,
638.043,33.8102,27.6408,um,Surface,Position,5,75329,
488.792,186.476,19.5904,um,Surface,Position,5,75330,
395.557,223.771,18.0968,um,Surface,Position,5,75331,
533.341,77.3575,18.1246,um,Surface,Position,5,75332,
255.08,350.485,19.5912,um,Surface,Position,5,75333,
295.038,229.428,22.6421,um,Surface,Position,5,75334,
432.32,115.481,21.0419,um,Surface,Position,5,75335,
200.119,290.718,33.3223,um,Surface,Position,5,75336,
307.361,189.62,20.5667,um,Surface,Position,5,75337,
69.4849,380.343,26.9129,um,Surface,Position,5,75338,
145.782,256.298,24.2111,um,Surface,Position,5,75339,
55.4059,301.361,23.3475,um,Surface,Position,5,75340,
205.524,108.612,25.1906,um,Surface,Position,5,75341,
54.2172,232.105,24.1087,um,Surface,Position,5,75342,
268.469,16.4036,26.2687,um,Surface,Position,5,75343,
121.267,114.953,31.3354,um,Surface,Position,5,75344,
689.479,331.233,20.1009,um,Surface,Position,6,75345,
500.662,526.247,15.1408,um,Surface,Position,6,75346,
389.626,676.306,19.6718,um,Surface,Position,6,75347,
597.401,450.578,14.2463,um,Surface,Position,6,75348,
635.997,509.954,22.3218,um,Surface,Position,6,75349,
659.065,569.214,18.1954,um,Surface,Position,6,75350,
633.495,675.986,18.2298,um,Surface,Position,6,75351,
704.461,638.276,23.8624,um,Surface,Position,6,75352,
565.901,405.379,23.2113,um,Surface,Position,6,75353,
207.831,616.618,27.8213,um,Surface,Position,6,75354,
375.259,525.655,20.4097,um,Surface,Position,6,75355,
551.512,302.736,19.1423,um,Surface,Position,6,75356,
476.843,340.877,12.7151,um,Surface,Position,6,75357,
391.049,443.974,22.9325,um,Surface,Position,6,75358,
227.126,610.559,19.2796,um,Surface,Position,6,75359,
625.486,155.05,20.6075,um,Surface,Position,6,75360,
244.87,497.294,25.4163,um,Surface,Position,6,75361,
141.025,588.927,16.8828,um,Surface,Position,6,75362,
605.562,100.804,19.1376,um,Surface,Position,6,75363,
636.856,32.3929,27.3112,um,Surface,Position,6,75364,
394.993,222.182,18.528,um,Surface,Position,6,75365,
489.117,184.906,19.7197,um,Surface,Position,6,75366,
534.292,76.767,17.9595,um,Surface,Position,6,75367,
255.198,349.794,19.5391,um,Surface,Position,6,75368,
294.453,226.105,22.1225,um,Surface,Position,6,75369,
199.726,289.708,33.1759,um,Surface,Position,6,75370,
432.637,113.521,20.4082,um,Surface,Position,6,75371,
307.294,188.159,20.6175,um,Surface,Position,6,75372,
67.8823,378.232,26.5029,um,Surface,Position,6,75373,
54.9104,300.657,23.0713,um,Surface,Position,6,75374,
145.893,255.719,24.3036,um,Surface,Position,6,75375,
205.591,107.083,24.9707,um,Surface,Position,6,75376,
268.181,15.6968,26.1003,um,Surface,Position,6,75377,
53.5796,229.952,24.2698,um,Surface,Position,6,75378,
121.536,113.967,31.2496,um,Surface,Position,6,75379,
636.175,509.871,22.425,um,Surface,Position,7,75380,
659.462,569.537,18.1619,um,Surface,Position,7,75381,
633.777,675.012,17.862,um,Surface,Position,7,75382,
704.392,638.223,23.9511,um,Surface,Position,7,75383,
390.531,676.524,19.5378,um,Surface,Position,7,75384,
500.821,523.714,16.4731,um,Surface,Position,7,75385,
689.913,331.46,20.0657,um,Surface,Position,7,75386,
608.999,447.634,17.0025,um,Surface,Position,7,75387,
566.222,407.136,23.3538,um,Surface,Position,7,75388,
376.825,527.383,20.3964,um,Surface,Position,7,75389,
477.144,340.522,12.5324,um,Surface,Position,7,75390,
550.773,302.917,19.3592,um,Surface,Position,7,75391,
391.633,443.466,23.0086,um,Surface,Position,7,75392,
225.984,611.517,20.0595,um,Surface,Position,7,75393,
625.962,154.643,20.9084,um,Surface,Position,7,75394,
244.85,498.038,25.8405,um,Surface,Position,7,75395,
141.72,589.029,16.984,um,Surface,Position,7,75396,
606.002,101.294,19.0782,um,Surface,Position,7,75397,
638.719,34.3801,27.6521,um,Surface,Position,7,75398,
534.872,77.1393,17.9579,um,Surface,Position,7,75399,
395.522,221.211,18.5676,um,Surface,Position,7,75400,
489.585,185.11,19.6642,um,Surface,Position,7,75401,
255.274,350.143,19.7329,um,Surface,Position,7,75402,
295.301,226.342,22.1567,um,Surface,Position,7,75403,
432.882,113.81,20.5025,um,Surface,Position,7,75404,
200.317,290.081,32.6106,um,Surface,Position,7,75405,
307.567,188.24,20.7266,um,Surface,Position,7,75406,
68.7805,378.173,26.48,um,Surface,Position,7,75407,
54.5678,300.83,23.1772,um,Surface,Position,7,75408,
146.321,256.136,24.3972,um,Surface,Position,7,75409,
206.162,106.973,25.1594,um,Surface,Position,7,75410,
54.476,231.7,24.3135,um,Surface,Position,7,75411,
268.034,15.4795,25.9933,um,Surface,Position,7,75412,
122.007,114.573,31.0977,um,Surface,Position,7,75413,
636.034,510.106,22.5165,um,Surface,Position,8,75414,
658.946,569.546,18.1749,um,Surface,Position,8,75415,
633.777,673.76,17.8035,um,Surface,Position,8,75416,
704.448,637.831,23.9916,um,Surface,Position,8,75417,
601.866,451.303,14.7718,um,Surface,Position,8,75418,
690.689,331.631,19.9026,um,Surface,Position,8,75419,
390.595,676.604,19.4216,um,Surface,Position,8,75420,
499.738,524.307,16.2402,um,Surface,Position,8,75421,
566.289,406.615,23.3451,um,Surface,Position,8,75422,
376.633,527.044,20.2846,um,Surface,Position,8,75423,
550.865,302.788,19.2651,um,Surface,Position,8,75424,
391.183,442.458,22.914,um,Surface,Position,8,75425,
476.364,340.982,12.8456,um,Surface,Position,8,75426,
225.415,611.828,20.0163,um,Surface,Position,8,75427,
625.913,154.613,20.887,um,Surface,Position,8,75428,
244.511,496.243,25.6259,um,Surface,Position,8,75429,
141.389,589.338,17.0741,um,Surface,Position,8,75430,
605.88,100.916,18.8991,um,Surface,Position,8,75431,
639.743,33.6899,28.2978,um,Surface,Position,8,75432,
488.863,185.087,19.6984,um,Surface,Position,8,75433,
395.518,221.363,18.7878,um,Surface,Position,8,75434,
534.662,77.0077,18.0781,um,Surface,Position,8,75435,
255.005,350.354,19.8224,um,Surface,Position,8,75436,
294.543,225.328,22.0254,um,Surface,Position,8,75437,
199.759,289.588,32.2457,um,Surface,Position,8,75438,
432.192,114.101,20.5758,um,Surface,Position,8,75439,
307.148,188.21,20.542,um,Surface,Position,8,75440,
68.0381,378.127,26.8052,um,Surface,Position,8,75441,
145.834,255.682,24.5688,um,Surface,Position,8,75442,
54.0775,298.702,22.8631,um,Surface,Position,8,75443,
206.562,107.284,25.2602,um,Surface,Position,8,75444,
268.076,15.7922,26.3135,um,Surface,Position,8,75445,
52.9944,230.444,23.8827,um,Surface,Position,8,75446,
121.668,114.116,31.0364,um,Surface,Position,8,75447,
636.39,510.476,22.3745,um,Surface,Position,9,75448,
658.973,569.714,18.0515,um,Surface,Position,9,75449,
634.112,675.331,17.7249,um,Surface,Position,9,75450,
704.521,636.954,24.0912,um,Surface,Position,9,75451,
614.334,444.506,18.425,um,Surface,Position,9,75452,
391.277,676.811,19.5293,um,Surface,Position,9,75453,
501.271,526.125,15.7619,um,Surface,Position,9,75454,
690.159,332.286,19.5723,um,Surface,Position,9,75455,
566.328,406.149,22.8704,um,Surface,Position,9,75456,
375.847,527.216,20.4318,um,Surface,Position,9,75457,
475.919,340.568,12.7807,um,Surface,Position,9,75458,
552.633,302.461,18.927,um,Surface,Position,9,75459,
391.249,441.918,22.8621,um,Surface,Position,9,75460,
225.035,613.428,19.89,um,Surface,Position,9,75461,
625.719,154.295,20.9787,um,Surface,Position,9,75462,
244.219,495.792,26.3582,um,Surface,Position,9,75463,
141.468,590.084,17.1295,um,Surface,Position,9,75464,
605.296,101.077,18.9132,um,Surface,Position,9,75465,
636.938,32.638,26.9166,um,Surface,Position,9,75466,
396.012,221.777,18.4713,um,Surface,Position,9,75467,
534.753,76.8116,17.9306,um,Surface,Position,9,75468,
488.713,185.749,20.0231,um,Surface,Position,9,75469,
254.488,350.706,19.5479,um,Surface,Position,9,75470,
294.596,225.911,22.3117,um,Surface,Position,9,75471,
199.67,290.509,31.5416,um,Surface,Position,9,75472,
432.85,112.928,20.3118,um,Surface,Position,9,75473,
306.888,188.423,20.7096,um,Surface,Position,9,75474,
67.3259,378.785,26.5201,um,Surface,Position,9,75475,
145.571,256.329,24.422,um,Surface,Position,9,75476,
54.3633,299.701,22.6869,um,Surface,Position,9,75477,
205.862,107.242,25.0729,um,Surface,Position,9,75478,
267.955,16.1156,26.2076,um,Surface,Position,9,75479,
52.9608,231.597,23.9496,um,Surface,Position,9,75480,
121.402,114.604,30.9276,um,Surface,Position,9,75481,
690.041,330.086,20.0193,um,Surface,Position,10,75482,
609.065,445.346,18.7186,um,Surface,Position,10,75483,
391.31,676.649,19.721,um,Surface,Position,10,75484,
636.741,509.899,22.1768,um,Surface,Position,10,75485,
659.14,568.891,18.1892,um,Surface,Position,10,75486,
633.483,672.935,17.5703,um,Surface,Position,10,75487,
704.013,637.751,23.925,um,Surface,Position,10,75488,
500.109,523.112,16.2536,um,Surface,Position,10,75489,
567.878,406.931,22.7189,um,Surface,Position,10,75490,
375.995,526.659,20.3474,um,Surface,Position,10,75491,
390.58,441.082,22.5866,um,Surface,Position,10,75492,
476.319,340.578,12.6833,um,Surface,Position,10,75493,
552.718,302.59,19.1259,um,Surface,Position,10,75494,
225.132,611.679,19.8814,um,Surface,Position,10,75495,
625.766,153.822,21.0693,um,Surface,Position,10,75496,
243.404,494.831,26.9527,um,Surface,Position,10,75497,
141.268,589.451,17.3123,um,Surface,Position,10,75498,
604.953,100.183,18.971,um,Surface,Position,10,75499,
635.797,32.8349,27.0128,um,Surface,Position,10,75500,
396.327,220.983,18.5533,um,Surface,Position,10,75501,
534.402,76.4447,18.0856,um,Surface,Position,10,75502,
488.703,184.681,19.8562,um,Surface,Position,10,75503,
254.866,350.089,19.4499,um,Surface,Position,10,75504,
294.448,224.801,22.2372,um,Surface,Position,10,75505,
433.298,112.896,20.321,um,Surface,Position,10,75506,
199.158,289.474,31.3306,um,Surface,Position,10,75507,
306.79,187.736,20.7116,um,Surface,Position,10,75508,
68.3363,378.037,26.6955,um,Surface,Position,10,75509,
54.5653,299.827,22.5883,um,Surface,Position,10,75510,
145.796,255.607,24.5938,um,Surface,Position,10,75511,
205.588,106.981,25.2859,um,Surface,Position,10,75512,
267.706,15.7962,25.9966,um,Surface,Position,10,75513,
53.8042,230.971,23.5385,um,Surface,Position,10,75514,
121.019,113.464,30.9571,um,Surface,Position,10,75515,
636.851,509.836,22.5677,um,Surface,Position,11,75516,
659.85,568.499,18.1,um,Surface,Position,11,75517,
633.988,673.657,17.7621,um,Surface,Position,11,75518,
704.029,634.728,23.2087,um,Surface,Position,11,75519,
391.293,676.701,19.6094,um,Surface,Position,11,75520,
690.656,330.982,20.7986,um,Surface,Position,11,75521,
606.275,446.974,18.3666,um,Surface,Position,11,75522,
501.629,525.897,15.7056,um,Surface,Position,11,75523,
567.721,406.615,22.8132,um,Surface,Position,11,75524,
375.896,526.855,20.4335,um,Surface,Position,11,75525,
476.281,340.322,12.4921,um,Surface,Position,11,75526,
554.025,302.56,18.8734,um,Surface,Position,11,75527,
391.265,440.81,22.6263,um,Surface,Position,11,75528,
224.965,612.325,20.0223,um,Surface,Position,11,75529,
625.82,153.63,20.9892,um,Surface,Position,11,75530,
244.238,494.328,27.0062,um,Surface,Position,11,75531,
141.437,590.311,17.5429,um,Surface,Position,11,75532,
605.19,100.952,19.0577,um,Surface,Position,11,75533,
636.55,33.1153,27.0142,um,Surface,Position,11,75534,
397.821,221.141,18.3625,um,Surface,Position,11,75535,
488.935,185.068,20.0538,um,Surface,Position,11,75536,
534.442,76.5104,17.9297,um,Surface,Position,11,75537,
255.946,349.829,19.1049,um,Surface,Position,11,75538,
294.232,224.666,21.9647,um,Surface,Position,11,75539,
433.404,113.453,20.0713,um,Surface,Position,11,75540,
199.575,289.344,29.4691,um,Surface,Position,11,75541,
306.861,187.62,20.7674,um,Surface,Position,11,75542,
67.969,378.15,27.0195,um,Surface,Position,11,75543,
146.204,255.813,24.6099,um,Surface,Position,11,75544,
55.062,299.792,22.6655,um,Surface,Position,11,75545,
205.483,107.5,25.3441,um,Surface,Position,11,75546,
267.335,15.8043,26.1326,um,Surface,Position,11,75547,
2.7754,151.95,25.4689,um,Surface,Position,11,75548,
55.1426,231.599,23.9939,um,Surface,Position,11,75549,
121.713,113.577,31.0237,um,Surface,Position,11,75550,
637.184,511.056,22.5359,um,Surface,Position,12,75551,
659.957,568.827,18.0919,um,Surface,Position,12,75552,
636.026,674.197,17.89,um,Surface,Position,12,75553,
704.072,635.353,23.0115,um,Surface,Position,12,75554,
690.28,330.794,19.1855,um,Surface,Position,12,75555,
