
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.791811,,Surface,3,75259,
0.755899,,Surface,3,75260,
0.508892,,Surface,3,75261,
0.741522,,Surface,3,75262,
0.743983,,Surface,3,75263,
0.731498,,Surface,3,75264,
0.55337,,Surface,3,75265,
0.821829,,Surface,3,75266,
0.388245,,Surface,3,75267,
0.571412,,Surface,3,75268,
0.657912,,Surface,3,75269,
0.47025,,Surface,3,75270,
0.644317,,Surface,3,75271,
0.532704,,Surface,3,75272,
0.408141,,Surface,3,75273,
0.501884,,Surface,4,75274,
0.574996,,Surface,4,75275,
0.631709,,Surface,4,75276,
0.558442,,Surface,4,75277,
0.58947,,Surface,4,75278,
0.883258,,Surface,4,75279,
0.801124,,Surface,4,75280,
0.515787,,Surface,4,75281,
0.722214,,Surface,4,75282,
0.658579,,Surface,4,75283,
0.550066,,Surface,4,75284,
0.797043,,Surface,4,75285,
0.809566,,Surface,4,75286,
0.630843,,Surface,4,75287,
0.655099,,Surface,4,75288,
0.592217,,Surface,4,75289,
0.539269,,Surface,4,75290,
0.477384,,Surface,4,75291,
0.640102,,Surface,4,75292,
0.650555,,Surface,4,75293,
0.610593,,Surface,4,75294,
0.502601,,Surface,4,75295,
0.74213,,Surface,4,75296,
0.725817,,Surface,4,75297,
0.753588,,Surface,4,75298,
0.761331,,Surface,4,75299,
0.563033,,Surface,4,75300,
0.736011,,Surface,4,75301,
0.813296,,Surface,4,75302,
0.377903,,Surface,4,75303,
0.558313,,Surface,4,75304,
0.647453,,Surface,4,75305,
0.632849,,Surface,4,75306,
0.466282,,Surface,4,75307,
0.54941,,Surface,4,75308,
0.410949,,Surface,4,75309,
0.733638,,Surface,5,75310,
0.672444,,Surface,5,75311,
0.512197,,Surface,5,75312,
0.614973,,Surface,5,75313,
0.892874,,Surface,5,75314,
0.544674,,Surface,5,75315,
0.574909,,Surface,5,75316,
0.696964,,Surface,5,75317,
0.540868,,Surface,5,75318,
0.553704,,Surface,5,75319,
0.814639,,Surface,5,75320,
0.647866,,Surface,5,75321,
0.802833,,Surface,5,75322,
0.637112,,Surface,5,75323,
0.588585,,Surface,5,75324,
0.541379,,Surface,5,75325,
0.472526,,Surface,5,75326,
0.646448,,Surface,5,75327,
0.659275,,Surface,5,75328,
0.621435,,Surface,5,75329,
0.515309,,Surface,5,75330,
0.785277,,Surface,5,75331,
0.8305,,Surface,5,75332,
0.724103,,Surface,5,75333,
0.786209,,Surface,5,75334,
0.57887,,Surface,5,75335,
0.68145,,Surface,5,75336,
0.78502,,Surface,5,75337,
0.389534,,Surface,5,75338,
0.548967,,Surface,5,75339,
0.65272,,Surface,5,75340,
0.640202,,Surface,5,75341,
0.554461,,Surface,5,75342,
0.468015,,Surface,5,75343,
0.422228,,Surface,5,75344,
0.628336,,Surface,6,75345,
0.72856,,Surface,6,75346,
0.508775,,Surface,6,75347,
0.774777,,Surface,6,75348,
0.541332,,Surface,6,75349,
0.5663,,Surface,6,75350,
0.61034,,Surface,6,75351,
0.561039,,Surface,6,75352,
0.532089,,Surface,6,75353,
0.765612,,Surface,6,75354,
0.783658,,Surface,6,75355,
0.606071,,Surface,6,75356,
0.804893,,Surface,6,75357,
0.626799,,Surface,6,75358,
0.666035,,Surface,6,75359,
0.555879,,Surface,6,75360,
0.485806,,Surface,6,75361,
0.655589,,Surface,6,75362,
0.632661,,Surface,6,75363,
0.676136,,Surface,6,75364,
0.758837,,Surface,6,75365,
0.503412,,Surface,6,75366,
0.75076,,Surface,6,75367,
0.723217,,Surface,6,75368,
0.719038,,Surface,6,75369,
0.797369,,Surface,6,75370,
0.551109,,Surface,6,75371,
0.816956,,Surface,6,75372,
0.388286,,Surface,6,75373,
0.694867,,Surface,6,75374,
0.566654,,Surface,6,75375,
0.639048,,Surface,6,75376,
0.468142,,Surface,6,75377,
0.547933,,Surface,6,75378,
0.425291,,Surface,6,75379,
0.550149,,Surface,7,75380,
0.554579,,Surface,7,75381,
0.589515,,Surface,7,75382,
0.558894,,Surface,7,75383,
0.524074,,Surface,7,75384,
0.708989,,Surface,7,75385,
0.700036,,Surface,7,75386,
0.563069,,Surface,7,75387,
0.543364,,Surface,7,75388,
0.82564,,Surface,7,75389,
0.810469,,Surface,7,75390,
0.635653,,Surface,7,75391,
0.618278,,Surface,7,75392,
0.602434,,Surface,7,75393,
0.535243,,Surface,7,75394,
0.492282,,Surface,7,75395,
0.661099,,Surface,7,75396,
0.639349,,Surface,7,75397,
0.647983,,Surface,7,75398,
0.774943,,Surface,7,75399,
0.761802,,Surface,7,75400,
0.501741,,Surface,7,75401,
0.710353,,Surface,7,75402,
0.758515,,Surface,7,75403,
0.551072,,Surface,7,75404,
0.774195,,Surface,7,75405,
0.820534,,Surface,7,75406,
0.368571,,Surface,7,75407,
0.686081,,Surface,7,75408,
0.573348,,Surface,7,75409,
0.58912,,Surface,7,75410,
0.502698,,Surface,7,75411,
0.47486,,Surface,7,75412,
0.429755,,Surface,7,75413,
0.570821,,Surface,8,75414,
0.586675,,Surface,8,75415,
0.601233,,Surface,8,75416,
0.54747,,Surface,8,75417,
0.795641,,Surface,8,75418,
0.666099,,Surface,8,75419,
0.517405,,Surface,8,75420,
0.765908,,Surface,8,75421,
0.550064,,Surface,8,75422,
0.801013,,Surface,8,75423,
0.624218,,Surface,8,75424,
0.638733,,Surface,8,75425,
0.804553,,Surface,8,75426,
0.60737,,Surface,8,75427,
0.542232,,Surface,8,75428,
0.482547,,Surface,8,75429,
0.638717,,Surface,8,75430,
0.627718,,Surface,8,75431,
0.608011,,Surface,8,75432,
0.488605,,Surface,8,75433,
0.755419,,Surface,8,75434,
0.769383,,Surface,8,75435,
0.717977,,Surface,8,75436,
0.708402,,Surface,8,75437,
0.787156,,Surface,8,75438,
0.562356,,Surface,8,75439,
0.822798,,Surface,8,75440,
0.372492,,Surface,8,75441,
0.568043,,Surface,8,75442,
0.709971,,Surface,8,75443,
0.628568,,Surface,8,75444,
0.477449,,Surface,8,75445,
0.520427,,Surface,8,75446,
0.422424,,Surface,8,75447,
0.563945,,Surface,9,75448,
0.587616,,Surface,9,75449,
0.612995,,Surface,9,75450,
0.548867,,Surface,9,75451,
0.563355,,Surface,9,75452,
0.515946,,Surface,9,75453,
0.778812,,Surface,9,75454,
0.647607,,Surface,9,75455,
0.533546,,Surface,9,75456,
0.820345,,Surface,9,75457,
0.806556,,Surface,9,75458,
0.588834,,Surface,9,75459,
0.616159,,Surface,9,75460,
0.610178,,Surface,9,75461,
0.554376,,Surface,9,75462,
0.502975,,Surface,9,75463,
0.66379,,Surface,9,75464,
0.645337,,Surface,9,75465,
0.630989,,Surface,9,75466,
0.755324,,Surface,9,75467,
0.749711,,Surface,9,75468,
0.495761,,Surface,9,75469,
0.695318,,Surface,9,75470,
0.708471,,Surface,9,75471,
0.671392,,Surface,9,75472,
0.55383,,Surface,9,75473,
0.809691,,Surface,9,75474,
0.382221,,Surface,9,75475,
0.572127,,Surface,9,75476,
0.682855,,Surface,9,75477,
0.609592,,Surface,9,75478,
0.483621,,Surface,9,75479,
0.562251,,Surface,9,75480,
0.432887,,Surface,9,75481,
0.683001,,Surface,10,75482,
0.584645,,Surface,10,75483,
0.512555,,Surface,10,75484,
0.562935,,Surface,10,75485,
0.617598,,Surface,10,75486,
0.631189,,Surface,10,75487,
0.574132,,Surface,10,75488,
0.739572,,Surface,10,75489,
0.519609,,Surface,10,75490,
0.814396,,Surface,10,75491,
0.61675,,Surface,10,75492,
0.788567,,Surface,10,75493,
0.603589,,Surface,10,75494,
0.614671,,Surface,10,75495,
0.572771,,Surface,10,75496,
0.497492,,Surface,10,75497,
0.659984,,Surface,10,75498,
0.664633,,Surface,10,75499,
0.636648,,Surface,10,75500,
0.747661,,Surface,10,75501,
0.765394,,Surface,10,75502,
0.475086,,Surface,10,75503,
0.716497,,Surface,10,75504,
0.721749,,Surface,10,75505,
0.558111,,Surface,10,75506,
0.752674,,Surface,10,75507,
0.796695,,Surface,10,75508,
0.375616,,Surface,10,75509,
0.721351,,Surface,10,75510,
0.559663,,Surface,10,75511,
0.642432,,Surface,10,75512,
0.494318,,Surface,10,75513,
0.519145,,Surface,10,75514,
0.419817,,Surface,10,75515,
0.536416,,Surface,11,75516,
0.624505,,Surface,11,75517,
0.611746,,Surface,11,75518,
0.661584,,Surface,11,75519,
0.516608,,Surface,11,75520,
0.633156,,Surface,11,75521,
0.661173,,Surface,11,75522,
0.787239,,Surface,11,75523,
0.518799,,Surface,11,75524,
0.787199,,Surface,11,75525,
0.771221,,Surface,11,75526,
0.59136,,Surface,11,75527,
0.625268,,Surface,11,75528,
0.61338,,Surface,11,75529,
0.55527,,Surface,11,75530,
0.474614,,Surface,11,75531,
0.654193,,Surface,11,75532,
0.679073,,Surface,11,75533,
0.622608,,Surface,11,75534,
0.691248,,Surface,11,75535,
0.479583,,Surface,11,75536,
0.766728,,Surface,11,75537,
0.690482,,Surface,11,75538,
0.752699,,Surface,11,75539,
0.546776,,Surface,11,75540,
0.760992,,Surface,11,75541,
0.775454,,Surface,11,75542,
0.375573,,Surface,11,75543,
0.582907,,Surface,11,75544,
0.704595,,Surface,11,75545,
0.622195,,Surface,11,75546,
0.499272,,Surface,11,75547,
0.749678,,Surface,11,75548,
0.514819,,Surface,11,75549,
0.416976,,Surface,11,75550,
0.551768,,Surface,12,75551,
0.612827,,Surface,12,75552,
0.598367,,Surface,12,75553,
0.609029,,Surface,12,75554,
0.708541,,Surface,12,75555,
0.551196,,Surface,12,75556,
0.524441,,Surface,12,75557,
0.841002,,Surface,12,75558,
0.534311,,Surface,12,75559,
0.765702,,Surface,12,75560,
0.583174,,Surface,12,75561,
0.620704,,Surface,12,75562,
0.762189,,Surface,12,75563,
0.614907,,Surface,12,75564,
0.542875,,Surface,12,75565,
0.491836,,Surface,12,75566,
0.678489,,Surface,12,75567,
0.670661,,Surface,12,75568,
0.598741,,Surface,12,75569,
0.500204,,Surface,12,75570,
0.714516,,Surface,12,75571,
0.78347,,Surface,12,75572,
0.668566,,Surface,12,75573,
0.590391,,Surface,12,75574,
0.74283,,Surface,12,75575,
0.788791,,Surface,12,75576,
0.826701,,Surface,12,75577,
0.375414,,Surface,12,75578,
0.58258,,Surface,12,75579,
0.709363,,Surface,12,75580,
0.652342,,Surface,12,75581,
0.489556,,Surface,12,75582,
0.773785,,Surface,12,75583,
0.532361,,Surface,12,75584,
0.427199,,Surface,12,75585,
0.566753,,Surface,13,75586,
0.526866,,Surface,13,75587,
0.613873,,Surface,13,75588,
0.587137,,Surface,13,75589,
0.606108,,Surface,13,75590,
0.577161,,Surface,13,75591,
0.805164,,Surface,13,75592,
0.686581,,Surface,13,75593,
0.521609,,Surface,13,75594,
0.800573,,Surface,13,75595,
0.80898,,Surface,13,75596,
0.565867,,Surface,13,75597,
0.632401,,Surface,13,75598,
0.621142,,Surface,13,75599,
0.58411,,Surface,13,75600,
0.485767,,Surface,13,75601,
0.683784,,Surface,13,75602,
0.666044,,Surface,13,75603,
0.595503,,Surface,13,75604,
0.489689,,Surface,13,75605,
0.726163,,Surface,13,75606,
0.757787,,Surface,13,75607,
0.670733,,Surface,13,75608,
0.771323,,Surface,13,75609,
0.722344,,Surface,13,75610,
0.569489,,Surface,13,75611,
0.828662,,Surface,13,75612,
0.384584,,Surface,13,75613,
0.577194,,Surface,13,75614,
0.641887,,Surface,13,75615,
0.669263,,Surface,13,75616,
0.508186,,Surface,13,75617,
0.496885,,Surface,13,75618,
0.440626,,Surface,13,75619,
0.777625,,Surface,13,75620,
0.597159,,Surface,14,75621,
0.623296,,Surface,14,75622,
0.578825,,Surface,14,75623,
0.569212,,Surface,14,75624,
0.690977,,Surface,14,75625,
0.578749,,Surface,14,75626,
0.506854,,Surface,14,75627,
0.81252,,Surface,14,75628,
0.516651,,Surface,14,75629,
0.778409,,Surface,14,75630,
0.59761,,Surface,14,75631,
0.761696,,Surface,14,75632,
0.633985,,Surface,14,75633,
0.604851,,Surface,14,75634,
0.554065,,Surface,14,75635,
0.663436,,Surface,14,75636,
0.450007,,Surface,14,75637,
0.663166,,Surface,14,75638,
0.62455,,Surface,14,75639,
0.682506,,Surface,14,75640,
0.48157,,Surface,14,75641,
0.756151,,Surface,14,75642,
0.685553,,Surface,14,75643,
0.545428,,Surface,14,75644,
0.783925,,Surface,14,75645,
0.809386,,Surface,14,75646,
0.848987,,Surface,14,75647,
0.382986,,Surface,14,75648,
0.591428,,Surface,14,75649,
0.622019,,Surface,14,75650,
0.718444,,Surface,14,75651,
0.495555,,Surface,14,75652,
0.430353,,Surface,14,75653,
0.497392,,Surface,14,75654,
0.770961,,Surface,14,75655,
0.562157,,Surface,15,75656,
0.579517,,Surface,15,75657,
0.646859,,Surface,15,75658,
0.522824,,Surface,15,75659,
0.780009,,Surface,15,75660,
0.658413,,Surface,15,75661,
0.661078,,Surface,15,75662,
0.49257,,Surface,15,75663,
0.743762,,Surface,15,75664,
0.530914,,Surface,15,75665,
0.7698,,Surface,15,75666,
0.780536,,Surface,15,75667,
0.564613,,Surface,15,75668,
0.622927,,Surface,15,75669,
0.646523,,Surface,15,75670,
0.582184,,Surface,15,75671,
0.460048,,Surface,15,75672,
0.656267,,Surface,15,75673,
0.641697,,Surface,15,75674,
0.631838,,Surface,15,75675,
0.698093,,Surface,15,75676,
0.761077,,Surface,15,75677,
0.481369,,Surface,15,75678,
0.699281,,Surface,15,75679,
0.816612,,Surface,15,75680,
0.54709,,Surface,15,75681,
0.797334,,Surface,15,75682,
0.848309,,Surface,15,75683,
0.391478,,Surface,15,75684,
0.602122,,Surface,15,75685,
0.619995,,Surface,15,75686,
0.708832,,Surface,15,75687,
0.50633,,Surface,15,75688,
0.447095,,Surface,15,75689,
0.493551,,Surface,15,75690,
0.762405,,Surface,15,75691,
0.578783,,Surface,16,75692,
0.590384,,Surface,16,75693,
0.627523,,Surface,16,75694,
0.606408,,Surface,16,75695,
0.515201,,Surface,16,75696,
0.697467,,Surface,16,75697,
0.636323,,Surface,16,75698,
0.756217,,Surface,16,75699,
0.511725,,Surface,16,75700,
0.778987,,Surface,16,75701,
0.542025,,Surface,16,75702,
0.611018,,Surface,16,75703,
0.800368,,Surface,16,75704,
0.631623,,Surface,16,75705,
0.576695,,Surface,16,75706,
0.47934,,Surface,16,75707,
0.639217,,Surface,16,75708,
0.67837,,Surface,16,75709,
0.605185,,Surface,16,75710,
0.695255,,Surface,16,75711,
0.490347,,Surface,16,75712,
0.768894,,Surface,16,75713,
0.644535,,Surface,16,75714,
0.772183,,Surface,16,75715,
0.854734,,Surface,16,75716,
0.559285,,Surface,16,75717,
0.400821,,Surface,16,75718,
0.805624,,Surface,16,75719,
0.571445,,Surface,16,75720,
0.611065,,Surface,16,75721,
0.698864,,Surface,16,75722,
0.496673,,Surface,16,75723,
0.507092,,Surface,16,75724,
0.761876,,Surface,16,75725,
0.446088,,Surface,16,75726,
0.599693,,Surface,17,75727,
0.595179,,Surface,17,75728,
0.695673,,Surface,17,75729,
0.691113,,Surface,17,75730,
0.524932,,Surface,17,75731,
0.483014,,Surface,17,75732,
0.75269,,Surface,17,75733,
0.71985,,Surface,17,75734,
0.493843,,Surface,17,75735,
0.794568,,Surface,17,75736,
0.533653,,Surface,17,75737,
0.83805,,Surface,17,75738,
0.614687,,Surface,17,75739,
0.632655,,Surface,17,75740,
0.581191,,Surface,17,75741,
0.48436,,Surface,17,75742,
0.640531,,Surface,17,75743,
0.593885,,Surface,17,75744,
0.693865,,Surface,17,75745,
0.505236,,Surface,17,75746,
0.679843,,Surface,17,75747,
0.745293,,Surface,17,75748,
0.658427,,Surface,17,75749,
0.746167,,Surface,17,75750,
0.553842,,Surface,17,75751,
0.808816,,Surface,17,75752,
0.796697,,Surface,17,75753,
0.397764,,Surface,17,75754,
0.583692,,Surface,17,75755,
0.66569,,Surface,17,75756,
0.625544,,Surface,17,75757,
0.515568,,Surface,17,75758,
0.452497,,Surface,17,75759,
0.499997,,Surface,17,75760,
0.785201,,Surface,17,75761,
0.69244,,Surface,18,75762,
0.546981,,Surface,18,75763,
0.67157,,Surface,18,75764,
0.489477,,Surface,18,75765,
0.592899,,Surface,18,75766,
0.608581,,Surface,18,75767,
0.647156,,Surface,18,75768,
0.634689,,Surface,18,75769,
0.515251,,Surface,18,75770,
0.777051,,Surface,18,75771,
0.570556,,Surface,18,75772,
0.792114,,Surface,18,75773,
0.619608,,Surface,18,75774,
0.640123,,Surface,18,75775,
0.5941,,Surface,18,75776,
0.498768,,Surface,18,75777,
0.653347,,Surface,18,75778,
0.680227,,Surface,18,75779,
0.590188,,Surface,18,75780,
0.506674,,Surface,18,75781,
0.714238,,Surface,18,75782,
0.738704,,Surface,18,75783,
0.645598,,Surface,18,75784,
0.760142,,Surface,18,75785,
0.525909,,Surface,18,75786,
0.813358,,Surface,18,75787,
0.788637,,Surface,18,75788,
0.392673,,Surface,18,75789,
0.580022,,Surface,18,75790,
0.705536,,Surface,18,75791,
0.623364,,Surface,18,75792,
0.50009,,Surface,18,75793,
0.757163,,Surface,18,75794,
0.506184,,Surface,18,75795,
0.434282,,Surface,18,75796,
0.649307,,Surface,19,75797,
0.490052,,Surface,19,75798,
0.685799,,Surface,19,75799,
0.496763,,Surface,19,75800,
0.590205,,Surface,19,75801,
0.598685,,Surface,19,75802,
0.6133,,Surface,19,75803,
0.575066,,Surface,19,75804,
0.512215,,Surface,19,75805,
0.805764,,Surface,19,75806,
0.560128,,Surface,19,75807,
0.79688,,Surface,19,75808,
0.583815,,Surface,19,75809,
0.641651,,Surface,19,75810,
0.572667,,Surface,19,75811,
0.638268,,Surface,19,75812,
0.48818,,Surface,19,75813,
0.681083,,Surface,19,75814,
0.591128,,Surface,19,75815,
0.683125,,Surface,19,75816,
0.501964,,Surface,19,75817,
0.729127,,Surface,19,75818,
0.648993,,Surface,19,75819,
0.571758,,Surface,19,75820,
0.739961,,Surface,19,75821,
0.79523,,Surface,19,75822,
0.785637,,Surface,19,75823,
0.385131,,Surface,19,75824,
0.567325,,Surface,19,75825,
0.68865,,Surface,19,75826,
0.613643,,Surface,19,75827,
0.490189,,Surface,19,75828,
0.519974,,Surface,19,75829,
0.412399,,Surface,19,75830,
0.736366,,Surface,19,75831,
0.503507,,Surface,20,75832,
0.878231,,Surface,20,75833,
0.59988,,Surface,20,75834,
0.601133,,Surface,20,75835,
0.665779,,Surface,20,75836,
0.632937,,Surface,20,75837,
0.759845,,Surface,20,75838,
0.678529,,Surface,20,75839,
0.58581,,Surface,20,75840,
0.499447,,Surface,20,75841,
0.774694,,Surface,20,75842,
0.808068,,Surface,20,75843,
0.606111,,Surface,20,75844,
0.525229,,Surface,20,75845,
0.635905,,Surface,20,75846,
0.58356,,Surface,20,75847,
0.622576,,Surface,20,75848,
0.467929,,Surface,20,75849,
0.676158,,Surface,20,75850,
0.602015,,Surface,20,75851,
0.685199,,Surface,20,75852,
0.488867,,Surface,20,75853,
0.799278,,Surface,20,75854,
0.692336,,Surface,20,75855,
0.789134,,Surface,20,75856,
0.818937,,Surface,20,75857,
0.589238,,Surface,20,75858,
0.769284,,Surface,20,75859,
0.397091,,Surface,20,75860,
0.578337,,Surface,20,75861,
0.635129,,Surface,20,75862,
0.671618,,Surface,20,75863,
0.495548,,Surface,20,75864,
0.762157,,Surface,20,75865,
0.504192,,Surface,20,75866,
0.424806,,Surface,20,75867,
0.549867,,Surface,21,75868,
0.609625,,Surface,21,75869,
0.613041,,Surface,21,75870,
0.625846,,Surface,21,75871,
0.499354,,Surface,21,75872,
0.585039,,Surface,21,75873,
0.679432,,Surface,21,75874,
0.626762,,Surface,21,75875,
0.499202,,Surface,21,75876,
0.804402,,Surface,21,75877,
0.531263,,Surface,21,75878,
0.839989,,Surface,21,75879,
0.579973,,Surface,21,75880,
0.647583,,Surface,21,75881,
0.636738,,Surface,21,75882,
0.606944,,Surface,21,75883,
0.461835,,Surface,21,75884,
0.673114,,Surface,21,75885,
0.626273,,Surface,21,75886,
0.735422,,Surface,21,75887,
0.487167,,Surface,21,75888,
0.765205,,Surface,21,75889,
0.787053,,Surface,21,75890,
0.76851,,Surface,21,75891,
0.817118,,Surface,21,75892,
0.570629,,Surface,21,75893,
0.798138,,Surface,21,75894,
0.394212,,Surface,21,75895,
0.572339,,Surface,21,75896,
0.638106,,Surface,21,75897,
0.699134,,Surface,21,75898,
0.510588,,Surface,21,75899,
0.516088,,Surface,21,75900,
0.774088,,Surface,21,75901,
0.440956,,Surface,21,75902,
0.462625,,Surface,22,75903,
0.505593,,Surface,22,75904,
0.637648,,Surface,22,75905,
0.612042,,Surface,22,75906,
0.619751,,Surface,22,75907,
0.662278,,Surface,22,75908,
0.560513,,Surface,22,75909,
0.641448,,Surface,22,75910,
0.514672,,Surface,22,75911,
0.788674,,Surface,22,75912,
0.538058,,Surface,22,75913,
0.591462,,Surface,22,75914,
0.809409,,Surface,22,75915,
0.628548,,Surface,22,75916,
0.600132,,Surface,22,75917,
0.46471,,Surface,22,75918,
0.604101,,Surface,22,75919,
0.660243,,Surface,22,75920,
0.590953,,Surface,22,75921,
0.720661,,Surface,22,75922,
0.762324,,Surface,22,75923,
0.482355,,Surface,22,75924,
0.6948,,Surface,22,75925,
0.758706,,Surface,22,75926,
0.832498,,Surface,22,75927,
0.818664,,Surface,22,75928,
0.569303,,Surface,22,75929,
0.38491,,Surface,22,75930,
0.588466,,Surface,22,75931,
0.700767,,Surface,22,75932,
0.630058,,Surface,22,75933,
0.463275,,Surface,22,75934,
0.512969,,Surface,22,75935,
0.759942,,Surface,22,75936,
0.431675,,Surface,22,75937,
0.514306,,Surface,23,75938,
0.623917,,Surface,23,75939,
0.646376,,Surface,23,75940,
0.603581,,Surface,23,75941,
0.46067,,Surface,23,75942,
0.627351,,Surface,23,75943,
0.664526,,Surface,23,75944,
0.429536,,Surface,23,75945,
0.746283,,Surface,23,75946,
0.573454,,Surface,23,75947,
0.798752,,Surface,23,75948,
0.529864,,Surface,23,75949,
0.637336,,Surface,23,75950,
0.61294,,Surface,23,75951,
0.452498,,Surface,23,75952,
0.59637,,Surface,23,75953,
0.650556,,Surface,23,75954,
0.576187,,Surface,23,75955,
0.733859,,Surface,23,75956,
0.477366,,Surface,23,75957,
0.822308,,Surface,23,75958,
0.659025,,Surface,23,75959,
0.825264,,Surface,23,75960,
0.760042,,Surface,23,75961,
0.558668,,Surface,23,75962,
0.372954,,Surface,23,75963,
0.83118,,Surface,23,75964,
0.587894,,Surface,23,75965,
0.668954,,Surface,23,75966,
0.628854,,Surface,23,75967,
0.478309,,Surface,23,75968,
0.498325,,Surface,23,75969,
0.431557,,Surface,23,75970,
0.750583,,Surface,23,75971,
0.705426,,Surface,24,75972,
0.523067,,Surface,24,75973,
0.624064,,Surface,24,75974,
0.504653,,Surface,24,75975,
0.527781,,Surface,24,75976,
0.596238,,Surface,24,75977,
0.631272,,Surface,24,75978,
0.64006,,Surface,24,75979,
0.500028,,Surface,24,75980,
0.784161,,Surface,24,75981,
0.55296,,Surface,24,75982,
0.707426,,Surface,24,75983,
0.588882,,Surface,24,75984,
0.636041,,Surface,24,75985,
0.583765,,Surface,24,75986,
0.480511,,Surface,24,75987,
0.62377,,Surface,24,75988,
0.673074,,Surface,24,75989,
0.597821,,Surface,24,75990,
0.50337,,Surface,24,75991,
0.750058,,Surface,24,75992,
0.76218,,Surface,24,75993,
0.680724,,Surface,24,75994,
0.768545,,Surface,24,75995,
0.534385,,Surface,24,75996,
0.779647,,Surface,24,75997,
0.802965,,Surface,24,75998,
0.386866,,Surface,24,75999,
0.57508,,Surface,24,76000,
0.621397,,Surface,24,76001,
0.661922,,Surface,24,76002,
0.506655,,Surface,24,76003,
0.511695,,Surface,24,76004,
0.748562,,Surface,24,76005,
0.472869,,Surface,24,76006,
0.677295,,Surface,25,76007,
0.649221,,Surface,25,76008,
0.610632,,Surface,25,76009,
0.464261,,Surface,25,76010,
0.523718,,Surface,25,76011,
0.633865,,Surface,25,76012,
0.614645,,Surface,25,76013,
0.580971,,Surface,25,76014,
0.511178,,Surface,25,76015,
0.775595,,Surface,25,76016,
0.576042,,Surface,25,76017,
0.677855,,Surface,25,76018,
0.833095,,Surface,25,76019,
0.627632,,Surface,25,76020,
0.625219,,Surface,25,76021,
0.60881,,Surface,25,76022,
0.453982,,Surface,25,76023,
0.697124,,Surface,25,76024,
0.572512,,Surface,25,76025,
0.690773,,Surface,25,76026,
0.534375,,Surface,25,76027,
0.714056,,Surface,25,76028,
0.670479,,Surface,25,76029,
0.815913,,Surface,25,76030,
0.543733,,Surface,25,76031,
0.84171,,Surface,25,76032,
0.801712,,Surface,25,76033,
0.392235,,Surface,25,76034,
0.613171,,Surface,25,76035,
0.684487,,Surface,25,76036,
0.63534,,Surface,25,76037,
0.521571,,Surface,25,76038,
0.514553,,Surface,25,76039,
0.43275,,Surface,25,76040,
0.712295,,Surface,25,76041,
