
Intensity Min Ch=6 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
35,,Surface,6,Image 1,1,75172,
33,,Surface,6,Image 1,1,75173,
39,,Surface,6,Image 1,1,75174,
41,,Surface,6,Image 1,1,75175,
35,,Surface,6,Image 1,1,75176,
27,,Surface,6,Image 1,1,75177,
39,,Surface,6,Image 1,1,75178,
38,,Surface,6,Image 1,1,75179,
34,,Surface,6,Image 1,1,75180,
37,,Surface,6,Image 1,1,75181,
35,,Surface,6,Image 1,1,75182,
36,,Surface,6,Image 1,1,75183,
28,,Surface,6,Image 1,1,75184,
35,,Surface,6,Image 1,1,75185,
32,,Surface,6,Image 1,1,75186,
39,,Surface,6,Image 1,1,75187,
40,,Surface,6,Image 1,1,75188,
32,,Surface,6,Image 1,1,75189,
31,,Surface,6,Image 1,1,75190,
32,,Surface,6,Image 1,1,75191,
32,,Surface,6,Image 1,1,75192,
30,,Surface,6,Image 1,1,75193,
31,,Surface,6,Image 1,1,75194,
33,,Surface,6,Image 1,1,75195,
29,,Surface,6,Image 1,1,75196,
43,,Surface,6,Image 1,1,75197,
34,,Surface,6,Image 1,1,75198,
33,,Surface,6,Image 1,1,75199,
28,,Surface,6,Image 1,1,75200,
33,,Surface,6,Image 1,1,75201,
32,,Surface,6,Image 1,1,75202,
33,,Surface,6,Image 1,1,75203,
30,,Surface,6,Image 1,1,75204,
34,,Surface,6,Image 1,1,75205,
36,,Surface,6,Image 1,2,75206,
43,,Surface,6,Image 1,2,75207,
35,,Surface,6,Image 1,2,75208,
36,,Surface,6,Image 1,2,75209,
30,,Surface,6,Image 1,2,75210,
38,,Surface,6,Image 1,2,75211,
35,,Surface,6,Image 1,2,75212,
40,,Surface,6,Image 1,2,75213,
31,,Surface,6,Image 1,2,75214,
31,,Surface,6,Image 1,2,75215,
37,,Surface,6,Image 1,2,75216,
30,,Surface,6,Image 1,2,75217,
34,,Surface,6,Image 1,2,75218,
32,,Surface,6,Image 1,2,75219,
32,,Surface,6,Image 1,2,75220,
36,,Surface,6,Image 1,2,75221,
34,,Surface,6,Image 1,2,75222,
30,,Surface,6,Image 1,2,75223,
34,,Surface,6,Image 1,2,75224,
34,,Surface,6,Image 1,2,75225,
33,,Surface,6,Image 1,2,75226,
31,,Surface,6,Image 1,2,75227,
29,,Surface,6,Image 1,2,75228,
46,,Surface,6,Image 1,2,75229,
42,,Surface,6,Image 1,2,75230,
35,,Surface,6,Image 1,2,75231,
33,,Surface,6,Image 1,2,75232,
33,,Surface,6,Image 1,2,75233,
30,,Surface,6,Image 1,2,75234,
39,,Surface,6,Image 1,2,75235,
34,,Surface,6,Image 1,2,75236,
30,,Surface,6,Image 1,2,75237,
29,,Surface,6,Image 1,2,75238,
34,,Surface,6,Image 1,2,75239,
40,,Surface,6,Image 1,3,75240,
35,,Surface,6,Image 1,3,75241,
34,,Surface,6,Image 1,3,75242,
37,,Surface,6,Image 1,3,75243,
30,,Surface,6,Image 1,3,75244,
34,,Surface,6,Image 1,3,75245,
38,,Surface,6,Image 1,3,75246,
43,,Surface,6,Image 1,3,75247,
38,,Surface,6,Image 1,3,75248,
35,,Surface,6,Image 1,3,75249,
39,,Surface,6,Image 1,3,75250,
30,,Surface,6,Image 1,3,75251,
37,,Surface,6,Image 1,3,75252,
31,,Surface,6,Image 1,3,75253,
23,,Surface,6,Image 1,3,75254,
36,,Surface,6,Image 1,3,75255,
31,,Surface,6,Image 1,3,75256,
32,,Surface,6,Image 1,3,75257,
35,,Surface,6,Image 1,3,75258,
39,,Surface,6,Image 1,3,75259,
32,,Surface,6,Image 1,3,75260,
30,,Surface,6,Image 1,3,75261,
33,,Surface,6,Image 1,3,75262,
44,,Surface,6,Image 1,3,75263,
43,,Surface,6,Image 1,3,75264,
35,,Surface,6,Image 1,3,75265,
33,,Surface,6,Image 1,3,75266,
31,,Surface,6,Image 1,3,75267,
33,,Surface,6,Image 1,3,75268,
37,,Surface,6,Image 1,3,75269,
30,,Surface,6,Image 1,3,75270,
31,,Surface,6,Image 1,3,75271,
33,,Surface,6,Image 1,3,75272,
37,,Surface,6,Image 1,3,75273,
35,,Surface,6,Image 1,4,75274,
33,,Surface,6,Image 1,4,75275,
38,,Surface,6,Image 1,4,75276,
45,,Surface,6,Image 1,4,75277,
41,,Surface,6,Image 1,4,75278,
35,,Surface,6,Image 1,4,75279,
38,,Surface,6,Image 1,4,75280,
37,,Surface,6,Image 1,4,75281,
35,,Surface,6,Image 1,4,75282,
40,,Surface,6,Image 1,4,75283,
32,,Surface,6,Image 1,4,75284,
31,,Surface,6,Image 1,4,75285,
34,,Surface,6,Image 1,4,75286,
29,,Surface,6,Image 1,4,75287,
35,,Surface,6,Image 1,4,75288,
34,,Surface,6,Image 1,4,75289,
34,,Surface,6,Image 1,4,75290,
34,,Surface,6,Image 1,4,75291,
35,,Surface,6,Image 1,4,75292,
36,,Surface,6,Image 1,4,75293,
34,,Surface,6,Image 1,4,75294,
31,,Surface,6,Image 1,4,75295,
30,,Surface,6,Image 1,4,75296,
38,,Surface,6,Image 1,4,75297,
37,,Surface,6,Image 1,4,75298,
40,,Surface,6,Image 1,4,75299,
34,,Surface,6,Image 1,4,75300,
32,,Surface,6,Image 1,4,75301,
40,,Surface,6,Image 1,4,75302,
35,,Surface,6,Image 1,4,75303,
36,,Surface,6,Image 1,4,75304,
22,,Surface,6,Image 1,4,75305,
34,,Surface,6,Image 1,4,75306,
35,,Surface,6,Image 1,4,75307,
34,,Surface,6,Image 1,4,75308,
28,,Surface,6,Image 1,4,75309,
42,,Surface,6,Image 1,5,75310,
40,,Surface,6,Image 1,5,75311,
37,,Surface,6,Image 1,5,75312,
31,,Surface,6,Image 1,5,75313,
46,,Surface,6,Image 1,5,75314,
29,,Surface,6,Image 1,5,75315,
40,,Surface,6,Image 1,5,75316,
35,,Surface,6,Image 1,5,75317,
44,,Surface,6,Image 1,5,75318,
32,,Surface,6,Image 1,5,75319,
37,,Surface,6,Image 1,5,75320,
34,,Surface,6,Image 1,5,75321,
36,,Surface,6,Image 1,5,75322,
30,,Surface,6,Image 1,5,75323,
33,,Surface,6,Image 1,5,75324,
29,,Surface,6,Image 1,5,75325,
37,,Surface,6,Image 1,5,75326,
36,,Surface,6,Image 1,5,75327,
35,,Surface,6,Image 1,5,75328,
31,,Surface,6,Image 1,5,75329,
36,,Surface,6,Image 1,5,75330,
29,,Surface,6,Image 1,5,75331,
30,,Surface,6,Image 1,5,75332,
34,,Surface,6,Image 1,5,75333,
43,,Surface,6,Image 1,5,75334,
33,,Surface,6,Image 1,5,75335,
41,,Surface,6,Image 1,5,75336,
35,,Surface,6,Image 1,5,75337,
36,,Surface,6,Image 1,5,75338,
31,,Surface,6,Image 1,5,75339,
33,,Surface,6,Image 1,5,75340,
31,,Surface,6,Image 1,5,75341,
32,,Surface,6,Image 1,5,75342,
36,,Surface,6,Image 1,5,75343,
35,,Surface,6,Image 1,5,75344,
32,,Surface,6,Image 1,6,75345,
42,,Surface,6,Image 1,6,75346,
41,,Surface,6,Image 1,6,75347,
40,,Surface,6,Image 1,6,75348,
34,,Surface,6,Image 1,6,75349,
38,,Surface,6,Image 1,6,75350,
34,,Surface,6,Image 1,6,75351,
41,,Surface,6,Image 1,6,75352,
31,,Surface,6,Image 1,6,75353,
35,,Surface,6,Image 1,6,75354,
27,,Surface,6,Image 1,6,75355,
33,,Surface,6,Image 1,6,75356,
36,,Surface,6,Image 1,6,75357,
35,,Surface,6,Image 1,6,75358,
34,,Surface,6,Image 1,6,75359,
36,,Surface,6,Image 1,6,75360,
39,,Surface,6,Image 1,6,75361,
37,,Surface,6,Image 1,6,75362,
36,,Surface,6,Image 1,6,75363,
37,,Surface,6,Image 1,6,75364,
37,,Surface,6,Image 1,6,75365,
34,,Surface,6,Image 1,6,75366,
