
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
535,,Surface,2,Image 1,1,75172,
518,,Surface,2,Image 1,1,75173,
205,,Surface,2,Image 1,1,75174,
22,,Surface,2,Image 1,1,75175,
278,,Surface,2,Image 1,1,75176,
397,,Surface,2,Image 1,1,75177,
117,,Surface,2,Image 1,1,75178,
126,,Surface,2,Image 1,1,75179,
681,,Surface,2,Image 1,1,75180,
449,,Surface,2,Image 1,1,75181,
52,,Surface,2,Image 1,1,75182,
358,,Surface,2,Image 1,1,75183,
848,,Surface,2,Image 1,1,75184,
465,,Surface,2,Image 1,1,75185,
451,,Surface,2,Image 1,1,75186,
582,,Surface,2,Image 1,1,75187,
471,,Surface,2,Image 1,1,75188,
321,,Surface,2,Image 1,1,75189,
1206,,Surface,2,Image 1,1,75190,
1218,,Surface,2,Image 1,1,75191,
136,,Surface,2,Image 1,1,75192,
312,,Surface,2,Image 1,1,75193,
212,,Surface,2,Image 1,1,75194,
150,,Surface,2,Image 1,1,75195,
596,,Surface,2,Image 1,1,75196,
137,,Surface,2,Image 1,1,75197,
298,,Surface,2,Image 1,1,75198,
587,,Surface,2,Image 1,1,75199,
641,,Surface,2,Image 1,1,75200,
244,,Surface,2,Image 1,1,75201,
408,,Surface,2,Image 1,1,75202,
379,,Surface,2,Image 1,1,75203,
595,,Surface,2,Image 1,1,75204,
854,,Surface,2,Image 1,1,75205,
109,,Surface,2,Image 1,2,75206,
321,,Surface,2,Image 1,2,75207,
68,,Surface,2,Image 1,2,75208,
286,,Surface,2,Image 1,2,75209,
564,,Surface,2,Image 1,2,75210,
510,,Surface,2,Image 1,2,75211,
199,,Surface,2,Image 1,2,75212,
33,,Surface,2,Image 1,2,75213,
551,,Surface,2,Image 1,2,75214,
416,,Surface,2,Image 1,2,75215,
68,,Surface,2,Image 1,2,75216,
412,,Surface,2,Image 1,2,75217,
588,,Surface,2,Image 1,2,75218,
834,,Surface,2,Image 1,2,75219,
434,,Surface,2,Image 1,2,75220,
682,,Surface,2,Image 1,2,75221,
498,,Surface,2,Image 1,2,75222,
541,,Surface,2,Image 1,2,75223,
1259,,Surface,2,Image 1,2,75224,
1049,,Surface,2,Image 1,2,75225,
177,,Surface,2,Image 1,2,75226,
222,,Surface,2,Image 1,2,75227,
395,,Surface,2,Image 1,2,75228,
167,,Surface,2,Image 1,2,75229,
226,,Surface,2,Image 1,2,75230,
709,,Surface,2,Image 1,2,75231,
355,,Surface,2,Image 1,2,75232,
753,,Surface,2,Image 1,2,75233,
548,,Surface,2,Image 1,2,75234,
282,,Surface,2,Image 1,2,75235,
486,,Surface,2,Image 1,2,75236,
369,,Surface,2,Image 1,2,75237,
621,,Surface,2,Image 1,2,75238,
842,,Surface,2,Image 1,2,75239,
145,,Surface,2,Image 1,3,75240,
277,,Surface,2,Image 1,3,75241,
66,,Surface,2,Image 1,3,75242,
290,,Surface,2,Image 1,3,75243,
521,,Surface,2,Image 1,3,75244,
486,,Surface,2,Image 1,3,75245,
223,,Surface,2,Image 1,3,75246,
45,,Surface,2,Image 1,3,75247,
682,,Surface,2,Image 1,3,75248,
426,,Surface,2,Image 1,3,75249,
369,,Surface,2,Image 1,3,75250,
74,,Surface,2,Image 1,3,75251,
801,,Surface,2,Image 1,3,75252,
563,,Surface,2,Image 1,3,75253,
407,,Surface,2,Image 1,3,75254,
687,,Surface,2,Image 1,3,75255,
409,,Surface,2,Image 1,3,75256,
430,,Surface,2,Image 1,3,75257,
793,,Surface,2,Image 1,3,75258,
143,,Surface,2,Image 1,3,75259,
173,,Surface,2,Image 1,3,75260,
1059,,Surface,2,Image 1,3,75261,
302,,Surface,2,Image 1,3,75262,
207,,Surface,2,Image 1,3,75263,
161,,Surface,2,Image 1,3,75264,
791,,Surface,2,Image 1,3,75265,
360,,Surface,2,Image 1,3,75266,
542,,Surface,2,Image 1,3,75267,
737,,Surface,2,Image 1,3,75268,
256,,Surface,2,Image 1,3,75269,
