
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
226375,,Surface,3,Image 1,1,75172,
188225,,Surface,3,Image 1,1,75173,
105755,,Surface,3,Image 1,1,75174,
21573,,Surface,3,Image 1,1,75175,
140032,,Surface,3,Image 1,1,75176,
26510,,Surface,3,Image 1,1,75177,
26997,,Surface,3,Image 1,1,75178,
29322,,Surface,3,Image 1,1,75179,
254524,,Surface,3,Image 1,1,75180,
223637,,Surface,3,Image 1,1,75181,
24189,,Surface,3,Image 1,1,75182,
189948,,Surface,3,Image 1,1,75183,
322239,,Surface,3,Image 1,1,75184,
313706,,Surface,3,Image 1,1,75185,
173615,,Surface,3,Image 1,1,75186,
236565,,Surface,3,Image 1,1,75187,
179423,,Surface,3,Image 1,1,75188,
122936,,Surface,3,Image 1,1,75189,
271407,,Surface,3,Image 1,1,75190,
297125,,Surface,3,Image 1,1,75191,
52551,,Surface,3,Image 1,1,75192,
162092,,Surface,3,Image 1,1,75193,
86163,,Surface,3,Image 1,1,75194,
24952,,Surface,3,Image 1,1,75195,
96813,,Surface,3,Image 1,1,75196,
32225,,Surface,3,Image 1,1,75197,
138826,,Surface,3,Image 1,1,75198,
363628,,Surface,3,Image 1,1,75199,
328717,,Surface,3,Image 1,1,75200,
189046,,Surface,3,Image 1,1,75201,
296981,,Surface,3,Image 1,1,75202,
214817,,Surface,3,Image 1,1,75203,
251105,,Surface,3,Image 1,1,75204,
483061,,Surface,3,Image 1,1,75205,
28591,,Surface,3,Image 1,2,75206,
28207,,Surface,3,Image 1,2,75207,
20556,,Surface,3,Image 1,2,75208,
143398,,Surface,3,Image 1,2,75209,
226207,,Surface,3,Image 1,2,75210,
189586,,Surface,3,Image 1,2,75211,
98340,,Surface,3,Image 1,2,75212,
17696,,Surface,3,Image 1,2,75213,
254229,,Surface,3,Image 1,2,75214,
235074,,Surface,3,Image 1,2,75215,
23693,,Surface,3,Image 1,2,75216,
192254,,Surface,3,Image 1,2,75217,
314158,,Surface,3,Image 1,2,75218,
309458,,Surface,3,Image 1,2,75219,
172120,,Surface,3,Image 1,2,75220,
240456,,Surface,3,Image 1,2,75221,
171483,,Surface,3,Image 1,2,75222,
119079,,Surface,3,Image 1,2,75223,
285403,,Surface,3,Image 1,2,75224,
285151,,Surface,3,Image 1,2,75225,
49551,,Surface,3,Image 1,2,75226,
88847,,Surface,3,Image 1,2,75227,
153315,,Surface,3,Image 1,2,75228,
33836,,Surface,3,Image 1,2,75229,
21788,,Surface,3,Image 1,2,75230,
98787,,Surface,3,Image 1,2,75231,
134798,,Surface,3,Image 1,2,75232,
352462,,Surface,3,Image 1,2,75233,
319698,,Surface,3,Image 1,2,75234,
180718,,Surface,3,Image 1,2,75235,
285869,,Surface,3,Image 1,2,75236,
193006,,Surface,3,Image 1,2,75237,
250186,,Surface,3,Image 1,2,75238,
490416,,Surface,3,Image 1,2,75239,
29813,,Surface,3,Image 1,3,75240,
28133,,Surface,3,Image 1,3,75241,
18955,,Surface,3,Image 1,3,75242,
146234,,Surface,3,Image 1,3,75243,
230165,,Surface,3,Image 1,3,75244,
193524,,Surface,3,Image 1,3,75245,
95548,,Surface,3,Image 1,3,75246,
20365,,Surface,3,Image 1,3,75247,
264104,,Surface,3,Image 1,3,75248,
239151,,Surface,3,Image 1,3,75249,
194717,,Surface,3,Image 1,3,75250,
21200,,Surface,3,Image 1,3,75251,
326894,,Surface,3,Image 1,3,75252,
312112,,Surface,3,Image 1,3,75253,
170701,,Surface,3,Image 1,3,75254,
253975,,Surface,3,Image 1,3,75255,
172258,,Surface,3,Image 1,3,75256,
122187,,Surface,3,Image 1,3,75257,
269558,,Surface,3,Image 1,3,75258,
50423,,Surface,3,Image 1,3,75259,
86346,,Surface,3,Image 1,3,75260,
285613,,Surface,3,Image 1,3,75261,
166338,,Surface,3,Image 1,3,75262,
20949,,Surface,3,Image 1,3,75263,
48352,,Surface,3,Image 1,3,75264,
101576,,Surface,3,Image 1,3,75265,
141294,,Surface,3,Image 1,3,75266,
369627,,Surface,3,Image 1,3,75267,
320287,,Surface,3,Image 1,3,75268,
174350,,Surface,3,Image 1,3,75269,
255343,,Surface,3,Image 1,3,75270,
278556,,Surface,3,Image 1,3,75271,
199997,,Surface,3,Image 1,3,75272,
502189,,Surface,3,Image 1,3,75273,
214265,,Surface,3,Image 1,4,75274,
190534,,Surface,3,Image 1,4,75275,
98180,,Surface,3,Image 1,4,75276,
19786,,Surface,3,Image 1,4,75277,
11492,,Surface,3,Image 1,4,75278,
