
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
90.512,,Surface,5,Image 1,1,75172,
106.603,,Surface,5,Image 1,1,75173,
106.695,,Surface,5,Image 1,1,75174,
90.6942,,Surface,5,Image 1,1,75175,
101.549,,Surface,5,Image 1,1,75176,
104.436,,Surface,5,Image 1,1,75177,
95.9201,,Surface,5,Image 1,1,75178,
103.507,,Surface,5,Image 1,1,75179,
95.9178,,Surface,5,Image 1,1,75180,
114.772,,Surface,5,Image 1,1,75181,
127.521,,Surface,5,Image 1,1,75182,
109.025,,Surface,5,Image 1,1,75183,
123.185,,Surface,5,Image 1,1,75184,
133.954,,Surface,5,Image 1,1,75185,
103.859,,Surface,5,Image 1,1,75186,
91.1016,,Surface,5,Image 1,1,75187,
113.037,,Surface,5,Image 1,1,75188,
105.581,,Surface,5,Image 1,1,75189,
97.9492,,Surface,5,Image 1,1,75190,
120.158,,Surface,5,Image 1,1,75191,
131.592,,Surface,5,Image 1,1,75192,
120.834,,Surface,5,Image 1,1,75193,
122.684,,Surface,5,Image 1,1,75194,
110.639,,Surface,5,Image 1,1,75195,
113.831,,Surface,5,Image 1,1,75196,
95.1082,,Surface,5,Image 1,1,75197,
122.092,,Surface,5,Image 1,1,75198,
91.2639,,Surface,5,Image 1,1,75199,
98.2349,,Surface,5,Image 1,1,75200,
112.958,,Surface,5,Image 1,1,75201,
109.582,,Surface,5,Image 1,1,75202,
114.013,,Surface,5,Image 1,1,75203,
100.071,,Surface,5,Image 1,1,75204,
88.0252,,Surface,5,Image 1,1,75205,
99.4882,,Surface,5,Image 1,2,75206,
104.844,,Surface,5,Image 1,2,75207,
99.1415,,Surface,5,Image 1,2,75208,
100.337,,Surface,5,Image 1,2,75209,
91.9055,,Surface,5,Image 1,2,75210,
106.547,,Surface,5,Image 1,2,75211,
107.077,,Surface,5,Image 1,2,75212,
89.7574,,Surface,5,Image 1,2,75213,
96.7071,,Surface,5,Image 1,2,75214,
119.817,,Surface,5,Image 1,2,75215,
126.853,,Surface,5,Image 1,2,75216,
106.999,,Surface,5,Image 1,2,75217,
133.872,,Surface,5,Image 1,2,75218,
121.319,,Surface,5,Image 1,2,75219,
106.182,,Surface,5,Image 1,2,75220,
89.8864,,Surface,5,Image 1,2,75221,
111.76,,Surface,5,Image 1,2,75222,
105.442,,Surface,5,Image 1,2,75223,
103.551,,Surface,5,Image 1,2,75224,
122.623,,Surface,5,Image 1,2,75225,
127.346,,Surface,5,Image 1,2,75226,
127.229,,Surface,5,Image 1,2,75227,
114.753,,Surface,5,Image 1,2,75228,
99.3158,,Surface,5,Image 1,2,75229,
96.0135,,Surface,5,Image 1,2,75230,
113.391,,Surface,5,Image 1,2,75231,
116.882,,Surface,5,Image 1,2,75232,
88.1557,,Surface,5,Image 1,2,75233,
96.3366,,Surface,5,Image 1,2,75234,
108.437,,Surface,5,Image 1,2,75235,
107.818,,Surface,5,Image 1,2,75236,
108.724,,Surface,5,Image 1,2,75237,
101.924,,Surface,5,Image 1,2,75238,
89.582,,Surface,5,Image 1,2,75239,
105.572,,Surface,5,Image 1,3,75240,
109.929,,Surface,5,Image 1,3,75241,
97.6935,,Surface,5,Image 1,3,75242,
102.486,,Surface,5,Image 1,3,75243,
91.8925,,Surface,5,Image 1,3,75244,
