
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
15436,,Surface,4,Image 1,1,75172,
9076,,Surface,4,Image 1,1,75173,
4128,,Surface,4,Image 1,1,75174,
885,,Surface,4,Image 1,1,75175,
7049,,Surface,4,Image 1,1,75176,
1315,,Surface,4,Image 1,1,75177,
1660,,Surface,4,Image 1,1,75178,
1790,,Surface,4,Image 1,1,75179,
14040,,Surface,4,Image 1,1,75180,
18687,,Surface,4,Image 1,1,75181,
1286,,Surface,4,Image 1,1,75182,
10851,,Surface,4,Image 1,1,75183,
18629,,Surface,4,Image 1,1,75184,
28716,,Surface,4,Image 1,1,75185,
7470,,Surface,4,Image 1,1,75186,
10487,,Surface,4,Image 1,1,75187,
10872,,Surface,4,Image 1,1,75188,
8267,,Surface,4,Image 1,1,75189,
14578,,Surface,4,Image 1,1,75190,
14850,,Surface,4,Image 1,1,75191,
7745,,Surface,4,Image 1,1,75192,
10840,,Surface,4,Image 1,1,75193,
7040,,Surface,4,Image 1,1,75194,
1098,,Surface,4,Image 1,1,75195,
4073,,Surface,4,Image 1,1,75196,
1262,,Surface,4,Image 1,1,75197,
5925,,Surface,4,Image 1,1,75198,
20547,,Surface,4,Image 1,1,75199,
15801,,Surface,4,Image 1,1,75200,
8798,,Surface,4,Image 1,1,75201,
16516,,Surface,4,Image 1,1,75202,
9485,,Surface,4,Image 1,1,75203,
17132,,Surface,4,Image 1,1,75204,
23149,,Surface,4,Image 1,1,75205,
2003,,Surface,4,Image 1,2,75206,
1319,,Surface,4,Image 1,2,75207,
1317,,Surface,4,Image 1,2,75208,
6542,,Surface,4,Image 1,2,75209,
15440,,Surface,4,Image 1,2,75210,
8042,,Surface,4,Image 1,2,75211,
3965,,Surface,4,Image 1,2,75212,
760,,Surface,4,Image 1,2,75213,
13612,,Surface,4,Image 1,2,75214,
18718,,Surface,4,Image 1,2,75215,
1247,,Surface,4,Image 1,2,75216,
10172,,Surface,4,Image 1,2,75217,
27646,,Surface,4,Image 1,2,75218,
16754,,Surface,4,Image 1,2,75219,
7630,,Surface,4,Image 1,2,75220,
11094,,Surface,4,Image 1,2,75221,
10389,,Surface,4,Image 1,2,75222,
7982,,Surface,4,Image 1,2,75223,
15409,,Surface,4,Image 1,2,75224,
13672,,Surface,4,Image 1,2,75225,
7298,,Surface,4,Image 1,2,75226,
3663,,Surface,4,Image 1,2,75227,
9045,,Surface,4,Image 1,2,75228,
1265,,Surface,4,Image 1,2,75229,
937,,Surface,4,Image 1,2,75230,
4162,,Surface,4,Image 1,2,75231,
5694,,Surface,4,Image 1,2,75232,
20650,,Surface,4,Image 1,2,75233,
14555,,Surface,4,Image 1,2,75234,
7812,,Surface,4,Image 1,2,75235,
16611,,Surface,4,Image 1,2,75236,
8487,,Surface,4,Image 1,2,75237,
16613,,Surface,4,Image 1,2,75238,
23178,,Surface,4,Image 1,2,75239,
2097,,Surface,4,Image 1,3,75240,
1464,,Surface,4,Image 1,3,75241,
1006,,Surface,4,Image 1,3,75242,
6659,,Surface,4,Image 1,3,75243,
15160,,Surface,4,Image 1,3,75244,
8650,,Surface,4,Image 1,3,75245,
3637,,Surface,4,Image 1,3,75246,
857,,Surface,4,Image 1,3,75247,
14175,,Surface,4,Image 1,3,75248,
18694,,Surface,4,Image 1,3,75249,
9728,,Surface,4,Image 1,3,75250,
1002,,Surface,4,Image 1,3,75251,
17248,,Surface,4,Image 1,3,75252,
26582,,Surface,4,Image 1,3,75253,
7356,,Surface,4,Image 1,3,75254,
10720,,Surface,4,Image 1,3,75255,
10729,,Surface,4,Image 1,3,75256,
8125,,Surface,4,Image 1,3,75257,
13995,,Surface,4,Image 1,3,75258,
7787,,Surface,4,Image 1,3,75259,
7032,,Surface,4,Image 1,3,75260,
15206,,Surface,4,Image 1,3,75261,
10016,,Surface,4,Image 1,3,75262,
1250,,Surface,4,Image 1,3,75263,
2323,,Surface,4,Image 1,3,75264,
