
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.315276,,Surface,278,1000069550,74711,
0.481159,,Surface,278,1000073236,74712,
0.511451,,Surface,278,1000052696,74713,
0.218159,,Surface,278,1000074136,74714,
0.376032,,Surface,278,1000067199,74715,
0.143278,,Surface,278,1000070233,74716,
0.2951,,Surface,278,1000073119,74717,
0.347247,,Surface,278,1000052701,74718,
0.307994,,Surface,278,1000073839,74719,
0.277615,,Surface,278,1000074009,74720,
0.317998,,Surface,278,1000074193,74721,
0.33001,,Surface,278,1000066522,74722,
0.32294,,Surface,278,1000073774,74723,
0.308359,,Surface,278,1000052706,74724,
0.106356,,Surface,278,1000072196,74725,
0.364198,,Surface,278,1000063932,74726,
0.329526,,Surface,278,1000071585,74727,
0.197726,,Surface,278,1000062771,74728,
0.63492,,Surface,278,1000074729,74729,
0.520534,,Surface,278,1000073081,74730,
0.520408,,Surface,278,1000072788,74731,
0.580153,,Surface,278,1000069917,74732,
0.498385,,Surface,278,1000069422,74733,
0.516792,,Surface,278,1000074734,74734,
0.233231,,Surface,278,1000066193,74735,
0.383914,,Surface,278,1000052730,74736,
0.324383,,Surface,278,1000074347,74737,
0.668707,,Surface,278,1000072150,74738,
0.465166,,Surface,278,1000074739,74739,
0.488046,,Surface,278,1000052733,74740,
0.370146,,Surface,279,1000074589,74741,
0.366441,,Surface,279,1000073096,74742,
0.185274,,Surface,279,1000072493,74743,
0.572571,,Surface,279,1000072330,74744,
0.37218,,Surface,279,1000064603,74745,
0.574002,,Surface,279,1000052658,74746,
0.497399,,Surface,279,1000052659,74747,
0.238298,,Surface,279,1000073338,74748,
0.301103,,Surface,279,1000073982,74749,
0.265556,,Surface,279,1000074051,74750,
0.445709,,Surface,279,1000074227,74751,
0.398236,,Surface,279,1000068865,74752,
0.319228,,Surface,279,1000055510,74753,
0.557642,,Surface,279,1000052668,74754,
0.462145,,Surface,279,1000074650,74755,
0.421402,,Surface,279,1000073879,74756,
0.66871,,Surface,279,1000071115,74757,
0.465118,,Surface,279,1000074599,74758,
0.476488,,Surface,279,1000071615,74759,
0.249756,,Surface,279,1000064155,74760,
0.40832,,Surface,279,1000068360,74761,
0.453805,,Surface,279,1000062157,74762,
0.42606,,Surface,279,1000074485,74763,
0.508913,,Surface,279,1000052677,74764,
0.496366,,Surface,279,1000074309,74765,
0.27961,,Surface,279,1000069461,74766,
0.275396,,Surface,279,1000071561,74767,
0.687605,,Surface,279,1000069550,74768,
0.49191,,Surface,279,1000061420,74769,
0.702219,,Surface,279,1000073236,74770,
0.29946,,Surface,279,1000052696,74771,
0.372368,,Surface,279,1000072717,74772,
0.313233,,Surface,279,1000074136,74773,
0.463936,,Surface,279,1000067199,74774,
0.317888,,Surface,279,1000073119,74775,
0.221094,,Surface,279,1000073839,74776,
0.416817,,Surface,279,1000052701,74777,
0.310464,,Surface,279,1000070233,74778,
0.218751,,Surface,279,1000074202,74779,
0.410219,,Surface,279,1000074009,74780,
0.316653,,Surface,279,1000073774,74781,
0.313404,,Surface,279,1000066522,74782,
0.366095,,Surface,279,1000074193,74783,
0.295767,,Surface,279,1000072196,74784,
0.458627,,Surface,279,1000052706,74785,
0.709001,,Surface,279,1000062771,74786,
0.410989,,Surface,279,1000063932,74787,
0.351027,,Surface,279,1000073963,74788,
0.325354,,Surface,279,1000072477,74789,
0.183345,,Surface,279,1000074729,74790,
0.241317,,Surface,279,1000069422,74791,
0.384787,,Surface,279,1000072788,74792,
0.420433,,Surface,279,1000052731,74793,
0.366354,,Surface,279,1000069917,74794,
0.153127,,Surface,279,1000066193,74795,
0.47869,,Surface,279,1000052730,74796,
0.35797,,Surface,279,1000074347,74797,
0.522088,,Surface,279,1000052733,74798,
0.224291,,Surface,279,1000074739,74799,
0.572065,,Surface,279,1000073620,74800,
0.258439,,Surface,280,1000074801,74801,
0.433747,,Surface,280,1000052668,74802,
0.174399,,Surface,280,1000074650,74803,
0.281378,,Surface,280,1000055510,74804,
0.367576,,Surface,280,1000068865,74805,
0.321395,,Surface,280,1000074051,74806,
0.620671,,Surface,280,1000052659,74807,
0.268363,,Surface,280,1000073982,74808,
0.591137,,Surface,280,1000074589,74809,
0.32901,,Surface,280,1000074810,74810,
0.323468,,Surface,280,1000052658,74811,
0.358689,,Surface,280,1000073338,74812,
0.323526,,Surface,280,1000066218,74813,
0.620078,,Surface,280,1000073096,74814,
0.398261,,Surface,280,1000072493,74815,
0.583252,,Surface,280,1000064603,74816,
0.530021,,Surface,280,1000072330,74817,
0.508015,,Surface,280,1000073879,74818,
0.517371,,Surface,280,1000074599,74819,
0.256411,,Surface,280,1000064155,74820,
0.42784,,Surface,280,1000071615,74821,
0.713547,,Surface,280,1000062157,74822,
0.325263,,Surface,280,1000068360,74823,
0.473088,,Surface,280,1000052677,74824,
