
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,TrackID,ID,
0.917114,,Surface,1,1000052648,52648,
0.890098,,Surface,1,1000052649,52649,
0.94733,,Surface,1,1000052650,52650,
0.879717,,Surface,1,1000052651,52651,
0.907732,,Surface,1,1000052652,52652,
0.923086,,Surface,1,1000052653,52653,
0.958142,,Surface,1,1000052654,52654,
0.918483,,Surface,1,1000052655,52655,
0.943265,,Surface,1,1000052656,52656,
0.938392,,Surface,1,1000052657,52657,
0.945242,,Surface,1,1000052658,52658,
0.946617,,Surface,1,1000052659,52659,
0.771769,,Surface,1,1000052660,52660,
0.926614,,Surface,1,1000052661,52661,
0.945096,,Surface,1,1000052662,52662,
0.912105,,Surface,1,1000052663,52663,
0.837954,,Surface,1,1000052664,52664,
0.840255,,Surface,1,1000052665,52665,
0.948681,,Surface,1,1000052666,52666,
0.942976,,Surface,1,1000052667,52667,
0.787661,,Surface,1,1000052668,52668,
0.909209,,Surface,1,1000052669,52669,
0.898986,,Surface,1,1000052670,52670,
0.874183,,Surface,1,1000052671,52671,
0.939602,,Surface,1,1000052672,52672,
0.919893,,Surface,1,1000052673,52673,
0.918298,,Surface,1,1000052674,52674,
0.909797,,Surface,1,1000052675,52675,
0.859039,,Surface,1,1000052676,52676,
0.921525,,Surface,1,1000052677,52677,
0.899625,,Surface,1,1000052678,52678,
0.896549,,Surface,1,1000052679,52679,
0.874235,,Surface,1,1000052680,52680,
0.742994,,Surface,1,1000052681,52681,
0.843775,,Surface,1,1000052682,52682,
0.927961,,Surface,1,1000052683,52683,
0.951147,,Surface,1,1000052684,52684,
0.942894,,Surface,1,1000052685,52685,
0.936,,Surface,1,1000052686,52686,
0.94373,,Surface,1,1000052687,52687,
0.893219,,Surface,1,1000052688,52688,
0.956024,,Surface,1,1000052689,52689,
0.915924,,Surface,1,1000052690,52690,
0.863021,,Surface,1,1000052691,52691,
0.882636,,Surface,1,1000052692,52692,
0.93233,,Surface,1,1000052693,52693,
0.828891,,Surface,1,1000052694,52694,
0.903618,,Surface,1,1000052695,52695,
0.699325,,Surface,1,1000052696,52696,
0.902342,,Surface,1,1000052697,52697,
0.914625,,Surface,1,1000052698,52698,
0.945848,,Surface,1,1000052699,52699,
0.898459,,Surface,1,1000052700,52700,
0.912405,,Surface,1,1000052701,52701,
0.888661,,Surface,1,1000052702,52702,
0.904566,,Surface,1,1000052703,52703,
0.740034,,Surface,1,1000052704,52704,
0.887747,,Surface,1,1000052705,52705,
0.889403,,Surface,1,1000052706,52706,
0.909187,,Surface,1,1000052707,52707,
0.943441,,Surface,1,1000052708,52708,
0.949539,,Surface,1,1000052709,52709,
0.942086,,Surface,1,1000052710,52710,
0.944066,,Surface,1,1000052711,52711,
0.858795,,Surface,1,1000052712,52712,
0.936409,,Surface,1,1000052713,52713,
0.907975,,Surface,1,1000052714,52714,
0.776271,,Surface,1,1000052715,52715,
0.913112,,Surface,1,1000052716,52716,
0.9342,,Surface,1,1000052717,52717,
0.900559,,Surface,1,1000052718,52718,
0.931244,,Surface,1,1000052719,52719,
0.909638,,Surface,1,1000052720,52720,
0.911494,,Surface,1,1000052721,52721,
0.942642,,Surface,1,1000052722,52722,
0.879911,,Surface,1,1000052723,52723,
0.90792,,Surface,1,1000052724,52724,
0.931587,,Surface,1,1000052725,52725,
0.884057,,Surface,1,1000052726,52726,
0.927692,,Surface,1,1000052727,52727,
0.931294,,Surface,1,1000052728,52728,
0.895639,,Surface,1,1000052729,52729,
0.846516,,Surface,1,1000052730,52730,
0.954891,,Surface,1,1000052731,52731,
0.95849,,Surface,1,1000052732,52732,
0.84919,,Surface,1,1000052733,52733,
0.722397,,Surface,1,1000052734,52734,
0.725025,,Surface,1,1000052735,52735,
0.926152,,Surface,1,1000052736,52736,
0.910411,,Surface,2,1000052671,52737,
0.873522,,Surface,2,1000052650,52738,
0.918878,,Surface,2,1000052649,52739,
0.881318,,Surface,2,1000052651,52740,
0.873957,,Surface,2,1000052655,52741,
0.891676,,Surface,2,1000052652,52742,
0.940763,,Surface,2,1000052653,52743,
0.888879,,Surface,2,1000052654,52744,
0.935589,,Surface,2,1000052656,52745,
0.94306,,Surface,2,1000052657,52746,
0.934417,,Surface,2,1000052658,52747,
0.93091,,Surface,2,1000052659,52748,
0.763858,,Surface,2,1000052660,52749,
0.946973,,Surface,2,1000052661,52750,
0.950079,,Surface,2,1000052663,52751,
0.936938,,Surface,2,1000052662,52752,
0.92001,,Surface,2,1000052665,52753,
0.93767,,Surface,2,1000052664,52754,
0.946279,,Surface,2,1000052666,52755,
0.944381,,Surface,2,1000052667,52756,
0.900385,,Surface,2,1000052670,52757,
0.95137,,Surface,2,1000052669,52758,
0.953575,,Surface,2,1000052673,52759,
0.721732,,Surface,2,1000052668,52760,
0.944397,,Surface,2,1000052672,52761,
0.948721,,Surface,2,1000052675,52762,
0.892023,,Surface,2,1000052674,52763,
0.922166,,Surface,2,1000052676,52764,
0.832144,,Surface,2,1000052677,52765,
0.943903,,Surface,2,1000052678,52766,
0.810177,,Surface,2,1000052681,52767,
0.905984,,Surface,2,1000052685,52768,
0.942359,,Surface,2,1000052683,52769,
0.919304,,Surface,2,1000052679,52770,
0.867698,,Surface,2,1000052680,52771,
0.950026,,Surface,2,1000052684,52772,
0.9484,,Surface,2,1000052682,52773,
0.932204,,Surface,2,1000052686,52774,
0.902007,,Surface,2,1000052689,52775,
0.950989,,Surface,2,1000052688,52776,
0.94346,,Surface,2,1000052687,52777,
0.878214,,Surface,2,1000052691,52778,
0.918504,,Surface,2,1000052690,52779,
0.886793,,Surface,2,1000052693,52780,
0.939535,,Surface,2,1000052692,52781,
0.88748,,Surface,2,1000052695,52782,
0.941907,,Surface,2,1000052694,52783,
0.645008,,Surface,2,1000052696,52784,
0.890479,,Surface,2,1000052785,52785,
0.877724,,Surface,2,1000052697,52786,
0.928716,,Surface,2,1000052698,52787,
0.942688,,Surface,2,1000052700,52788,
0.932597,,Surface,2,1000052702,52789,
0.942894,,Surface,2,1000052699,52790,
0.872665,,Surface,2,1000052791,52791,
0.889585,,Surface,2,1000052703,52792,
0.803131,,Surface,2,1000052704,52793,
0.871474,,Surface,2,1000052706,52794,
0.956815,,Surface,2,1000052701,52795,
0.95711,,Surface,2,1000052708,52796,
0.948015,,Surface,2,1000052705,52797,
0.938253,,Surface,2,1000052709,52798,
0.926571,,Surface,2,1000052707,52799,
0.946564,,Surface,2,1000052711,52800,
0.960324,,Surface,2,1000052713,52801,
0.859896,,Surface,2,1000052710,52802,
0.875184,,Surface,2,1000052715,52803,
0.86951,,Surface,2,1000052712,52804,
0.91637,,Surface,2,1000052717,52805,
0.938933,,Surface,2,1000052714,52806,
0.865899,,Surface,2,1000052716,52807,
0.930876,,Surface,2,1000052720,52808,
0.947014,,Surface,2,1000052718,52809,
0.938562,,Surface,2,1000052722,52810,
