
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,TrackID,ID,
5,,Surface,3,Image 1,1,1000067170,67170,
3,,Surface,3,Image 1,1,1000067171,67171,
8,,Surface,3,Image 1,1,1000067172,67172,
7,,Surface,3,Image 1,1,1000067173,67173,
7,,Surface,3,Image 1,1,1000067174,67174,
2,,Surface,3,Image 1,1,1000067175,67175,
0,,Surface,3,Image 1,1,1000067176,67176,
7,,Surface,3,Image 1,1,1000067177,67177,
10,,Surface,3,Image 1,1,1000067178,67178,
4,,Surface,3,Image 1,1,1000067179,67179,
0,,Surface,3,Image 1,1,1000067180,67180,
13,,Surface,3,Image 1,1,1000067181,67181,
10,,Surface,3,Image 1,1,1000067182,67182,
4,,Surface,3,Image 1,1,1000067183,67183,
3,,Surface,3,Image 1,1,1000067184,67184,
0,,Surface,3,Image 1,1,1000067185,67185,
5,,Surface,3,Image 1,1,1000067186,67186,
0,,Surface,3,Image 1,1,1000067187,67187,
4,,Surface,3,Image 1,1,1000067188,67188,
9,,Surface,3,Image 1,1,1000067189,67189,
8,,Surface,3,Image 1,1,1000067190,67190,
5,,Surface,3,Image 1,1,1000067191,67191,
0,,Surface,3,Image 1,1,1000067192,67192,
8,,Surface,3,Image 1,1,1000067193,67193,
0,,Surface,3,Image 1,1,1000067194,67194,
9,,Surface,3,Image 1,1,1000067195,67195,
4,,Surface,3,Image 1,1,1000067196,67196,
13,,Surface,3,Image 1,1,1000067197,67197,
4,,Surface,3,Image 1,1,1000067198,67198,
2,,Surface,3,Image 1,1,1000067199,67199,
0,,Surface,3,Image 1,1,1000067200,67200,
8,,Surface,3,Image 1,1,1000067201,67201,
2,,Surface,3,Image 1,1,1000067202,67202,
0,,Surface,3,Image 1,1,1000067203,67203,
4,,Surface,3,Image 1,1,1000067204,67204,
3,,Surface,3,Image 1,1,1000067205,67205,
5,,Surface,3,Image 1,1,1000067206,67206,
8,,Surface,3,Image 1,1,1000067207,67207,
7,,Surface,3,Image 1,1,1000067208,67208,
0,,Surface,3,Image 1,1,1000067209,67209,
7,,Surface,3,Image 1,1,1000067210,67210,
7,,Surface,3,Image 1,1,1000067211,67211,
6,,Surface,3,Image 1,1,1000067212,67212,
3,,Surface,3,Image 1,1,1000067213,67213,
5,,Surface,3,Image 1,1,1000067214,67214,
4,,Surface,3,Image 1,1,1000067215,67215,
0,,Surface,3,Image 1,1,1000067216,67216,
11,,Surface,3,Image 1,1,1000067217,67217,
1,,Surface,3,Image 1,1,1000067218,67218,
4,,Surface,3,Image 1,1,1000067219,67219,
0,,Surface,3,Image 1,1,1000067220,67220,
8,,Surface,3,Image 1,1,1000067221,67221,
0,,Surface,3,Image 1,1,1000067222,67222,
3,,Surface,3,Image 1,1,1000067223,67223,
7,,Surface,3,Image 1,1,1000067224,67224,
3,,Surface,3,Image 1,1,1000067225,67225,
5,,Surface,3,Image 1,1,1000067226,67226,
2,,Surface,3,Image 1,1,1000067227,67227,
4,,Surface,3,Image 1,1,1000067228,67228,
0,,Surface,3,Image 1,1,1000067229,67229,
2,,Surface,3,Image 1,1,1000067230,67230,
1,,Surface,3,Image 1,1,1000067231,67231,
0,,Surface,3,Image 1,1,1000067232,67232,
4,,Surface,3,Image 1,1,1000067233,67233,
8,,Surface,3,Image 1,1,1000067234,67234,
6,,Surface,3,Image 1,1,1000067235,67235,
0,,Surface,3,Image 1,1,1000067236,67236,
5,,Surface,3,Image 1,1,1000067237,67237,
8,,Surface,3,Image 1,1,1000067238,67238,
0,,Surface,3,Image 1,1,1000067239,67239,
7,,Surface,3,Image 1,1,1000067240,67240,
7,,Surface,3,Image 1,1,1000067241,67241,
5,,Surface,3,Image 1,1,1000067242,67242,
5,,Surface,3,Image 1,1,1000067243,67243,
5,,Surface,3,Image 1,1,1000067244,67244,
0,,Surface,3,Image 1,1,1000067245,67245,
0,,Surface,3,Image 1,1,1000067246,67246,
2,,Surface,3,Image 1,1,1000067247,67247,
9,,Surface,3,Image 1,1,1000067248,67248,
3,,Surface,3,Image 1,1,1000067249,67249,
11,,Surface,3,Image 1,1,1000067250,67250,
7,,Surface,3,Image 1,1,1000067251,67251,
7,,Surface,3,Image 1,1,1000067252,67252,
7,,Surface,3,Image 1,1,1000067253,67253,
0,,Surface,3,Image 1,1,1000067254,67254,
2,,Surface,3,Image 1,1,1000067255,67255,
3,,Surface,3,Image 1,1,1000067256,67256,
4,,Surface,3,Image 1,1,1000067257,67257,
2,,Surface,3,Image 1,1,1000067258,67258,
3,,Surface,3,Image 1,1,1000067259,67259,
5,,Surface,3,Image 1,1,1000067260,67260,
6,,Surface,3,Image 1,1,1000067261,67261,
7,,Surface,3,Image 1,1,1000067262,67262,
0,,Surface,3,Image 1,1,1000067263,67263,
0,,Surface,3,Image 1,1,1000067264,67264,
