
Speed
 ==================== 
Speed,Unit,Category,Time,TrackID,ID,
0.0177384,um/s,Surface,1,1000161026,161026,
0.0196833,um/s,Surface,1,1000161027,161027,
0.0083765,um/s,Surface,1,1000161028,161028,
0.0060073,um/s,Surface,1,1000161029,161029,
0.00964434,um/s,Surface,1,1000161030,161030,
0.0164838,um/s,Surface,1,1000161031,161031,
0.0248794,um/s,Surface,1,1000161032,161032,
0.0856605,um/s,Surface,1,1000161033,161033,
0.0207761,um/s,Surface,1,1000161034,161034,
0.0345801,um/s,Surface,1,1000161035,161035,
0.0274418,um/s,Surface,1,1000161036,161036,
0.0158691,um/s,Surface,1,1000161037,161037,
0.0151079,um/s,Surface,1,1000161038,161038,
0.0466214,um/s,Surface,1,1000161039,161039,
0.0297875,um/s,Surface,1,1000161040,161040,
0.0559589,um/s,Surface,1,1000161041,161041,
0.0166014,um/s,Surface,1,1000161042,161042,
0.00670953,um/s,Surface,1,1000161043,161043,
0.0075955,um/s,Surface,1,1000161044,161044,
0.00938828,um/s,Surface,1,1000161045,161045,
0.017595,um/s,Surface,1,1000161046,161046,
0.0525681,um/s,Surface,1,1000161047,161047,
0.0265575,um/s,Surface,1,1000161048,161048,
0.0571258,um/s,Surface,1,1000161049,161049,
0.0442666,um/s,Surface,1,1000161050,161050,
0.0176356,um/s,Surface,1,1000161051,161051,
0.0481219,um/s,Surface,1,1000161052,161052,
0.0271205,um/s,Surface,1,1000161053,161053,
0.0317662,um/s,Surface,1,1000161054,161054,
0.0202126,um/s,Surface,1,1000161055,161055,
0.0438954,um/s,Surface,1,1000161056,161056,
0.0113296,um/s,Surface,1,1000161057,161057,
0.00867932,um/s,Surface,1,1000161058,161058,
0.0208512,um/s,Surface,1,1000161059,161059,
0.0191563,um/s,Surface,1,1000161060,161060,
0.024489,um/s,Surface,1,1000161061,161061,
0.10564,um/s,Surface,1,1000161062,161062,
0.0228593,um/s,Surface,1,1000161063,161063,
0.0716267,um/s,Surface,1,1000161064,161064,
0.00709764,um/s,Surface,1,1000161065,161065,
0.0279832,um/s,Surface,1,1000161066,161066,
0.0157688,um/s,Surface,1,1000161067,161067,
0.0249917,um/s,Surface,1,1000161068,161068,
0.0451453,um/s,Surface,1,1000161069,161069,
0.0224381,um/s,Surface,1,1000161070,161070,
0.00953646,um/s,Surface,1,1000161071,161071,
0.0346529,um/s,Surface,1,1000161072,161072,
0.0855513,um/s,Surface,1,1000161073,161073,
0.0270463,um/s,Surface,1,1000161074,161074,
0.0425914,um/s,Surface,1,1000161075,161075,
0.0544694,um/s,Surface,1,1000161076,161076,
0.0574354,um/s,Surface,1,1000161077,161077,
0.0303458,um/s,Surface,1,1000161078,161078,
0.00382852,um/s,Surface,1,1000161079,161079,
0.024667,um/s,Surface,1,1000161080,161080,
0.0219515,um/s,Surface,1,1000161081,161081,
0.109536,um/s,Surface,1,1000161082,161082,
0.0164332,um/s,Surface,1,1000161083,161083,
0.00747087,um/s,Surface,1,1000161084,161084,
0.00676439,um/s,Surface,1,1000161085,161085,
0.0222571,um/s,Surface,1,1000161086,161086,
0.0309731,um/s,Surface,1,1000161087,161087,
0.0278949,um/s,Surface,1,1000161088,161088,
0.0193405,um/s,Surface,1,1000161089,161089,
0.0211734,um/s,Surface,1,1000161090,161090,
0.0110592,um/s,Surface,1,1000161091,161091,
0.0319411,um/s,Surface,1,1000161092,161092,
0.0325689,um/s,Surface,1,1000161093,161093,
0.0294958,um/s,Surface,1,1000161094,161094,
0.0183511,um/s,Surface,1,1000161095,161095,
0.0224538,um/s,Surface,1,1000161096,161096,
0.0139259,um/s,Surface,1,1000161097,161097,
0.00941953,um/s,Surface,1,1000161098,161098,
0.0072412,um/s,Surface,1,1000161099,161099,
0.0238963,um/s,Surface,1,1000161100,161100,
0.015235,um/s,Surface,1,1000161101,161101,
0.0328157,um/s,Surface,1,1000161102,161102,
0.0170344,um/s,Surface,1,1000161103,161103,
0.0342867,um/s,Surface,1,1000161104,161104,
0.0046112,um/s,Surface,1,1000161105,161105,
0.00380858,um/s,Surface,1,1000161106,161106,
0.0385548,um/s,Surface,1,1000161107,161107,
0.00868226,um/s,Surface,1,1000161108,161108,
0.00592222,um/s,Surface,1,1000161109,161109,
