
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.329094,,Surface,1,1000081032,81032,
0.220224,,Surface,1,1000081033,81033,
0.215728,,Surface,1,1000081034,81034,
0.484121,,Surface,1,1000081035,81035,
0.293167,,Surface,1,1000081036,81036,
0.373083,,Surface,1,1000081037,81037,
0.313032,,Surface,1,1000081038,81038,
0.316404,,Surface,1,1000081039,81039,
0.271869,,Surface,1,1000081040,81040,
0.31887,,Surface,1,1000081041,81041,
0.450107,,Surface,1,1000081042,81042,
0.3993,,Surface,1,1000081043,81043,
0.326024,,Surface,1,1000081044,81044,
0.234633,,Surface,1,1000081045,81045,
0.393355,,Surface,1,1000081046,81046,
0.359217,,Surface,1,1000081047,81047,
0.417764,,Surface,1,1000081048,81048,
0.669272,,Surface,1,1000081049,81049,
0.228919,,Surface,1,1000081050,81050,
0.333213,,Surface,1,1000081051,81051,
0.46987,,Surface,1,1000081052,81052,
0.313467,,Surface,1,1000081053,81053,
0.332922,,Surface,1,1000081054,81054,
0.502312,,Surface,1,1000081055,81055,
0.546107,,Surface,1,1000081056,81056,
0.198673,,Surface,1,1000081057,81057,
0.322911,,Surface,1,1000081058,81058,
0.255638,,Surface,1,1000081059,81059,
0.387174,,Surface,1,1000081060,81060,
0.29455,,Surface,1,1000081061,81061,
0.23021,,Surface,1,1000081062,81062,
0.240805,,Surface,1,1000081063,81063,
0.335876,,Surface,1,1000081064,81064,
0.301799,,Surface,1,1000081065,81065,
0.384812,,Surface,1,1000081066,81066,
0.389325,,Surface,1,1000081067,81067,
0.322845,,Surface,1,1000081068,81068,
0.264934,,Surface,1,1000081069,81069,
0.285748,,Surface,1,1000081070,81070,
0.411913,,Surface,1,1000081071,81071,
0.377821,,Surface,1,1000081072,81072,
0.460519,,Surface,1,1000081073,81073,
0.368088,,Surface,1,1000081074,81074,
0.319115,,Surface,1,1000081075,81075,
0.502656,,Surface,1,1000081076,81076,
0.499659,,Surface,1,1000081077,81077,
0.305668,,Surface,1,1000081078,81078,
0.415179,,Surface,1,1000081079,81079,
0.234811,,Surface,1,1000081080,81080,
0.414794,,Surface,1,1000081081,81081,
0.320231,,Surface,1,1000081082,81082,
0.317877,,Surface,1,1000081083,81083,
0.398139,,Surface,1,1000081084,81084,
0.400299,,Surface,1,1000081085,81085,
0.400713,,Surface,1,1000081086,81086,
0.312419,,Surface,1,1000081087,81087,
0.295375,,Surface,1,1000081088,81088,
0.309416,,Surface,1,1000081089,81089,
0.280092,,Surface,1,1000081090,81090,
0.538087,,Surface,1,1000081091,81091,
0.508457,,Surface,1,1000081092,81092,
0.282047,,Surface,1,1000081093,81093,
0.268365,,Surface,1,1000081094,81094,
0.263476,,Surface,1,1000081095,81095,
0.348194,,Surface,1,1000081096,81096,
0.500346,,Surface,1,1000081097,81097,
0.332957,,Surface,1,1000081098,81098,
0.334229,,Surface,1,1000081099,81099,
0.47572,,Surface,1,1000081100,81100,
0.431567,,Surface,1,1000081101,81101,
0.327835,,Surface,1,1000081102,81102,
0.219389,,Surface,1,1000081103,81103,
0.244142,,Surface,1,1000081104,81104,
0.311278,,Surface,1,1000081105,81105,
0.436948,,Surface,1,1000081106,81106,
0.258926,,Surface,1,1000081107,81107,
0.470671,,Surface,1,1000081108,81108,
0.39192,,Surface,1,1000081109,81109,
0.411984,,Surface,1,1000081110,81110,
0.274906,,Surface,1,1000081111,81111,
0.363973,,Surface,1,1000081112,81112,
