
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,TrackID,ID,
0.570882,,Surface,1,1000081032,81032,
0.786603,,Surface,1,1000081033,81033,
0.431115,,Surface,1,1000081034,81034,
0.375842,,Surface,1,1000081035,81035,
0.332296,,Surface,1,1000081036,81036,
0.513799,,Surface,1,1000081037,81037,
0.474677,,Surface,1,1000081038,81038,
0.389775,,Surface,1,1000081039,81039,
0.498634,,Surface,1,1000081040,81040,
0.360118,,Surface,1,1000081041,81041,
0.346045,,Surface,1,1000081042,81042,
0.460884,,Surface,1,1000081043,81043,
0.573169,,Surface,1,1000081044,81044,
0.322031,,Surface,1,1000081045,81045,
0.473112,,Surface,1,1000081046,81046,
0.502436,,Surface,1,1000081047,81047,
0.437807,,Surface,1,1000081048,81048,
0.182981,,Surface,1,1000081049,81049,
0.356545,,Surface,1,1000081050,81050,
0.391472,,Surface,1,1000081051,81051,
0.380424,,Surface,1,1000081052,81052,
0.61181,,Surface,1,1000081053,81053,
0.503116,,Surface,1,1000081054,81054,
0.347464,,Surface,1,1000081055,81055,
0.28452,,Surface,1,1000081056,81056,
0.303397,,Surface,1,1000081057,81057,
0.594683,,Surface,1,1000081058,81058,
0.704819,,Surface,1,1000081059,81059,
0.449825,,Surface,1,1000081060,81060,
0.398021,,Surface,1,1000081061,81061,
0.400345,,Surface,1,1000081062,81062,
0.518079,,Surface,1,1000081063,81063,
0.531298,,Surface,1,1000081064,81064,
0.273787,,Surface,1,1000081065,81065,
0.450491,,Surface,1,1000081066,81066,
0.453401,,Surface,1,1000081067,81067,
0.543867,,Surface,1,1000081068,81068,
0.703853,,Surface,1,1000081069,81069,
0.659565,,Surface,1,1000081070,81070,
0.276704,,Surface,1,1000081071,81071,
0.486205,,Surface,1,1000081072,81072,
0.379416,,Surface,1,1000081073,81073,
0.467784,,Surface,1,1000081074,81074,
0.599971,,Surface,1,1000081075,81075,
0.295472,,Surface,1,1000081076,81076,
0.351612,,Surface,1,1000081077,81077,
0.592238,,Surface,1,1000081078,81078,
0.337648,,Surface,1,1000081079,81079,
0.357208,,Surface,1,1000081080,81080,
0.458317,,Surface,1,1000081081,81081,
0.487501,,Surface,1,1000081082,81082,
0.56101,,Surface,1,1000081083,81083,
0.19097,,Surface,1,1000081084,81084,
0.379765,,Surface,1,1000081085,81085,
0.458434,,Surface,1,1000081086,81086,
0.594745,,Surface,1,1000081087,81087,
0.411101,,Surface,1,1000081088,81088,
0.612341,,Surface,1,1000081089,81089,
0.230568,,Surface,1,1000081090,81090,
0.321391,,Surface,1,1000081091,81091,
0.28139,,Surface,1,1000081092,81092,
0.586956,,Surface,1,1000081093,81093,
0.473352,,Surface,1,1000081094,81094,
0.307207,,Surface,1,1000081095,81095,
0.525077,,Surface,1,1000081096,81096,
0.343254,,Surface,1,1000081097,81097,
0.29597,,Surface,1,1000081098,81098,
0.367479,,Surface,1,1000081099,81099,
0.176059,,Surface,1,1000081100,81100,
0.422782,,Surface,1,1000081101,81101,
0.583314,,Surface,1,1000081102,81102,
0.456313,,Surface,1,1000081103,81103,
0.732861,,Surface,1,1000081104,81104,
0.412801,,Surface,1,1000081105,81105,
0.24816,,Surface,1,1000081106,81106,
0.700677,,Surface,1,1000081107,81107,
0.348018,,Surface,1,1000081108,81108,
0.484786,,Surface,1,1000081109,81109,
0.450772,,Surface,1,1000081110,81110,
0.654141,,Surface,1,1000081111,81111,
0.376116,,Surface,1,1000081112,81112,
0.568397,,Surface,1,1000081113,81113,
0.563001,,Surface,1,1000081114,81114,
0.588932,,Surface,1,1000081115,81115,
0.720825,,Surface,1,1000081116,81116,
0.524638,,Surface,1,1000081117,81117,
0.727287,,Surface,1,1000081118,81118,
0.635735,,Surface,1,1000081119,81119,
0.229593,,Surface,1,1000081120,81120,
0.579735,,Surface,1,1000081121,81121,
0.464269,,Surface,1,1000081122,81122,
0.382477,,Surface,1,1000081123,81123,
0.4443,,Surface,1,1000081124,81124,
