
Area
 ==================== 
Area,Unit,Category,Time,TrackID,ID,
435.45,um^2,Surface,1,1000081032,81032,
391.56,um^2,Surface,1,1000081033,81033,
474.041,um^2,Surface,1,1000081034,81034,
190.008,um^2,Surface,1,1000081035,81035,
632.628,um^2,Surface,1,1000081036,81036,
772.684,um^2,Surface,1,1000081037,81037,
830.675,um^2,Surface,1,1000081038,81038,
558.83,um^2,Surface,1,1000081039,81039,
381.935,um^2,Surface,1,1000081040,81040,
620.466,um^2,Surface,1,1000081041,81041,
388.692,um^2,Surface,1,1000081042,81042,
510.056,um^2,Surface,1,1000081043,81043,
429.651,um^2,Surface,1,1000081044,81044,
710.068,um^2,Surface,1,1000081045,81045,
864.953,um^2,Surface,1,1000081046,81046,
780.877,um^2,Surface,1,1000081047,81047,
305.656,um^2,Surface,1,1000081048,81048,
394.368,um^2,Surface,1,1000081049,81049,
291.112,um^2,Surface,1,1000081050,81050,
416.126,um^2,Surface,1,1000081051,81051,
418.523,um^2,Surface,1,1000081052,81052,
655.134,um^2,Surface,1,1000081053,81053,
659.9,um^2,Surface,1,1000081054,81054,
552.845,um^2,Surface,1,1000081055,81055,
765.719,um^2,Surface,1,1000081056,81056,
417.625,um^2,Surface,1,1000081057,81057,
448.584,um^2,Surface,1,1000081058,81058,
793.419,um^2,Surface,1,1000081059,81059,
700.883,um^2,Surface,1,1000081060,81060,
570.869,um^2,Surface,1,1000081061,81061,
604.397,um^2,Surface,1,1000081062,81062,
165.855,um^2,Surface,1,1000081063,81063,
310.133,um^2,Surface,1,1000081064,81064,
342.142,um^2,Surface,1,1000081065,81065,
486.053,um^2,Surface,1,1000081066,81066,
426.883,um^2,Surface,1,1000081067,81067,
697.194,um^2,Surface,1,1000081068,81068,
719.256,um^2,Surface,1,1000081069,81069,
583.142,um^2,Surface,1,1000081070,81070,
668.56,um^2,Surface,1,1000081071,81071,
606.1,um^2,Surface,1,1000081072,81072,
427.51,um^2,Surface,1,1000081073,81073,
545.363,um^2,Surface,1,1000081074,81074,
909.333,um^2,Surface,1,1000081075,81075,
156.065,um^2,Surface,1,1000081076,81076,
563.251,um^2,Surface,1,1000081077,81077,
553.074,um^2,Surface,1,1000081078,81078,
561.114,um^2,Surface,1,1000081079,81079,
667.662,um^2,Surface,1,1000081080,81080,
582.332,um^2,Surface,1,1000081081,81081,
493.762,um^2,Surface,1,1000081082,81082,
363.409,um^2,Surface,1,1000081083,81083,
187.642,um^2,Surface,1,1000081084,81084,
463.408,um^2,Surface,1,1000081085,81085,
436.551,um^2,Surface,1,1000081086,81086,
410.726,um^2,Surface,1,1000081087,81087,
491.189,um^2,Surface,1,1000081088,81088,
765.62,um^2,Surface,1,1000081089,81089,
665.284,um^2,Surface,1,1000081090,81090,
507.058,um^2,Surface,1,1000081091,81091,
247.343,um^2,Surface,1,1000081092,81092,
421.32,um^2,Surface,1,1000081093,81093,
521.223,um^2,Surface,1,1000081094,81094,
628.165,um^2,Surface,1,1000081095,81095,
660.56,um^2,Surface,1,1000081096,81096,
398.527,um^2,Surface,1,1000081097,81097,
672.376,um^2,Surface,1,1000081098,81098,
468.902,um^2,Surface,1,1000081099,81099,
189.585,um^2,Surface,1,1000081100,81100,
457.607,um^2,Surface,1,1000081101,81101,
548.544,um^2,Surface,1,1000081102,81102,
527.12,um^2,Surface,1,1000081103,81103,
411.824,um^2,Surface,1,1000081104,81104,
546.445,um^2,Surface,1,1000081105,81105,
496.709,um^2,Surface,1,1000081106,81106,
559.476,um^2,Surface,1,1000081107,81107,
385.742,um^2,Surface,1,1000081108,81108,
445.506,um^2,Surface,1,1000081109,81109,
358.898,um^2,Surface,1,1000081110,81110,
1310.41,um^2,Surface,1,1000081111,81111,
591.066,um^2,Surface,1,1000081112,81112,
340.606,um^2,Surface,1,1000081113,81113,
354.43,um^2,Surface,1,1000081114,81114,
556.885,um^2,Surface,1,1000081115,81115,
343.138,um^2,Surface,1,1000081116,81116,
664.461,um^2,Surface,1,1000081117,81117,
672.787,um^2,Surface,1,1000081118,81118,
324.675,um^2,Surface,1,1000081119,81119,
880.36,um^2,Surface,1,1000081120,81120,
323.58,um^2,Surface,1,1000081121,81121,
495.538,um^2,Surface,1,1000081122,81122,
591.576,um^2,Surface,1,1000081123,81123,
471.056,um^2,Surface,1,1000081124,81124,
287.853,um^2,Surface,1,1000081125,81125,
408.071,um^2,Surface,1,1000081126,81126,
621.005,um^2,Surface,1,1000081127,81127,
656.446,um^2,Surface,1,1000081128,81128,
656.129,um^2,Surface,1,1000081129,81129,
