
Speed
 ==================== 
Speed,Unit,Category,Time,TrackID,ID,
0.00355631,um/s,Surface,1,1000162745,162745,
0.00312185,um/s,Surface,1,1000162746,162746,
0.0227232,um/s,Surface,1,1000162747,162747,
0.0177618,um/s,Surface,1,1000162748,162748,
0.0611265,um/s,Surface,1,1000162749,162749,
0.0121145,um/s,Surface,1,1000162750,162750,
0.0403456,um/s,Surface,1,1000162751,162751,
0.0420342,um/s,Surface,1,1000162752,162752,
0.00888737,um/s,Surface,1,1000162753,162753,
0.00424593,um/s,Surface,1,1000162754,162754,
0.0178435,um/s,Surface,1,1000162755,162755,
0.0318501,um/s,Surface,1,1000162756,162756,
0.0185119,um/s,Surface,1,1000162757,162757,
0.00917423,um/s,Surface,1,1000162758,162758,
0.0368235,um/s,Surface,1,1000162759,162759,
0.0186243,um/s,Surface,1,1000162760,162760,
0.00224751,um/s,Surface,1,1000162761,162761,
0.0144014,um/s,Surface,1,1000162762,162762,
0.0124647,um/s,Surface,1,1000162763,162763,
0,um/s,Surface,1,1000162764,162764,
0.0109062,um/s,Surface,1,1000162765,162765,
0.0088595,um/s,Surface,1,1000162766,162766,
0.00662352,um/s,Surface,1,1000162767,162767,
0.0195294,um/s,Surface,1,1000162768,162768,
0.00649243,um/s,Surface,1,1000162769,162769,
0.00647546,um/s,Surface,1,1000162770,162770,
0.00703991,um/s,Surface,1,1000162771,162771,
0.026528,um/s,Surface,1,1000162772,162772,
0.00528558,um/s,Surface,1,1000162773,162773,
0.0246693,um/s,Surface,1,1000162774,162774,
0.0114549,um/s,Surface,1,1000162775,162775,
0.0148752,um/s,Surface,1,1000162776,162776,
0.0182164,um/s,Surface,1,1000162777,162777,
0.0146542,um/s,Surface,1,1000162778,162778,
0.117527,um/s,Surface,1,1000162779,162779,
0.00399201,um/s,Surface,1,1000162780,162780,
0.00481026,um/s,Surface,1,1000162781,162781,
0.0392459,um/s,Surface,1,1000162782,162782,
0.00805522,um/s,Surface,1,1000162783,162783,
0.0104613,um/s,Surface,1,1000162784,162784,
0.0335165,um/s,Surface,1,1000162785,162785,
0.0296638,um/s,Surface,1,1000162786,162786,
0.0265828,um/s,Surface,1,1000162787,162787,
0.0143098,um/s,Surface,1,1000162788,162788,
0.00863645,um/s,Surface,1,1000162789,162789,
0.00611844,um/s,Surface,1,1000162790,162790,
0.0123226,um/s,Surface,1,1000162791,162791,
0.0109243,um/s,Surface,1,1000162792,162792,
0.00336035,um/s,Surface,1,1000162793,162793,
0.0121246,um/s,Surface,1,1000162794,162794,
0.0162275,um/s,Surface,1,1000162795,162795,
0.0136908,um/s,Surface,1,1000162796,162796,
0.0350514,um/s,Surface,1,1000162797,162797,
0.00326302,um/s,Surface,1,1000162798,162798,
0.00431533,um/s,Surface,1,1000162799,162799,
0.00545285,um/s,Surface,1,1000162800,162800,
0.00581963,um/s,Surface,1,1000162801,162801,
0.0068739,um/s,Surface,1,1000162802,162802,
0.0166407,um/s,Surface,1,1000162803,162803,
0.00331219,um/s,Surface,1,1000162804,162804,
0.0032069,um/s,Surface,1,1000162805,162805,
0.00779813,um/s,Surface,1,1000162806,162806,
0.00924279,um/s,Surface,1,1000162807,162807,
0.0166477,um/s,Surface,1,1000162808,162808,
0.0102456,um/s,Surface,1,1000162809,162809,
0.0124141,um/s,Surface,1,1000162810,162810,
0.0753263,um/s,Surface,1,1000162811,162811,
0.0179159,um/s,Surface,1,1000162812,162812,
0.015413,um/s,Surface,1,1000162813,162813,
0.0364695,um/s,Surface,1,1000162814,162814,
0.0157836,um/s,Surface,1,1000162815,162815,
0.0187124,um/s,Surface,1,1000162816,162816,
0.0462598,um/s,Surface,1,1000162817,162817,
0.0620833,um/s,Surface,1,1000162818,162818,
0.0144785,um/s,Surface,1,1000162819,162819,
0.0106114,um/s,Surface,1,1000162820,162820,
0.0494535,um/s,Surface,1,1000162821,162821,
0.0692117,um/s,Surface,1,1000162822,162822,
0.00187415,um/s,Surface,1,1000162823,162823,
0.00877491,um/s,Surface,1,1000162824,162824,
0.0149672,um/s,Surface,1,1000162825,162825,
0.0230439,um/s,Surface,1,1000162826,162826,
0.010148,um/s,Surface,1,1000162827,162827,
0.0170669,um/s,Surface,1,1000162828,162828,
0.0558503,um/s,Surface,1,1000162829,162829,
0.0546921,um/s,Surface,1,1000162830,162830,
0.00406657,um/s,Surface,1,1000162831,162831,
0.00477839,um/s,Surface,1,1000162832,162832,
0.020557,um/s,Surface,1,1000162833,162833,
0.00954999,um/s,Surface,1,1000162834,162834,
0.020034,um/s,Surface,1,1000162835,162835,
0.00140929,um/s,Surface,1,1000162836,162836,
0.00619425,um/s,Surface,1,1000162837,162837,
0.00296319,um/s,Surface,1,1000162838,162838,
0.0134627,um/s,Surface,1,1000162839,162839,
0.0208995,um/s,Surface,1,1000162840,162840,
0.0118793,um/s,Surface,1,1000162841,162841,
0.030773,um/s,Surface,1,1000162842,162842,
0.00461986,um/s,Surface,1,1000162843,162843,
0.0203118,um/s,Surface,1,1000162844,162844,
0.0153171,um/s,Surface,1,1000162845,162845,
0.0272599,um/s,Surface,1,1000162846,162846,
0.0308754,um/s,Surface,1,1000162847,162847,
0.0110622,um/s,Surface,1,1000162848,162848,
0.00411276,um/s,Surface,1,1000162849,162849,
0.00909696,um/s,Surface,1,1000162850,162850,
0.00307025,um/s,Surface,1,1000162851,162851,
0.0308367,um/s,Surface,1,1000162852,162852,
0.015578,um/s,Surface,1,1000162853,162853,
0.0156692,um/s,Surface,1,1000162854,162854,
0.0220605,um/s,Surface,1,1000162855,162855,
0.0228744,um/s,Surface,1,1000162856,162856,
0.00373747,um/s,Surface,1,1000162857,162857,
0.0123751,um/s,Surface,1,1000162858,162858,
0.018998,um/s,Surface,1,1000162859,162859,
0.00126745,um/s,Surface,1,1000162860,162860,
0.0209566,um/s,Surface,1,1000162861,162861,
0.00595176,um/s,Surface,1,1000162862,162862,
0.0141495,um/s,Surface,1,1000162863,162863,
0.0166276,um/s,Surface,1,1000162864,162864,
0.0192136,um/s,Surface,1,1000162865,162865,
0.00983282,um/s,Surface,1,1000162866,162866,
0.00567774,um/s,Surface,1,1000162867,162867,
0.0154505,um/s,Surface,1,1000162868,162868,
0.175966,um/s,Surface,1,1000162869,162869,
0.014093,um/s,Surface,1,1000162870,162870,
0.015942,um/s,Surface,1,1000162871,162871,
0.053203,um/s,Surface,1,1000162872,162872,
0.0110579,um/s,Surface,1,1000162873,162873,
0.00125475,um/s,Surface,1,1000162874,162874,
0.0476172,um/s,Surface,1,1000162875,162875,
0.00912608,um/s,Surface,1,1000162876,162876,
0.00886588,um/s,Surface,1,1000162877,162877,
0.00309131,um/s,Surface,1,1000162878,162878,
0.0130948,um/s,Surface,1,1000162879,162879,
0.0231515,um/s,Surface,1,1000162880,162880,
0.149838,um/s,Surface,1,1000162881,162881,
0.0198736,um/s,Surface,1,1000162882,162882,
0.0193915,um/s,Surface,1,1000162883,162883,
0.0198075,um/s,Surface,1,1000162884,162884,
0.0451566,um/s,Surface,1,1000162885,162885,
0.0247361,um/s,Surface,1,1000162886,162886,
0.0337004,um/s,Surface,1,1000162887,162887,
0.00479487,um/s,Surface,1,1000162888,162888,
0.00317335,um/s,Surface,1,1000162889,162889,
0.0191068,um/s,Surface,1,1000162890,162890,
0.00602828,um/s,Surface,1,1000162891,162891,
0.0106388,um/s,Surface,1,1000162892,162892,
0.0136012,um/s,Surface,1,1000162893,162893,
0.00418804,um/s,Surface,1,1000162894,162894,
0.0204887,um/s,Surface,1,1000162895,162895,
0.0236157,um/s,Surface,1,1000162896,162896,
0.0217369,um/s,Surface,1,1000162897,162897,
0.00166596,um/s,Surface,1,1000162898,162898,
0.00586764,um/s,Surface,1,1000162899,162899,
0.0126719,um/s,Surface,1,1000162900,162900,
0.0567497,um/s,Surface,1,1000162901,162901,
0.000628635,um/s,Surface,1,1000162902,162902,
0.0608301,um/s,Surface,1,1000162903,162903,
0.00839174,um/s,Surface,1,1000162904,162904,
0.0106797,um/s,Surface,1,1000162905,162905,
0.0139176,um/s,Surface,1,1000162906,162906,
0.0103075,um/s,Surface,1,1000162907,162907,
0.00151812,um/s,Surface,1,1000162908,162908,
