
Displacement^2
 ==================== 
Displacement^2,Unit,Category,Time,TrackID,ID,
0,um^2,Surface,1,1000207433,207433,
0,um^2,Surface,1,1000207434,207434,
0,um^2,Surface,1,1000207435,207435,
0,um^2,Surface,1,1000207436,207436,
0,um^2,Surface,1,1000207437,207437,
0,um^2,Surface,1,1000207438,207438,
0,um^2,Surface,1,1000207439,207439,
0,um^2,Surface,1,1000207440,207440,
0,um^2,Surface,1,1000207441,207441,
0,um^2,Surface,1,1000207442,207442,
0,um^2,Surface,1,1000207443,207443,
0,um^2,Surface,1,1000207444,207444,
0,um^2,Surface,1,1000207445,207445,
0,um^2,Surface,1,1000207446,207446,
0,um^2,Surface,1,1000207447,207447,
0,um^2,Surface,1,1000207448,207448,
0,um^2,Surface,1,1000207449,207449,
0,um^2,Surface,1,1000207450,207450,
0,um^2,Surface,1,1000207451,207451,
0,um^2,Surface,1,1000207452,207452,
0,um^2,Surface,1,1000207453,207453,
0,um^2,Surface,1,1000207454,207454,
0,um^2,Surface,1,1000207455,207455,
0,um^2,Surface,1,1000207456,207456,
0,um^2,Surface,1,1000207457,207457,
0,um^2,Surface,1,1000207458,207458,
0,um^2,Surface,1,1000207459,207459,
0,um^2,Surface,1,1000207460,207460,
0,um^2,Surface,1,1000207461,207461,
0,um^2,Surface,1,1000207462,207462,
0,um^2,Surface,1,1000207463,207463,
0,um^2,Surface,1,1000207464,207464,
0,um^2,Surface,1,1000207465,207465,
0,um^2,Surface,1,1000207466,207466,
0,um^2,Surface,1,1000207467,207467,
0,um^2,Surface,1,1000207468,207468,
0,um^2,Surface,1,1000207469,207469,
0,um^2,Surface,1,1000207470,207470,
0,um^2,Surface,1,1000207471,207471,
0,um^2,Surface,1,1000207472,207472,
0,um^2,Surface,1,1000207473,207473,
0,um^2,Surface,1,1000207474,207474,
0,um^2,Surface,1,1000207475,207475,
0,um^2,Surface,1,1000207476,207476,
0,um^2,Surface,1,1000207477,207477,
0,um^2,Surface,1,1000207478,207478,
0,um^2,Surface,1,1000207479,207479,
0,um^2,Surface,1,1000207480,207480,
0,um^2,Surface,1,1000207481,207481,
0,um^2,Surface,1,1000207482,207482,
0,um^2,Surface,1,1000207483,207483,
0,um^2,Surface,1,1000207484,207484,
0,um^2,Surface,1,1000207485,207485,
0,um^2,Surface,1,1000207486,207486,
0,um^2,Surface,1,1000207487,207487,
0,um^2,Surface,1,1000207488,207488,
0,um^2,Surface,1,1000207489,207489,
0,um^2,Surface,1,1000207490,207490,
0,um^2,Surface,1,1000207491,207491,
0,um^2,Surface,1,1000207492,207492,
0,um^2,Surface,1,1000207493,207493,
0,um^2,Surface,1,1000207494,207494,
0,um^2,Surface,1,1000207495,207495,
0,um^2,Surface,1,1000207496,207496,
0,um^2,Surface,1,1000207497,207497,
0,um^2,Surface,1,1000207498,207498,
0,um^2,Surface,1,1000207499,207499,
0,um^2,Surface,1,1000207500,207500,
0,um^2,Surface,1,1000207501,207501,
0,um^2,Surface,1,1000207502,207502,
0,um^2,Surface,1,1000207503,207503,
0,um^2,Surface,1,1000207504,207504,
0,um^2,Surface,1,1000207505,207505,
0,um^2,Surface,1,1000207506,207506,
0,um^2,Surface,1,1000207507,207507,
0,um^2,Surface,1,1000207508,207508,
0,um^2,Surface,1,1000207509,207509,
0,um^2,Surface,1,1000207510,207510,
0,um^2,Surface,1,1000207511,207511,
0,um^2,Surface,1,1000207512,207512,
0,um^2,Surface,1,1000207513,207513,
0,um^2,Surface,1,1000207514,207514,
0,um^2,Surface,1,1000207515,207515,
0,um^2,Surface,1,1000207516,207516,
0,um^2,Surface,1,1000207517,207517,
0,um^2,Surface,1,1000207518,207518,
0,um^2,Surface,1,1000207519,207519,
0,um^2,Surface,1,1000207520,207520,
0,um^2,Surface,1,1000207521,207521,
0,um^2,Surface,1,1000207522,207522,
0,um^2,Surface,1,1000207523,207523,
0,um^2,Surface,1,1000207524,207524,
0,um^2,Surface,1,1000207525,207525,
0,um^2,Surface,1,1000207526,207526,
0,um^2,Surface,1,1000207527,207527,
0,um^2,Surface,1,1000207528,207528,
0,um^2,Surface,1,1000207529,207529,
0,um^2,Surface,1,1000207530,207530,
0,um^2,Surface,1,1000207531,207531,
0,um^2,Surface,1,1000207532,207532,
0,um^2,Surface,1,1000207533,207533,
0,um^2,Surface,1,1000207534,207534,
0,um^2,Surface,1,1000207535,207535,
0,um^2,Surface,1,1000207536,207536,
0,um^2,Surface,1,1000207537,207537,
0,um^2,Surface,1,1000207538,207538,
0,um^2,Surface,1,1000207539,207539,
0,um^2,Surface,1,1000207540,207540,
0,um^2,Surface,1,1000207541,207541,
0,um^2,Surface,1,1000207542,207542,
0,um^2,Surface,1,1000207543,207543,
0,um^2,Surface,1,1000207544,207544,
0,um^2,Surface,1,1000207545,207545,
0,um^2,Surface,1,1000207546,207546,
0,um^2,Surface,1,1000207547,207547,
0,um^2,Surface,1,1000207548,207548,
0,um^2,Surface,1,1000207549,207549,
0,um^2,Surface,1,1000207550,207550,
0,um^2,Surface,1,1000207551,207551,
0,um^2,Surface,1,1000207552,207552,
0,um^2,Surface,1,1000207553,207553,
0,um^2,Surface,1,1000207554,207554,
0,um^2,Surface,1,1000207555,207555,
0,um^2,Surface,1,1000207556,207556,
0,um^2,Surface,1,1000207557,207557,
0,um^2,Surface,1,1000207558,207558,
0,um^2,Surface,1,1000207559,207559,
0,um^2,Surface,1,1000207560,207560,
0,um^2,Surface,1,1000207561,207561,
0,um^2,Surface,1,1000207562,207562,
0,um^2,Surface,1,1000207563,207563,
0,um^2,Surface,1,1000207564,207564,
0,um^2,Surface,1,1000207565,207565,
0,um^2,Surface,1,1000207566,207566,
0.207463,um^2,Surface,2,1000207434,207567,
2.84292,um^2,Surface,2,1000207437,207568,
6.02675,um^2,Surface,2,1000207436,207569,
6.07473,um^2,Surface,2,1000207438,207570,
0.025424,um^2,Surface,2,1000207439,207571,
0.431848,um^2,Surface,2,1000207441,207572,
1.01444,um^2,Surface,2,1000207440,207573,
8.44835,um^2,Surface,2,1000207442,207574,
0.111265,um^2,Surface,2,1000207444,207575,
0.0363052,um^2,Surface,2,1000207443,207576,
2.34867,um^2,Surface,2,1000207445,207577,
5.22661,um^2,Surface,2,1000207446,207578,
3.04431,um^2,Surface,2,1000207447,207579,
0.0396131,um^2,Surface,2,1000207448,207580,
0.697552,um^2,Surface,2,1000207449,207581,
3.39449,um^2,Surface,2,1000207450,207582,
127.024,um^2,Surface,2,1000207451,207583,
0.859838,um^2,Surface,2,1000207452,207584,
0.323134,um^2,Surface,2,1000207453,207585,
0.00328347,um^2,Surface,2,1000207454,207586,
0.193105,um^2,Surface,2,1000207455,207587,
12.767,um^2,Surface,2,1000207456,207588,
7.60463,um^2,Surface,2,1000207433,207589,
3.76193,um^2,Surface,2,1000207457,207590,
1.22602,um^2,Surface,2,1000207435,207591,
0.267999,um^2,Surface,2,1000207459,207592,
64.5904,um^2,Surface,2,1000207458,207593,
3.57073,um^2,Surface,2,1000207465,207594,
0.263192,um^2,Surface,2,1000207466,207595,
0.0104698,um^2,Surface,2,1000207460,207596,
5.43317,um^2,Surface,2,1000207461,207597,
92.1201,um^2,Surface,2,1000207469,207598,
1.12299,um^2,Surface,2,1000207464,207599,
2.77809,um^2,Surface,2,1000207462,207600,
