
Displacement^2
 ==================== 
Displacement^2,Unit,Category,Time,TrackID,ID,
0,um^2,Surface,1,1000151287,151287,
0,um^2,Surface,1,1000151288,151288,
0,um^2,Surface,1,1000151289,151289,
0,um^2,Surface,1,1000151290,151290,
0,um^2,Surface,1,1000151291,151291,
0,um^2,Surface,1,1000151292,151292,
0,um^2,Surface,1,1000151293,151293,
0,um^2,Surface,1,1000151294,151294,
0,um^2,Surface,1,1000151295,151295,
0,um^2,Surface,1,1000151296,151296,
0,um^2,Surface,1,1000151297,151297,
0,um^2,Surface,1,1000151298,151298,
0,um^2,Surface,1,1000151299,151299,
0,um^2,Surface,1,1000151300,151300,
0,um^2,Surface,1,1000151301,151301,
0,um^2,Surface,1,1000151302,151302,
0,um^2,Surface,1,1000151303,151303,
0,um^2,Surface,1,1000151304,151304,
0,um^2,Surface,1,1000151305,151305,
0,um^2,Surface,1,1000151306,151306,
0,um^2,Surface,1,1000151307,151307,
0,um^2,Surface,1,1000151308,151308,
0,um^2,Surface,1,1000151309,151309,
0,um^2,Surface,1,1000151310,151310,
0,um^2,Surface,1,1000151311,151311,
0,um^2,Surface,1,1000151312,151312,
0,um^2,Surface,1,1000151313,151313,
0,um^2,Surface,1,1000151314,151314,
0,um^2,Surface,1,1000151315,151315,
0,um^2,Surface,1,1000151316,151316,
0,um^2,Surface,1,1000151317,151317,
0,um^2,Surface,1,1000151318,151318,
0,um^2,Surface,1,1000151319,151319,
0,um^2,Surface,1,1000151320,151320,
0,um^2,Surface,1,1000151321,151321,
0,um^2,Surface,1,1000151322,151322,
0,um^2,Surface,1,1000151323,151323,
0,um^2,Surface,1,1000151324,151324,
0,um^2,Surface,1,1000151325,151325,
0,um^2,Surface,1,1000151326,151326,
0,um^2,Surface,1,1000151327,151327,
0,um^2,Surface,1,1000151328,151328,
0,um^2,Surface,1,1000151329,151329,
0,um^2,Surface,1,1000151330,151330,
0,um^2,Surface,1,1000151331,151331,
0,um^2,Surface,1,1000151332,151332,
0,um^2,Surface,1,1000151333,151333,
0,um^2,Surface,1,1000151334,151334,
0,um^2,Surface,1,1000151335,151335,
0,um^2,Surface,1,1000151336,151336,
0,um^2,Surface,1,1000151337,151337,
0,um^2,Surface,1,1000151338,151338,
0,um^2,Surface,1,1000151339,151339,
0,um^2,Surface,1,1000151340,151340,
0,um^2,Surface,1,1000151341,151341,
0,um^2,Surface,1,1000151342,151342,
0,um^2,Surface,1,1000151343,151343,
0,um^2,Surface,1,1000151344,151344,
0,um^2,Surface,1,1000151345,151345,
0,um^2,Surface,1,1000151346,151346,
0,um^2,Surface,1,1000151347,151347,
0,um^2,Surface,1,1000151348,151348,
0,um^2,Surface,1,1000151349,151349,
0,um^2,Surface,1,1000151350,151350,
0,um^2,Surface,1,1000151351,151351,
0,um^2,Surface,1,1000151352,151352,
0,um^2,Surface,1,1000151353,151353,
0,um^2,Surface,1,1000151354,151354,
0,um^2,Surface,1,1000151355,151355,
0,um^2,Surface,1,1000151356,151356,
0,um^2,Surface,1,1000151357,151357,
0,um^2,Surface,1,1000151358,151358,
0,um^2,Surface,1,1000151359,151359,
0,um^2,Surface,1,1000151360,151360,
0,um^2,Surface,1,1000151361,151361,
0,um^2,Surface,1,1000151362,151362,
0,um^2,Surface,1,1000151363,151363,
0,um^2,Surface,1,1000151364,151364,
0,um^2,Surface,1,1000151365,151365,
0,um^2,Surface,1,1000151366,151366,
0,um^2,Surface,1,1000151367,151367,
0,um^2,Surface,1,1000151368,151368,
0,um^2,Surface,1,1000151369,151369,
0,um^2,Surface,1,1000151370,151370,
0,um^2,Surface,1,1000151371,151371,
0,um^2,Surface,1,1000151372,151372,
0,um^2,Surface,1,1000151373,151373,
0,um^2,Surface,1,1000151374,151374,
0,um^2,Surface,1,1000151375,151375,
0,um^2,Surface,1,1000151376,151376,
0,um^2,Surface,1,1000151377,151377,
0,um^2,Surface,1,1000151378,151378,
0,um^2,Surface,1,1000151379,151379,
0,um^2,Surface,1,1000151380,151380,
0,um^2,Surface,1,1000151381,151381,
0,um^2,Surface,1,1000151382,151382,
0,um^2,Surface,1,1000151383,151383,
0,um^2,Surface,1,1000151384,151384,
0,um^2,Surface,1,1000151385,151385,
0,um^2,Surface,1,1000151386,151386,
0,um^2,Surface,1,1000151387,151387,
0,um^2,Surface,1,1000151388,151388,
0,um^2,Surface,1,1000151389,151389,
0,um^2,Surface,1,1000151390,151390,
0,um^2,Surface,1,1000151391,151391,
0,um^2,Surface,1,1000151392,151392,
0,um^2,Surface,1,1000151393,151393,
0,um^2,Surface,1,1000151394,151394,
0,um^2,Surface,1,1000151395,151395,
0,um^2,Surface,1,1000151396,151396,
0,um^2,Surface,1,1000151397,151397,
0,um^2,Surface,1,1000151398,151398,
0,um^2,Surface,1,1000151399,151399,
0,um^2,Surface,1,1000151400,151400,
0,um^2,Surface,1,1000151401,151401,
0,um^2,Surface,1,1000151402,151402,
0,um^2,Surface,1,1000151403,151403,
0,um^2,Surface,1,1000151404,151404,
0,um^2,Surface,1,1000151405,151405,
0,um^2,Surface,1,1000151406,151406,
0,um^2,Surface,1,1000151407,151407,
0,um^2,Surface,1,1000151408,151408,
